dataset,path,rows,matched_total,matched_pct,matched_by_player_id,matched_by_unique_name,unmatched,homonym_review_rows,current_leagues
transfer_portfolio_dataset,C:\Users\manue\Projects\market-value-football-tfm\reports\strategy\transfer_portfolio_dataset.csv,6208,5640,90.85,5640,0,568,96,Austrian Bundesliga | Belgian Pro League | Bundesliga | Eredivisie | LaLiga | Liga Portugal | Ligue 1 | Premier League | Serie A
