player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster
Radja Nainggolan,1718,Roma,ITA-Serie A,MF,29.0,2613,Creative Playmaker,Ball Progressor,31.0,25.5,5.5,94.5,2,1
Alberto Grassi,1718,SPAL,ITA-Serie A,MF,22.0,2253,Defensive Anchor,Ball Progressor,37.5,25.9,11.6,88.4,0,1
Federico Viviani,1718,SPAL,ITA-Serie A,MF,25.0,2480,Box-to-Box Engine,Defensive Anchor,33.9,27.1,6.8,93.2,3,0
Jasmin Kurtić,1718,SPAL,ITA-Serie A,"MF,FW",28.0,1440,Defensive Anchor,Ball Progressor,33.9,28.7,5.2,94.8,0,1
Luca Mora,1718,SPAL,ITA-Serie A,MF,29.0,934,Defensive Anchor,Ball Progressor,30.8,28.8,2.0,98.0,0,1
Pasquale Schiattarella,1718,SPAL,ITA-Serie A,MF,30.0,1990,Box-to-Box Engine,Ball Progressor,30.1,25.0,5.1,94.9,3,1
Dennis Praet,1718,Sampdoria,ITA-Serie A,MF,23.0,2657,Box-to-Box Engine,Ball Progressor,29.6,26.3,3.3,96.7,3,1
Filip Đuričić,1718,Sampdoria,ITA-Serie A,MF,25.0,971,Ball Progressor,Box-to-Box Engine,25.9,25.2,0.7,99.3,1,3
Gastón Ramírez,1718,Sampdoria,ITA-Serie A,MF,26.0,2214,Creative Playmaker,Ball Progressor,34.0,27.4,6.6,93.4,2,1
Karol Linetty,1718,Sampdoria,ITA-Serie A,MF,22.0,2139,Ball Progressor,Box-to-Box Engine,31.0,25.4,5.6,94.4,1,3
Lucas Torreira,1718,Sampdoria,ITA-Serie A,MF,21.0,3180,Box-to-Box Engine,Defensive Anchor,31.7,31.3,0.4,99.6,3,0
Édgar Barreto,1718,Sampdoria,ITA-Serie A,MF,33.0,1965,Defensive Anchor,Ball Progressor,33.9,25.6,8.3,91.7,0,1
Alfred Duncan,1718,Sassuolo,ITA-Serie A,MF,24.0,1947,Ball Progressor,Box-to-Box Engine,30.1,27.1,3.0,97.0,1,3
Francesco Magnanelli,1718,Sassuolo,ITA-Serie A,MF,32.0,2494,Box-to-Box Engine,Defensive Anchor,31.5,30.7,0.8,99.2,3,0
Luca Mazzitelli,1718,Sassuolo,ITA-Serie A,MF,21.0,1017,Defensive Anchor,Ball Progressor,34.6,24.8,9.8,90.2,0,1
Simone Missiroli,1718,Sassuolo,ITA-Serie A,MF,31.0,2918,Defensive Anchor,Box-to-Box Engine,36.5,25.1,11.4,88.6,0,3
Stefano Sensi,1718,Sassuolo,ITA-Serie A,MF,21.0,1041,Box-to-Box Engine,Ball Progressor,30.3,25.2,5.1,94.9,3,1
Adem Ljajić,1718,Torino,ITA-Serie A,"MF,FW",25.0,2166,Creative Playmaker,Ball Progressor,39.6,23.1,16.5,83.5,2,1
Afriyie Acquah,1718,Torino,ITA-Serie A,MF,25.0,951,Defensive Anchor,Box-to-Box Engine,31.5,26.3,5.2,94.8,0,3
Daniele Baselli,1718,Torino,ITA-Serie A,MF,25.0,2521,Defensive Anchor,Box-to-Box Engine,32.6,28.6,4.0,96.0,0,3
Joel Obi,1718,Torino,ITA-Serie A,MF,26.0,1247,Defensive Anchor,Ball Progressor,31.1,26.0,5.1,94.9,0,1
Tomás Rincón,1718,Torino,ITA-Serie A,MF,29.0,2995,Defensive Anchor,Box-to-Box Engine,40.7,24.7,16.0,84.0,0,3
Andrija Balić,1718,Udinese,ITA-Serie A,MF,19.0,1083,Defensive Anchor,Box-to-Box Engine,29.7,28.9,0.8,99.2,0,3
Antonín Barák,1718,Udinese,ITA-Serie A,MF,22.0,2713,Ball Progressor,Box-to-Box Engine,34.5,24.4,10.1,89.9,1,3
Jakub Jankto,1718,Udinese,ITA-Serie A,"MF,FW",21.0,2654,Ball Progressor,Creative Playmaker,31.4,30.1,1.3,98.7,1,2
Ryder Matos,1718,Udinese,ITA-Serie A,MF,24.0,978,Ball Progressor,Defensive Anchor,30.7,24.1,6.6,93.4,1,0
Seko Fofana,1718,Udinese,ITA-Serie A,MF,22.0,1868,Defensive Anchor,Box-to-Box Engine,28.7,27.0,1.7,98.3,0,3
Valon Behrami,1718,Udinese,ITA-Serie A,MF,32.0,1398,Defensive Anchor,Box-to-Box Engine,36.6,24.2,12.4,87.6,0,3
Mario Pašalić,1819,Atalanta,ITA-Serie A,MF,23.0,1618,Ball Progressor,Box-to-Box Engine,28.6,28.0,0.6,99.4,1,3
Marten de Roon,1819,Atalanta,ITA-Serie A,MF,27.0,2975,Box-to-Box Engine,Defensive Anchor,36.5,28.2,8.3,91.7,3,0
Papu Gómez,1819,Atalanta,ITA-Serie A,"MF,FW",30.0,2899,Creative Playmaker,Ball Progressor,37.1,22.7,14.4,85.6,2,1
Remo Freuler,1819,Atalanta,ITA-Serie A,MF,26.0,3022,Box-to-Box Engine,Defensive Anchor,37.5,21.6,15.9,84.1,3,0
Andrea Poli,1819,Bologna,ITA-Serie A,MF,28.0,1932,Defensive Anchor,Ball Progressor,32.9,27.0,5.9,94.1,0,1
Blerim Džemaili,1819,Bologna,ITA-Serie A,MF,32.0,1750,Box-to-Box Engine,Ball Progressor,28.4,27.8,0.6,99.4,3,1
Erick Pulgar,1819,Bologna,ITA-Serie A,MF,24.0,2357,Box-to-Box Engine,Defensive Anchor,32.1,25.1,7.0,93.0,3,0
Mattias Svanberg,1819,Bologna,ITA-Serie A,MF,19.0,1176,Ball Progressor,Defensive Anchor,31.4,28.6,2.8,97.2,1,0
Roberto Soriano,1819,Bologna,ITA-Serie A,MF,27.0,1489,Ball Progressor,Creative Playmaker,31.1,25.6,5.5,94.5,1,2
Ádám Nagy,1819,Bologna,ITA-Serie A,MF,23.0,975,Defensive Anchor,Box-to-Box Engine,36.2,25.2,11.0,89.0,0,3
Artur Ioniță,1819,Cagliari,ITA-Serie A,MF,27.0,2968,Defensive Anchor,Ball Progressor,36.2,28.3,7.9,92.1,0,1
Filip Bradarić,1819,Cagliari,ITA-Serie A,MF,26.0,1494,Defensive Anchor,Box-to-Box Engine,29.9,26.7,3.2,96.8,0,3
Luca Cigarini,1819,Cagliari,ITA-Serie A,MF,32.0,1682,Box-to-Box Engine,Defensive Anchor,35.3,25.3,10.0,90.0,3,0
Nicolò Barella,1819,Cagliari,ITA-Serie A,MF,21.0,3107,Box-to-Box Engine,Ball Progressor,33.1,24.1,9.0,91.0,3,1
Paolo Faragò,1819,Cagliari,ITA-Serie A,"MF,DF",25.0,1703,Ball Progressor,Defensive Anchor,30.2,27.5,2.7,97.3,1,0
Valter Birsa,1819,Cagliari,ITA-Serie A,"MF,FW",31.0,1101,Ball Progressor,Creative Playmaker,27.6,26.1,1.5,98.5,1,2
Emanuele Giaccherini,1819,Chievo,ITA-Serie A,"MF,FW",33.0,2009,Creative Playmaker,Ball Progressor,33.0,28.5,4.5,95.5,2,1
Ivan Radovanović,1819,Chievo,ITA-Serie A,MF,29.0,1706,Defensive Anchor,Box-to-Box Engine,35.4,27.3,8.1,91.9,0,3
Ivan Radovanović,1819,Chievo,ITA-Serie A,MF,29.0,1278,Defensive Anchor,Box-to-Box Engine,35.4,27.3,8.1,91.9,0,3
Mehdi Léris,1819,Chievo,ITA-Serie A,"MF,DF",20.0,1607,Defensive Anchor,Ball Progressor,31.2,26.2,5.0,95.0,0,1
Nicola Rigoni,1819,Chievo,ITA-Serie A,MF,27.0,1951,Defensive Anchor,Ball Progressor,42.6,22.2,20.4,79.6,0,1
Përparim Hetemaj,1819,Chievo,ITA-Serie A,MF,31.0,2156,Defensive Anchor,Ball Progressor,35.9,26.8,9.1,90.9,0,1
Valter Birsa,1819,Chievo,ITA-Serie A,"MF,FW",31.0,1101,Creative Playmaker,Ball Progressor,35.1,27.8,7.3,92.7,2,1
Afriyie Acquah,1819,Empoli,ITA-Serie A,MF,26.0,1510,Ball Progressor,Box-to-Box Engine,28.7,26.5,2.2,97.8,1,3
Hamed Junior Traorè,1819,Empoli,ITA-Serie A,MF,18.0,2259,Box-to-Box Engine,Ball Progressor,28.7,28.0,0.7,99.3,3,1
Ismaël Bennacer,1819,Empoli,ITA-Serie A,MF,20.0,2961,Box-to-Box Engine,Defensive Anchor,34.4,29.6,4.8,95.2,3,0
Miha Zajc,1819,Empoli,ITA-Serie A,"MF,FW",24.0,1166,Creative Playmaker,Ball Progressor,41.3,24.6,16.7,83.3,2,1
Rade Krunić,1819,Empoli,ITA-Serie A,MF,24.0,2772,Creative Playmaker,Ball Progressor,36.9,25.9,11.0,89.0,2,1
Edimilson Fernandes,1819,Fiorentina,ITA-Serie A,MF,22.0,1970,Defensive Anchor,Ball Progressor,32.6,27.0,5.6,94.4,0,1
Gerson,1819,Fiorentina,ITA-Serie A,"MF,FW",21.0,2426,Ball Progressor,Box-to-Box Engine,30.2,27.0,3.2,96.8,1,3
Jordan Veretout,1819,Fiorentina,ITA-Serie A,MF,25.0,2941,Box-to-Box Engine,Ball Progressor,34.9,22.1,12.8,87.2,3,1
Marco Benassi,1819,Fiorentina,ITA-Serie A,MF,23.0,2282,Ball Progressor,Creative Playmaker,36.2,23.8,12.4,87.6,1,2
Francesco Cassata,1819,Frosinone,ITA-Serie A,MF,21.0,1124,Ball Progressor,Defensive Anchor,33.2,27.0,6.2,93.8,1,0
Raffaele Maiello,1819,Frosinone,ITA-Serie A,MF,27.0,2043,Defensive Anchor,Box-to-Box Engine,34.5,30.0,4.5,95.5,0,3
Raman Chibsah,1819,Frosinone,ITA-Serie A,MF,25.0,2622,Defensive Anchor,Ball Progressor,36.9,25.8,11.1,88.9,0,1
Daniel Bessa,1819,Genoa,ITA-Serie A,MF,25.0,2441,Ball Progressor,Box-to-Box Engine,33.2,24.5,8.7,91.3,1,3
Esteban Rolón,1819,Genoa,ITA-Serie A,MF,23.0,1046,Defensive Anchor,Ball Progressor,35.9,24.7,11.2,88.8,0,1
Ivan Radovanović,1819,Genoa,ITA-Serie A,MF,29.0,1706,Defensive Anchor,Box-to-Box Engine,34.8,27.1,7.7,92.3,0,3
Ivan Radovanović,1819,Genoa,ITA-Serie A,MF,29.0,1278,Defensive Anchor,Box-to-Box Engine,34.8,27.1,7.7,92.3,0,3
Lukas Lerager,1819,Genoa,ITA-Serie A,MF,25.0,1298,Defensive Anchor,Ball Progressor,32.6,27.7,4.9,95.1,0,1
Lukas Lerager,1819,Genoa,ITA-Serie A,MF,25.0,1122,Defensive Anchor,Ball Progressor,32.6,27.7,4.9,95.1,0,1
Miguel Veloso,1819,Genoa,ITA-Serie A,MF,32.0,1257,Defensive Anchor,Ball Progressor,27.5,27.2,0.3,99.7,0,1
Oscar Hiljemark,1819,Genoa,ITA-Serie A,MF,26.0,1196,Ball Progressor,Defensive Anchor,33.6,28.9,4.7,95.3,1,0
Rômulo,1819,Genoa,ITA-Serie A,"MF,FW",31.0,1351,Ball Progressor,Box-to-Box Engine,32.8,24.6,8.2,91.8,1,3
Borja Valero,1819,Inter,ITA-Serie A,MF,33.0,1231,Box-to-Box Engine,Creative Playmaker,33.9,23.1,10.8,89.2,3,2
João Mário,1819,Inter,ITA-Serie A,"MF,FW",25.0,1082,Creative Playmaker,Box-to-Box Engine,29.7,26.8,2.9,97.1,2,3
Marcelo Brozović,1819,Inter,ITA-Serie A,MF,25.0,2650,Box-to-Box Engine,Defensive Anchor,35.4,22.9,12.5,87.5,3,0
Matías Vecino,1819,Inter,ITA-Serie A,MF,26.0,2015,Ball Progressor,Box-to-Box Engine,29.9,26.5,3.4,96.6,1,3
Radja Nainggolan,1819,Inter,ITA-Serie A,MF,30.0,1967,Creative Playmaker,Ball Progressor,34.7,27.6,7.1,92.9,2,1
Roberto Gagliardini,1819,Inter,ITA-Serie A,MF,24.0,1087,Box-to-Box Engine,Ball Progressor,28.0,25.8,2.2,97.8,3,1
Blaise Matuidi,1819,Juventus,ITA-Serie A,MF,31.0,2418,Defensive Anchor,Ball Progressor,30.3,28.8,1.5,98.5,0,1
Emre Can,1819,Juventus,ITA-Serie A,MF,24.0,1811,Defensive Anchor,Box-to-Box Engine,30.2,28.5,1.7,98.3,0,3
Federico Bernardeschi,1819,Juventus,ITA-Serie A,"MF,FW",24.0,1473,Creative Playmaker,Ball Progressor,37.4,26.3,11.1,88.9,2,1
Juan Cuadrado,1819,Juventus,ITA-Serie A,"MF,DF",30.0,1220,Creative Playmaker,Box-to-Box Engine,33.6,24.8,8.8,91.2,2,3
Miralem Pjanić,1819,Juventus,ITA-Serie A,MF,28.0,2280,Box-to-Box Engine,Creative Playmaker,33.4,22.9,10.5,89.5,3,2
Rodrigo Bentancur,1819,Juventus,ITA-Serie A,MF,21.0,2003,Box-to-Box Engine,Defensive Anchor,33.8,28.0,5.8,94.2,3,0
Alessandro Murgia,1819,Lazio,ITA-Serie A,MF,21.0,1072,Defensive Anchor,Ball Progressor,28.3,25.8,2.5,97.5,0,1
Lucas Leiva,1819,Lazio,ITA-Serie A,MF,31.0,1987,Box-to-Box Engine,Defensive Anchor,32.7,29.5,3.2,96.8,3,0
Luis Alberto,1819,Lazio,ITA-Serie A,"MF,FW",25.0,1990,Creative Playmaker,Box-to-Box Engine,35.9,24.6,11.3,88.7,2,3
Marco Parolo,1819,Lazio,ITA-Serie A,MF,33.0,2563,Ball Progressor,Defensive Anchor,32.5,27.1,5.4,94.6,1,0
Milan Badelj,1819,Lazio,ITA-Serie A,MF,29.0,1141,Box-to-Box Engine,Defensive Anchor,31.8,29.5,2.3,97.7,3,0
Sergej Milinković-Savić,1819,Lazio,ITA-Serie A,MF,23.0,2396,Creative Playmaker,Box-to-Box Engine,29.2,27.6,1.6,98.4,2,3
Franck Kessié,1819,Milan,ITA-Serie A,MF,21.0,3018,Ball Progressor,Box-to-Box Engine,29.5,27.6,1.9,98.1,1,3
Hakan Çalhanoğlu,1819,Milan,ITA-Serie A,"MF,FW",24.0,2884,Creative Playmaker,Box-to-Box Engine,35.4,24.6,10.8,89.2,2,3
Lucas Biglia,1819,Milan,ITA-Serie A,MF,32.0,1114,Defensive Anchor,Box-to-Box Engine,32.4,30.1,2.3,97.7,0,3
Tiemoué Bakayoko,1819,Milan,ITA-Serie A,MF,23.0,2301,Box-to-Box Engine,Defensive Anchor,33.9,30.4,3.5,96.5,3,0
Allan,1819,Napoli,ITA-Serie A,MF,27.0,2616,Box-to-Box Engine,Defensive Anchor,35.6,24.7,10.9,89.1,3,0
Fabián Ruiz Peña,1819,Napoli,ITA-Serie A,MF,22.0,1992,Creative Playmaker,Box-to-Box Engine,30.7,28.7,2.0,98.0,2,3
José Callejón,1819,Napoli,ITA-Serie A,"MF,FW",31.0,2650,Creative Playmaker,Ball Progressor,38.5,24.7,13.8,86.2,2,1
Marek Hamšík,1819,Napoli,ITA-Serie A,MF,31.0,916,Box-to-Box Engine,Defensive Anchor,33.5,23.7,9.8,90.2,3,0
Piotr Zieliński,1819,Napoli,ITA-Serie A,MF,24.0,2875,Creative Playmaker,Box-to-Box Engine,32.1,26.2,5.9,94.1,2,3
Antonino Barillà,1819,Parma,ITA-Serie A,MF,30.0,2618,Defensive Anchor,Ball Progressor,35.1,29.3,5.8,94.2,0,1
Juraj Kucka,1819,Parma,ITA-Serie A,MF,31.0,1535,Defensive Anchor,Ball Progressor,32.1,28.7,3.4,96.6,0,1
Leo Štulac,1819,Parma,ITA-Serie A,MF,23.0,1452,Defensive Anchor,Box-to-Box Engine,33.5,25.8,7.7,92.3,0,3
Luca Rigoni,1819,Parma,ITA-Serie A,MF,33.0,1761,Defensive Anchor,Ball Progressor,35.6,28.2,7.4,92.6,0,1
Matteo Scozzarella,1819,Parma,ITA-Serie A,MF,30.0,1459,Defensive Anchor,Ball Progressor,32.6,26.1,6.5,93.5,0,1
Bryan Cristante,1819,Roma,ITA-Serie A,MF,23.0,2425,Box-to-Box Engine,Defensive Anchor,33.2,29.3,3.9,96.1,3,0
Daniele De Rossi,1819,Roma,ITA-Serie A,MF,35.0,1270,Box-to-Box Engine,Defensive Anchor,35.6,25.8,9.8,90.2,3,0
Kevin Strootman,1819,Roma,ITA-Serie A,MF,28.0,1942,Defensive Anchor,Ball Progressor,28.7,26.7,2.0,98.0,0,1
Lorenzo Pellegrini,1819,Roma,ITA-Serie A,MF,22.0,1821,Creative Playmaker,Ball Progressor,32.4,27.2,5.2,94.8,2,1
Nicolò Zaniolo,1819,Roma,ITA-Serie A,"MF,FW",19.0,1766,Ball Progressor,Creative Playmaker,38.6,21.7,16.9,83.1,1,2
Steven Nzonzi,1819,Roma,ITA-Serie A,MF,29.0,2617,Defensive Anchor,Box-to-Box Engine,39.0,26.5,12.5,87.5,0,3
Alessandro Murgia,1819,SPAL,ITA-Serie A,MF,21.0,1072,Defensive Anchor,Ball Progressor,29.1,27.9,1.2,98.8,0,1
Jasmin Kurtić,1819,SPAL,ITA-Serie A,MF,29.0,2557,Ball Progressor,Box-to-Box Engine,32.1,23.9,8.2,91.8,1,3
Mattia Valoti,1819,SPAL,ITA-Serie A,MF,24.0,1222,Ball Progressor,Defensive Anchor,30.3,29.1,1.2,98.8,1,0
Pasquale Schiattarella,1819,SPAL,ITA-Serie A,MF,31.0,1841,Box-to-Box Engine,Defensive Anchor,37.1,22.7,14.4,85.6,3,0
Simone Missiroli,1819,SPAL,ITA-Serie A,MF,32.0,2741,Defensive Anchor,Box-to-Box Engine,34.0,29.2,4.8,95.2,0,3
Albin Ekdal,1819,Sampdoria,ITA-Serie A,MF,29.0,2646,Defensive Anchor,Box-to-Box Engine,37.8,27.7,10.1,89.9,0,3
Dennis Praet,1819,Sampdoria,ITA-Serie A,MF,24.0,2890,Box-to-Box Engine,Ball Progressor,30.7,27.4,3.3,96.7,3,1
Gastón Ramírez,1819,Sampdoria,ITA-Serie A,MF,27.0,1578,Ball Progressor,Creative Playmaker,29.9,27.0,2.9,97.1,1,2
Jakub Jankto,1819,Sampdoria,ITA-Serie A,MF,22.0,963,Ball Progressor,Creative Playmaker,30.0,24.4,5.6,94.4,1,2
Karol Linetty,1819,Sampdoria,ITA-Serie A,MF,23.0,2507,Ball Progressor,Box-to-Box Engine,31.0,27.0,4.0,96.0,1,3
Riccardo Saponara,1819,Sampdoria,ITA-Serie A,MF,26.0,905,Creative Playmaker,Ball Progressor,42.5,22.2,20.3,79.7,2,1
Alfred Duncan,1819,Sassuolo,ITA-Serie A,MF,25.0,1848,Ball Progressor,Box-to-Box Engine,33.2,25.3,7.9,92.1,1,3
Francesco Magnanelli,1819,Sassuolo,ITA-Serie A,MF,33.0,1859,Defensive Anchor,Box-to-Box Engine,39.2,26.4,12.8,87.2,0,3
Manuel Locatelli,1819,Sassuolo,ITA-Serie A,MF,20.0,1847,Box-to-Box Engine,Ball Progressor,34.7,23.8,10.9,89.1,3,1
Mehdi Bourabia,1819,Sassuolo,ITA-Serie A,MF,26.0,2010,Defensive Anchor,Box-to-Box Engine,37.8,24.9,12.9,87.1,0,3
Stefano Sensi,1819,Sassuolo,ITA-Serie A,MF,22.0,1972,Box-to-Box Engine,Ball Progressor,32.8,23.5,9.3,90.7,3,1
Daniele Baselli,1819,Torino,ITA-Serie A,MF,26.0,2379,Box-to-Box Engine,Ball Progressor,33.4,24.9,8.5,91.5,3,1
Roberto Soriano,1819,Torino,ITA-Serie A,MF,27.0,1489,Ball Progressor,Creative Playmaker,27.7,25.5,2.2,97.8,1,2
Saša Lukić,1819,Torino,ITA-Serie A,MF,21.0,989,Ball Progressor,Box-to-Box Engine,32.9,24.7,8.2,91.8,1,3
Soualiho Meïté,1819,Torino,ITA-Serie A,MF,24.0,2659,Defensive Anchor,Box-to-Box Engine,29.2,28.9,0.3,99.7,0,3
Tomás Rincón,1819,Torino,ITA-Serie A,MF,30.0,2799,Defensive Anchor,Box-to-Box Engine,36.2,28.2,8.0,92.0,0,3
Álex Berenguer,1819,Torino,ITA-Serie A,"MF,DF",23.0,1486,Creative Playmaker,Ball Progressor,34.4,27.3,7.1,92.9,2,1
Rodrigo De Paul,1819,Udinese,ITA-Serie A,"MF,FW",24.0,3189,Creative Playmaker,Box-to-Box Engine,35.0,24.2,10.8,89.2,2,3
Rolando Mandragora,1819,Udinese,ITA-Serie A,MF,21.0,2918,Defensive Anchor,Ball Progressor,36.6,26.6,10.0,90.0,0,1
Seko Fofana,1819,Udinese,ITA-Serie A,MF,23.0,2639,Ball Progressor,Box-to-Box Engine,31.1,24.4,6.7,93.3,1,3
Valon Behrami,1819,Udinese,ITA-Serie A,MF,33.0,1361,Defensive Anchor,Ball Progressor,36.5,24.2,12.3,87.7,0,1
Mario Pašalić,1920,Atalanta,ITA-Serie A,MF,24.0,2417,Ball Progressor,Box-to-Box Engine,27.7,26.4,1.3,98.7,1,3
Marten de Roon,1920,Atalanta,ITA-Serie A,"MF,DF",28.0,2721,Box-to-Box Engine,Defensive Anchor,37.0,28.3,8.7,91.3,3,0
Papu Gómez,1920,Atalanta,ITA-Serie A,"MF,FW",31.0,2842,Creative Playmaker,Box-to-Box Engine,36.2,23.2,13.0,87.0,2,3
Remo Freuler,1920,Atalanta,ITA-Serie A,MF,27.0,2337,Box-to-Box Engine,Defensive Anchor,38.0,22.7,15.3,84.7,3,0
Ruslan Malinovskyi,1920,Atalanta,ITA-Serie A,"MF,FW",26.0,1535,Creative Playmaker,Box-to-Box Engine,39.7,21.9,17.8,82.2,2,3
Andrea Poli,1920,Bologna,ITA-Serie A,MF,29.0,1919,Defensive Anchor,Box-to-Box Engine,35.6,27.1,8.5,91.5,0,3
Gary Medel,1920,Bologna,ITA-Serie A,MF,31.0,1784,Defensive Anchor,Box-to-Box Engine,40.7,25.9,14.8,85.2,0,3
Jerdy Schouten,1920,Bologna,ITA-Serie A,MF,22.0,1082,Defensive Anchor,Box-to-Box Engine,39.7,24.7,15.0,85.0,0,3
Mattias Svanberg,1920,Bologna,ITA-Serie A,MF,20.0,1051,Ball Progressor,Defensive Anchor,35.1,23.9,11.2,88.8,1,0
Roberto Soriano,1920,Bologna,ITA-Serie A,MF,28.0,2469,Creative Playmaker,Ball Progressor,33.3,26.6,6.7,93.3,2,1
Daniele Dessena,1920,Brescia,ITA-Serie A,MF,32.0,1869,Defensive Anchor,Ball Progressor,31.2,29.4,1.8,98.2,0,1
Dimitri Bisoli,1920,Brescia,ITA-Serie A,MF,25.0,2152,Ball Progressor,Defensive Anchor,29.5,29.5,0.0,100.0,1,0
Jaromír Zmrhal,1920,Brescia,ITA-Serie A,MF,25.0,1125,Ball Progressor,Defensive Anchor,32.3,24.5,7.8,92.2,1,0
Nikolas Špalek,1920,Brescia,ITA-Serie A,"MF,FW",22.0,1579,Ball Progressor,Defensive Anchor,34.4,23.6,10.8,89.2,1,0
Rômulo,1920,Brescia,ITA-Serie A,MF,32.0,1723,Ball Progressor,Defensive Anchor,37.3,24.1,13.2,86.8,1,0
Sandro Tonali,1920,Brescia,ITA-Serie A,MF,19.0,3014,Box-to-Box Engine,Defensive Anchor,30.9,24.8,6.1,93.9,3,0
Artur Ioniță,1920,Cagliari,ITA-Serie A,MF,28.0,1897,Defensive Anchor,Ball Progressor,35.3,27.0,8.3,91.7,0,1
Luca Cigarini,1920,Cagliari,ITA-Serie A,MF,33.0,1598,Box-to-Box Engine,Defensive Anchor,33.9,23.9,10.0,90.0,3,0
Marko Rog,1920,Cagliari,ITA-Serie A,MF,24.0,2317,Box-to-Box Engine,Defensive Anchor,29.9,27.0,2.9,97.1,3,0
Nahitan Nández,1920,Cagliari,ITA-Serie A,"MF,DF",23.0,2898,Ball Progressor,Box-to-Box Engine,36.4,22.3,14.1,85.9,1,3
Radja Nainggolan,1920,Cagliari,ITA-Serie A,MF,31.0,2071,Creative Playmaker,Ball Progressor,34.6,24.5,10.1,89.9,2,1
Erick Pulgar,1920,Fiorentina,ITA-Serie A,MF,25.0,2950,Box-to-Box Engine,Ball Progressor,28.9,25.3,3.6,96.4,3,1
Gaetano Castrovilli,1920,Fiorentina,ITA-Serie A,MF,22.0,2673,Ball Progressor,Box-to-Box Engine,27.9,26.2,1.7,98.3,1,3
Marco Benassi,1920,Fiorentina,ITA-Serie A,MF,24.0,980,Ball Progressor,Defensive Anchor,40.3,21.3,19.0,81.0,1,0
Milan Badelj,1920,Fiorentina,ITA-Serie A,MF,30.0,1585,Defensive Anchor,Box-to-Box Engine,32.9,28.3,4.6,95.4,0,3
Francesco Cassata,1920,Genoa,ITA-Serie A,MF,22.0,1458,Ball Progressor,Defensive Anchor,31.3,27.7,3.6,96.4,1,0
Ivan Radovanović,1920,Genoa,ITA-Serie A,MF,30.0,1318,Defensive Anchor,Box-to-Box Engine,33.7,28.8,4.9,95.1,0,3
Lasse Schöne,1920,Genoa,ITA-Serie A,MF,33.0,2427,Box-to-Box Engine,Defensive Anchor,33.4,26.3,7.1,92.9,3,0
Lukas Lerager,1920,Genoa,ITA-Serie A,MF,26.0,1387,Ball Progressor,Defensive Anchor,31.2,29.7,1.5,98.5,1,0
Riccardo Saponara,1920,Genoa,ITA-Serie A,"MF,FW",27.0,947,Ball Progressor,Box-to-Box Engine,26.6,26.3,0.3,99.7,1,3
Stefano Sturaro,1920,Genoa,ITA-Serie A,MF,26.0,1252,Defensive Anchor,Ball Progressor,33.8,29.1,4.7,95.3,0,1
Valon Behrami,1920,Genoa,ITA-Serie A,MF,34.0,1107,Defensive Anchor,Ball Progressor,38.2,23.4,14.8,85.2,0,1
Matteo Pessina,1920,Hellas Verona,ITA-Serie A,MF,22.0,2489,Ball Progressor,Box-to-Box Engine,32.6,24.8,7.8,92.2,1,3
Mattia Zaccagni,1920,Hellas Verona,ITA-Serie A,"MF,FW",24.0,2114,Creative Playmaker,Ball Progressor,30.5,29.7,0.8,99.2,2,1
Miguel Veloso,1920,Hellas Verona,ITA-Serie A,MF,33.0,2811,Box-to-Box Engine,Defensive Anchor,36.9,23.4,13.5,86.5,3,0
Sofyan Amrabat,1920,Hellas Verona,ITA-Serie A,MF,22.0,2919,Box-to-Box Engine,Defensive Anchor,33.8,25.3,8.5,91.5,3,0
Valerio Verre,1920,Hellas Verona,ITA-Serie A,"MF,FW",25.0,1774,Ball Progressor,Creative Playmaker,32.6,28.4,4.2,95.8,1,2
Borja Valero,1920,Inter,ITA-Serie A,MF,34.0,931,Box-to-Box Engine,Ball Progressor,29.6,28.9,0.7,99.3,3,1
Christian Eriksen,1920,Inter,ITA-Serie A,MF,27.0,1097,Creative Playmaker,Ball Progressor,34.8,23.7,11.1,88.9,2,1
Marcelo Brozović,1920,Inter,ITA-Serie A,MF,26.0,2701,Box-to-Box Engine,Defensive Anchor,39.6,22.1,17.5,82.5,3,0
Matías Vecino,1920,Inter,ITA-Serie A,MF,27.0,1282,Ball Progressor,Defensive Anchor,34.1,24.4,9.7,90.3,1,0
Nicolò Barella,1920,Inter,ITA-Serie A,MF,22.0,2013,Box-to-Box Engine,Ball Progressor,34.0,24.8,9.2,90.8,3,1
Roberto Gagliardini,1920,Inter,ITA-Serie A,MF,25.0,1797,Ball Progressor,Box-to-Box Engine,27.4,27.3,0.1,99.9,1,3
Aaron Ramsey,1920,Juventus,ITA-Serie A,MF,28.0,1051,Ball Progressor,Box-to-Box Engine,28.0,25.7,2.3,97.7,1,3
Adrien Rabiot,1920,Juventus,ITA-Serie A,MF,24.0,1912,Defensive Anchor,Box-to-Box Engine,30.6,28.0,2.6,97.4,0,3
Blaise Matuidi,1920,Juventus,ITA-Serie A,MF,32.0,2237,Ball Progressor,Defensive Anchor,31.0,30.4,0.6,99.4,1,0
Emre Can,1920,Juventus,ITA-Serie A,MF,25.0,955,Ball Progressor,Defensive Anchor,26.2,26.1,0.1,99.9,1,0
