player,season,role,similar_player,similar_team,similarity_score,rank
Lucas Robertone,2223,Ball Progressor,Marc Cucurella,Getafe,77.1,2
Lucas Robertone,2223,Ball Progressor,Mathias Jensen,Brentford,76.3,3
Lucas Robertone,2223,Ball Progressor,Matt Ritchie,Newcastle Utd,76.2,4
Lucas Robertone,2223,Ball Progressor,Gustavo Hamer,Sheffield Utd,75.0,5
Samu Costa,2223,Defensive Anchor,Samu Costa,Mallorca,91.2,1
Samu Costa,2223,Defensive Anchor,Eric Martel,Köln,88.0,2
Samu Costa,2223,Defensive Anchor,Atakan Karazor,Stuttgart,87.6,3
Samu Costa,2223,Defensive Anchor,Amadou Onana,Everton,86.8,4
Samu Costa,2223,Defensive Anchor,Salih Özcan,Köln,86.7,5
Íñigo Eguaras,2223,Defensive Anchor,Iñigo Pérez,Osasuna,82.8,1
Íñigo Eguaras,2223,Defensive Anchor,Miguel Veloso,Hellas Verona,80.4,2
Íñigo Eguaras,2223,Defensive Anchor,Iñigo Pérez,Osasuna,77.6,3
Íñigo Eguaras,2223,Defensive Anchor,Daniel Wass,Valencia,73.7,4
Íñigo Eguaras,2223,Defensive Anchor,Dennis Aogo,Stuttgart,73.0,5
Dani García,2223,Defensive Anchor,Tomás Pina Isla,Alavés,94.0,1
Dani García,2223,Defensive Anchor,Javi Fuego,Villarreal,90.0,2
Dani García,2223,Defensive Anchor,Julian Baumgartlinger,Leverkusen,88.9,3
Dani García,2223,Defensive Anchor,Claudio Yacob,West Brom,87.7,4
Dani García,2223,Defensive Anchor,Carlos Sánchez,Espanyol,87.4,5
Iker Muniain,2223,Creative Playmaker,Mesut Özil,Arsenal,88.9,1
Iker Muniain,2223,Creative Playmaker,Kevin De Bruyne,Manchester City,87.6,2
Iker Muniain,2223,Creative Playmaker,Dimitri Payet,Marseille,87.1,3
Iker Muniain,2223,Creative Playmaker,Ryad Boudebouz,Saint-Étienne,87.0,4
Iker Muniain,2223,Creative Playmaker,Suso,Sevilla,86.5,5
Mikel Vesga,2223,Defensive Anchor,Marten de Roon,Atalanta,91.3,1
Mikel Vesga,2223,Defensive Anchor,Marten de Roon,Atalanta,85.1,2
Mikel Vesga,2223,Defensive Anchor,Wataru Endo,Stuttgart,85.0,3
Mikel Vesga,2223,Defensive Anchor,Steven Nzonzi,Roma,84.2,4
Mikel Vesga,2223,Defensive Anchor,Wataru Endo,Stuttgart,83.2,5
Oihan Sancet,2223,Ball Progressor,Marco Benassi,Fiorentina,81.9,1
Oihan Sancet,2223,Ball Progressor,Hamed Junior Traorè,Auxerre,81.3,2
Oihan Sancet,2223,Ball Progressor,Rony Lopes,Troyes,81.0,3
Oihan Sancet,2223,Ball Progressor,Óscar Rodríguez Arnaiz,Leganés,80.5,4
Oihan Sancet,2223,Ball Progressor,Emile Smith Rowe,Arsenal,80.2,5
Geoffrey Kondogbia,2223,Defensive Anchor,Vincent Pajot,Metz,90.9,1
Geoffrey Kondogbia,2223,Defensive Anchor,Josuha Guilavogui,Bordeaux,88.7,2
Geoffrey Kondogbia,2223,Defensive Anchor,Josuha Guilavogui,Bordeaux,88.4,3
Geoffrey Kondogbia,2223,Defensive Anchor,Josuha Guilavogui,Bordeaux,88.4,4
Geoffrey Kondogbia,2223,Defensive Anchor,Josuha Guilavogui,Bordeaux,88.3,5
Koke,2223,Box-to-Box Engine,Sergio Busquets,Barcelona,84.2,1
Koke,2223,Box-to-Box Engine,Koke,Atlético Madrid,83.1,2
Koke,2223,Box-to-Box Engine,João Moutinho,Wolves,81.8,3
Koke,2223,Box-to-Box Engine,Daniel Parejo,Villarreal,79.9,4
Koke,2223,Box-to-Box Engine,Koke,Atlético Madrid,79.0,5
Marcos Llorente,2223,Ball Progressor,Nathan Redmond,Southampton,86.4,1
Marcos Llorente,2223,Ball Progressor,Stuart Armstrong,Southampton,81.3,2
Marcos Llorente,2223,Ball Progressor,Pablo Piatti,Espanyol,78.0,3
Marcos Llorente,2223,Ball Progressor,Ander Barrenetxea,Real Sociedad,77.2,4
Marcos Llorente,2223,Ball Progressor,Anthony Gonçalves,Strasbourg,76.6,5
Rodrigo De Paul,2223,Creative Playmaker,Rodrigo De Paul,Atlético Madrid,93.9,1
Rodrigo De Paul,2223,Creative Playmaker,Nicolò Barella,Inter,90.8,2
Rodrigo De Paul,2223,Creative Playmaker,Luis Alberto,Lazio,90.4,3
Rodrigo De Paul,2223,Creative Playmaker,Luis Alberto,Lazio,88.0,4
Rodrigo De Paul,2223,Creative Playmaker,Joshua Kimmich,Bayern Munich,87.3,5
Saúl Ñíguez,2223,Defensive Anchor,Leander Dendoncker,Wolves,83.6,1
Saúl Ñíguez,2223,Defensive Anchor,Santi Comesaña,Villarreal,80.8,2
Saúl Ñíguez,2223,Defensive Anchor,Badou Ndiaye,Stoke City,79.3,3
Saúl Ñíguez,2223,Defensive Anchor,Gonzalo Escalante,Eibar,78.4,4
Saúl Ñíguez,2223,Defensive Anchor,Jean-Daniel Akpa-Akpro,Empoli,76.4,5
Thomas Lemar,2223,Ball Progressor,Nahitan Nández,Cagliari,71.9,1
Thomas Lemar,2223,Ball Progressor,Ryad Boudebouz,Betis,70.3,2
Thomas Lemar,2223,Ball Progressor,Stuart Armstrong,Southampton,70.1,3
Thomas Lemar,2223,Ball Progressor,Edu Expósito,Espanyol,70.0,4
Thomas Lemar,2223,Ball Progressor,Ruslan Malinovskyi,Marseille,68.9,5
Franck Kessié,2223,Ball Progressor,Oscar Hiljemark,Genoa,81.8,1
Franck Kessié,2223,Ball Progressor,Federico Palacios Martínez,Nürnberg,81.1,2
Franck Kessié,2223,Ball Progressor,Eduardo Henrique,Crotone,80.0,3
Franck Kessié,2223,Ball Progressor,Toma Bašić,Lazio,80.0,4
Franck Kessié,2223,Ball Progressor,Simon Zoller,Köln,79.7,5
Frenkie de Jong,2223,Box-to-Box Engine,Fabián Ruiz Peña,Napoli,87.2,1
Frenkie de Jong,2223,Box-to-Box Engine,Rodri,Manchester City,86.8,2
Frenkie de Jong,2223,Box-to-Box Engine,Frenkie de Jong,Barcelona,86.3,3
Frenkie de Jong,2223,Box-to-Box Engine,Renato Sanches,Lille,83.7,4
Frenkie de Jong,2223,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,83.7,5
Gavi,2223,Ball Progressor,Carlos Soler,Valencia,79.2,1
Gavi,2223,Ball Progressor,Carlos Soler,Valencia,79.0,2
Gavi,2223,Ball Progressor,Habib Diarra,Strasbourg,78.9,3
Gavi,2223,Ball Progressor,Bilal El Khannouss,Leicester City,76.9,4
Gavi,2223,Ball Progressor,Gavi,Barcelona,76.4,5
Pedri,2223,Creative Playmaker,Pedri,Barcelona,86.5,1
Pedri,2223,Creative Playmaker,Florian Wirtz,Leverkusen,85.3,2
Pedri,2223,Creative Playmaker,Lovro Majer,Rennes,84.7,3
Pedri,2223,Creative Playmaker,Fabián Ruiz Peña,Napoli,83.0,4
Pedri,2223,Creative Playmaker,Xavi Simons,RB Leipzig,82.2,5
Sergio Busquets,2223,Box-to-Box Engine,Thomas Mangani,Angers,88.1,1
Sergio Busquets,2223,Box-to-Box Engine,Daniel Parejo,Villarreal,87.4,2
Sergio Busquets,2223,Box-to-Box Engine,Sergio Busquets,Barcelona,87.0,3
Sergio Busquets,2223,Box-to-Box Engine,Sergio Busquets,Barcelona,85.9,4
Sergio Busquets,2223,Box-to-Box Engine,Koke,Atlético Madrid,85.2,5
Andrés Guardado,2223,Defensive Anchor,Pierrick Capelle,Angers,87.4,1
Andrés Guardado,2223,Defensive Anchor,Andrés Guardado,Betis,86.9,2
Andrés Guardado,2223,Defensive Anchor,Maxime Gonalons,Clermont Foot,85.0,3
Andrés Guardado,2223,Defensive Anchor,Étienne Capoue,Villarreal,84.8,4
Andrés Guardado,2223,Defensive Anchor,Francesco Magnanelli,Sassuolo,84.7,5
Guido Rodríguez,2223,Defensive Anchor,João Palhinha,Fulham,94.4,1
Guido Rodríguez,2223,Defensive Anchor,Guido Rodríguez,Betis,93.6,2
Guido Rodríguez,2223,Defensive Anchor,Óscar Valentín,Rayo Vallecano,93.5,3
Guido Rodríguez,2223,Defensive Anchor,Renato Tapia,Celta Vigo,91.9,4
Guido Rodríguez,2223,Defensive Anchor,Óscar Valentín,Rayo Vallecano,90.5,5
Nabil Fekir,2223,Creative Playmaker,Marco Asensio,Paris S-G,89.1,1
Nabil Fekir,2223,Creative Playmaker,Junior Stanislas,Bournemouth,88.4,2
Nabil Fekir,2223,Creative Playmaker,Thomas Müller,Bayern Munich,87.4,3
Nabil Fekir,2223,Creative Playmaker,Dani Olmo,RB Leipzig,87.0,4
Nabil Fekir,2223,Creative Playmaker,Nabil Fekir,Betis,86.9,5
William Carvalho,2223,Box-to-Box Engine,Steven Nzonzi,Rennes,86.2,1
William Carvalho,2223,Box-to-Box Engine,Daniel Parejo,Villarreal,82.3,2
William Carvalho,2223,Box-to-Box Engine,Thomas Mangani,Angers,81.5,3
William Carvalho,2223,Box-to-Box Engine,Leandro Paredes,Roma,79.8,4
William Carvalho,2223,Box-to-Box Engine,Granit Xhaka,Arsenal,79.4,5
Carles Pérez,2223,Ball Progressor,Yann Gboho,Toulouse,88.3,1
Carles Pérez,2223,Ball Progressor,Demarai Gray,Everton,85.2,2
Carles Pérez,2223,Ball Progressor,Omari Hutchinson,Ipswich Town,83.4,3
Carles Pérez,2223,Ball Progressor,Demarai Gray,Leicester City,82.4,4
Carles Pérez,2223,Ball Progressor,Marcus Tavernier,Bournemouth,82.1,5
Fran Beltrán,2223,Defensive Anchor,Sergi Darder,Espanyol,86.0,1
Fran Beltrán,2223,Defensive Anchor,Fran Beltrán,Celta Vigo,84.7,2
Fran Beltrán,2223,Defensive Anchor,Abdoulaye Touré,Nantes,84.7,3
Fran Beltrán,2223,Defensive Anchor,Pedro Chirivella,Nantes,84.6,4
Fran Beltrán,2223,Defensive Anchor,Stanislav Lobotka,Celta Vigo,84.2,5
Franco Cervi,2223,Ball Progressor,Andros Townsend,Crystal Palace,78.5,1
Franco Cervi,2223,Ball Progressor,Anthony Gonçalves,Strasbourg,74.0,2
Franco Cervi,2223,Ball Progressor,Mijat Gaćinović,Eint Frankfurt,66.8,3
Franco Cervi,2223,Ball Progressor,Hassane Kamara,Nice,61.8,4
Franco Cervi,2223,Ball Progressor,Adri Embarba,Espanyol,61.1,5
Gabriel Veiga,2223,Ball Progressor,Sergio Arribas,Almería,81.5,1
Gabriel Veiga,2223,Ball Progressor,Óscar Rodríguez Arnaiz,Leganés,79.2,2
Gabriel Veiga,2223,Ball Progressor,Christoph Baumgartner,Hoffenheim,77.9,3
Gabriel Veiga,2223,Ball Progressor,Emile Smith Rowe,Arsenal,76.4,4
Gabriel Veiga,2223,Ball Progressor,Yoane Wissa,Lorient,75.8,5
Luca de la Torre,2223,Ball Progressor,Toni Villa,Valladolid,86.7,1
Luca de la Torre,2223,Ball Progressor,Jacob Murphy,Newcastle Utd,80.2,2
Luca de la Torre,2223,Ball Progressor,Luca Koleosho,Burnley,77.6,3
Luca de la Torre,2223,Ball Progressor,Gerrit Holtmann,Paderborn 07,76.0,4
Luca de la Torre,2223,Ball Progressor,Filip Đuričić,Benevento,75.4,5
Renato Tapia,2223,Defensive Anchor,Fabian Lustenberger,Hertha BSC,91.0,1
Renato Tapia,2223,Defensive Anchor,Guido Rodríguez,West Ham,90.8,2
Renato Tapia,2223,Defensive Anchor,Stanko Jurić,Valladolid,89.8,3
Renato Tapia,2223,Defensive Anchor,Thomas Delaney,Dortmund,89.3,4
Renato Tapia,2223,Defensive Anchor,Mario Lemina,Wolves,88.9,5
Óscar Rodríguez Arnaiz,2223,Ball Progressor,Yassine Kechta,Le Havre,58.7,1
Óscar Rodríguez Arnaiz,2223,Ball Progressor,Xeka,Dijon,54.4,2
Óscar Rodríguez Arnaiz,2223,Ball Progressor,Imran Louza,Nantes,53.1,3
Óscar Rodríguez Arnaiz,2223,Ball Progressor,Jack Hinshelwood,Brighton,50.3,4
Óscar Rodríguez Arnaiz,2223,Ball Progressor,Niccolò Pisilli,Roma,48.8,5
Brian Ocampo,2223,Ball Progressor,Jacob Murphy,Newcastle Utd,82.2,1
Brian Ocampo,2223,Ball Progressor,Antoine Joujou,Le Havre,81.8,2
Brian Ocampo,2223,Ball Progressor,Arber Zeneli,Reims,80.8,3
Brian Ocampo,2223,Ball Progressor,Mattia Felici,Cagliari,79.0,4
Brian Ocampo,2223,Ball Progressor,Filippo Melegoni,Genoa,78.9,5
Fede San Emeterio,2223,Defensive Anchor,Jan Schöppner,Heidenheim,93.9,1
Fede San Emeterio,2223,Defensive Anchor,Ryan Yates,Nott'ham Forest,90.1,2
Fede San Emeterio,2223,Defensive Anchor,César de la Hoz,Almería,90.1,3
Fede San Emeterio,2223,Defensive Anchor,Rani Khedira,Augsburg,89.6,4
Fede San Emeterio,2223,Defensive Anchor,Nemanja Maksimović,Getafe,89.5,5
Gonzalo Escalante,2223,Defensive Anchor,Mustapha Diallo,Guingamp,88.3,1
Gonzalo Escalante,2223,Defensive Anchor,Gonzalo Escalante,Alavés,88.2,2
Gonzalo Escalante,2223,Defensive Anchor,Joel Obi,Torino,86.0,3
Gonzalo Escalante,2223,Defensive Anchor,Badou Ndiaye,Stoke City,76.8,4
Gonzalo Escalante,2223,Defensive Anchor,Abdoulaye Touré,Le Havre,72.8,5
Iván Alejo,2223,Ball Progressor,Hélder Costa,Valencia,86.5,1
Iván Alejo,2223,Ball Progressor,Iván Alejo,Cádiz,82.1,2
Iván Alejo,2223,Ball Progressor,Francesco Gelli,Frosinone,78.4,3
Iván Alejo,2223,Ball Progressor,Portu,Getafe,78.2,4
Iván Alejo,2223,Ball Progressor,James McClean,West Brom,76.1,5
Rubén Alcaraz,2223,Defensive Anchor,Juraj Kucka,Watford,81.8,1
Rubén Alcaraz,2223,Defensive Anchor,Oier Sanjurjo,Osasuna,80.3,2
Rubén Alcaraz,2223,Defensive Anchor,Albin Ekdal,Spezia,78.8,3
Rubén Alcaraz,2223,Defensive Anchor,Luca Rigoni,Parma,77.8,4
Rubén Alcaraz,2223,Defensive Anchor,Papakouli Diop,Eibar,77.2,5
Rubén Sobrino,2223,Ball Progressor,Abdoulaye Doucouré,Everton,86.0,1
Rubén Sobrino,2223,Ball Progressor,Óscar Plano,Valladolid,84.6,2
Rubén Sobrino,2223,Ball Progressor,Édgar Méndez,Alavés,82.2,3
Rubén Sobrino,2223,Ball Progressor,Michael Folorunsho,Hellas Verona,79.4,4
Rubén Sobrino,2223,Ball Progressor,Janik Haberer,Union Berlin,78.3,5
Theo Bongonda,2223,Ball Progressor,Ruben Loftus-Cheek,Milan,89.3,1
Theo Bongonda,2223,Ball Progressor,Lago Junior,Mallorca,85.6,2
Theo Bongonda,2223,Ball Progressor,Justin Kluivert,Bournemouth,84.0,3
Theo Bongonda,2223,Ball Progressor,Daniel Maldini,Monza,80.7,4
Theo Bongonda,2223,Ball Progressor,Luis Rioja,Alavés,79.7,5
Álex Fernández,2223,Ball Progressor,Carlos Soler,West Ham,76.4,1
Álex Fernández,2223,Ball Progressor,Pere Pons,Alavés,75.9,2
Álex Fernández,2223,Ball Progressor,Gonzalo Melero,Almería,75.8,3
Álex Fernández,2223,Ball Progressor,Gonzalo Melero,Almería,75.2,4
Álex Fernández,2223,Ball Progressor,Tonny Vilhena,Salernitana,74.2,5
Fidel,2223,Ball Progressor,Stuart Armstrong,Southampton,79.0,1
Fidel,2223,Ball Progressor,Fidel,Elche,78.0,2
Fidel,2223,Ball Progressor,Gianluca Caprari,Monza,76.3,3
Fidel,2223,Ball Progressor,Stéphane Sessègnon,Montpellier,76.2,4
Fidel,2223,Ball Progressor,Florent Mollet,Nantes,75.2,5
Gerard Gumbau,2223,Ball Progressor,Răzvan Marin,Cagliari,82.9,1
Gerard Gumbau,2223,Ball Progressor,Răzvan Marin,Cagliari,82.0,2
Gerard Gumbau,2223,Ball Progressor,Gustavo Hamer,Sheffield Utd,80.3,3
Gerard Gumbau,2223,Ball Progressor,Maximilian Arnold,Wolfsburg,79.4,4
Gerard Gumbau,2223,Ball Progressor,Gylfi Sigurðsson,Everton,76.3,5
John Donald,2223,Defensive Anchor,Boubakary Soumaré,Leicester City,92.9,1
John Donald,2223,Defensive Anchor,Yan Brice Eteki,Granada,92.5,2
John Donald,2223,Defensive Anchor,Kalidou Sidibé,Toulouse,90.6,3
John Donald,2223,Defensive Anchor,Robin Koch,Freiburg,90.5,4
John Donald,2223,Defensive Anchor,Orel Mangala,Nott'ham Forest,90.0,5
Omar Mascarell,2223,Defensive Anchor,Nicolas Höfler,Freiburg,91.8,1
Omar Mascarell,2223,Defensive Anchor,Mikel San José,Athletic Club,90.9,2
Omar Mascarell,2223,Defensive Anchor,Omar Mascarell,Elche,89.6,3
Omar Mascarell,2223,Defensive Anchor,Nicolas Höfler,Freiburg,89.4,4
Omar Mascarell,2223,Defensive Anchor,Rubén Alcaraz,Valladolid,88.6,5
Raúl Guti,2223,Defensive Anchor,Alex Král,Union Berlin,91.5,1
Raúl Guti,2223,Defensive Anchor,Raman Chibsah,Benevento,88.7,2
Raúl Guti,2223,Defensive Anchor,Ramon Azeez,Granada,86.4,3
Raúl Guti,2223,Defensive Anchor,Lukas Lerager,Genoa,86.3,4
Raúl Guti,2223,Defensive Anchor,Grischa Prömel,Hoffenheim,85.8,5
Tete Morente,2223,Ball Progressor,Lago Junior,Mallorca,83.4,1
Tete Morente,2223,Ball Progressor,Gelson Martins,Monaco,82.7,2
Tete Morente,2223,Ball Progressor,Renaud Ripart,Troyes,80.7,3
Tete Morente,2223,Ball Progressor,Ismail Jakobs,Köln,78.2,4
Tete Morente,2223,Ball Progressor,Krépin Diatta,Monaco,77.6,5
Aleix Vidal,2223,Ball Progressor,Aaron Lennon,Burnley,81.3,1
Aleix Vidal,2223,Ball Progressor,Jérôme Gondorf,Freiburg,72.9,2
Aleix Vidal,2223,Ball Progressor,Jeffrey Schlupp,Crystal Palace,71.7,3
Aleix Vidal,2223,Ball Progressor,Aaron Lennon,Burnley,71.6,4
Aleix Vidal,2223,Ball Progressor,Aaron Lennon,Burnley,71.6,5
Denis Suárez,2223,Ball Progressor,Iván Sánchez,Valladolid,70.8,1
Denis Suárez,2223,Ball Progressor,Hamza Rafia,Lecce,70.1,2
Denis Suárez,2223,Ball Progressor,Marco Stiepermann,Norwich City,69.3,3
Denis Suárez,2223,Ball Progressor,Hélder Costa,Valencia,68.9,4
Denis Suárez,2223,Ball Progressor,Roberto Soriano,Villarreal,68.2,5
Edu Expósito,2223,Ball Progressor,Óscar Rodríguez Arnaiz,Leganés,73.2,1
Edu Expósito,2223,Ball Progressor,Thomas Lemar,Atlético Madrid,70.0,2
Edu Expósito,2223,Ball Progressor,Maxence Caqueret,Como,69.4,3
Edu Expósito,2223,Ball Progressor,Stuart Armstrong,Southampton,67.2,4
Edu Expósito,2223,Ball Progressor,Romain Del Castillo,Brest,65.0,5
Nico Ribaudo,2223,Ball Progressor,Arsen Zakharyan,Real Sociedad,87.9,1
Nico Ribaudo,2223,Ball Progressor,Jonathan Ikone,Lille,83.4,2
Nico Ribaudo,2223,Ball Progressor,Tyler Roberts,Leeds United,82.3,3
Nico Ribaudo,2223,Ball Progressor,Valentin Carboni,Monza,80.3,4
Nico Ribaudo,2223,Ball Progressor,Richarlison,Tottenham,80.1,5
Sergi Darder,2223,Box-to-Box Engine,Declan Rice,Arsenal,87.8,1
Sergi Darder,2223,Box-to-Box Engine,Bruno Guimarães,Newcastle Utd,81.5,2
Sergi Darder,2223,Box-to-Box Engine,Denis Suárez,Celta Vigo,81.3,3
Sergi Darder,2223,Box-to-Box Engine,Douglas Luiz,Aston Villa,76.1,4
Sergi Darder,2223,Box-to-Box Engine,Sergi Darder,Espanyol,75.8,5
