player,season,team,role,similar_player,similar_team,similar_league,similar_season,similar_pos,similarity_score,rank
Isco,1718,Real Madrid,Creative Playmaker,Josip Iličić,Atalanta,ITA-Serie A,2021,"MF,FW",91.9,5
Isco,1819,Real Madrid,Creative Playmaker,Neymar,Paris S-G,FRA-Ligue 1,2021,"MF,FW",86.2,1
Isco,1819,Real Madrid,Creative Playmaker,Philippe Coutinho,Bayern Munich,GER-Bundesliga,1920,"MF,FW",83.8,2
Isco,1819,Real Madrid,Creative Playmaker,Jimmy Durmaz,Toulouse,FRA-Ligue 1,1819,"MF,FW",83.2,3
Isco,1819,Real Madrid,Creative Playmaker,James Rodríguez,Bayern Munich,GER-Bundesliga,1819,MF,82.9,4
Isco,1819,Real Madrid,Creative Playmaker,Jonathan Viera,Las Palmas,ESP-La Liga,2324,"MF,FW",82.7,5
Isco,2021,Real Madrid,Creative Playmaker,Kevin De Bruyne,Manchester City,ENG-Premier League,1819,MF,81.9,1
Isco,2021,Real Madrid,Creative Playmaker,Jonathan Viera,Las Palmas,ESP-La Liga,2324,"MF,FW",80.8,2
Isco,2021,Real Madrid,Creative Playmaker,Rafinha,Inter,ITA-Serie A,1718,MF,78.0,3
Isco,2021,Real Madrid,Creative Playmaker,Jimmy Durmaz,Toulouse,FRA-Ligue 1,1819,"MF,FW",77.3,4
Isco,2021,Real Madrid,Creative Playmaker,Mesut Özil,Arsenal,ENG-Premier League,1920,MF,77.2,5
Isco,2324,Betis,Creative Playmaker,Kevin De Bruyne,Manchester City,ENG-Premier League,2021,MF,94.1,1
Isco,2324,Betis,Creative Playmaker,David Silva,Manchester City,ENG-Premier League,1819,MF,93.5,2
Isco,2324,Betis,Creative Playmaker,Dimitri Payet,Marseille,FRA-Ligue 1,1718,"MF,FW",93.2,3
Isco,2324,Betis,Creative Playmaker,Papu Gómez,Atalanta,ITA-Serie A,1920,"MF,FW",93.1,4
Isco,2324,Betis,Creative Playmaker,Luis Alberto,Lazio,ITA-Serie A,2324,MF,93.0,5
Isco,2425,Betis,Creative Playmaker,Neymar,Paris S-G,FRA-Ligue 1,2223,"MF,FW",93.9,1
Isco,2425,Betis,Creative Playmaker,Philippe Coutinho,Bayern Munich,GER-Bundesliga,1920,"MF,FW",91.7,2
Isco,2425,Betis,Creative Playmaker,James Maddison,Tottenham,ENG-Premier League,2425,MF,91.3,3
Isco,2425,Betis,Creative Playmaker,James Rodríguez,Bayern Munich,GER-Bundesliga,1819,MF,90.7,4
Isco,2425,Betis,Creative Playmaker,İlkay Gündoğan,Manchester City,ENG-Premier League,2122,MF,89.6,5
Ismail Jakobs,2021,Köln,Ball Progressor,Hicham Boudaoui,Nice,FRA-Ligue 1,2122,MF,82.4,1
Ismail Jakobs,2021,Köln,Ball Progressor,Yunus Musah,Valencia,ESP-La Liga,2021,MF,81.3,2
Ismail Jakobs,2021,Köln,Ball Progressor,Valery Fernández,Girona,ESP-La Liga,2223,"MF,DF",80.3,3
Ismail Jakobs,2021,Köln,Ball Progressor,Brais Méndez,Celta Vigo,ESP-La Liga,1920,"MF,FW",78.9,4
Ismail Jakobs,2021,Köln,Ball Progressor,Tete Morente,Elche,ESP-La Liga,2021,"MF,FW",78.3,5
Ismaila Sarr,2425,Crystal Palace,Ball Progressor,Mattia Aramu,Venezia,ITA-Serie A,2122,"MF,FW",90.8,1
Ismaila Sarr,2425,Crystal Palace,Ball Progressor,Takumi Minamino,Monaco,FRA-Ligue 1,2425,"MF,FW",90.1,2
Ismaila Sarr,2425,Crystal Palace,Ball Progressor,Roland Sallai,Freiburg,GER-Bundesliga,2324,"MF,FW",89.5,3
Ismaila Sarr,2425,Crystal Palace,Ball Progressor,Son Heung-min,Tottenham,ENG-Premier League,2223,"MF,FW",89.4,4
Ismaila Sarr,2425,Crystal Palace,Ball Progressor,Portu,Girona,ESP-La Liga,1718,MF,87.1,5
Ismaël Bennacer,1819,Empoli,Box-to-Box Engine,Pierre Højbjerg,Southampton,ENG-Premier League,1920,MF,90.5,1
Ismaël Bennacer,1819,Empoli,Box-to-Box Engine,Lucas Torreira,Sampdoria,ITA-Serie A,1718,MF,87.8,2
Ismaël Bennacer,1819,Empoli,Box-to-Box Engine,Youssouf Fofana,Monaco,FRA-Ligue 1,2122,MF,87.3,3
Ismaël Bennacer,1819,Empoli,Box-to-Box Engine,Declan Rice,West Ham,ENG-Premier League,2122,MF,86.8,4
Ismaël Bennacer,1819,Empoli,Box-to-Box Engine,Rodrigo Bentancur,Juventus,ITA-Serie A,2021,MF,86.6,5
Ismaël Bennacer,1920,Milan,Box-to-Box Engine,Florian Grillitsch,Hoffenheim,GER-Bundesliga,1819,MF,89.2,1
Ismaël Bennacer,1920,Milan,Box-to-Box Engine,Lewis Cook,Bournemouth,ENG-Premier League,1718,MF,88.4,2
Ismaël Bennacer,1920,Milan,Box-to-Box Engine,Cheick Doucouré,Lens,FRA-Ligue 1,2122,MF,86.0,3
Ismaël Bennacer,1920,Milan,Box-to-Box Engine,Azor Matusiwa,Reims,FRA-Ligue 1,2223,MF,85.8,4
Ismaël Bennacer,1920,Milan,Box-to-Box Engine,Rúben Neves,Wolves,ENG-Premier League,2122,MF,85.3,5
Ismaël Bennacer,2021,Milan,Box-to-Box Engine,Youssef Aït Bennasser,Monaco,FRA-Ligue 1,1819,MF,86.2,1
Ismaël Bennacer,2021,Milan,Box-to-Box Engine,Nicolò Rovella,Genoa,ITA-Serie A,2021,MF,80.4,2
Ismaël Bennacer,2021,Milan,Box-to-Box Engine,Mateo Kovačić,Real Madrid,ESP-La Liga,1718,MF,77.9,3
Ismaël Bennacer,2021,Milan,Box-to-Box Engine,Jean Lucas,Brest,FRA-Ligue 1,2021,"MF,FW",76.1,4
Ismaël Bennacer,2021,Milan,Box-to-Box Engine,Mehdi Bourabia,Sassuolo,ITA-Serie A,1920,MF,75.7,5
Ismaël Bennacer,2122,Milan,Box-to-Box Engine,Exequiel Palacios,Leverkusen,GER-Bundesliga,2324,MF,79.9,1
Ismaël Bennacer,2122,Milan,Box-to-Box Engine,Dani Ceballos,Arsenal,ENG-Premier League,2021,MF,79.5,2
Ismaël Bennacer,2122,Milan,Box-to-Box Engine,Thiago Alcántara,Bayern Munich,GER-Bundesliga,1819,MF,79.2,3
Ismaël Bennacer,2122,Milan,Box-to-Box Engine,Mahmoud Dahoud,Dortmund,GER-Bundesliga,2021,MF,79.1,4
Ismaël Bennacer,2122,Milan,Box-to-Box Engine,Youssef Aït Bennasser,Monaco,FRA-Ligue 1,1819,MF,77.8,5
Ismaël Bennacer,2223,Milan,Box-to-Box Engine,Mahmoud Dahoud,Dortmund,GER-Bundesliga,2122,MF,76.4,1
Ismaël Bennacer,2223,Milan,Box-to-Box Engine,Marcelo Brozović,Inter,ITA-Serie A,1819,MF,76.3,2
Ismaël Bennacer,2223,Milan,Box-to-Box Engine,Kevin Stöger,Düsseldorf,GER-Bundesliga,1819,MF,75.9,3
Ismaël Bennacer,2223,Milan,Box-to-Box Engine,Joan Jordán,Sevilla,ESP-La Liga,1920,MF,73.5,4
Ismaël Bennacer,2223,Milan,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,GER-Bundesliga,2223,MF,72.9,5
Ismaël Bennacer,2324,Milan,Box-to-Box Engine,Unai López,Rayo Vallecano,ESP-La Liga,2223,MF,73.1,1
Ismaël Bennacer,2324,Milan,Box-to-Box Engine,Xeka,Lille,FRA-Ligue 1,2021,MF,72.6,2
Ismaël Bennacer,2324,Milan,Box-to-Box Engine,Giovani Lo Celso,Tottenham,ENG-Premier League,2021,MF,71.4,3
Ismaël Bennacer,2324,Milan,Box-to-Box Engine,Diego Demme,Napoli,ITA-Serie A,1920,MF,70.0,4
Ismaël Bennacer,2324,Milan,Box-to-Box Engine,Mohamed Camara,Monaco,FRA-Ligue 1,2324,MF,67.6,5
Ismaël Diomandé,1819,Caen,Defensive Anchor,Iddrisu Baba,Mallorca,ESP-La Liga,2223,"MF,DF",91.9,1
Ismaël Diomandé,1819,Caen,Defensive Anchor,Darko Brašanac,Alavés,ESP-La Liga,1819,MF,89.4,2
Ismaël Diomandé,1819,Caen,Defensive Anchor,Nemanja Gudelj,Sevilla,ESP-La Liga,1920,"MF,DF",89.3,3
Ismaël Diomandé,1819,Caen,Defensive Anchor,Martin Hongla,Hellas Verona,ITA-Serie A,2324,MF,89.0,4
Ismaël Diomandé,1819,Caen,Defensive Anchor,Recio,Leganés,ESP-La Liga,1819,MF,88.4,5
Ismaël Doukouré,2324,Strasbourg,Defensive Anchor,Victorien Angban,Metz,FRA-Ligue 1,2021,MF,87.3,1
Ismaël Doukouré,2324,Strasbourg,Defensive Anchor,Unai Vencedor Paris,Athletic Club,ESP-La Liga,2021,MF,85.8,2
Ismaël Doukouré,2324,Strasbourg,Defensive Anchor,John Donald,Elche,ESP-La Liga,2223,"MF,DF",85.7,3
Ismaël Doukouré,2324,Strasbourg,Defensive Anchor,Fran Beltrán,Celta Vigo,ESP-La Liga,1819,MF,85.3,4
Ismaël Doukouré,2324,Strasbourg,Defensive Anchor,Kalidou Sidibé,Toulouse,FRA-Ligue 1,1819,MF,85.3,5
Issa Doumbia,2425,Venezia,Defensive Anchor,Samuel Bastien,Chievo,ITA-Serie A,1718,MF,90.3,1
Issa Doumbia,2425,Venezia,Defensive Anchor,Andre Brooks,Sheffield Utd,ENG-Premier League,2324,"MF,DF",87.9,2
Issa Doumbia,2425,Venezia,Defensive Anchor,Frank Onyeka,Brentford,ENG-Premier League,2122,MF,86.6,3
Issa Doumbia,2425,Venezia,Defensive Anchor,Njegoš Petrović,Granada,ESP-La Liga,2122,MF,86.1,4
Issa Doumbia,2425,Venezia,Defensive Anchor,John Donald,Elche,ESP-La Liga,2223,"MF,DF",86.0,5
Ivan Ilić,2021,Hellas Verona,Box-to-Box Engine,Mattéo Guendouzi,Hertha BSC,GER-Bundesliga,2021,MF,85.1,1
Ivan Ilić,2021,Hellas Verona,Box-to-Box Engine,Boubakary Soumaré,Lille,FRA-Ligue 1,2021,MF,79.5,2
Ivan Ilić,2021,Hellas Verona,Box-to-Box Engine,Ludovic Blas,Guingamp,FRA-Ligue 1,1718,MF,78.0,3
Ivan Ilić,2021,Hellas Verona,Box-to-Box Engine,Gonzalo Villar,Roma,ITA-Serie A,2021,MF,77.0,4
Ivan Ilić,2021,Hellas Verona,Box-to-Box Engine,Harry Winks,Tottenham,ENG-Premier League,1920,MF,75.1,5
Ivan Ilić,2122,Hellas Verona,Defensive Anchor,Ibrahima Sissoko,Strasbourg,FRA-Ligue 1,1819,MF,85.6,1
Ivan Ilić,2122,Hellas Verona,Defensive Anchor,Pape Matar Sarr,Metz,FRA-Ligue 1,2122,MF,81.8,2
Ivan Ilić,2122,Hellas Verona,Defensive Anchor,Hugo Guillamón,Valencia,ESP-La Liga,2122,"MF,DF",80.3,3
Ivan Ilić,2122,Hellas Verona,Defensive Anchor,Orel Mangala,Stuttgart,GER-Bundesliga,2021,MF,79.2,4
Ivan Ilić,2122,Hellas Verona,Defensive Anchor,Boubacar Kamara,Marseille,FRA-Ligue 1,2021,MF,79.0,5
Ivan Ilić,2223,Torino,Box-to-Box Engine,Aleksandar Pavlovic,Bayern Munich,GER-Bundesliga,2324,MF,72.8,1
Ivan Ilić,2223,Hellas Verona,Ball Progressor,Alex Scott,Bournemouth,ENG-Premier League,2324,MF,74.6,2
Ivan Ilić,2223,Torino,Box-to-Box Engine,Gavi,Barcelona,ESP-La Liga,2425,"MF,FW",70.2,3
Ivan Ilić,2223,Hellas Verona,Ball Progressor,Umut Tohumcu,Hoffenheim,GER-Bundesliga,2324,MF,69.2,4
Ivan Ilić,2223,Torino,Box-to-Box Engine,Adrian Bernabe,Parma,ITA-Serie A,2425,MF,70.0,5
Ivan Ilić,2324,Torino,Box-to-Box Engine,Angel Gomes,Lille,FRA-Ligue 1,2324,MF,76.3,1
Ivan Ilić,2324,Torino,Box-to-Box Engine,Angelo Stiller,Stuttgart,GER-Bundesliga,2425,MF,69.5,2
Ivan Ilić,2324,Torino,Box-to-Box Engine,Declan Rice,Arsenal,ENG-Premier League,2425,MF,69.4,3
Ivan Ilić,2324,Torino,Box-to-Box Engine,Teun Koopmeiners,Atalanta,ITA-Serie A,2122,MF,68.5,4
Ivan Ilić,2324,Torino,Box-to-Box Engine,Wylan Cyprien,Nice,FRA-Ligue 1,1819,MF,66.9,5
Ivan Ilić,2425,Torino,Ball Progressor,Nedim Bajrami,Sassuolo,ITA-Serie A,2324,"MF,FW",80.6,1
Ivan Ilić,2425,Torino,Ball Progressor,Ablie Jallow,Metz,FRA-Ligue 1,2324,"MF,FW",80.4,2
Ivan Ilić,2425,Torino,Ball Progressor,Burgui,Alavés,ESP-La Liga,1718,"MF,FW",76.5,3
Ivan Ilić,2425,Torino,Ball Progressor,Angel Gomes,Lille,FRA-Ligue 1,2122,"MF,FW",76.0,4
Ivan Ilić,2425,Torino,Ball Progressor,Daniel Podence,Wolves,ENG-Premier League,2021,"MF,FW",75.8,5
Ivan Radovanović,1718,Chievo,Defensive Anchor,Tomás Rincón,Torino,ITA-Serie A,1718,MF,92.7,1
Ivan Radovanović,1718,Chievo,Defensive Anchor,Yann M'Vila,Saint-Étienne,FRA-Ligue 1,1819,MF,91.0,2
Ivan Radovanović,1718,Chievo,Defensive Anchor,Davy Pröpper,Brighton,ENG-Premier League,1718,MF,89.1,3
Ivan Radovanović,1718,Chievo,Defensive Anchor,Wataru Endo,Stuttgart,GER-Bundesliga,2021,MF,88.5,4
Ivan Radovanović,1718,Chievo,Defensive Anchor,Lucas Torró,Osasuna,ESP-La Liga,2122,MF,88.2,5
Ivan Radovanović,1819,Chievo,Defensive Anchor,Dani García,Athletic Club,ESP-La Liga,2021,MF,95.5,1
Ivan Radovanović,1819,Chievo,Defensive Anchor,Danilo Cataldi,Lazio,ITA-Serie A,2324,MF,90.5,2
Ivan Radovanović,1819,Genoa,Defensive Anchor,Recio,Leganés,ESP-La Liga,1819,MF,88.6,3
Ivan Radovanović,1819,Chievo,Defensive Anchor,Yann M'Vila,Saint-Étienne,FRA-Ligue 1,1920,"MF,DF",90.7,4
Ivan Radovanović,1819,Genoa,Defensive Anchor,Carlos Sánchez,Espanyol,ESP-La Liga,1718,MF,87.5,5
Ivan Radovanović,1920,Genoa,Defensive Anchor,Thomas Monconduit,Amiens,FRA-Ligue 1,1920,MF,82.6,1
Ivan Radovanović,1920,Genoa,Defensive Anchor,Andrew Surman,Bournemouth,ENG-Premier League,1819,MF,81.5,2
Ivan Radovanović,1920,Genoa,Defensive Anchor,Vicente Iborra,Villarreal,ESP-La Liga,2122,MF,79.8,3
Ivan Radovanović,1920,Genoa,Defensive Anchor,Christoph Kramer,Gladbach,GER-Bundesliga,1920,MF,79.4,4
Ivan Radovanović,1920,Genoa,Defensive Anchor,Oriol Romeu,Girona,ESP-La Liga,2425,MF,78.5,5
Ivan Rakitić,1718,Barcelona,Box-to-Box Engine,Fernandinho,Manchester City,ENG-Premier League,1718,MF,89.6,1
Ivan Rakitić,1718,Barcelona,Box-to-Box Engine,Remo Freuler,Atalanta,ITA-Serie A,2021,MF,88.7,2
Ivan Rakitić,1718,Barcelona,Box-to-Box Engine,Daniel Parejo,Villarreal,ESP-La Liga,2021,MF,88.5,3
Ivan Rakitić,1718,Barcelona,Box-to-Box Engine,Sergio Busquets,Barcelona,ESP-La Liga,2021,MF,87.6,4
Ivan Rakitić,1718,Barcelona,Box-to-Box Engine,Marcelo Brozović,Inter,ITA-Serie A,2122,MF,87.4,5
Ivan Rakitić,1819,Barcelona,Box-to-Box Engine,Fernandinho,Manchester City,ENG-Premier League,1718,MF,89.6,1
Ivan Rakitić,1819,Barcelona,Box-to-Box Engine,Axel Witsel,Dortmund,GER-Bundesliga,1819,MF,86.0,2
Ivan Rakitić,1819,Barcelona,Box-to-Box Engine,Jordan Henderson,Liverpool,ENG-Premier League,2021,"MF,DF",83.8,3
Ivan Rakitić,1819,Barcelona,Box-to-Box Engine,Rodri,Manchester City,ENG-Premier League,2223,MF,83.0,4
Ivan Rakitić,1819,Barcelona,Box-to-Box Engine,Asier Illarramendi,Real Sociedad,ESP-La Liga,1718,MF,81.9,5
Ivan Rakitić,1920,Barcelona,Box-to-Box Engine,Koke,Atlético Madrid,ESP-La Liga,2425,MF,79.3,1
Ivan Rakitić,1920,Barcelona,Box-to-Box Engine,Toni Kroos,Real Madrid,ESP-La Liga,2122,MF,77.2,2
Ivan Rakitić,1920,Barcelona,Box-to-Box Engine,Fernandinho,Manchester City,ENG-Premier League,2122,"MF,DF",77.1,3
Ivan Rakitić,1920,Barcelona,Box-to-Box Engine,Borja Valero,Inter,ITA-Serie A,1819,MF,77.0,4
Ivan Rakitić,1920,Barcelona,Box-to-Box Engine,Mateo Kovačić,Manchester City,ENG-Premier League,2324,MF,76.8,5
Ivan Rakitić,2021,Sevilla,Box-to-Box Engine,William Carvalho,Betis,ESP-La Liga,2223,MF,78.6,1
Ivan Rakitić,2021,Sevilla,Box-to-Box Engine,Salva Sevilla,Mallorca,ESP-La Liga,1920,MF,78.1,2
Ivan Rakitić,2021,Sevilla,Box-to-Box Engine,Johan Gastien,Clermont Foot,FRA-Ligue 1,2223,MF,72.0,3
Ivan Rakitić,2021,Sevilla,Box-to-Box Engine,Thomas Mangani,Angers,FRA-Ligue 1,2021,MF,71.3,4
Ivan Rakitić,2021,Sevilla,Box-to-Box Engine,Lasse Schöne,Genoa,ITA-Serie A,1920,MF,71.1,5
Ivan Rakitić,2122,Sevilla,Box-to-Box Engine,Salva Sevilla,Mallorca,ESP-La Liga,1920,MF,79.5,1
Ivan Rakitić,2122,Sevilla,Box-to-Box Engine,Thomas Mangani,Angers,FRA-Ligue 1,2021,MF,77.8,2
Ivan Rakitić,2122,Sevilla,Box-to-Box Engine,Daniel Parejo,Villarreal,ESP-La Liga,2324,MF,76.9,3
Ivan Rakitić,2122,Sevilla,Box-to-Box Engine,Johan Gastien,Clermont Foot,FRA-Ligue 1,2223,MF,76.5,4
Ivan Rakitić,2122,Sevilla,Box-to-Box Engine,Granit Xhaka,Leverkusen,GER-Bundesliga,2425,MF,75.2,5
Ivan Rakitić,2223,Sevilla,Box-to-Box Engine,Henrikh Mkhitaryan,Inter,ITA-Serie A,2425,MF,80.2,1
Ivan Rakitić,2223,Sevilla,Box-to-Box Engine,James Milner,Liverpool,ENG-Premier League,2223,"MF,DF",76.4,2
Ivan Rakitić,2223,Sevilla,Box-to-Box Engine,Florian Tardieu,Saint-Étienne,FRA-Ligue 1,2425,MF,75.5,3
Ivan Rakitić,2223,Sevilla,Box-to-Box Engine,Jordan Henderson,Liverpool,ENG-Premier League,2223,MF,74.5,4
Ivan Rakitić,2223,Sevilla,Box-to-Box Engine,Johan Gastien,Clermont Foot,FRA-Ligue 1,2324,MF,73.9,5
Ivan Rakitić,2324,Sevilla,Box-to-Box Engine,Thomas Mangani,Angers,FRA-Ligue 1,1920,MF,92.9,1
Ivan Rakitić,2324,Sevilla,Box-to-Box Engine,Toni Kroos,Real Madrid,ESP-La Liga,2223,MF,77.1,2
Ivan Rakitić,2324,Sevilla,Box-to-Box Engine,Hakan Çalhanoğlu,Inter,ITA-Serie A,2223,MF,77.0,3
Ivan Rakitić,2324,Sevilla,Box-to-Box Engine,Dimitri Liénard,Strasbourg,FRA-Ligue 1,1920,MF,76.0,4
Ivan Rakitić,2324,Sevilla,Box-to-Box Engine,Cesc Fàbregas,Chelsea,ENG-Premier League,1819,MF,74.5,5
Ivan Šunjić,2223,Hertha BSC,Defensive Anchor,Youssef Maleh,Empoli,ITA-Serie A,2425,MF,91.8,1
Ivan Šunjić,2223,Hertha BSC,Defensive Anchor,Pere Pons,Alavés,ESP-La Liga,1920,MF,90.8,2
Ivan Šunjić,2223,Hertha BSC,Defensive Anchor,Yassin Belkhdim,Angers,FRA-Ligue 1,2425,MF,89.1,3
Ivan Šunjić,2223,Hertha BSC,Defensive Anchor,Rassoul Ndiaye,Le Havre,FRA-Ligue 1,2425,MF,89.0,4
Ivan Šunjić,2223,Hertha BSC,Defensive Anchor,Nicolas Haas,Empoli,ITA-Serie A,2223,MF,87.3,5
Iver Fossum,1718,Hannover 96,Ball Progressor,Álex Collado,Granada,ESP-La Liga,2122,"MF,FW",79.2,1
Iver Fossum,1718,Hannover 96,Ball Progressor,Mattias Svanberg,Bologna,ITA-Serie A,1819,MF,75.5,2
Iver Fossum,1718,Hannover 96,Ball Progressor,Reinier,Frosinone,ITA-Serie A,2324,"MF,FW",75.0,3
Iver Fossum,1718,Hannover 96,Ball Progressor,Jaidon Anthony,Bournemouth,ENG-Premier League,2223,"MF,FW",74.0,4
Iver Fossum,1718,Hannover 96,Ball Progressor,Elvis Rexhbeçaj,Augsburg,GER-Bundesliga,2425,MF,73.7,5
Ivi,1718,Levante,Ball Progressor,Ilias Akhomach,Villarreal,ESP-La Liga,2324,"MF,FW",85.8,1
Ivi,1718,Levante,Ball Progressor,Antonio Nusa,RB Leipzig,GER-Bundesliga,2425,"MF,DF",82.9,2
Ivi,1718,Levante,Ball Progressor,Luiz Araújo,Lille,FRA-Ligue 1,2021,MF,81.9,3
Ivi,1718,Levante,Ball Progressor,Jorge de Frutos,Levante,ESP-La Liga,2122,"MF,FW",81.8,4
Ivi,1718,Levante,Ball Progressor,Moussa Djenepo,Southampton,ENG-Premier League,1920,"MF,DF",81.4,5
Iván Alejo,1718,Eibar,Creative Playmaker,Andreas Pereira,Valencia,ESP-La Liga,1718,MF,88.9,1
Iván Alejo,1718,Eibar,Creative Playmaker,Romain Del Castillo,Rennes,FRA-Ligue 1,1819,"MF,FW",87.6,2
Iván Alejo,1718,Eibar,Creative Playmaker,Samuel Chukwueze,Villarreal,ESP-La Liga,2021,"MF,FW",87.6,3
Iván Alejo,1718,Eibar,Creative Playmaker,Sada Thioub,Angers,FRA-Ligue 1,1920,"MF,FW",84.1,4
Iván Alejo,1718,Eibar,Creative Playmaker,Gonçalo Guedes,Valencia,ESP-La Liga,1920,"MF,FW",81.9,5
Iván Alejo,2122,Cádiz,Creative Playmaker,Andreas Pereira,Valencia,ESP-La Liga,1718,MF,84.8,1
Iván Alejo,2122,Cádiz,Creative Playmaker,Steven Zuber,Hoffenheim,GER-Bundesliga,1819,"MF,FW",82.0,2
Iván Alejo,2122,Cádiz,Creative Playmaker,Romain Del Castillo,Rennes,FRA-Ligue 1,1819,"MF,FW",80.6,3
Iván Alejo,2122,Cádiz,Creative Playmaker,Jeremie Boga,Nice,FRA-Ligue 1,2425,"MF,FW",76.9,4
Iván Alejo,2122,Cádiz,Creative Playmaker,Samuel Chukwueze,Villarreal,ESP-La Liga,2021,"MF,FW",76.7,5
Iván Alejo,2223,Cádiz,Ball Progressor,Hélder Costa,Valencia,ESP-La Liga,2122,"MF,FW",86.5,1
Iván Alejo,2223,Cádiz,Ball Progressor,Francesco Gelli,Frosinone,ITA-Serie A,2324,"MF,DF",78.4,2
Iván Alejo,2223,Cádiz,Ball Progressor,Portu,Getafe,ESP-La Liga,2223,"MF,DF",78.2,3
Iván Alejo,2223,Cádiz,Ball Progressor,James McClean,West Brom,ENG-Premier League,1718,"MF,FW",76.1,4
Iván Alejo,2223,Cádiz,Ball Progressor,Caiuby,Augsburg,GER-Bundesliga,1819,"MF,FW",74.7,5
Iván Alejo,2324,Cádiz,Ball Progressor,Hélder Costa,Valencia,ESP-La Liga,2122,"MF,FW",86.1,1
Iván Alejo,2324,Cádiz,Ball Progressor,Portu,Getafe,ESP-La Liga,2223,"MF,DF",81.2,2
Iván Alejo,2324,Cádiz,Ball Progressor,Denis Cheryshev,Valencia,ESP-La Liga,2021,MF,77.2,3
Iván Alejo,2324,Cádiz,Ball Progressor,Jack Harrison,Everton,ENG-Premier League,2324,"MF,FW",75.8,4
Iván Alejo,2324,Cádiz,Ball Progressor,Aaron Lennon,Burnley,ENG-Premier League,1718,MF,74.7,5
Iván Marcone,2021,Elche,Defensive Anchor,Dani García,Athletic Club,ESP-La Liga,1819,MF,93.1,1
Iván Marcone,2021,Elche,Defensive Anchor,Rubén Alcaraz,Valladolid,ESP-La Liga,2021,MF,91.6,2
Iván Marcone,2021,Elche,Defensive Anchor,François Bellugou,Troyes,FRA-Ligue 1,1718,MF,91.5,3
Iván Marcone,2021,Elche,Defensive Anchor,Nicolas Höfler,Freiburg,GER-Bundesliga,2324,MF,91.3,4
Iván Marcone,2021,Elche,Defensive Anchor,Javi García,Betis,ESP-La Liga,1718,"MF,DF",90.9,5
Iván Martín,2223,Girona,Ball Progressor,João Pedro,Cagliari,ITA-Serie A,1718,"MF,FW",81.7,1
Iván Martín,2223,Girona,Ball Progressor,Amine Gouiri,Rennes,FRA-Ligue 1,2425,"MF,FW",81.3,2
Iván Martín,2223,Girona,Ball Progressor,Daniel Podence,Wolves,ENG-Premier League,2021,"MF,FW",81.2,3
Iván Martín,2223,Girona,Ball Progressor,Jonathan Ikone,Lille,FRA-Ligue 1,2021,"MF,FW",80.7,4
Iván Martín,2223,Girona,Ball Progressor,Jens Petter Hauge,Eint Frankfurt,GER-Bundesliga,2122,"MF,FW",80.6,5
Iván Martín,2324,Girona,Ball Progressor,Angel Gomes,Lille,FRA-Ligue 1,2223,MF,76.1,1
Iván Martín,2324,Girona,Ball Progressor,Eberechi Eze,Crystal Palace,ENG-Premier League,2021,MF,72.4,2
Iván Martín,2324,Girona,Ball Progressor,Lee Kang-in,Mallorca,ESP-La Liga,2223,"MF,FW",71.6,3
Iván Martín,2324,Girona,Ball Progressor,Stuart Armstrong,Southampton,ENG-Premier League,2021,MF,69.9,4
Iván Martín,2324,Girona,Ball Progressor,Marius Wolf,Köln,GER-Bundesliga,2021,"MF,DF",69.3,5
Iván Martín,2425,Girona,Ball Progressor,Manu García,Toulouse,FRA-Ligue 1,1819,MF,66.5,1
Iván Martín,2425,Girona,Ball Progressor,Jean-Victor Makengo,Toulouse,FRA-Ligue 1,1920,MF,64.9,2
Iván Martín,2425,Girona,Ball Progressor,Vincent Marchetti,Ajaccio,FRA-Ligue 1,2223,MF,61.6,3
Iván Martín,2425,Girona,Ball Progressor,Gauthier Hein,Auxerre,FRA-Ligue 1,2223,"MF,FW",61.0,4
Iván Martín,2425,Girona,Ball Progressor,Bersant Celina,Dijon,FRA-Ligue 1,2021,"MF,FW",60.9,5
Iván Sánchez,2223,Valladolid,Ball Progressor,Stuart Armstrong,Southampton,ENG-Premier League,2122,MF,84.9,1
Iván Sánchez,2223,Valladolid,Ball Progressor,Filip Đuričić,Benevento,ITA-Serie A,1718,"MF,FW",83.2,2
Iván Sánchez,2223,Valladolid,Ball Progressor,Marco D'Alessandro,Benevento,ITA-Serie A,1718,"MF,FW",76.7,3
Iván Sánchez,2223,Valladolid,Ball Progressor,Leonardo Bittencourt,Werder Bremen,GER-Bundesliga,2324,MF,75.7,4
Iván Sánchez,2223,Valladolid,Ball Progressor,Andros Townsend,Luton Town,ENG-Premier League,2324,"MF,FW",74.7,5
Iván Sánchez,2425,Valladolid,Ball Progressor,Stuart Armstrong,Southampton,ENG-Premier League,2223,"MF,FW",80.0,1
Iván Sánchez,2425,Valladolid,Ball Progressor,Jasmin Kurtić,SPAL,ITA-Serie A,1920,MF,76.4,2
Iván Sánchez,2425,Valladolid,Ball Progressor,Ruslan Malinovskyi,Marseille,FRA-Ligue 1,2223,"MF,FW",72.2,3
Iván Sánchez,2425,Valladolid,Ball Progressor,Junior Messias,Genoa,ITA-Serie A,2324,"MF,DF",71.1,4
Iván Sánchez,2425,Valladolid,Ball Progressor,Nahitan Nández,Cagliari,ITA-Serie A,2122,"MF,DF",70.7,5
Iñigo Pérez,1920,Osasuna,Defensive Anchor,Íñigo Eguaras,Almería,ESP-La Liga,2223,MF,82.8,1
