player,season,team,league,pos_,age_,Playing Time_Min,role_cluster,primary_role,role_confidence_pct,role_similarity_score,distance_to_centroid
Gylfi Sigurðsson,1920,Everton,ENG-Premier League,MF,29.0,2560,1,Ball Progressor,76.7,76.7,2.673493470371789
Morgan Schneiderlin,1920,Everton,ENG-Premier League,MF,29.0,1001,0,Defensive Anchor,31.6,31.6,3.3969983267595647
Theo Walcott,1920,Everton,ENG-Premier League,"MF,FW",30.0,1287,1,Ball Progressor,36.5,36.5,3.6556226791699022
Tom Davies,1920,Everton,ENG-Premier League,MF,21.0,2027,0,Defensive Anchor,74.9,74.9,2.390592871867088
Ayoze Pérez,1920,Leicester City,ENG-Premier League,"MF,FW",26.0,2004,1,Ball Progressor,38.2,38.2,3.6161376136305243
Dennis Praet,1920,Leicester City,ENG-Premier League,MF,25.0,1134,0,Defensive Anchor,70.2,70.2,2.4992061938983214
Harvey Barnes,1920,Leicester City,ENG-Premier League,"MF,FW",21.0,2083,2,Creative Playmaker,68.3,68.3,3.6060074760642475
James Maddison,1920,Leicester City,ENG-Premier League,MF,22.0,2624,2,Creative Playmaker,77.0,77.0,3.2907383652789726
Wilfred Ndidi,1920,Leicester City,ENG-Premier League,MF,22.0,2674,0,Defensive Anchor,0.0,0.0,4.2211400920086835
Youri Tielemans,1920,Leicester City,ENG-Premier League,MF,22.0,2828,3,Box-to-Box Engine,100.0,100.0,2.116873116621447
Alex Oxlade-Chamberlain,1920,Liverpool,ENG-Premier League,"MF,FW",25.0,1485,1,Ball Progressor,64.0,64.0,2.9833194661356996
Fabinho,1920,Liverpool,ENG-Premier League,MF,25.0,2079,3,Box-to-Box Engine,84.4,84.4,2.576676045162543
Georginio Wijnaldum,1920,Liverpool,ENG-Premier League,MF,28.0,2935,1,Ball Progressor,64.0,64.0,2.983625676094708
James Milner,1920,Liverpool,ENG-Premier League,"MF,DF",33.0,937,3,Box-to-Box Engine,66.3,66.3,3.0814277437996314
Jordan Henderson,1920,Liverpool,ENG-Premier League,MF,29.0,2238,3,Box-to-Box Engine,85.0,85.0,2.56079654967132
David Silva,1920,Manchester City,ENG-Premier League,MF,33.0,1826,2,Creative Playmaker,44.1,44.1,4.476148731054795
Kevin De Bruyne,1920,Manchester City,ENG-Premier League,MF,28.0,2791,2,Creative Playmaker,27.1,27.1,5.090104322751805
Rodri,1920,Manchester City,ENG-Premier League,MF,23.0,2486,3,Box-to-Box Engine,26.7,26.7,4.182603276431703
İlkay Gündoğan,1920,Manchester City,ENG-Premier League,MF,28.0,2020,3,Box-to-Box Engine,62.3,62.3,3.193550262568944
Andreas Pereira,1920,Manchester Utd,ENG-Premier League,"MF,FW",23.0,1484,2,Creative Playmaker,91.4,91.4,2.773528060847287
Bruno Fernandes,1920,Manchester Utd,ENG-Premier League,MF,24.0,1186,2,Creative Playmaker,26.8,26.8,5.10162470767877
Fred,1920,Manchester Utd,ENG-Premier League,MF,26.0,2163,3,Box-to-Box Engine,56.4,56.4,3.3573386589210714
Jesse Lingard,1920,Manchester Utd,ENG-Premier League,"MF,FW",26.0,935,1,Ball Progressor,41.4,41.4,3.5358827729345594
Nemanja Matić,1920,Manchester Utd,ENG-Premier League,MF,30.0,1581,3,Box-to-Box Engine,59.2,59.2,3.279593108367692
Paul Pogba,1920,Manchester Utd,ENG-Premier League,MF,26.0,1204,3,Box-to-Box Engine,31.3,31.3,4.0555289643429315
Scott McTominay,1920,Manchester Utd,ENG-Premier League,MF,22.0,1772,0,Defensive Anchor,83.5,83.5,2.1914969108013187
Allan Saint-Maximin,1920,Newcastle Utd,ENG-Premier League,"MF,FW",22.0,1863,2,Creative Playmaker,20.4,20.4,5.3315761971561235
Isaac Hayden,1920,Newcastle Utd,ENG-Premier League,MF,24.0,2223,0,Defensive Anchor,79.7,79.7,2.2800184040155487
Jonjo Shelvey,1920,Newcastle Utd,ENG-Premier League,MF,27.0,2119,3,Box-to-Box Engine,47.3,47.3,3.608899466896859
Miguel Almirón,1920,Newcastle Utd,ENG-Premier League,"MF,FW",25.0,3021,1,Ball Progressor,70.0,70.0,2.8374706556982634
Sean Longstaff,1920,Newcastle Utd,ENG-Premier League,MF,21.0,1378,0,Defensive Anchor,71.2,71.2,2.4772608364579596
Alexander Tettey,1920,Norwich City,ENG-Premier League,"MF,DF",33.0,2338,0,Defensive Anchor,44.6,44.6,3.093267966284269
Dennis Srbeny,1920,Norwich City,ENG-Premier League,"MF,FW",25.0,1119,1,Ball Progressor,0.0,0.0,10.244547743381712
Kenny McLean,1920,Norwich City,ENG-Premier League,MF,27.0,2968,0,Defensive Anchor,86.9,86.9,2.1125435710185303
Marco Stiepermann,1920,Norwich City,ENG-Premier League,MF,28.0,1180,1,Ball Progressor,85.0,85.0,2.4692849828197962
Tom Trybull,1920,Norwich City,ENG-Premier League,MF,26.0,1130,0,Defensive Anchor,42.8,42.8,3.13485847088118
John Fleck,1920,Sheffield Utd,ENG-Premier League,MF,27.0,2516,1,Ball Progressor,86.0,86.0,2.444150434745388
John Lundstram,1920,Sheffield Utd,ENG-Premier League,MF,25.0,2458,1,Ball Progressor,92.6,92.6,2.2821552955027937
Oliver Norwood,1920,Sheffield Utd,ENG-Premier League,MF,28.0,3090,3,Box-to-Box Engine,34.8,34.8,3.9575081630975775
Sander Berge,1920,Sheffield Utd,ENG-Premier League,MF,21.0,943,0,Defensive Anchor,59.0,59.0,2.759579982188752
James Ward-Prowse,1920,Southampton,ENG-Premier League,"MF,DF",24.0,3420,0,Defensive Anchor,39.7,39.7,3.2080545146868618
Moussa Djenepo,1920,Southampton,ENG-Premier League,"MF,DF",21.0,928,1,Ball Progressor,26.1,26.1,3.911605222406819
Nathan Redmond,1920,Southampton,ENG-Premier League,"MF,FW",25.0,2762,1,Ball Progressor,68.0,68.0,2.884756132559125
Oriol Romeu,1920,Southampton,ENG-Premier League,MF,27.0,1860,0,Defensive Anchor,71.8,71.8,2.463690790600667
Pierre Højbjerg,1920,Southampton,ENG-Premier League,MF,23.0,2752,3,Box-to-Box Engine,79.2,79.2,2.721538770156319
Stuart Armstrong,1920,Southampton,ENG-Premier League,MF,27.0,1715,1,Ball Progressor,100.0,100.0,1.6991084370369478
Christian Eriksen,1920,Tottenham,ENG-Premier League,"MF,FW",27.0,1097,3,Box-to-Box Engine,2.1,2.1,4.869854555299657
Dele Alli,1920,Tottenham,ENG-Premier League,"MF,FW",23.0,1847,1,Ball Progressor,16.3,16.3,4.150803182522768
Giovani Lo Celso,1920,Tottenham,ENG-Premier League,"MF,FW",23.0,1492,3,Box-to-Box Engine,46.1,46.1,3.64332082587892
Harry Winks,1920,Tottenham,ENG-Premier League,MF,23.0,2221,3,Box-to-Box Engine,74.8,74.8,2.843507993678898
Moussa Sissoko,1920,Tottenham,ENG-Premier League,MF,29.0,2452,0,Defensive Anchor,53.1,53.1,2.8978692817018064
Tanguy Ndombele,1920,Tottenham,ENG-Premier League,MF,22.0,1009,3,Box-to-Box Engine,98.0,98.0,2.1991263820827696
Érik Lamela,1920,Tottenham,ENG-Premier League,"MF,FW",27.0,1215,2,Creative Playmaker,80.1,80.1,3.177820441742536
Abdoulaye Doucouré,1920,Watford,ENG-Premier League,MF,26.0,3156,3,Box-to-Box Engine,90.3,90.3,2.4129954343924616
Nathaniel Chalobah,1920,Watford,ENG-Premier League,MF,24.0,930,0,Defensive Anchor,86.4,86.4,2.12433602039388
Tom Cleverley,1920,Watford,ENG-Premier League,MF,29.0,971,1,Ball Progressor,80.0,80.0,2.5910508248177586
Will Hughes,1920,Watford,ENG-Premier League,MF,24.0,2252,0,Defensive Anchor,57.6,57.6,2.791363296403251
Étienne Capoue,1920,Watford,ENG-Premier League,MF,31.0,2627,0,Defensive Anchor,54.4,54.4,2.8673237546827033
Andriy Yarmolenko,1920,West Ham,ENG-Premier League,"MF,FW",29.0,991,2,Creative Playmaker,69.1,69.1,3.575140842691569
Declan Rice,1920,West Ham,ENG-Premier League,MF,20.0,3420,0,Defensive Anchor,61.7,61.7,2.6971724178902905
Felipe Anderson,1920,West Ham,ENG-Premier League,"MF,FW",26.0,1497,2,Creative Playmaker,34.0,34.0,4.8433969986461065
Manuel Lanzini,1920,West Ham,ENG-Premier League,"MF,FW",26.0,1379,1,Ball Progressor,45.1,45.1,3.4455535831596626
Mark Noble,1920,West Ham,ENG-Premier League,MF,32.0,2674,3,Box-to-Box Engine,78.6,78.6,2.7389681973165745
Pablo Fornals,1920,West Ham,ENG-Premier League,"MF,FW",23.0,2172,1,Ball Progressor,77.5,77.5,2.653671246420033
Robert Snodgrass,1920,West Ham,ENG-Premier League,"MF,FW",31.0,1509,1,Ball Progressor,51.6,51.6,3.2859624036302364
Tomáš Souček,1920,West Ham,ENG-Premier League,MF,24.0,1040,0,Defensive Anchor,0.0,0.0,5.532381193098196
Jonny Castro,1920,Wolves,ENG-Premier League,"MF,DF",25.0,2887,1,Ball Progressor,44.1,44.1,3.4718725502596564
João Moutinho,1920,Wolves,ENG-Premier League,MF,32.0,3108,3,Box-to-Box Engine,83.5,83.5,2.602513253692845
Leander Dendoncker,1920,Wolves,ENG-Premier League,"MF,DF",24.0,2795,0,Defensive Anchor,75.4,75.4,2.379604782895886
Matt Doherty,1920,Wolves,ENG-Premier League,"MF,DF",27.0,2839,1,Ball Progressor,61.5,61.5,3.043913669169336
Rúben Neves,1920,Wolves,ENG-Premier League,MF,22.0,3056,0,Defensive Anchor,41.2,41.2,3.173484131733109
Ainsley Maitland-Niles,2021,Arsenal,ENG-Premier League,"MF,DF",22.0,1230,0,Defensive Anchor,0.0,0.0,4.139679133324162
Dani Ceballos,2021,Arsenal,ENG-Premier League,MF,23.0,1615,3,Box-to-Box Engine,60.5,60.5,3.2428349016225826
Emile Smith Rowe,2021,Arsenal,ENG-Premier League,"MF,FW",20.0,1440,1,Ball Progressor,73.3,73.3,2.756191120713886
Granit Xhaka,2021,Arsenal,ENG-Premier League,"MF,DF",27.0,2522,3,Box-to-Box Engine,60.0,60.0,3.257997169688807
Joe Willock,2021,Arsenal,ENG-Premier League,MF,20.0,978,1,Ball Progressor,7.4,7.4,4.368314597339351
Mohamed Elneny,2021,Arsenal,ENG-Premier League,MF,28.0,1544,0,Defensive Anchor,20.9,20.9,3.644750093739318
Thomas Partey,2021,Arsenal,ENG-Premier League,MF,27.0,1534,3,Box-to-Box Engine,73.8,73.8,2.872712034329583
Douglas Luiz,2021,Aston Villa,ENG-Premier League,MF,22.0,2781,0,Defensive Anchor,95.6,95.6,1.9107050877262326
John McGinn,2021,Aston Villa,ENG-Premier League,MF,25.0,3330,0,Defensive Anchor,41.9,41.9,3.1575495292450673
Ross Barkley,2021,Aston Villa,ENG-Premier League,MF,26.0,1531,2,Creative Playmaker,69.4,69.4,3.5656973935214213
Adam Lallana,2021,Brighton,ENG-Premier League,"MF,FW",32.0,1596,3,Box-to-Box Engine,77.1,77.1,2.780105594518316
Alexis Mac Allister,2021,Brighton,ENG-Premier League,"MF,FW",21.0,1115,1,Ball Progressor,63.0,63.0,3.007694906458611
Leandro Trossard,2021,Brighton,ENG-Premier League,"MF,FW",25.0,2607,2,Creative Playmaker,89.8,89.8,2.8311034718809145
Pascal Groß,2021,Brighton,ENG-Premier League,"MF,DF",29.0,2484,2,Creative Playmaker,95.1,95.1,2.639203027733524
Yves Bissouma,2021,Brighton,ENG-Premier League,MF,23.0,3111,0,Defensive Anchor,71.6,71.6,2.467558723279822
Ashley Westwood,2021,Burnley,ENG-Premier League,MF,30.0,3410,3,Box-to-Box Engine,24.9,24.9,4.232729329114407
Dwight McNeil,2021,Burnley,ENG-Premier League,MF,20.0,3069,1,Ball Progressor,77.3,77.3,2.6579496870226786
Jack Cork,2021,Burnley,ENG-Premier League,MF,31.0,1350,0,Defensive Anchor,76.2,76.2,2.3600395287246174
Josh Brownhill,2021,Burnley,ENG-Premier League,MF,24.0,2813,0,Defensive Anchor,66.2,66.2,2.5919387361362567
Jóhann Berg Guðmundsson,2021,Burnley,ENG-Premier League,MF,29.0,1363,1,Ball Progressor,62.0,62.0,3.0316944103114793
Robbie Brady,2021,Burnley,ENG-Premier League,MF,28.0,1052,0,Defensive Anchor,74.7,74.7,2.395290829958292
Hakim Ziyech,2021,Chelsea,ENG-Premier League,"MF,FW",27.0,1172,2,Creative Playmaker,83.7,83.7,3.0498658788320667
Jorginho,2021,Chelsea,ENG-Premier League,MF,28.0,2010,3,Box-to-Box Engine,25.7,25.7,4.211246987560041
Kai Havertz,2021,Chelsea,ENG-Premier League,"MF,FW",21.0,1520,1,Ball Progressor,48.4,48.4,3.3647008525128337
Mason Mount,2021,Chelsea,ENG-Premier League,MF,21.0,2890,2,Creative Playmaker,98.2,98.2,2.528185218161054
Mateo Kovačić,2021,Chelsea,ENG-Premier League,MF,26.0,1815,3,Box-to-Box Engine,53.5,53.5,3.4378389607470305
N'Golo Kanté,2021,Chelsea,ENG-Premier League,MF,29.0,2146,0,Defensive Anchor,8.5,8.5,3.9321547815336833
Andros Townsend,2021,Crystal Palace,ENG-Premier League,"MF,FW",29.0,2258,1,Ball Progressor,0.0,0.0,4.6580733819159015
Eberechi Eze,2021,Crystal Palace,ENG-Premier League,MF,22.0,2559,1,Ball Progressor,79.3,79.3,2.6095044992672776
James McArthur,2021,Crystal Palace,ENG-Premier League,MF,32.0,1466,0,Defensive Anchor,68.4,68.4,2.5404359944988926
Jaïro Riedewald,2021,Crystal Palace,ENG-Premier League,MF,23.0,1820,0,Defensive Anchor,62.4,62.4,2.6797959495423327
Jeffrey Schlupp,2021,Crystal Palace,ENG-Premier League,MF,27.0,1428,1,Ball Progressor,95.9,95.9,2.20204213042689
Luka Milivojević,2021,Crystal Palace,ENG-Premier League,MF,29.0,2359,0,Defensive Anchor,100.0,100.0,1.4140967390133192
Abdoulaye Doucouré,2021,Everton,ENG-Premier League,MF,27.0,2443,0,Defensive Anchor,85.8,85.8,2.1366937249048963
Allan,2021,Everton,ENG-Premier League,MF,29.0,2051,0,Defensive Anchor,34.9,34.9,3.318954263703396
André Gomes,2021,Everton,ENG-Premier League,MF,27.0,1570,0,Defensive Anchor,67.7,67.7,2.5583027523714548
Gylfi Sigurðsson,2021,Everton,ENG-Premier League,"MF,FW",30.0,2253,1,Ball Progressor,68.3,68.3,2.8790324178247566
Tom Davies,2021,Everton,ENG-Premier League,MF,22.0,1423,0,Defensive Anchor,77.9,77.9,2.3215652051311353
Andre-Frank Zambo Anguissa,2021,Fulham,ENG-Premier League,MF,24.0,2587,3,Box-to-Box Engine,70.0,70.0,2.9776447481200585
Bobby De Cordova-Reid,2021,Fulham,ENG-Premier League,"MF,FW",27.0,2372,1,Ball Progressor,81.7,81.7,2.550016504600831
Harrison Reed,2021,Fulham,ENG-Premier League,MF,25.0,2247,0,Defensive Anchor,85.0,85.0,2.155917471958617
Mario Lemina,2021,Fulham,ENG-Premier League,MF,26.0,1703,0,Defensive Anchor,97.1,97.1,1.8758194479993011
Ruben Loftus-Cheek,2021,Fulham,ENG-Premier League,"MF,FW",24.0,1909,1,Ball Progressor,84.2,84.2,2.4885959001636286
Hélder Costa,2021,Leeds United,ENG-Premier League,"MF,FW",26.0,1156,1,Ball Progressor,41.2,41.2,3.5408321775852
Jack Harrison,2021,Leeds United,ENG-Premier League,"MF,FW",23.0,2847,2,Creative Playmaker,90.2,90.2,2.8139812886022493
Kalvin Phillips,2021,Leeds United,ENG-Premier League,MF,24.0,2428,0,Defensive Anchor,56.2,56.2,2.8252043491670915
Mateusz Klich,2021,Leeds United,ENG-Premier League,MF,30.0,2393,2,Creative Playmaker,86.1,86.1,2.9634020772616143
Raphinha,2021,Leeds United,ENG-Premier League,"MF,FW",23.0,2360,2,Creative Playmaker,100.0,100.0,2.402279555393118
Rodrigo,2021,Leeds United,ENG-Premier League,"MF,FW",29.0,1288,2,Creative Playmaker,70.3,70.3,3.5321638142428
Stuart Dallas,2021,Leeds United,ENG-Premier League,"MF,DF",29.0,3409,3,Box-to-Box Engine,97.6,97.6,2.2099116975781814
Tyler Roberts,2021,Leeds United,ENG-Premier League,"MF,FW",21.0,1340,1,Ball Progressor,91.5,91.5,2.3107708838482504
Ayoze Pérez,2021,Leicester City,ENG-Premier League,"MF,FW",27.0,1331,1,Ball Progressor,54.3,54.3,3.2210861820670393
James Maddison,2021,Leicester City,ENG-Premier League,MF,23.0,2099,2,Creative Playmaker,81.5,81.5,3.1289578144523973
Nampalys Mendy,2021,Leicester City,ENG-Premier League,MF,28.0,1459,0,Defensive Anchor,51.2,51.2,2.939834786144848
Wilfred Ndidi,2021,Leicester City,ENG-Premier League,"MF,DF",23.0,2176,0,Defensive Anchor,0.0,0.0,4.284688968900426
Youri Tielemans,2021,Leicester City,ENG-Premier League,MF,23.0,3357,3,Box-to-Box Engine,100.0,100.0,1.5855849507702116
Curtis Jones,2021,Liverpool,ENG-Premier League,MF,19.0,1179,3,Box-to-Box Engine,50.2,50.2,3.5301610284780325
Georginio Wijnaldum,2021,Liverpool,ENG-Premier League,MF,29.0,2941,0,Defensive Anchor,32.5,32.5,3.3753534879974434
James Milner,2021,Liverpool,ENG-Premier League,"MF,DF",34.0,1070,3,Box-to-Box Engine,38.0,38.0,3.8684107139465604
Jordan Henderson,2021,Liverpool,ENG-Premier League,"MF,DF",30.0,1704,3,Box-to-Box Engine,6.4,6.4,4.747748314084343
Thiago Alcántara,2021,Liverpool,ENG-Premier League,MF,29.0,1854,3,Box-to-Box Engine,71.8,71.8,2.9293951940742113
Bernardo Silva,2021,Manchester City,ENG-Premier League,"MF,FW",25.0,2065,2,Creative Playmaker,60.9,60.9,3.870990328334381
Fernandinho,2021,Manchester City,ENG-Premier League,MF,35.0,1188,3,Box-to-Box Engine,60.9,60.9,3.232058032006558
Kevin De Bruyne,2021,Manchester City,ENG-Premier League,MF,29.0,1997,2,Creative Playmaker,33.6,33.6,4.858100600855367
Rodri,2021,Manchester City,ENG-Premier League,MF,24.0,2748,3,Box-to-Box Engine,46.5,46.5,3.632506116430602
İlkay Gündoğan,2021,Manchester City,ENG-Premier League,MF,29.0,2029,2,Creative Playmaker,37.5,37.5,4.7169126278239295
Bruno Fernandes,2021,Manchester Utd,ENG-Premier League,MF,25.0,3099,2,Creative Playmaker,36.5,36.5,4.752560614368149
Fred,2021,Manchester Utd,ENG-Premier League,MF,27.0,2390,3,Box-to-Box Engine,64.3,64.3,3.1374711532925033
