player_id,season,season_start_year,age,position_group,league_tm,market_value_eur,expected_market_value_eur,market_value_gap_eur,market_value_gap_pct,inefficiency_log_gap,inefficiency_score,minutes_played,is_low_minutes,matching_confidence
e1290c38854a1ba066c6bbcbe06b189a,2022-2023,2022,20,ATT,Austrian Bundesliga,24000000,24000000.000000067,6.705522537231445e-08,2.886579864025407e-15,3.552713678800501e-15,1.224744871391589,1707,False,1.0
10e37d554e6c4381fc8e017be60f77e1,2022-2023,2022,20,MID,LaLiga,100000000,100000000.00000018,1.7881393432617188e-07,1.7763568394002505e-15,0.0,0.0,2811,False,1.0
575677ef98189b21f805574af1733c49,2022-2023,2022,19,DEF,Liga Portugal,25000000,24999999.99999995,-4.842877388000488e-08,-1.887379141862766e-15,-3.552713678800501e-15,-1.224744871391589,2460,False,1.0
