player_name_fbref,club,league,position,position_group,age,market_value_eur,predicted_market_value_eur,market_value_gap_eur,market_value_gap_pct,inefficiency_score_z,matching_confidence,expected_upside,expected_roi,inefficiency_score_norm,upside_score_norm,matching_confidence_norm,age_potential_score,portfolio_value_score,player_level_tier,player_level_rank,portfolio_cost,is_eligible_portfolio,season_context_club,season_context_league,season_context_age,season_context_market_value_eur,player_name_tm,player_name_norm,current_club,current_league,current_season,current_market_value_eur,current_valuation_date,current_age,current_competition_id,current_club_id,homonym_group_size,is_homonym_name,identity_resolution_status,snapshot_source,identity_match_method,current_snapshot_applied,identity_review_required,display_club,display_league,player_id_tm,player_name_tm_from_dss,player_name_norm_from_dss,player_name_tm_snapshot,player_name_norm_snapshot,current_club_snapshot,current_league_snapshot,current_season_snapshot,current_market_value_eur_snapshot,current_valuation_date_snapshot,current_age_snapshot,current_competition_id_snapshot,current_club_id_snapshot,homonym_group_size_snapshot,is_homonym_name_snapshot,identity_resolution_status_snapshot,snapshot_source_snapshot,player_name_tm_snapshot.1,player_name_norm_snapshot.1,current_club_snapshot.1,current_league_snapshot.1,current_season_snapshot.1,current_market_value_eur_snapshot.1,current_valuation_date_snapshot.1,current_age_snapshot.1,current_competition_id_snapshot.1,current_club_id_snapshot.1,homonym_group_size_snapshot.1,is_homonym_name_snapshot.1,identity_resolution_status_snapshot.1,snapshot_source_snapshot.1,player_name_tm_snapshot,player_name_norm_snapshot,current_club_snapshot,current_league_snapshot,current_season_snapshot,current_market_value_eur_snapshot,current_valuation_date_snapshot,current_age_snapshot,current_competition_id_snapshot,current_club_id_snapshot,homonym_group_size_snapshot,is_homonym_name_snapshot,identity_resolution_status_snapshot,snapshot_source_snapshot
Olivier Aertssen,Zwolle,Eredivisie,DEF,DEF,20.36139630390144,600000.0,1354650.2225556758,754650.2225556758,1.2577503709261264,0.9721872995383452,0.85,754650.2225556758,1.2577503709261264,69.41740554046832,79.44526949356133,85.0,89.44558521560576,76.26457866518507,Rotation Profile,2,600000.0,True,Zwolle,Eredivisie,20.36139630390144,600000.0,Olivier Aertssen,olivier aertssen,PEC Zwolle,Eredivisie,2025-2026,650000.0,2026-03-11,21.59,NL1,1269.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,PEC Zwolle,Eredivisie,720791,Olivier Aertssen,olivier aertssen,Olivier Aertssen,olivier aertssen,PEC Zwolle,Eredivisie,2025-2026,650000.0,2026-03-11,21.59,NL1,1269.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Olivier Aertssen,olivier aertssen,PEC Zwolle,Eredivisie,2025-2026,750000.0,2025-12-02,21.32,NL1,1269.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Olivier Aertssen,olivier aertssen,PEC Zwolle,Eredivisie,2025-2026,750000,2025-12-02,21.32,NL1,1269.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Jon Gorrotxategi,CD Mirandés,Spanish Segunda División,MID,MID,22.69678302532512,600000.0,1245967.0928245091,645967.0928245091,1.076611821374182,0.8844410593182126,0.85,645967.0928245091,1.076611821374182,67.57165603792508,79.38953333338941,85.0,98.78713210130049,76.26192456243994,Rotation Profile,2,600000.0,True,CD Mirandés,Spanish Segunda División,22.69678302532512,600000.0,Jon Gorrotxategi,jon gorrotxategi,Real Sociedad,LaLiga,2025-2026,25000000.0,2026-03-16,24.11,ES1,681.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Real Sociedad,LaLiga,711374,Jon Gorrotxategi,jon gorrotxategi,Jon Gorrotxategi,jon gorrotxategi,Real Sociedad,LaLiga,2025-2026,25000000.0,2026-03-16,24.11,ES1,681.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gianluca Busio,Venezia,Serie A,MID,MID,22.55989048596852,6500000.0,10619213.266355883,4119213.2663558833,0.6337251179009051,0.6327634522122432,1.0,4119213.2663558833,0.6337251179009051,62.277596520939255,81.17072426452418,100.0,98.23956194387408,76.25543552098809,Rotation Profile,2,6500000.0,True,Venezia,Serie A,22.55989048596852,6500000.0,Gianluca Busio,gianluca busio,Venezia FC,Serie A,2025-2026,5500000.0,2025-12-11,23.54,IT1,607.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Venezia FC,Serie A,504209,Gianluca Busio,gianluca busio,Gianluca Busio,gianluca busio,Venezia FC,Serie A,2025-2026,5500000.0,2025-12-11,23.54,IT1,607.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Gianluca Busio,gianluca busio,Venezia FC,Serie A,2025-2026,5500000.0,2025-12-11,23.54,IT1,607.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Gianluca Busio,gianluca busio,Venezia FC,Serie A,2025-2026,5500000,2025-12-11,23.54,IT1,607.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Iker Benito,CD Mirandés,Spanish Segunda División,DEF,DEF,22.38193018480493,800000.0,1673089.327581003,873089.3275810031,1.091361659476254,0.8918670418743164,0.85,873089.3275810031,1.091361659476254,67.7278622021372,79.50600882766626,85.0,97.52772073921972,76.24320538190715,Rotation Profile,2,800000.0,True,CD Mirandés,Spanish Segunda División,22.38193018480493,800000.0,Iker Benito,iker benito,CA Osasuna,LaLiga,2025-2026,1500000.0,2025-12-12,23.34,ES1,331.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,CA Osasuna,LaLiga,710679,Iker Benito,iker benito,Iker Benito,iker benito,CA Osasuna,LaLiga,2025-2026,1500000.0,2025-12-12,23.34,ES1,331.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Iker Benito,iker benito,CA Osasuna,LaLiga,2025-2026,1500000.0,2025-12-12,23.34,ES1,331.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Iker Benito,iker benito,CA Osasuna,LaLiga,2025-2026,1500000,2025-12-12,23.34,ES1,331.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Cauê,Gil Vicente FC,Liga Portugal,ATT,ATT,22.091718001368925,800000.0,1690010.1703355138,890010.1703355138,1.112512712919392,0.9024248980964004,0.85,890010.1703355138,1.112512712919392,67.94994759087804,79.51468637315418,85.0,96.3668720054757,76.24033258927513,Rotation Profile,2,800000.0,True,Gil Vicente FC,Liga Portugal,22.091718001368925,800000.0,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Criciúma EC,Liga Portugal,814268,Cauê,caue,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000,2025-11-24,23.02,PO1,7178.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Cezary Miszta,Rio Ave,Liga Portugal,GK,GK,22.94045174537988,1000000.0,2042712.1557518693,1042712.1557518698,1.0427121557518697,0.8671719843699887,0.85,1042712.1557518692,1.0427121557518693,67.20839960192164,79.59299680034552,85.0,99.76180698151953,76.22862969919915,Rotation Profile,2,1000000.0,True,Rio Ave,Liga Portugal,22.94045174537988,1000000.0,Cezary Miszta,cezary miszta,Rio Ave FC,Liga Portugal,2025-2026,3000000.0,2025-12-18,24.13,PO1,2425.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Rio Ave FC,Liga Portugal,487167,Cezary Miszta,cezary miszta,Cezary Miszta,cezary miszta,Rio Ave FC,Liga Portugal,2025-2026,3000000.0,2025-12-18,24.13,PO1,2425.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cezary Miszta,cezary miszta,Rio Ave FC,Liga Portugal,2025-2026,3000000.0,2025-12-18,24.13,PO1,2425.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cezary Miszta,cezary miszta,Rio Ave FC,Liga Portugal,2025-2026,3000000,2025-12-18,24.13,PO1,2425.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Cauê,Casa Pia,Liga Portugal,ATT,ATT,22.091718001368925,800000.0,1688228.1287051055,888228.1287051055,1.110285160881382,0.90131797510041,0.85,888228.1287051055,1.110285160881382,67.92666337306908,79.51377248561717,85.0,96.3668720054757,76.2284620084864,Rotation Profile,2,800000.0,True,Casa Pia,Liga Portugal,22.091718001368925,800000.0,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Criciúma EC,Liga Portugal,814268,Cauê,caue,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000,2025-11-24,23.02,PO1,7178.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Kryštof Daněk,LASK,Austrian Bundesliga,MID,MID,21.95756331279945,1000000.0,2112176.4734028974,1112176.4734028974,1.1121764734028974,0.9022578875889042,0.85,1112176.4734028974,1.1121764734028974,67.9464345108833,79.62862030828467,85.0,95.8302532511978,76.2133976576326,Rotation Profile,2,1000000.0,True,LASK,Austrian Bundesliga,21.95756331279945,1000000.0,Krystof Danek,krystof danek,LASK,Austrian Bundesliga,2025-2026,2000000.0,2025-12-22,22.96,A1,413.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,LASK,Austrian Bundesliga,652047,Krystof Danek,krystof danek,Krystof Danek,krystof danek,LASK,Austrian Bundesliga,2025-2026,2000000.0,2025-12-22,22.96,A1,413.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikolas Polster,Wolfsberger AC,Austrian Bundesliga,GK,GK,22.261464750171115,800000.0,1674987.854886054,874987.8548860541,1.0937348186075675,0.8930569439947708,0.85,874987.8548860541,1.0937348186075675,67.75289189277004,79.50698245275628,85.0,97.04585900068446,76.20777745964254,Rotation Profile,2,800000.0,True,Wolfsberger AC,Austrian Bundesliga,22.261464750171115,800000.0,Nikolas Polster,nikolas polster,Wolfsberger AC,Austrian Bundesliga,2025-2026,2000000.0,2026-03-10,23.67,A1,4441.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Wolfsberger AC,Austrian Bundesliga,488063,Nikolas Polster,nikolas polster,Nikolas Polster,nikolas polster,Wolfsberger AC,Austrian Bundesliga,2025-2026,2000000.0,2026-03-10,23.67,A1,4441.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petter Nosa Dahl,Mechelen,Belgian Pro League,MID,MID,21.138945927446954,700000.0,1527046.1786969083,827046.1786969085,1.1814945409955837,0.9361380296438728,0.85,827046.1786969083,1.1814945409955833,68.65910613290573,79.48239643881281,85.0,92.55578370978782,76.20573054713485,Rotation Profile,2,700000.0,True,Mechelen,Belgian Pro League,21.138945927446954,700000.0,Petter Nosa Dahl,petter nosa dahl,Rapid Vienna,Austrian Bundesliga,2025-2026,2500000.0,2025-12-22,22.17,A1,170.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Rapid Vienna,Austrian Bundesliga,912078,Petter Nosa Dahl,petter nosa dahl,Petter Nosa Dahl,petter nosa dahl,Rapid Vienna,Austrian Bundesliga,2025-2026,2500000.0,2025-12-22,22.17,A1,170.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Petter Nosa Dahl,petter nosa dahl,Rapid Vienna,Austrian Bundesliga,2025-2026,2500000.0,2025-12-22,22.17,A1,170.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Petter Nosa Dahl,petter nosa dahl,Rapid Vienna,Austrian Bundesliga,2025-2026,2500000,2025-12-22,22.17,A1,170.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Julian Baas,Sparta Rotterdam,Eredivisie,MID,MID,22.67214236824093,1000000.0,1684804.532306431,684804.5323064311,0.6848045323064311,0.6650650729671987,1.0,684804.5323064311,0.6848045323064311,62.957063815380906,79.40945040564327,100.0,98.68856947296372,76.19975145639765,Rotation Profile,2,1000000.0,True,Sparta Rotterdam,Eredivisie,22.67214236824093,1000000.0,Julian Baas,julian baas,Sparta Rotterdam,Eredivisie,2025-2026,700000.0,2025-12-02,23.63,NL1,468.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Sparta Rotterdam,Eredivisie,616340,Julian Baas,julian baas,Julian Baas,julian baas,Sparta Rotterdam,Eredivisie,2025-2026,700000.0,2025-12-02,23.63,NL1,468.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Julian Baas,julian baas,Excelsior Rotterdam,Eredivisie,2023-2024,1300000.0,2024-05-31,22.12,NL1,468.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Julian Baas,julian baas,Excelsior Rotterdam,Eredivisie,2023-2024,1300000,2024-05-31,22.12,NL1,468.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Anthony Descotte,Utrecht,Eredivisie,MID,MID,21.37440109514032,650000.0,1405880.9286192623,755880.9286192623,1.1628937363373266,0.9271534956135288,0.85,755880.9286192623,1.1628937363373266,68.47011570806832,79.44590063871196,85.0,93.49760438056128,76.19629345176827,Rotation Profile,2,650000.0,True,Utrecht,Eredivisie,21.37440109514032,650000.0,Anthony Descotte,anthony descotte,FC Volendam,Eredivisie,2025-2026,550000.0,2025-12-02,22.33,NL1,724.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,FC Volendam,Eredivisie,565434,Anthony Descotte,anthony descotte,Anthony Descotte,anthony descotte,FC Volendam,Eredivisie,2025-2026,550000.0,2025-12-02,22.33,NL1,724.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Anthony Descotte,anthony descotte,FC Volendam,Eredivisie,2025-2026,550000.0,2025-12-02,22.33,NL1,724.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Anthony Descotte,anthony descotte,FC Volendam,Eredivisie,2025-2026,550000,2025-12-02,22.33,NL1,724.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Shunsuke Mito,Sparta Rotterdam,Eredivisie,MID,MID,22.220396988364133,650000.0,1114464.7296628046,464464.72966280463,0.714561122558161,0.6834341011682477,1.0,464464.72966280463,0.714561122558161,63.34345786006282,79.29645315793081,100.0,96.88158795345652,76.18400101485977,Rotation Profile,2,650000.0,True,Sparta Rotterdam,Eredivisie,22.220396988364133,650000.0,Shunsuke Mito,shunsuke mito,Sparta Rotterdam,Eredivisie,2025-2026,2000000.0,2026-03-11,23.45,NL1,468.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Sparta Rotterdam,Eredivisie,566013,Shunsuke Mito,shunsuke mito,Shunsuke Mito,shunsuke mito,Sparta Rotterdam,Eredivisie,2025-2026,2000000.0,2026-03-11,23.45,NL1,468.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Shunsuke Mito,shunsuke mito,Sparta Rotterdam,Eredivisie,2023-2024,800000.0,2024-05-31,21.67,NL1,468.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Shunsuke Mito,shunsuke mito,Sparta Rotterdam,Eredivisie,2023-2024,800000,2024-05-31,21.67,NL1,468.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Jannik Robatsch,SK Austria Klagenfurt,Austrian Bundesliga,DEF,DEF,19.78370978781657,800000.0,1824054.3419937703,1024054.3419937704,1.2800679274922129,0.9825076120667364,0.85,1024054.3419937704,1.2800679274922129,69.63449417774304,79.58342848096925,85.0,87.13483915126628,76.17658812424045,Rotation Profile,2,800000.0,True,SK Austria Klagenfurt,Austrian Bundesliga,19.78370978781657,800000.0,Jannik Robatsch,jannik robatsch,FC St. Pauli,Bundesliga,2025-2026,600000.0,2025-12-19,20.97,L1,35.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,FC St. Pauli,Bundesliga,909860,Jannik Robatsch,jannik robatsch,Jannik Robatsch,jannik robatsch,FC St. Pauli,Bundesliga,2025-2026,600000.0,2025-12-19,20.97,L1,35.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamadou Diakhon,Reims,Ligue 1,MID,MID,19.21697467488022,1500000.0,3449693.91330338,1949693.91330338,1.2997959422022534,0.991546672817007,0.85,1949693.91330338,1.2997959422022534,69.824631576695,80.05812584693217,85.0,84.86789869952088,76.16363712003263,Rotation Profile,2,1500000.0,True,Reims,Ligue 1,19.21697467488022,1500000.0,Mamadou Diakhon,mamadou diakhon,Club Brugge KV,Belgian Pro League,2025-2026,9000000.0,2026-03-13,20.47,BE1,2282.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Club Brugge KV,Belgian Pro League,1054839,Mamadou Diakhon,mamadou diakhon,Mamadou Diakhon,mamadou diakhon,Club Brugge KV,Belgian Pro League,2025-2026,9000000.0,2026-03-13,20.47,BE1,2282.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Mamadou Diakhon,mamadou diakhon,Club Brugge KV,Belgian Pro League,2025-2026,5000000.0,2025-12-10,20.22,BE1,2282.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Mamadou Diakhon,mamadou diakhon,Club Brugge KV,Belgian Pro League,2025-2026,5000000,2025-12-10,20.22,BE1,2282.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Abdukodir Khusanov,Manchester City,Premier League,DEF,DEF,20.6050650239562,5000000.0,10485370.094030304,5485370.094030304,1.0970740188060608,0.8947289371830108,0.85,5485370.094030304,1.0970740188060608,67.78806240933812,81.87133286822917,85.0,90.4202600958248,76.15389043130884,Rotation Profile,2,5000000.0,True,Manchester City,Premier League,20.6050650239562,5000000.0,Abdukodir Khusanov,abdukodir khusanov,Manchester City,Premier League,2025-2026,35000000.0,2025-12-09,21.78,GB1,281.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Manchester City,Premier League,763079,Abdukodir Khusanov,abdukodir khusanov,Abdukodir Khusanov,abdukodir khusanov,Manchester City,Premier League,2025-2026,35000000.0,2025-12-09,21.78,GB1,281.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Abdukodir Khusanov,abdukodir khusanov,Manchester City,Premier League,2025-2026,35000000.0,2025-12-09,21.78,GB1,281.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Abdukodir Khusanov,abdukodir khusanov,Manchester City,Premier League,2025-2026,35000000,2025-12-09,21.78,GB1,281.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Lucien Agoume,Sevilla,LaLiga,MID,MID,22.88021902806297,7000000.0,13376295.938472249,6376295.938472249,0.9108994197817498,0.7971855012472842,0.85,6376295.938472249,0.9108994197817498,65.73622807543333,82.32822793271582,85.0,99.52087611225188,76.1522586321208,Rotation Profile,2,7000000.0,True,Sevilla,LaLiga,22.88021902806297,7000000.0,Lucien Agoumé,lucien agoume,Sevilla FC,LaLiga,2025-2026,12000000.0,2025-12-12,23.84,ES1,368.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Sevilla FC,LaLiga,569384,Lucien Agoumé,lucien agoume,Lucien Agoumé,lucien agoume,Sevilla FC,LaLiga,2025-2026,12000000.0,2025-12-12,23.84,ES1,368.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Lucien Agoumé,lucien agoume,Sevilla FC,LaLiga,2023-2024,6000000.0,2024-06-07,22.32,ES1,368.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Lucien Agoumé,lucien agoume,Sevilla FC,LaLiga,2023-2024,6000000,2024-06-07,22.32,ES1,368.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Amando Lapage,Westerlo,Belgian Pro League,DEF,DEF,20.11498973305955,600000.0,1352646.590892311,752646.590892311,1.2544109848205185,0.9706342979538968,0.85,752646.590892311,1.2544109848205185,69.384738022239,79.44424196761881,85.0,88.4599589322382,76.14942539624802,Rotation Profile,2,600000.0,True,Westerlo,Belgian Pro League,20.11498973305955,600000.0,Amando Lapage,amando lapage,KVC Westerlo,Belgian Pro League,2025-2026,800000.0,2026-03-13,21.34,BE1,968.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,KVC Westerlo,Belgian Pro League,1029619,Amando Lapage,amando lapage,Amando Lapage,amando lapage,KVC Westerlo,Belgian Pro League,2025-2026,800000.0,2026-03-13,21.34,BE1,968.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Amando Lapage,amando lapage,KVC Westerlo,Belgian Pro League,2025-2026,400000.0,2025-12-10,21.09,BE1,968.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Amando Lapage,amando lapage,KVC Westerlo,Belgian Pro League,2025-2026,400000,2025-12-10,21.09,BE1,968.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Jon Gorrotxategi,CD Mirandés,Spanish Segunda División,MID,MID,22.69678302532512,600000.0,1233244.9390710797,633244.9390710797,1.0554082317851328,0.8736729219669462,0.85,633244.9390710797,1.0554082317851328,67.34514736804299,79.38300900895113,85.0,98.78713210130049,76.14703914638932,Rotation Profile,2,600000.0,True,CD Mirandés,Spanish Segunda División,22.69678302532512,600000.0,Jon Gorrotxategi,jon gorrotxategi,Real Sociedad,LaLiga,2025-2026,25000000.0,2026-03-16,24.11,ES1,681.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Real Sociedad,LaLiga,711374,Jon Gorrotxategi,jon gorrotxategi,Jon Gorrotxategi,jon gorrotxategi,Real Sociedad,LaLiga,2025-2026,25000000.0,2026-03-16,24.11,ES1,681.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nnamdi Collins,Eintracht Frankfurt,Bundesliga,DEF,DEF,20.944558521560573,4000000.0,6951546.007270555,2951546.007270555,0.7378865018176387,0.6976115480421256,1.0,2951546.007270555,0.7378865018176387,63.64168164092392,80.57190741465168,100.0,91.77823408624228,76.14164108274912,Rotation Profile,2,4000000.0,True,Eintracht Frankfurt,Bundesliga,20.944558521560573,4000000.0,Nnamdi Collins,nnamdi collins,Eintracht Frankfurt,Bundesliga,2025-2026,20000000.0,2026-03-20,22.19,L1,24.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Eintracht Frankfurt,Bundesliga,684315,Nnamdi Collins,nnamdi collins,Nnamdi Collins,nnamdi collins,Eintracht Frankfurt,Bundesliga,2025-2026,20000000.0,2026-03-20,22.19,L1,24.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Nnamdi Collins,nnamdi collins,Eintracht Frankfurt,Bundesliga,2025-2026,15000000.0,2025-12-19,21.94,L1,24.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Nnamdi Collins,nnamdi collins,Eintracht Frankfurt,Bundesliga,2025-2026,15000000,2025-12-19,21.94,L1,24.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
