metric,count,missing,mean,median,std,min,p10,p25,p75,p90,max
inefficiency_score_z,1138,0,0.0,0.0095283786699827,1.0,-2.4666883765858314,-1.3316598065305465,-0.6766384338857168,0.7318410476239748,1.2544798441102487,2.3196196230899084
growth_score,1138,0,20.834483016216055,13.978897258365972,17.79320285129539,0.0,6.413976194880783,10.053674839749371,27.082334182812467,40.27678067920176,100.0
growth_score_z,1138,0,4.9950280194031645e-17,-0.3852923959303357,1.0,-1.1709237055485628,-0.8104503130691517,-0.605894749054795,0.3511369604905927,1.0926811673801748,4.449199935806975
confidence_score,1138,0,80.46896113677346,82.16250000000001,10.879176911738995,55.30555555555557,64.75750000000002,71.09722222222223,90.16666666666669,93.5,100.0
confidence_score_z,1138,0,3.2467682126120573e-16,0.15566792202810403,1.0,-2.312987993978272,-1.4441773733654673,-0.8614382310888637,0.8914006646430256,1.1977963929574122,1.795268063170467
opportunity_score,1138,0,52.447550959852755,53.07443582743187,16.88975911637326,0.0,30.80020367847333,41.120338113061415,64.0992598545121,73.360332664403,100.0
