role_subgroup,archetype_id,rank,player,team,league,season,pos_,age_,minutes,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role
MID,2,13,Emanuel Vignato,Bologna,ITA-Serie A,2021,"FW,MF",19.0,1203,86.4,5.895522388059701,,,4.17910447761194,,,0.7462686567164178,1.3432835820895521,,,,,1.8507462686567162,,6.1940298507462686,3.2089552238805967,6.044776119402985,1.9402985074626866,3.73,0.45,0.3731343283582089,1.417910447761194,25.149253731343283,1.8656716417910448,2.835820895522388,60.5,1.3380597014925373,4.832089552238806,,,,,,,,
MID,2,14,Maghnes Akliouche,Monaco,FRA-Ligue 1,2324,"MF,FW",21.0,1613,86.2,5.195530726256984,,,3.575418994413408,,,0.5027932960893855,2.0670391061452515,,,,,2.011173184357542,,6.145251396648045,2.569832402234637,7.5418994413407825,2.122905027932961,4.91,0.5,0.3910614525139665,2.122905027932961,28.659217877094974,4.41340782122905,2.905027932960894,51.9,1.5885810055865923,4.720670391061453,,,,,,,,
MID,2,15,Oihan Sancet,Athletic Club,ESP-La Liga,2324,MF,23.0,1975,86.2,5.525114155251142,,,3.6529680365296806,,,0.4566210045662101,0.8675799086757991,,,,,1.3333333333333335,,4.885844748858448,3.4703196347031966,7.1689497716894985,1.9178082191780823,3.83,0.41,0.36529680365296807,1.5525114155251143,23.56164383561644,3.7899543378995437,2.5570776255707766,46.4,1.3195616438356166,4.954337899543379,,,,,,,,
MID,2,16,David Costa,Lens,FRA-Ligue 1,2122,"MF,FW",20.0,1464,86.2,5.889570552147239,,,3.742331288343558,,,0.7975460122699386,1.3496932515337423,,,,,1.4846625766871164,,4.233128834355828,3.4355828220858893,6.07361963190184,2.515337423312883,4.3,0.61,0.49079754601226994,1.2269938650306749,23.558282208588956,3.4355828220858893,2.2699386503067482,64.9,1.5910674846625767,4.785276073619631,,,,,,,,
MID,2,17,Iago Falque,Torino,ITA-Serie A,1718,"FW,MF",27.0,2821,86.1,3.9297124600638975,,,2.6837060702875397,,,0.4792332268370607,1.3099041533546325,,,,,1.5399361022364217,,4.728434504792332,2.7156549520766773,8.881789137380192,2.268370607028754,4.21,0.45,0.3514376996805112,1.6293929712460065,23.86581469648562,3.3546325878594248,2.6517571884984026,55.4,1.4816741214057507,4.552715654952077,,,,,,,,
MID,2,18,Henrikh Mkhitaryan,Roma,ITA-Serie A,1920,"MF,FW",30.0,1530,85.6,5.470588235294118,,,3.0588235294117645,,,0.6470588235294118,1.8823529411764706,,,,,1.8,,4.529411764705882,3.4705882352941178,5.647058823529412,1.588235294117647,4.29,0.53,0.47058823529411764,1.3529411764705883,20.823529411764707,3.9411764705882355,2.588235294117647,47.7,1.3736470588235294,4.411764705882353,,,,,,,,
MID,2,19,Thomas Lemar,Atlético Madrid,ESP-La Liga,2122,MF,25.0,1440,85.5,5.9375,,,3.0,,,0.5,1.5,,,,,1.65,,4.4375,3.375,5.75,1.9375,4.12,0.69,0.4375,2.4375,27.5625,2.8125,3.5,58.9,1.4535,4.515625,,,,,,,,
MID,2,20,Andreas Pereira,Manchester Utd,ENG-Premier League,1920,"MF,FW",23.0,1484,85.4,5.393939393939394,,,3.696969696969697,,,0.42424242424242425,1.4545454545454546,,,,,1.6484848484848484,,5.151515151515151,2.9696969696969697,6.181818181818182,1.9393939393939394,3.82,0.49,0.42424242424242425,0.9090909090909091,26.78787878787879,2.909090909090909,2.0,60.6,1.3338787878787879,4.5606060606060606,,,,,,,,
ATT_CF,0,1,Son Heung-min,Tottenham,ENG-Premier League,2324,FW,31.0,2934,87.9,,,,,,,,,,,,,,,,3.6503067484662575,9.969325153374232,2.085889570552147,3.96,0.52,0.3987730061349693,,,6.5030674846625764,2.822085889570552,42.4,1.4471779141104293,4.77760736196319,0.37,2.55,1.17,0.18,0.39,15.5,1.9631901840490797,2.222613496932515
ATT_CF,0,2,Karl Toko Ekambi,Lyon,FRA-Ligue 1,2122,FW,28.0,2296,87.5,,,,,,,,,,,,,,,,3.4901960784313726,10.509803921568627,1.5294117647058822,3.33,0.47,0.35294117647058826,,,5.686274509803922,3.2941176470588234,52.4,1.1458823529411766,4.303921568627451,0.49,2.9,1.41,0.14,0.28,14.4,1.411764705882353,2.1912549019607845
ATT_CF,0,3,Joaquín Correa,Lazio,ITA-Serie A,2021,FW,25.0,1933,87.5,,,,,,,,,,,,,,,,3.0697674418604652,8.69767441860465,1.3488372093023255,4.29,0.7,0.27906976744186046,,,6.604651162790698,3.9069767441860463,41.7,1.3157674418604652,4.232558139534884,0.32,2.47,1.02,0.13,0.32,13.9,1.5813953488372092,2.15693023255814
ATT_CF,0,4,Dries Mertens,Napoli,ITA-Serie A,1718,FW,30.0,3002,86.7,,,,,,,,,,,,,,,,2.604790419161677,11.467065868263473,1.7365269461077846,4.17,0.51,0.32934131736526945,,,5.479041916167665,2.6347305389221556,47.7,1.369305389221557,4.663173652694611,0.54,3.69,1.26,0.11,0.33,18.4,1.5868263473053892,2.3018083832335328
ATT_CF,0,5,Stephan El Shaarawy,Roma,ITA-Serie A,1718,FW,24.0,2155,86.3,,,,,,,,,,,,,,,,3.263598326359833,10.418410041841005,1.4644351464435148,4.3,0.46,0.29288702928870297,,,4.7280334728033475,3.5146443514644354,44.0,1.318887029288703,4.989539748953975,0.37,3.05,0.96,0.1,0.3,16.3,1.00418410041841,1.8796066945606698
ATT_CF,0,6,Sadio Mané,Liverpool,ENG-Premier League,1718,FW,25.0,2190,86.3,,,,,,,,,,,,,,,,4.609053497942386,11.11111111111111,1.9753086419753085,4.32,0.58,0.411522633744856,,,5.473251028806584,3.539094650205761,64.0,1.4770617283950618,5.730452674897119,0.44,2.88,1.07,0.14,0.38,15.4,1.8930041152263375,2.054650205761317
ATT_CF,0,7,Son Heung-min,Tottenham,ENG-Premier League,1920,FW,27.0,2476,85.9,,,,,,,,,,,,,,,,3.272727272727273,7.818181818181818,1.490909090909091,3.6,0.69,0.43636363636363634,,,4.9818181818181815,3.890909090909091,57.9,1.2741818181818183,3.781818181818182,0.32,2.91,1.34,0.14,0.3,17.2,2.036363636363636,1.9903636363636363
ATT_CF,0,8,Karl Toko Ekambi,Lyon,FRA-Ligue 1,2021,FW,27.0,2811,85.7,,,,,,,,,,,,,,,,3.782051282051282,9.006410256410257,1.5705128205128205,3.11,0.48,0.32051282051282054,,,5.769230769230769,3.3974358974358974,57.5,1.1141025641025641,4.2548076923076925,0.55,2.88,1.25,0.16,0.36,13.6,1.7307692307692308,2.179846153846154
ATT_CF,0,9,Hirving Lozano,Napoli,ITA-Serie A,2021,FW,25.0,1965,84.4,,,,,,,,,,,,,,,,5.137614678899082,11.743119266055045,1.6055045871559632,3.98,0.46,0.2293577981651376,,,5.91743119266055,3.2110091743119265,41.4,1.2811009174311925,4.919724770642201,0.43,2.7,1.24,0.19,0.41,15.5,1.9724770642201834,2.15748623853211
ATT_CF,0,10,Maxwel Cornet,Lyon,FRA-Ligue 1,1819,FW,21.0,1281,84.3,,,,,,,,,,,,,,,,4.366197183098592,13.943661971830986,1.6901408450704227,4.08,0.63,0.35211267605633806,,,5.563380281690141,3.6619718309859155,44.2,1.4080281690140846,5.123239436619718,0.52,3.3,1.55,0.15,0.32,15.5,1.9014084507042255,2.2846760563380277
ATT_CF,0,11,Phil Foden,Manchester City,ENG-Premier League,2122,FW,21.0,2128,84.3,,,,,,,,,,,,,,,,3.0084745762711864,10.508474576271185,1.694915254237288,3.76,0.55,0.3389830508474576,,,5.805084745762712,2.4576271186440675,63.8,1.2969830508474574,4.947033898305085,0.4,2.41,0.93,0.16,0.41,14.5,1.6525423728813557,1.9850169491525425
ATT_CF,0,12,Memphis,Barcelona,ESP-La Liga,2122,FW,27.0,1851,84.3,,,,,,,,,,,,,,,,4.0291262135922326,11.601941747572814,2.1844660194174756,3.99,0.49,0.1941747572815534,,,6.2621359223300965,3.5922330097087376,60.8,1.3948932038834951,5.133495145631068,0.54,2.72,1.41,0.14,0.28,19.4,2.1844660194174756,2.302427184466019
ATT_CF,0,13,Marcus Rashford,Manchester Utd,ENG-Premier League,1819,FW,20.0,2334,83.9,,,,,,,,,,,,,,,,2.857142857142857,8.687258687258687,1.4671814671814674,3.12,0.5,0.3088803088803089,,,5.366795366795367,3.3590733590733595,48.3,1.1014362934362936,3.812741312741313,0.41,3.24,1.5,0.12,0.26,19.2,1.5444015444015444,2.1813590733590735
ATT_CF,0,14,Alassane Pléa,Gladbach,GER-Bundesliga,1920,FW,26.0,2143,83.9,,,,,,,,,,,,,,,,2.5630252100840334,7.815126050420168,1.638655462184874,3.7,0.55,0.42016806722689076,,,5.042016806722689,3.277310924369748,57.7,1.327731092436975,3.707983193277311,0.51,3.19,1.43,0.13,0.29,16.7,1.218487394957983,2.118403361344538
ATT_CF,0,15,Bryan Mbeumo,Brentford,ENG-Premier League,2324,FW,23.0,1960,83.7,,,,,,,,,,,,,,,,3.3944954128440368,8.944954128440367,1.4678899082568806,3.77,0.46,0.4128440366972477,,,5.091743119266055,3.5779816513761467,33.3,1.2375779816513761,4.4610091743119265,0.45,2.3,0.73,0.12,0.38,17.1,1.7431192660550459,1.796348623853211
ATT_CF,0,16,Roberto Firmino,Liverpool,ENG-Premier League,1718,FW,25.0,2763,83.7,,,,,,,,,,,,,,,,2.964169381107492,9.93485342019544,1.8566775244299674,4.33,0.42,0.32573289902280134,,,5.960912052117264,2.3778501628664497,67.1,1.4093355048859935,4.88599348534202,0.35,2.7,1.17,0.17,0.39,17.1,1.3029315960912053,2.1341824104234526
ATT_CF,0,17,Gabriel Martinelli,Arsenal,ENG-Premier League,2223,FW,21.0,2789,83.5,,,,,,,,,,,,,,,,4.0,11.290322580645162,1.903225806451613,4.1,0.55,0.3225806451612903,,,7.193548387096774,4.290322580645161,45.1,1.4006451612903226,4.846774193548388,0.29,2.55,0.97,0.19,0.5,15.4,2.2580645161290325,2.296709677419355
ATT_CF,0,18,Luis Díaz,Liverpool,ENG-Premier League,2425,FW,27.0,2399,83.4,,,,,,,,,,,,,,,,4.044943820224719,10.97378277153558,2.0973782771535583,4.39,0.6,0.4868913857677903,,,6.254681647940075,4.344569288389513,45.7,1.4934756554307114,5.234082397003746,0.45,2.66,1.13,0.18,0.43,13.4,2.0973782771535583,2.196936329588015
ATT_CF,0,19,Iago Aspas,Celta Vigo,ESP-La Liga,2122,FW,33.0,3087,83.0,,,,,,,,,,,,,,,,3.2653061224489797,8.629737609329446,1.6618075801749272,3.5,0.44,0.2623906705539359,,,5.6559766763848405,2.419825072886298,61.4,1.1843615160349856,4.198250728862973,0.41,2.48,1.05,0.18,0.42,16.5,1.5743440233236152,2.023195335276968
ATT_CF,0,20,Diego Farias,Empoli,ITA-Serie A,1819,FW,28.0,1193,82.9,,,,,,,,,,,,,,,,3.7593984962406015,8.045112781954886,1.5789473684210527,3.09,0.6,0.45112781954887216,,,5.864661654135338,2.1052631578947367,46.4,1.1617894736842103,3.9097744360902253,0.37,2.72,1.21,0.11,0.25,15.4,2.255639097744361,2.0929323308270673
ATT_CF,1,1,Andrea Cambiaso,Juventus,ITA-Serie A,2324,"DF,FW",23.0,2372,85.6,,,,,,,,,,,,,,,,3.2954545454545454,6.515151515151516,1.4393939393939394,2.96,0.19,0.1893939393939394,,,2.272727272727273,2.3106060606060606,42.6,0.9698787878787879,3.503787878787879,0.08,1.1,0.3,0.07,0.25,18.6,0.8712121212121212,0.7665454545454546
ATT_CF,1,2,Aitor Ruibal,Betis,ESP-La Liga,2425,"DF,FW",28.0,1313,81.3,,,,,,,,,,,,,,,,1.4383561643835616,4.383561643835616,1.36986301369863,2.46,0.27,0.273972602739726,,,2.26027397260274,1.8493150684931507,51.9,0.8959726027397259,2.928082191780822,0.06,1.1,0.27,0.06,0.25,19.0,0.4794520547945206,0.752054794520548
ATT_CF,1,3,Stephan El Shaarawy,Roma,ITA-Serie A,2324,"FW,DF",30.0,1738,79.5,,,,,,,,,,,,,,,,2.383419689119171,6.787564766839378,1.0362694300518134,2.74,0.36,0.25906735751295334,,,3.1088082901554404,2.797927461139896,40.7,0.8932538860103628,3.160621761658031,0.13,2.07,0.52,0.08,0.3,19.1,1.1398963730569949,1.197761658031088
ATT_CF,1,4,Ryan Sessegnon,Fulham,ENG-Premier League,1819,"FW,DF",18.0,2300,79.5,,,,,,,,,,,,,,,,2.2265625,7.5390625,1.2890625,2.86,0.31,0.234375,,,3.1640625,2.65625,47.1,0.9678125,3.30078125,0.16,1.1,0.43,0.07,0.18,14.9,0.703125,0.9868124999999999
ATT_CF,1,5,Ridle Baku,Wolfsburg,GER-Bundesliga,2122,"DF,FW",23.0,2446,78.8,,,,,,,,,,,,,,,,2.7205882352941178,6.286764705882353,1.4338235294117647,3.02,0.33,0.18382352941176472,,,2.2058823529411766,2.610294117647059,50.7,1.030764705882353,3.823529411764706,0.07,1.32,0.29,0.08,0.38,21.2,0.5882352941176471,0.7991764705882354
ATT_CF,1,6,Jacob Murphy,Newcastle Utd,ENG-Premier League,2122,"FW,DF",26.0,1473,78.7,,,,,,,,,,,,,,,,3.1097560975609757,4.878048780487806,1.2195121951219514,2.81,0.37,0.1829268292682927,,,3.4756097560975614,1.7682926829268295,44.8,0.9359024390243903,3.1707317073170733,0.13,1.65,0.31,0.04,0.2,19.3,1.2804878048780488,1.1251219512195123
ATT_CF,1,7,Jason,Levante,ESP-La Liga,1819,"DF,FW",24.0,2330,78.6,,,,,,,,,,,,,,,,2.7413127413127416,4.787644787644788,1.1583011583011584,2.59,0.27,0.23166023166023167,,,1.3127413127413128,3.011583011583012,37.2,0.8796602316602318,3.0984555984555984,0.12,1.24,0.35,0.06,0.22,20.6,0.23166023166023167,0.6205482625482626
ATT_CF,1,8,Raoul Bellanova,Cagliari,ITA-Serie A,2122,"DF,FW",21.0,2496,77.4,,,,,,,,,,,,,,,,2.924187725631769,5.270758122743683,1.1552346570397112,2.38,0.29,0.2888086642599278,,,1.9133574007220218,2.6353790613718413,53.4,0.8050469314079421,2.824909747292419,0.06,0.83,0.18,0.04,0.2,15.3,0.36101083032490977,0.6046714801444043
ATT_CF,1,9,Mirco Antenucci,SPAL,ITA-Serie A,1819,FW,33.0,2133,77.2,,,,,,,,,,,,,,,,1.729957805907173,7.257383966244726,0.9704641350210971,2.7,0.21,0.12658227848101267,,,3.080168776371308,1.7721518987341773,47.6,0.7900928270042195,3.1012658227848102,0.28,2.03,0.68,0.08,0.25,18.7,0.5907172995780591,1.2560337552742618
ATT_CF,1,10,Jordan Ayew,Crystal Palace,ENG-Premier League,2122,FW,29.0,2019,77.1,,,,,,,,,,,,,,,,4.375,6.741071428571429,1.0267857142857144,2.72,0.27,0.22321428571428573,,,2.991071428571429,3.169642857142857,47.9,0.8533571428571429,3.694196428571429,0.14,1.56,0.36,0.09,0.38,16.8,1.0714285714285714,1.0362142857142858
ATT_CF,1,11,Patrick Dorgu,Lecce,ITA-Serie A,2425,"DF,FW",19.0,1840,76.6,,,,,,,,,,,,,,,,3.3333333333333335,5.735294117647059,0.9313725490196079,2.84,0.34,0.2450980392156863,,,2.450980392156863,2.1568627450980395,29.5,0.8462745098039216,3.443627450980392,0.16,1.76,0.49,0.08,0.3,19.0,0.9803921568627452,1.0021960784313726
ATT_CF,1,12,Pedro,Lazio,ITA-Serie A,2223,FW,35.0,1898,76.5,,,,,,,,,,,,,,,,3.0331753554502368,6.824644549763033,1.0900473933649288,2.52,0.33,0.23696682464454974,,,3.744075829383886,3.2227488151658767,47.1,0.8420094786729857,3.507109004739336,0.16,1.99,0.76,0.1,0.25,19.3,0.947867298578199,1.3688151658767773
ATT_CF,1,13,Federico Di Francesco,Bologna,ITA-Serie A,1718,"FW,DF",23.0,1591,76.2,,,,,,,,,,,,,,,,2.146892655367232,7.68361581920904,0.903954802259887,2.32,0.23,0.16949152542372883,,,2.3163841807909606,1.7514124293785311,64.5,0.7187909604519773,3.0508474576271185,0.1,2.04,0.28,0.03,0.2,19.3,0.3954802259887006,0.9592768361581921
ATT_CF,1,14,Branimir Hrgota,Greuther Fürth,GER-Bundesliga,2122,FW,28.0,2777,75.9,,,,,,,,,,,,,,,,1.650485436893204,6.472491909385114,1.132686084142395,2.59,0.36,0.25889967637540456,,,3.0097087378640777,2.6537216828478964,40.2,0.8745372168284791,3.1553398058252426,0.29,1.94,0.65,0.07,0.2,20.3,0.4854368932038835,1.2359417475728154
ATT_CF,1,15,Steven Zuber,Hoffenheim,GER-Bundesliga,1718,"FW,DF",25.0,1431,75.3,,,,,,,,,,,,,,,,2.389937106918239,4.716981132075472,0.8176100628930817,1.95,0.25,0.18867924528301885,,,1.6981132075471699,1.6352201257861634,38.5,0.6455220125786163,3.7421383647798745,0.06,0.94,0.38,0.07,0.17,21.0,0.25157232704402516,0.6276226415094339
ATT_CF,1,16,Timothy Chandler,Eint Frankfurt,GER-Bundesliga,1718,"DF,FW",27.0,1892,74.9,,,,,,,,,,,,,,,,2.238095238095238,5.809523809523809,1.1904761904761905,2.24,0.29,0.19047619047619047,,,2.0,0.7619047619047619,31.3,0.8060952380952381,3.5476190476190474,0.08,1.14,0.33,0.08,0.29,16.2,0.38095238095238093,0.73
ATT_CF,1,17,Bukayo Saka,Arsenal,ENG-Premier League,1920,"DF,FW",17.0,1753,74.6,,,,,,,,,,,,,,,,3.4358974358974357,7.333333333333333,1.0769230769230769,2.46,0.36,0.3076923076923077,,,3.0256410256410255,2.8205128205128207,58.2,0.8653846153846153,4.0256410256410255,0.05,0.67,0.21,0.08,0.25,17.9,1.2307692307692308,0.8011282051282052
ATT_CF,1,18,Óscar de Marcos,Athletic Club,ESP-La Liga,1718,"DF,FW",28.0,1658,74.5,,,,,,,,,,,,,,,,2.2826086956521743,8.097826086956522,1.1413043478260871,2.23,0.27,0.2173913043478261,,,2.1195652173913047,1.032608695652174,57.9,0.7762608695652174,4.592391304347826,0.12,0.71,0.33,0.08,0.17,16.8,0.3804347826086957,0.665913043478261
ATT_CF,1,19,Caiuby,Augsburg,GER-Bundesliga,1718,FW,29.0,2855,74.4,,,,,,,,,,,,,,,,2.082018927444795,4.44794952681388,1.0094637223974763,2.68,0.38,0.25236593059936907,,,2.7129337539432177,2.7129337539432177,45.3,0.8838927444794953,2.8312302839116716,0.16,2.4,0.76,0.07,0.21,18.5,0.37854889589905366,1.2385867507886434
ATT_CF,1,20,Sergi Canós,Brentford,ENG-Premier League,2122,"DF,FW",24.0,2083,74.1,,,,,,,,,,,,,,,,2.251082251082251,4.329004329004329,0.7359307359307359,1.6,0.22,0.12987012987012986,,,2.1645021645021645,2.1645021645021645,46.0,0.5431861471861472,2.792207792207792,0.13,1.43,0.52,0.09,0.25,16.3,0.5194805194805194,0.8749004329004328
ATT_CF,2,1,Daniel Ginczek,Stuttgart,GER-Bundesliga,1718,FW,26.0,1523,93.9,,,,,,,,,,,,,,,,1.0650887573964498,5.976331360946746,0.8875739644970415,2.3,0.24,0.1775147928994083,,,4.615384615384616,1.775147928994083,43.3,0.7015147928994082,2.4852071005917162,0.46,2.48,0.89,0.14,0.4,14.5,0.4733727810650888,1.771076923076923
ATT_CF,2,2,Dušan Vlahović,Juventus,ITA-Serie A,2223,FW,22.0,1925,86.6,,,,,,,,,,,,,,,,1.0280373831775702,5.4672897196261685,0.9813084112149534,2.1,0.33,0.14018691588785048,,,4.766355140186916,1.5420560747663552,42.4,0.7222616822429908,2.3598130841121496,0.45,3.04,0.94,0.12,0.4,15.5,0.5607476635514019,1.933271028037383
