role_subgroup,archetype_id,rank,player,team,league,season,pos_,age_,minutes,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role
DEF_CB,2,8,Joe Worrall,Nott'ham Forest,ENG-Premier League,2223,DF,25.0,2224,80.7,2.7125506072874495,77.0,57.2,3.0364372469635628,1.3360323886639676,4.493927125506073,1.0526315789473684,2.145748987854251,1.0121457489878543,2.2267206477732793,62.5,46.57557354925776,2.8016194331983804,0.04048582995951417,4.9797570850202435,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,9,Nico Elvedi,Gladbach,GER-Bundesliga,2324,DF,26.0,2482,80.6,3.9492753623188404,88.8,58.1,2.681159420289855,1.4492753623188406,5.434782608695652,1.5579710144927534,1.1956521739130435,0.6521739130434783,2.608695652173913,61.0,43.436231884057975,2.9202898550724634,0.07246376811594203,4.963768115942028,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,10,Loïc Perrin,Saint-Étienne,FRA-Ligue 1,1819,DF,32.0,2700,80.6,3.4,85.7,63.3,2.6,1.2333333333333334,3.933333333333333,1.4666666666666666,1.7666666666666666,1.2,3.033333333333333,65.9,45.21111111111111,2.606666666666667,0.06666666666666667,4.633333333333334,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,11,Florian Lejeune,Alavés,ESP-La Liga,2021,DF,29.0,3015,79.8,1.9701492537313432,76.5,53.8,1.6417910447761195,1.1343283582089552,4.447761194029851,1.5223880597014925,1.2835820895522387,0.9552238805970149,2.8656716417910446,65.8,48.52189054726367,2.6328358208955223,0.029850746268656716,4.776119402985074,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,12,Miloš Veljković,Werder Bremen,GER-Bundesliga,2223,DF,26.0,2266,79.7,3.2142857142857144,81.1,62.0,3.015873015873016,1.2698412698412698,4.087301587301587,1.3095238095238095,1.1904761904761905,0.753968253968254,2.301587301587302,56.3,44.53386243386243,2.611111111111111,0.0,5.198412698412699,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,13,Rúben Vezo,Levante,ESP-La Liga,2122,DF,27.0,2420,79.6,3.2342007434944238,83.1,64.9,2.9739776951672865,1.5241635687732342,3.9033457249070636,1.338289962825279,1.5241635687732342,1.0780669144981414,1.933085501858736,55.9,40.111028500619575,2.7137546468401488,0.03717472118959108,5.278810408921934,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,14,Jonny Evans,Manchester Utd,ENG-Premier League,2324,DF,35.0,1392,79.5,2.3870967741935485,87.6,55.6,1.8709677419354838,1.6129032258064515,4.903225806451613,1.4838709677419355,1.4193548387096775,0.9032258064516129,2.3225806451612905,66.7,42.04086021505376,2.787096774193548,0.0,4.516129032258065,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,15,Erik Palmer-Brown,Troyes,FRA-Ligue 1,2122,DF,24.0,1734,79.4,1.8652849740932642,83.0,56.8,1.450777202072539,1.3471502590673574,4.507772020725389,1.761658031088083,1.9170984455958548,1.1398963730569949,1.5025906735751295,63.0,40.534196891191705,2.9637305699481864,0.05181347150259067,5.284974093264249,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,16,Ciaran Clark,Newcastle Utd,ENG-Premier League,2021,DF,30.0,1891,79.3,1.6666666666666667,81.3,53.3,1.7142857142857142,1.2857142857142858,4.9523809523809526,1.380952380952381,1.1428571428571428,0.6666666666666666,3.2857142857142856,63.3,38.86190476190476,2.7523809523809524,0.047619047619047616,5.0,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,17,Keven Schlotterbeck,Freiburg,GER-Bundesliga,2021,DF,23.0,1654,79.3,3.0434782608695654,80.5,60.2,2.173913043478261,1.4130434782608696,4.836956521739131,1.956521739130435,1.6847826086956523,0.5434782608695653,2.717391304347826,58.8,47.17246376811594,2.91304347826087,0.10869565217391305,4.673913043478262,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,18,Norbert Gyömbér,Salernitana,ITA-Serie A,2122,DF,29.0,2563,79.1,2.3157894736842106,76.1,53.1,2.0701754385964914,1.3333333333333333,4.421052631578948,1.543859649122807,1.8596491228070176,1.1228070175438596,1.4035087719298245,64.5,44.201169590643275,2.7017543859649122,0.03508771929824561,4.350877192982456,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,19,Diego Llorente,Real Sociedad,ESP-La Liga,1819,DF,24.0,1752,79.1,2.9743589743589745,84.2,65.6,2.6153846153846154,1.3846153846153846,4.256410256410256,1.3333333333333333,1.3333333333333333,0.7692307692307693,2.923076923076923,58.2,37.04102564102564,2.635897435897436,0.10256410256410256,4.871794871794871,,,,,,,,,,,,,,,,,,,,,
DEF_CB,2,20,Diego Carlos,Nantes,FRA-Ligue 1,1819,DF,25.0,3148,79.0,3.942857142857143,81.9,54.9,2.6,1.2571428571428571,5.314285714285714,1.4285714285714286,1.6571428571428573,0.9714285714285714,2.4571428571428573,55.5,44.319047619047616,3.125714285714286,0.02857142857142857,5.9714285714285715,,,,,,,,,,,,,,,,,,,,,
MID,0,1,Wahbi Khazri,Saint-Étienne,FRA-Ligue 1,2122,"FW,MF",30.0,2225,86.6,3.117408906882591,,,2.064777327935223,,,0.4858299595141701,1.3360323886639676,,,,,1.4251012145748987,,4.17004048582996,2.5506072874493926,5.82995951417004,1.2550607287449393,3.31,0.24,0.16194331983805668,0.8906882591093118,17.813765182186234,3.279352226720648,2.753036437246964,48.5,0.981012145748988,3.3906882591093117,,,,,,,,
MID,0,2,Riccardo Orsolini,Bologna,ITA-Serie A,1819,"FW,MF",21.0,1964,80.8,3.1192660550458715,,,2.6605504587155964,,,0.6422018348623852,1.8348623853211008,,,,,1.7522935779816513,,4.08256880733945,2.385321100917431,6.972477064220183,0.9174311926605504,3.21,0.37,0.2293577981651376,0.963302752293578,21.559633027522935,3.1192660550458715,3.3027522935779814,43.1,0.9714862385321101,3.784403669724771,,,,,,,,
MID,0,3,Christoph Baumgartner,Hoffenheim,GER-Bundesliga,2122,"MF,FW",21.0,1888,80.5,3.9523809523809526,,,2.380952380952381,,,0.38095238095238093,1.3333333333333333,,,,,1.7047619047619047,,4.904761904761905,1.619047619047619,5.523809523809524,1.0,2.53,0.19,0.14285714285714285,1.0952380952380953,18.285714285714285,3.619047619047619,2.2857142857142856,43.8,0.7999999999999999,3.369047619047619,,,,,,,,
MID,0,4,Christoph Baumgartner,Hoffenheim,GER-Bundesliga,2223,"MF,FW",22.0,2567,79.5,3.508771929824561,,,2.456140350877193,,,0.5263157894736842,1.263157894736842,,,,,1.8877192982456141,,4.982456140350878,2.6666666666666665,5.087719298245614,0.8421052631578947,3.12,0.42,0.17543859649122806,1.2280701754385965,17.719298245614034,4.140350877192983,4.0701754385964914,46.6,0.9284210526315789,3.4298245614035086,,,,,,,,
MID,0,5,Wahbi Khazri,Montpellier,FRA-Ligue 1,2223,"FW,MF",31.0,1635,79.5,2.6923076923076925,,,2.2527472527472527,,,0.4945054945054945,1.4285714285714286,,,,,1.7252747252747256,,4.670329670329671,2.197802197802198,5.0,1.043956043956044,2.31,0.39,0.16483516483516483,0.6593406593406593,14.89010989010989,3.5164835164835164,3.3516483516483517,45.9,0.7787912087912088,3.0357142857142856,,,,,,,,
MID,0,6,Nikola Vlašić,Torino,ITA-Serie A,2425,"MF,FW",26.0,2117,79.2,4.0,,,2.425531914893617,,,0.3829787234042553,1.574468085106383,,,,,1.4382978723404256,,3.9574468085106385,2.25531914893617,4.680851063829787,1.3617021276595744,2.98,0.34,0.2553191489361702,1.0212765957446808,18.29787234042553,2.5106382978723403,2.0425531914893615,50.0,0.9903404255319149,3.340425531914894,,,,,,,,
MID,0,7,Harry Wilson,Bournemouth,ENG-Premier League,1920,"MF,FW",22.0,1646,79.1,3.6065573770491803,,,2.2950819672131146,,,0.6010928961748634,1.256830601092896,,,,,1.7486338797814205,,4.644808743169398,1.5846994535519126,4.863387978142076,0.7650273224043715,2.68,0.22,0.16393442622950818,1.2021857923497268,19.83606557377049,2.73224043715847,1.8032786885245902,51.5,0.7590054644808744,3.087431693989071,,,,,,,,
MID,0,8,Mathias Pereira Lage,Angers,FRA-Ligue 1,1920,MF,22.0,1542,78.3,2.923976608187134,,,1.8128654970760232,,,0.9941520467836257,1.7543859649122806,,,,,1.637426900584795,,3.8011695906432745,2.8654970760233915,7.953216374269005,1.286549707602339,2.98,0.35,0.23391812865497075,0.8771929824561403,19.005847953216374,2.5146198830409356,1.9298245614035086,39.4,0.9933099415204676,3.8888888888888884,,,,,,,,
MID,0,9,Ruben Vargas,Augsburg,GER-Bundesliga,2223,"MF,FW",23.0,1130,78.0,3.3333333333333335,,,2.0634920634920637,,,0.4761904761904762,1.1904761904761905,,,,,1.8253968253968254,,5.555555555555555,2.5396825396825395,5.396825396825397,1.2698412698412698,2.47,0.32,0.2380952380952381,1.2698412698412698,19.126984126984127,2.619047619047619,3.7301587301587302,44.7,0.911968253968254,3.3333333333333335,,,,,,,,
MID,0,10,Ayoze Pérez,Newcastle Utd,ENG-Premier League,1718,"MF,FW",24.0,2492,77.9,2.7075812274368234,,,1.696750902527076,,,0.8664259927797834,1.407942238267148,,,,,1.8267148014440433,,4.548736462093863,2.4548736462093865,6.425992779783393,1.2996389891696751,3.07,0.36,0.2527075812274368,0.6137184115523466,17.43682310469314,4.043321299638989,2.2743682310469313,50.8,1.015927797833935,3.32129963898917,,,,,,,,
MID,0,11,Mathieu Cafaro,Reims,FRA-Ligue 1,2021,"MF,FW",23.0,2074,77.7,3.0,,,2.347826086956522,,,0.7391304347826086,1.7391304347826086,,,,,1.6608695652173915,,4.826086956521739,2.652173913043478,4.826086956521739,1.0434782608695652,2.04,0.3,0.2608695652173913,1.0869565217391304,19.73913043478261,1.9130434782608696,2.260869565217391,40.4,0.716695652173913,3.2065217391304346,,,,,,,,
MID,0,12,Aimar Oroz,Osasuna,ESP-La Liga,2425,MF,22.0,2966,77.5,4.9393939393939394,,,2.757575757575758,,,0.6060606060606061,1.0606060606060606,,,,,1.5636363636363637,,4.96969696969697,2.242424242424242,4.303030303030303,1.2424242424242424,2.79,0.24,0.18181818181818182,1.0909090909090908,18.393939393939394,2.212121212121212,3.0606060606060606,48.5,0.8964848484848484,3.5606060606060606,,,,,,,,
MID,0,13,Weston McKennie,Juventus,ITA-Serie A,2324,"MF,DF",24.0,2594,77.1,3.194444444444444,,,1.8055555555555556,,,0.625,1.6666666666666665,,,,,1.9305555555555558,,3.9930555555555554,2.2222222222222223,6.111111111111111,1.4236111111111112,2.84,0.31,0.2777777777777778,0.9722222222222222,19.40972222222222,2.3958333333333335,1.8402777777777777,34.0,0.9887222222222223,3.333333333333333,,,,,,,,
MID,0,14,Brais Méndez,Celta Vigo,ESP-La Liga,1920,"MF,FW",22.0,1477,77.0,4.207317073170732,,,3.4756097560975614,,,0.7317073170731708,1.5853658536585367,,,,,1.9146341463414636,,4.634146341463415,2.1341463414634148,6.890243902439025,1.0365853658536586,2.5,0.24,0.1829268292682927,1.0365853658536586,20.121951219512198,2.3170731707317076,2.5,53.7,0.7913170731707317,4.176829268292684,,,,,,,,
MID,0,15,Riccardo Orsolini,Bologna,ITA-Serie A,2122,"FW,MF",24.0,1785,76.8,3.0303030303030303,,,2.0202020202020203,,,0.25252525252525254,1.0606060606060606,,,,,1.2323232323232323,,3.686868686868687,1.9191919191919191,6.313131313131313,1.0606060606060606,2.87,0.3,0.15151515151515152,1.0101010101010102,20.656565656565657,2.7777777777777777,2.929292929292929,44.8,0.8981212121212121,3.320707070707071,,,,,,,,
MID,0,16,Sergi Canós,Valencia,ESP-La Liga,2324,"MF,FW",26.0,1229,76.8,3.7956204379562046,,,2.1167883211678835,,,0.8029197080291971,1.6788321167883213,,,,,1.7664233576642339,,4.671532846715329,2.3357664233576645,6.423357664233577,0.8759124087591241,2.35,0.15,0.14598540145985403,1.2408759124087592,20.437956204379564,4.014598540145986,2.7737226277372264,47.4,0.7411824817518248,3.6678832116788325,,,,,,,,
MID,0,17,Mikel Oyarzabal,Real Sociedad,ESP-La Liga,1819,"FW,MF",21.0,3153,76.7,3.1142857142857143,,,1.5142857142857142,,,0.4,1.0285714285714285,,,,,1.5257142857142856,,3.914285714285714,2.7714285714285714,6.085714285714285,1.2857142857142858,2.85,0.43,0.22857142857142856,0.6,19.02857142857143,3.742857142857143,2.7142857142857144,49.5,0.9531428571428571,3.3714285714285714,,,,,,,,
MID,0,18,Jack Harrison,Everton,ENG-Premier League,2324,"MF,FW",26.0,2214,76.5,2.5203252032520322,,,1.5040650406504064,,,0.4878048780487805,1.5040650406504064,,,,,1.8455284552845526,,5.24390243902439,2.6422764227642275,5.48780487804878,1.1382113821138211,2.68,0.28,0.2032520325203252,1.3821138211382114,18.089430894308943,2.3983739837398375,3.048780487804878,38.7,0.8716422764227643,3.0386178861788613,,,,,,,,
MID,0,19,Mohamed Elyounoussi,Southampton,ENG-Premier League,2122,"MF,FW",26.0,2042,76.2,3.5682819383259914,,,1.7180616740088106,,,0.5286343612334802,1.5859030837004406,,,,,1.5947136563876652,,3.6123348017621146,2.5991189427312777,5.462555066079295,1.2334801762114538,2.51,0.26,0.13215859030837004,0.8370044052863437,19.515418502202643,3.7004405286343616,1.9823788546255507,62.2,0.8386960352422907,3.3370044052863435,,,,,,,,
MID,0,20,Stuart Armstrong,Southampton,ENG-Premier League,1920,MF,27.0,1715,76.2,3.7172774869109944,,,1.8848167539267013,,,0.5759162303664921,1.6753926701570678,,,,,2.031413612565445,,5.549738219895287,2.3560209424083767,5.287958115183246,0.9424083769633507,3.15,0.42,0.20942408376963348,1.1518324607329842,17.539267015706805,2.1989528795811517,2.7748691099476437,56.6,0.9544816753926701,3.3115183246073294,,,,,,,,
MID,1,1,Amadou Haidara,RB Leipzig,GER-Bundesliga,2425,MF,26.0,1320,89.8,4.421768707482993,,,4.421768707482993,,,1.2244897959183674,2.0408163265306123,,,,,3.183673469387755,,5.98639455782313,0.4761904761904762,1.6326530612244898,0.3401360544217687,1.98,0.2,0.1360544217687075,0.8843537414965987,10.680272108843537,0.9523809523809524,0.8163265306122449,58.3,0.5300272108843538,2.738095238095238,,,,,,,,
MID,1,2,Manuel Locatelli,Juventus,ITA-Serie A,2223,MF,24.0,2446,88.3,4.926470588235294,,,5.294117647058823,,,0.9926470588235294,2.1691176470588234,,,,,2.6691176470588234,,6.176470588235294,0.9191176470588236,1.3602941176470589,0.8088235294117647,2.06,0.26,0.18382352941176472,0.47794117647058826,10.404411764705882,0.7352941176470589,0.9926470588235294,55.6,0.6537647058823529,3.125,,,,,,,,
MID,1,3,Ibrahima Sissoko,Strasbourg,FRA-Ligue 1,1819,MF,20.0,2665,88.3,4.763513513513513,,,3.918918918918919,,,1.1486486486486487,2.0270270270270268,,,,,2.4121621621621623,,6.3175675675675675,1.9594594594594594,2.5675675675675675,0.7432432432432432,2.3,0.2,0.16891891891891891,0.6081081081081081,11.655405405405405,1.4527027027027026,1.8918918918918919,58.9,0.6786486486486487,3.302364864864865,,,,,,,,
MID,1,4,Weston McKennie,Leeds United,ENG-Premier League,2223,MF,23.0,1437,88.2,5.125,,,3.125,,,1.375,1.875,,,,,2.4375,,5.9375,0.875,2.0625,0.8125,1.82,0.19,0.125,0.9375,14.25,1.0625,1.0,68.8,0.5845,2.796875,,,,,,,,
MID,1,5,Andrea Poli,Bologna,ITA-Serie A,1718,MF,27.0,2543,87.4,3.9929328621908127,,,3.4275618374558303,,,1.519434628975265,2.3321554770318023,,,,,2.6431095406360425,,6.46643109540636,0.6713780918727915,2.791519434628975,0.4946996466431095,1.66,0.18,0.17667844522968199,0.6713780918727915,10.282685512367491,0.9540636042402827,1.0247349823321554,69.0,0.4709399293286219,2.7208480565371027,,,,,,,,
MID,1,6,Baptiste Santamaria,Rennes,FRA-Ligue 1,2324,MF,28.0,1926,87.3,6.261682242990655,,,4.85981308411215,,,1.5887850467289721,2.429906542056075,,,,,2.4205607476635516,,5.841121495327103,0.6074766355140188,1.6822429906542058,0.6074766355140188,2.24,0.14,0.09345794392523366,0.7009345794392524,9.906542056074768,0.8411214953271029,1.1682242990654206,56.0,0.6134953271028037,3.3528037383177574,,,,,,,,
MID,1,7,Wataru Endo,Stuttgart,GER-Bundesliga,2122,MF,28.0,2899,87.3,5.124223602484472,,,3.913043478260869,,,0.9316770186335402,2.2670807453416146,,,,,2.7080745341614905,,7.0186335403726705,1.0559006211180124,1.9565217391304346,0.6832298136645962,1.96,0.09,0.09316770186335403,0.43478260869565216,11.149068322981366,1.6770186335403725,1.6770186335403725,63.0,0.5666459627329192,3.012422360248447,,,,,,,,
MID,1,8,Tomás Rincón,Torino,ITA-Serie A,1920,MF,31.0,2702,87.2,4.933333333333334,,,3.9,,,1.2,1.8666666666666667,,,,,2.353333333333333,,5.966666666666667,2.2666666666666666,1.1333333333333333,0.9333333333333333,1.73,0.13,0.13333333333333333,0.7333333333333333,10.566666666666666,0.6333333333333333,1.4333333333333333,69.8,0.5886666666666667,3.058333333333333,,,,,,,,
MID,1,9,Hugo Magnetti,Brest,FRA-Ligue 1,2223,MF,24.0,1688,87.1,3.723404255319149,,,3.404255319148936,,,1.3297872340425532,2.2872340425531914,,,,,2.425531914893617,,6.75531914893617,1.702127659574468,1.4361702127659575,0.6382978723404255,1.81,0.27,0.15957446808510636,0.425531914893617,9.893617021276595,0.5319148936170213,1.8617021276595744,65.7,0.5716595744680851,2.5664893617021276,,,,,,,,
MID,1,10,Tomás Rincón,Torino,ITA-Serie A,1819,MF,30.0,2799,87.1,4.630225080385852,,,4.083601286173633,,,1.35048231511254,2.4115755627009645,,,,,2.8745980707395495,,7.202572347266881,1.7684887459807073,1.3183279742765273,0.9003215434083601,2.6,0.23,0.12861736334405144,0.8681672025723473,12.057877813504822,0.5787781350482315,1.4147909967845658,59.1,0.760064308681672,2.95016077170418,,,,,,,,
MID,1,11,Simone Missiroli,SPAL,ITA-Serie A,1819,MF,32.0,2741,87.1,5.60655737704918,,,4.065573770491803,,,1.5081967213114753,1.901639344262295,,,,,2.524590163934426,,6.262295081967213,2.3278688524590163,2.360655737704918,0.8852459016393442,2.23,0.1,0.09836065573770492,0.6229508196721312,12.885245901639344,0.5245901639344263,1.0491803278688525,62.5,0.6510491803278688,3.5901639344262293,,,,,,,,
MID,1,12,Mikel San José,Athletic Club,ESP-La Liga,1718,MF,28.0,2155,86.8,5.062761506276151,,,4.058577405857741,,,1.7154811715481173,2.175732217573222,,,,,2.6527196652719667,,6.317991631799163,0.6694560669456068,1.5062761506276152,0.502092050209205,1.59,0.13,0.041841004184100423,0.502092050209205,8.03347280334728,1.2552301255230127,1.3389121338912136,62.5,0.46241841004184103,2.8242677824267783,,,,,,,,
MID,1,13,Atakan Karazor,Stuttgart,GER-Bundesliga,2425,MF,27.0,2618,86.7,4.810996563573883,,,5.154639175257731,,,1.099656357388316,2.027491408934708,,,,,2.4192439862542954,,5.876288659793814,0.6529209621993127,1.134020618556701,0.5154639175257731,1.48,0.24,0.1718213058419244,0.6185567010309279,12.33676975945017,0.9278350515463917,0.7216494845360825,57.1,0.4930927835051547,2.938144329896907,,,,,,,,
MID,1,14,Jefferson Lerma,Crystal Palace,ENG-Premier League,2324,"MF,DF",28.0,2400,86.7,3.9700374531835205,,,4.082397003745318,,,1.348314606741573,1.5730337078651686,,,,,2.659176029962547,,6.51685393258427,0.5243445692883896,1.9101123595505618,0.898876404494382,2.06,0.15,0.149812734082397,0.7490636704119851,10.861423220973784,1.4981273408239701,0.7490636704119851,55.0,0.6457752808988764,2.6217228464419473,,,,,,,,
MID,1,15,Kristijan Jakić,Augsburg,GER-Bundesliga,2324,MF,26.0,1051,86.6,4.786324786324786,,,3.5042735042735047,,,1.7094017094017095,2.393162393162393,,,,,2.6495726495726495,,6.752136752136752,0.9401709401709403,0.8547008547008548,0.5982905982905983,1.71,0.26,0.17094017094017094,0.6837606837606838,8.88888888888889,0.9401709401709403,0.9401709401709403,54.5,0.5356581196581196,2.5213675213675217,,,,,,,,
MID,1,16,Adrien Tameze,Nice,FRA-Ligue 1,1819,MF,24.0,2942,86.5,4.984709480122324,,,3.8532110091743115,,,1.712538226299694,2.262996941896024,,,,,2.5932721712538225,,5.565749235474006,0.948012232415902,1.8348623853211008,0.7645259938837919,1.84,0.09,0.061162079510703356,0.39755351681957185,8.53211009174312,0.6422018348623852,2.0489296636085625,59.7,0.5649051987767584,2.9051987767584095,,,,,,,,
MID,1,17,Ibrahima Sissoko,Strasbourg,FRA-Ligue 1,2324,MF,25.0,1642,86.4,4.835164835164836,,,3.6813186813186816,,,1.043956043956044,2.5824175824175826,,,,,2.472527472527473,,5.934065934065934,0.8241758241758242,0.989010989010989,0.6593406593406593,1.92,0.16,0.054945054945054944,0.38461538461538464,10.164835164835166,1.5934065934065935,1.153846153846154,52.4,0.5758681318681319,2.5824175824175826,,,,,,,,
MID,1,18,Edu Expósito,Eibar,ESP-La Liga,1920,MF,22.0,2316,86.3,4.046692607003891,,,3.11284046692607,,,1.206225680933852,2.0233463035019454,,,,,2.4280155642023344,,7.4319066147859925,0.933852140077821,2.2568093385214008,0.7782101167315175,2.02,0.12,0.07782101167315175,0.5058365758754864,11.517509727626459,0.8171206225680934,1.1673151750972763,66.7,0.5976420233463035,2.5875486381322954,,,,,,,,
MID,1,19,Scott McTominay,Manchester Utd,ENG-Premier League,2122,MF,24.0,2387,86.3,4.716981132075472,,,4.264150943396227,,,1.169811320754717,2.452830188679245,,,,,2.807547169811321,,6.452830188679245,1.509433962264151,1.3962264150943395,0.8679245283018868,1.92,0.23,0.1509433962264151,0.33962264150943394,11.20754716981132,1.0188679245283019,1.7735849056603774,76.6,0.6235849056603773,2.9716981132075473,,,,,,,,
MID,1,20,Samuel Moutoussamy,Nantes,FRA-Ligue 1,2223,MF,25.0,2399,86.3,5.842696629213483,,,4.644194756554307,,,0.898876404494382,2.397003745318352,,,,,2.194756554307116,,6.254681647940075,1.5355805243445693,1.6853932584269664,0.6741573033707865,1.95,0.19,0.149812734082397,0.4868913857677903,9.51310861423221,1.2359550561797754,1.0861423220973783,55.2,0.5868314606741574,3.426966292134831,,,,,,,,
MID,2,1,Alex Iwobi,Fulham,ENG-Premier League,2324,"FW,MF",27.0,2192,89.6,6.024590163934427,,,3.4426229508196724,,,0.5737704918032788,1.1885245901639345,,,,,1.7459016393442623,,5.942622950819673,4.467213114754099,7.172131147540984,2.0081967213114753,4.23,0.41,0.3278688524590164,1.8852459016393444,22.008196721311478,3.319672131147541,2.9508196721311477,51.4,1.3836393442622952,5.276639344262295,,,,,,,,
MID,2,2,Amine Harit,Marseille,FRA-Ligue 1,2324,"MF,FW",26.0,1821,88.5,6.287128712871287,,,4.257425742574258,,,0.594059405940594,1.3861386138613863,,,,,1.9405940594059405,,5.99009900990099,4.158415841584159,5.544554455445545,1.9306930693069309,4.45,0.35,0.34653465346534656,1.6336633663366338,25.495049504950497,3.1683168316831685,3.712871287128713,52.0,1.402138613861386,5.061881188118812,,,,,,,,
MID,2,3,Hakan Çalhanoğlu,Milan,ITA-Serie A,1920,"MF,FW",25.0,2704,88.5,5.533333333333333,,,4.166666666666667,,,0.8666666666666667,1.4,,,,,1.8399999999999999,,5.2,3.4,6.433333333333334,2.3333333333333335,4.73,0.5,0.36666666666666664,1.5,31.033333333333335,2.9,1.5,62.2,1.624666666666667,4.883333333333334,,,,,,,,
MID,2,4,Paulo Dybala,Juventus,ITA-Serie A,1819,"FW,MF",24.0,2137,88.0,6.033755274261604,,,3.8818565400843883,,,0.5907172995780591,0.7172995780590717,,,,,1.5189873417721518,,5.40084388185654,2.911392405063291,6.49789029535865,2.109704641350211,4.84,0.63,0.4219409282700422,1.3080168776371308,28.438818565400844,2.911392405063291,3.79746835443038,54.4,1.581940928270042,4.831223628691983,,,,,,,,
MID,2,5,Ross Barkley,Chelsea,ENG-Premier League,1920,MF,25.0,1103,88.0,5.203252032520325,,,4.308943089430894,,,0.5691056910569106,1.3008130081300813,,,,,1.7235772357723576,,5.609756097560975,3.7398373983739837,5.121951219512195,1.951219512195122,4.24,0.49,0.4065040650406504,1.4634146341463414,24.227642276422763,2.5203252032520322,3.252032520325203,67.5,1.4402439024390243,4.59349593495935,,,,,,,,
MID,2,6,Fermin López,Barcelona,ESP-La Liga,2425,"MF,FW",21.0,1252,88.0,5.683453237410072,,,4.676258992805756,,,0.3597122302158273,1.3669064748201438,,,,,1.4964028776978417,,4.748201438848921,2.2302158273381294,7.76978417266187,2.0863309352517985,4.1,0.5,0.5035971223021583,1.4388489208633093,31.72661870503597,4.244604316546763,3.9568345323741005,45.5,1.4652661870503596,5.089928057553957,,,,,,,,
MID,2,7,Hamed Junior Traorè,Sassuolo,ITA-Serie A,1920,"MF,FW",19.0,1570,87.9,5.114942528735632,,,3.2758620689655173,,,0.632183908045977,1.781609195402299,,,,,1.7011494252873565,,4.42528735632184,3.8505747126436787,6.321839080459771,1.7241379310344829,4.24,0.4,0.3448275862068966,1.264367816091954,27.931034482758623,3.563218390804598,2.873563218390805,52.0,1.3068275862068968,4.64080459770115,,,,,,,,
MID,2,8,Riyad Mahrez,Leicester City,ENG-Premier League,1718,"MF,FW",26.0,2950,87.4,5.7926829268292686,,,3.7195121951219514,,,0.5487804878048781,1.1890243902439026,,,,,1.6951219512195124,,5.3048780487804885,3.689024390243903,5.823170731707317,1.7378048780487807,4.36,0.7,0.3658536585365854,1.524390243902439,25.000000000000004,3.3231707317073176,4.817073170731708,51.3,1.4655609756097563,4.75609756097561,,,,,,,,
MID,2,9,Gastón Ramírez,Sampdoria,ITA-Serie A,1718,MF,26.0,2214,86.9,4.5528455284552845,,,3.252032520325203,,,0.7317073170731707,1.3414634146341462,,,,,1.9268292682926826,,5.365853658536585,1.9918699186991868,6.788617886178861,1.951219512195122,4.55,0.65,0.3252032520325203,1.7073170731707317,26.46341463414634,2.3983739837398375,3.536585365853658,64.4,1.5202439024390244,4.146341463414634,,,,,,,,
MID,2,10,Rade Krunić,Empoli,ITA-Serie A,1819,MF,24.0,2772,86.6,5.844155844155844,,,3.6688311688311686,,,0.7792207792207793,1.2337662337662338,,,,,1.818181818181818,,4.902597402597403,4.220779220779221,6.201298701298701,1.655844155844156,3.8,0.42,0.3246753246753247,1.4285714285714286,22.4025974025974,3.279220779220779,2.4675324675324677,61.8,1.2611688311688312,4.983766233766233,,,,,,,,
MID,2,11,Thomas Lemar,Monaco,FRA-Ligue 1,1718,"MF,FW",21.0,2378,86.5,6.8939393939393945,,,5.113636363636364,,,0.6818181818181819,1.25,,,,,1.734848484848485,,5.303030303030304,3.522727272727273,6.174242424242425,2.0833333333333335,4.05,0.61,0.26515151515151514,1.3636363636363638,24.166666666666668,1.3636363636363638,3.3712121212121215,51.7,1.4606666666666668,5.426136363636364,,,,,,,,
MID,2,12,Matheus Cunha,Wolves,ENG-Premier League,2425,"MF,FW",25.0,2597,86.4,4.982698961937716,,,3.183391003460208,,,0.5882352941176471,1.3148788927335642,,,,,1.550173010380623,,4.325259515570934,3.8754325259515574,5.570934256055364,1.9377162629757787,4.57,0.55,0.34602076124567477,2.0069204152249136,25.36332179930796,4.602076124567474,4.740484429065744,44.5,1.5075432525951558,4.403114186851211,,,,,,,,
