player_name_fbref,club,league,season,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,market_value_gap_pct,inefficiency_score_z,growth_score,confidence_score,opportunity_score,opportunity_tier,matching_confidence,matching_method,risk_age_component,risk_minutes_component,risk_confidence_component,risk_gap_component,risk_score_raw,risk_score,risk_level,risk_adjusted_opportunity_score
Luca Marianucci,Empoli,Serie A,2024-2025,DEF,20.40520191649555,1069,800000.0,4517139.854301292,3717139.854301292,4.646424817876614,1.9339437059573816,55.26108947219535,72.2027777777778,83.35698415631458,target_scouting,0.85,exact_age_validated,15,45,27.797222222222203,15,27.84,89.0,Muy alto,9.17
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,13806870.427674456,13306870.427674456,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,11344948.912156696,10844948.912156696,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,10374385.529966148,9874385.529966148,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,10733404.740319012,10233404.740319012,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,10101541.80031059,9601541.80031059,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,9621598.309251549,9121598.309251549,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,10455928.25070382,9955928.25070382,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lasse Rosenboom,Holstein Kiel,Bundesliga,2024-2025,MID,22.91854893908282,1734,500000.0,13477620.72348954,12977620.72348954,5.0,2.426072388659802,9.970270748459184,95.38333333333334,83.29472138514419,target_scouting,1.0,exact_age_club_validated,15,25,4.61666666666666,15,14.88,37.5,Moderado,52.06
Lukas Ullrich,Gladbach,Bundesliga,2024-2025,DEF,20.76386036960985,1903,3000000.0,11963431.602267118,8963431.602267118,2.98781053408904,1.5690514078076194,50.72543445925041,86.41666666666667,83.1112760323719,target_scouting,0.85,exact_age_validated,15,25,13.583333333333329,15,17.58,56.0,Alto,36.57
Gerard Martín,Barcelona,LaLiga,2024-2025,DEF,22.622861054072555,1038,3000000.0,9812251.815501563,6812251.815501563,2.270750605167188,1.3610752718786825,75.66410887790562,71.60000000000002,83.07035761410306,target_scouting,0.85,exact_age_validated,15,45,28.399999999999977,15,28.02,96.0,Muy alto,3.32
Carlos Romero,Espanyol,LaLiga,2024-2025,DEF,22.951403148528406,2554,2500000.0,17006239.844450127,14506239.844450127,5.0,2.1293757563462705,26.44376157456231,89.75000000000001,82.9827843086957,target_scouting,0.85,exact_age_validated,15,10,10.249999999999986,15,12.07,9.0,Bajo,75.51
Gerard Martín,Barcelona,LaLiga,2024-2025,DEF,22.622861054072555,1038,3000000.0,9664436.774430206,6664436.774430206,2.221478924810069,1.3451494574210603,75.66410887790562,71.60000000000002,82.85151890489084,target_scouting,0.85,exact_age_validated,15,45,28.399999999999977,15,28.02,96.0,Muy alto,3.31
Lukas Ullrich,Gladbach,Bundesliga,2024-2025,DEF,20.76386036960985,1903,3000000.0,11594411.490649844,8594411.490649845,2.864803830216615,1.5361783698067395,50.72543445925041,86.41666666666667,82.65956329748228,target_scouting,0.85,exact_age_validated,15,25,13.583333333333329,15,17.58,56.0,Alto,36.37
Mikel Jauregizar,Athletic Club,LaLiga,2024-2025,MID,20.91170431211499,2244,3000000.0,10366133.348997151,7366133.348997151,2.4553777829990504,1.4186894530665974,48.6491744011978,91.66666666666669,82.6518424821154,target_scouting,1.0,exact_age_club_validated,15,10,8.333333333333314,15,11.5,4.5,Bajo,78.93
Mikel Jauregizar,Athletic Club,LaLiga,2024-2025,MID,20.91170431211499,2244,3000000.0,10290947.939997656,7290947.939997656,2.430315979999219,1.4110518632377689,48.6491744011978,91.66666666666669,82.54689335665117,target_scouting,1.0,exact_age_club_validated,15,10,8.333333333333314,15,11.5,4.5,Bajo,78.83
Lukas Ullrich,Gladbach,Bundesliga,2024-2025,DEF,20.76386036960985,1903,3000000.0,11470497.486837106,8470497.486837106,2.823499162279035,1.5249047696256133,50.72543445925041,86.41666666666667,82.50465127597296,target_scouting,0.85,exact_age_validated,15,25,13.583333333333329,15,17.58,56.0,Alto,36.3
Luca Marianucci,Empoli,Serie A,2024-2025,DEF,20.40520191649555,1069,800000.0,4248094.068997382,3448094.068997382,4.310117586246728,1.8695135867087955,55.26108947219535,72.2027777777778,82.47164142120549,target_scouting,0.85,exact_age_validated,15,45,27.797222222222203,15,27.84,89.0,Muy alto,9.07
Adama Boiro,Athletic Club,LaLiga,2024-2025,DEF,22.305270362765228,1101,1500000.0,7777577.142898872,6277577.142898872,4.185051428599247,1.8445066362121656,48.64916063453678,78.075,82.2723135497976,target_scouting,1.0,exact_age_club_validated,15,45,21.924999999999997,15,26.08,85.0,Muy alto,12.34
Luca Marianucci,Empoli,Serie A,2024-2025,DEF,20.40520191649555,1069,800000.0,4179565.142663513,3379565.142663513,4.224456428329392,1.852450156542794,55.26108947219535,72.2027777777778,82.2371705850547,target_scouting,0.85,exact_age_validated,15,45,27.797222222222203,15,27.84,89.0,Muy alto,9.05
Luca Marianucci,Empoli,Serie A,2024-2025,DEF,20.40520191649555,1069,800000.0,4173077.7371569984,3373077.7371569984,4.216347171446248,1.8508203463691533,55.26108947219535,72.2027777777778,82.21477514929161,target_scouting,0.85,exact_age_validated,15,45,27.797222222222203,15,27.84,89.0,Muy alto,9.04
