player_name_fbref,player_id_tm,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,log_market_value_eur,model,feature_set,predicted_log_market_value_ml,predicted_market_value_ml_eur,residual_log_observed_minus_predicted,inefficiency_score_ml,market_value_growth_prev,delta_log_market_value_prev,growth_index,breakout_indicator,career_year,matching_confidence,matching_method,goals_per90,assists_per90,predicted_market_value_eur,residual_observed_minus_predicted_log,inefficiency_score_log,market_value_gap_eur,market_value_gap_pct,inefficiency_score_log_winsorized,market_value_gap_pct_winsorized,inefficiency_score_z,market_value_gap_pct_z,is_undervalued,is_overvalued,inefficiency_rank,market_value_growth_prev_growth_component_z,delta_log_market_value_prev_growth_component_z,growth_index_growth_component_z,breakout_indicator_growth_component_z,career_year_growth_component_z,growth_score_raw,growth_score_z,growth_score,growth_rank,high_growth_flag,matching_confidence_component,minutes_reliability_component,feature_completeness_component,temporal_stability_component,confidence_score_raw,confidence_score,confidence_score_z,confidence_rank,low_confidence_flag,position
Jan-Carlo Simic,800948.0,Anderlecht,Al-Ittihad Football Club,Belgian Pro League,2024-2025,DEF,19.61122518822724,2719,7000000.0,15.761420707019589,HistGradientBoosting,B_v13B_advanced,14.603661550194078,2199326.093341208,1.1577591568255097,-1.1577591568255097,0.4,0.3364721794783651,0.2987358048063199,1,1,0.85,exact_age_validated,0.1,0.0,2199326.093341208,1.1577591568255112,-1.1577591568255112,-4800673.906658793,-0.6858105580941133,-1.1577591568255112,-0.6858105580941133,-1.0969767435708608,-0.8087640501734538,False,True,5313,-0.181846862337725,0.0084616348276413,0.3714527077966912,1.5997564550586283,0.889997660433723,0.2453231372236967,0.2722763219510296,23.44611323684432,1790,False,0.85,1.0,1.0,0.4666666666666667,0.8941666666666667,89.41666666666667,0.7923477319412588,1839,False,DEF
Sebastiano Esposito,538918.0,Empoli,Cagliari Calcio,Serie A,2024-2025,MID,22.46406570841889,2331,7000000.0,15.761420707019589,RandomForest,A_v13A_current,16.39408352733581,13178318.870341228,-0.6326628203162219,0.6326628203162219,0.4,0.3364721794783651,0.2987358048063199,1,1,0.85,exact_age_validated,0.31,0.0,13178318.870341228,-0.6326628203162201,0.6326628203162201,6178318.870341228,0.8826169814773184,0.6326628203162201,0.8826169814773184,0.7815406033005496,0.4270295409406227,True,False,1455,-0.181846862337725,0.0084616348276413,0.3714527077966912,1.5997564550586283,0.889997660433723,0.2453231372236967,0.2722763219510296,23.44611323684432,1777,False,0.85,1.0,1.0,0.4666666666666667,0.8941666666666667,89.41666666666667,0.7923477319412588,1835,False,MID
Jan-Carlo Simic,800948.0,Anderlecht,Al-Ittihad Football Club,Belgian Pro League,2024-2025,DEF,19.61122518822724,2719,7000000.0,15.761420707019589,LightGBM,B_v13B_advanced,14.637949645074992,2276044.543682814,1.1234710619445956,-1.1234710619445956,0.4,0.3364721794783651,0.2987358048063199,1,1,0.85,exact_age_validated,0.1,0.0,2276044.543682814,1.1234710619445971,-1.1234710619445971,-4723955.456317186,-0.6748507794738837,-1.1234710619445971,-0.6748507794738837,-1.0610015478643178,-0.8001286342315673,False,True,5248,-0.181846862337725,0.0084616348276413,0.3714527077966912,1.5997564550586283,0.889997660433723,0.2453231372236967,0.2722763219510296,23.44611323684432,1788,False,0.85,1.0,1.0,0.4666666666666667,0.8941666666666667,89.41666666666667,0.7923477319412588,1836,False,DEF
Jan-Carlo Simic,800948.0,Anderlecht,Al-Ittihad Football Club,Belgian Pro League,2024-2025,DEF,19.61122518822724,2719,7000000.0,15.761420707019589,LightGBM,A_v13A_current,14.641969352770955,2285211.9903353406,1.119451354248632,-1.119451354248632,0.4,0.3364721794783651,0.2987358048063199,1,1,0.85,exact_age_validated,0.1,0.0,2285211.9903353406,1.1194513542486335,-1.1194513542486335,-4714788.009664659,-0.6735411442378085,-1.1194513542486335,-0.6735411442378085,-1.0567840557129564,-0.7990967479693042,False,True,5243,-0.181846862337725,0.0084616348276413,0.3714527077966912,1.5997564550586283,0.889997660433723,0.2453231372236967,0.2722763219510296,23.44611323684432,1787,False,0.85,1.0,1.0,0.4666666666666667,0.8941666666666667,89.41666666666667,0.7923477319412588,1838,False,DEF
Sebastiano Esposito,538918.0,Empoli,Cagliari Calcio,Serie A,2024-2025,MID,22.46406570841889,2331,7000000.0,15.761420707019589,XGBoost,B_v13B_advanced,16.083843231201172,9663275.0,-0.3224225241815848,0.3224225241815848,0.4,0.3364721794783651,0.2987358048063199,1,1,0.85,exact_age_validated,0.31,0.0,9663275.536833556,-0.322422524181583,0.322422524181583,2663275.5368335564,0.3804679338333652,0.322422524181583,0.3804679338333652,0.4560353394979791,0.0313768510930581,True,False,2118,-0.181846862337725,0.0084616348276413,0.3714527077966912,1.5997564550586283,0.889997660433723,0.2453231372236967,0.2722763219510296,23.44611323684432,1781,False,0.85,1.0,1.0,0.4666666666666667,0.8941666666666667,89.41666666666667,0.7923477319412588,1834,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,XGBoost,A_v13A_current,14.930922508239746,3050824.5,1.592638250826738,-1.592638250826738,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,3050824.708430183,1.592638250826738,-1.592638250826738,-11949175.291569818,-0.7966116861046545,-1.592638250826738,-0.7966116861046545,-1.5532534941373328,-0.896066345261343,False,True,5805,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1605,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1860,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,LightGBM,A_v13A_current,14.969779789401532,3171704.788290529,1.5537809696649507,-1.5537809696649507,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,3171704.7882905235,1.5537809696649525,-1.5537809696649525,-11828295.211709475,-0.7885530141139652,-1.5537809696649525,-0.7885530141139652,-1.5124842913200154,-0.8897167658592204,False,True,5776,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1604,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1859,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,RandomForest,B_v13B_advanced,14.755557023136928,2560100.37107142,1.7680037359295575,-1.7680037359295575,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,2560100.3710714243,1.7680037359295555,-1.7680037359295555,-12439899.628928576,-0.8293266419285718,-1.7680037359295555,-0.8293266419285718,-1.7372476083818795,-0.9218430749608382,False,True,5934,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1607,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1857,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,LightGBM,B_v13B_advanced,15.080627055069169,3543505.52019872,1.4429337039973156,-1.4429337039973156,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,3543505.52019872,1.4429337039973156,-1.4429337039973156,-11456494.47980128,-0.7637662986534187,-1.4429337039973156,-0.7637662986534187,-1.3961829310438527,-0.8701868460267229,False,True,5676,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1602,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1858,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,HistGradientBoosting,A_v13A_current,15.029391082485006,3366523.213839812,1.4941696765814785,-1.4941696765814785,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,3366523.213839812,1.4941696765814785,-1.4941696765814785,-11633476.78616019,-0.7755651190773459,-1.4941696765814785,-0.7755651190773459,-1.449939902591325,-0.8794833588044693,False,True,5723,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1603,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1864,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,XGBoost,B_v13B_advanced,14.919981002807615,3017626.0,1.603579756258867,-1.603579756258867,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,3017626.046183827,1.6035797562588687,-1.6035797562588687,-11982373.953816174,-0.7988249302544116,-1.6035797562588687,-0.7988249302544116,-1.5647333620218624,-0.8978102020011882,False,True,5815,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1606,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1861,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,HistGradientBoosting,B_v13B_advanced,15.133035063644655,3734166.019424853,1.390525695421827,-1.390525695421827,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,3734166.0194248464,1.3905256954218288,-1.3905256954218288,-11265833.980575154,-0.7510555987050103,-1.3905256954218288,-0.7510555987050103,-1.3411962550082936,-0.8601718462014142,False,True,5623,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1601,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1862,False,MID
Roger Fernandes,906329.0,Braga,Al-Ittihad Football Club,Liga Portugal,2024-2025,MID,19.077344284736483,1739,15000000.0,16.523560759066484,RandomForest,A_v13A_current,14.538013447358418,2059581.670062332,1.985547311708066,-1.985547311708066,0.5,0.4054650747748347,0.3519037702326111,1,2,0.85,exact_age_validated,0.16,0.16,2059581.670062332,1.985547311708066,-1.985547311708066,-12940418.329937669,-0.8626945553291779,-1.985547311708066,-0.8626945553291779,-1.965495131042856,-0.9481342822298626,False,True,6043,-0.1175934986133587,0.1399444042675985,0.4653888611987028,1.5997564550586283,-0.0011483840779789,0.2829707132979115,0.3140601653335307,24.123433150052712,1608,False,0.85,0.9661111111111113,1.0,0.5833333333333333,0.8939722222222223,89.39722222222223,0.7905638249763074,1863,False,MID
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,HistGradientBoosting,B_v13B_advanced,16.279096725497663,11746862.310597643,0.7552896573348136,-0.7552896573348136,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,11746862.310597643,0.7552896573348136,-0.7552896573348136,-13253137.689402357,-0.5301255075760942,-0.7552896573348136,-0.5301255075760942,-0.6747042591887723,-0.6860968674006935,False,True,4588,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5326,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1870,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,RandomForest,B_v13B_advanced,16.369602478193258,12859616.7959644,0.6647839046392185,-0.6647839046392185,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,12859616.7959644,0.6647839046392185,-0.6647839046392185,-12140383.2040356,-0.4856153281614239,-0.6647839046392185,-0.4856153281614239,-0.5797452894034777,-0.6510264589360365,False,True,4421,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5321,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1871,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,XGBoost,B_v13B_advanced,16.304494857788086,12049031.0,0.7298915250443905,-0.7298915250443905,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,12049031.69954702,0.7298915250443905,-0.7298915250443905,-12950968.30045298,-0.5180387320181192,-0.7298915250443905,-0.5180387320181192,-0.6480564450450578,-0.6765734693507836,False,True,4536,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5323,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1872,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,XGBoost,A_v13A_current,16.271635055541992,11659537.0,0.7627513272904842,-0.7627513272904842,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,11659537.30138241,0.7627513272904842,-0.7627513272904842,-13340462.69861759,-0.5336185079447037,-0.7627513272904842,-0.5336185079447037,-0.6825330708473141,-0.6888490681625256,False,True,4602,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5327,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1867,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,LightGBM,A_v13A_current,16.283454354098037,11798162.466101492,0.7509320287344394,-0.7509320287344394,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,11798162.466101492,0.7509320287344394,-0.7509320287344394,-13201837.533898508,-0.5280735013559403,-0.7509320287344394,-0.5280735013559403,-0.6701322191772361,-0.6844800530616102,False,True,4582,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5325,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1868,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,HistGradientBoosting,A_v13A_current,16.296580205020675,11954044.189887635,0.7378061778118017,-0.7378061778118017,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,11954044.189887635,0.7378061778118017,-0.7378061778118017,-13045955.810112365,-0.5218382324044946,-0.7378061778118017,-0.5218382324044946,-0.656360527941639,-0.6795671672478513,False,True,4553,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5324,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1869,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,LightGBM,B_v13B_advanced,16.17717323355336,10608575.416286085,0.8572131492791151,-0.8572131492791151,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,10608575.416286085,0.8572131492791151,-0.8572131492791151,-14391424.583713915,-0.5756569833485566,-0.8572131492791151,-0.5756569833485566,-0.7816427631367286,-0.7219719744961415,False,True,4773,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5328,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1865,False,DEF
Radu Drăgușin,568559.0,Tottenham Hotspur,Tottenham Hotspur Football Club,Premier League,2024-2025,DEF,22.86652977412731,1252,25000000.0,17.034386382832476,RandomForest,A_v13A_current,16.345151827427795,12549003.618320828,0.6892345554046813,-0.6892345554046813,0.0,0.0,-0.283298444277076,0,5,1.0,exact_age_club_validated,0.0,0.0,12549003.618320828,0.6892345554046813,-0.6892345554046813,-12450996.381679172,-0.4980398552671669,-0.6892345554046813,-0.4980398552671669,-0.6053990024340458,-0.6608159777901212,False,True,4458,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-2.6745865176130845,-0.6819358807129526,-0.7568588740068649,6.763737821426614,5322,False,1.0,0.6955555555555556,1.0,1.0,0.8934444444444445,89.34444444444445,0.7857217917857253,1866,False,DEF
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,XGBoost,B_v13B_advanced,14.353046417236328,1711783.625,0.8487585018478363,-0.8487585018478363,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1711783.58529758,0.8487585018478363,-0.8487585018478363,-2288216.41470242,-0.572054103675605,-0.8487585018478363,-0.572054103675605,-0.7727721158456953,-0.7191331977614475,False,True,4761,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4212,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1877,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,HistGradientBoosting,A_v13A_current,14.372459594136204,1745339.4015055243,0.8293453249479619,-0.8293453249479619,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1745339.401505527,0.8293453249479601,-0.8293453249479601,-2254660.598494473,-0.5636651496236182,-0.8293453249479601,-0.5636651496236182,-0.7524037389882355,-0.7125233829041869,False,True,4723,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4206,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1880,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,HistGradientBoosting,B_v13B_advanced,14.377681187078322,1754476.6882413002,0.8241237320058428,-0.8241237320058428,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1754476.6882413002,0.8241237320058428,-0.8241237320058428,-2245523.3117587,-0.5613808279396749,-0.8241237320058428,-0.5613808279396749,-0.7469252244004467,-0.710723522836803,False,True,4712,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4204,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1879,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,RandomForest,B_v13B_advanced,14.304021889968734,1629888.050857371,0.8977830291154305,-0.8977830291154305,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1629888.050857371,0.8977830291154305,-0.8977830291154305,-2370111.9491426293,-0.5925279872856574,-0.8977830291154305,-0.5925279872856574,-0.8242088308045711,-0.7352649561705301,False,True,4837,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4216,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1873,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,RandomForest,A_v13A_current,14.44967389660953,1885444.0032331247,0.752131022474634,-0.752131022474634,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1885444.0032331247,0.752131022474634,-0.752131022474634,-2114555.9967668755,-0.5286389991917189,-0.752131022474634,-0.5286389991917189,-0.6713902078349386,-0.6849256194544542,False,True,4584,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4189,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1874,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,XGBoost,A_v13A_current,14.413068771362305,1817675.0,0.7887361477218597,-0.7887361477218597,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1817675.002727263,0.7887361477218597,-0.7887361477218597,-2182324.9972727373,-0.5455812493181843,-0.7887361477218597,-0.5455812493181843,-0.7097964403539839,-0.6982747373429724,False,True,4648,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4196,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1876,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,LightGBM,B_v13B_advanced,14.451473604702072,1888840.307325055,0.7503313143820911,-0.7503313143820911,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1888840.307325052,0.7503313143820929,-0.7503313143820929,-2111159.692674949,-0.5277899231687372,-0.7503313143820929,-0.5277899231687372,-0.6695019474615151,-0.6842566164682812,False,True,4581,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4188,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1875,False,MID
Samed Baždar,710969.0,Zaragoza,Jagiellonia-Bialystok Sportowa Spólka Akcyjna,Spanish Segunda División,2024-2025,MID,20.867898699520875,1693,4000000.0,15.201804919084164,LightGBM,A_v13A_current,14.46943277788004,1923068.7548425444,0.7323721412041237,-0.7323721412041237,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.21,0.21,1923068.7548425444,0.7323721412041237,-0.7323721412041237,-2076931.245157456,-0.5192328112893639,-0.7323721412041237,-0.5192328112893639,-0.6506591166758136,-0.6775143068924973,False,True,4543,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,4185,False,0.85,0.9405555555555556,1.0,0.6666666666666666,0.8933611111111112,89.33611111111112,0.7849572602293183,1878,False,MID
Jarne Steuckers,707159.0,Genk,Koninklijke Racing Club Genk,Belgian Pro League,2024-2025,MID,22.65845311430527,3097,7000000.0,15.761420707019589,LightGBM,B_v13B_advanced,14.324796370156196,1664102.2888792006,1.4366243368633906,-1.4366243368633906,0.75,0.5596156807925858,0.4739069096382574,1,2,0.85,exact_age_validated,0.23,0.23,1664102.2888792006,1.4366243368633924,-1.4366243368633924,-5335897.711120799,-0.7622711015886856,-1.4366243368633924,-0.7622711015886856,-1.3895631197590426,-0.8690087521056261,False,True,5671,0.0430399106975568,0.4337159368720404,0.6809416950686378,1.5997564550586283,-0.0011483840779789,0.4731804043400026,0.5251678319909897,27.54550768611462,1232,True,0.85,1.0,1.0,0.4583333333333333,0.8933333333333334,89.33333333333334,0.7847024163771822,1893,False,MID
Jarne Steuckers,707159.0,Genk,Koninklijke Racing Club Genk,Belgian Pro League,2024-2025,MID,22.65845311430527,3097,7000000.0,15.761420707019589,RandomForest,B_v13B_advanced,14.81324285160284,2712124.547555663,0.9481778554167466,-0.9481778554167466,0.75,0.5596156807925858,0.4739069096382574,1,2,0.85,exact_age_validated,0.23,0.23,2712124.547555663,0.9481778554167484,-0.9481778554167484,-4287875.452444337,-0.6125536360634768,-0.9481778554167484,-0.6125536360634768,-0.8770832685674087,-0.7510435419152646,False,True,4917,0.0430399106975568,0.4337159368720404,0.6809416950686378,1.5997564550586283,-0.0011483840779789,0.4731804043400026,0.5251678319909897,27.54550768611462,1229,True,0.85,1.0,1.0,0.4583333333333333,0.8933333333333334,89.33333333333334,0.7847024163771822,1890,False,MID
Jarne Steuckers,707159.0,Genk,Koninklijke Racing Club Genk,Belgian Pro League,2024-2025,MID,22.65845311430527,3097,7000000.0,15.761420707019589,HistGradientBoosting,A_v13A_current,15.038326069704592,3396737.838359288,0.7230946373149951,-0.7230946373149951,0.75,0.5596156807925858,0.4739069096382574,1,2,0.85,exact_age_validated,0.23,0.23,3396737.838359288,0.7230946373149969,-0.7230946373149969,-3603262.161640712,-0.5147517373772446,-0.7230946373149969,-0.5147517373772446,-0.6409251253520397,-0.673983584380816,False,True,4522,0.0430399106975568,0.4337159368720404,0.6809416950686378,1.5997564550586283,-0.0011483840779789,0.4731804043400026,0.5251678319909897,27.54550768611462,1225,True,0.85,1.0,1.0,0.4583333333333333,0.8933333333333334,89.33333333333334,0.7847024163771822,1891,False,MID
Jarne Steuckers,707159.0,Genk,Koninklijke Racing Club Genk,Belgian Pro League,2024-2025,MID,22.65845311430527,3097,7000000.0,15.761420707019589,XGBoost,A_v13A_current,15.005060195922852,3285601.0,0.7563605110967355,-0.7563605110967355,0.75,0.5596156807925858,0.4739069096382574,1,2,0.85,exact_age_validated,0.23,0.23,3285601.1640829165,0.7563605110967373,-0.7563605110967373,-3714398.835917084,-0.530628405131012,-0.7563605110967373,-0.530628405131012,-0.675827802908308,-0.6864931098535162,False,True,4589,0.0430399106975568,0.4337159368720404,0.6809416950686378,1.5997564550586283,-0.0011483840779789,0.4731804043400026,0.5251678319909897,27.54550768611462,1226,True,0.85,1.0,1.0,0.4583333333333333,0.8933333333333334,89.33333333333334,0.7847024163771822,1892,False,MID
