dataset,player_name_fbref,player_name_tm,player_id_tm,club,league,position,position_group,age,season,season_start_year,market_value_eur,log_market_value_eur,opportunity_score,player_name,name,club_actual,risk_score,risk_level,contract_opportunity_score,recruitment_contract_score
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,midfield,,,,,,,,Javier Rodríguez Hermoso de Mendoza,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Forward,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right Winger,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Left-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Left-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Left-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right Midfield,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
