dataset,player_name_fbref,player_name_tm,player_id_tm,club,league,position,position_group,age,season,season_start_year,market_value_eur,log_market_value_eur,opportunity_score,player_name,name,club_actual,risk_score,risk_level,contract_opportunity_score,recruitment_contract_score
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/data/raw/transfermarkt/kaggle_player_scores/appearances.csv,,,,,,,,,,,,,,Javi Rodríguez,,,,,,
