dataset,suffix,size_mb,modified_at_utc,modified_at_local_naive,sha256_16,read_error,n_columns_sample,columns_sample
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_primeira_liga_2024_2025.parquet,.parquet,0.029,2026-06-08T21:13:23.579976+00:00,2026-06-08T23:13:23,9b891493f14cca31,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_primeira_liga_2025_2026.parquet,.parquet,0.03,2026-06-08T21:15:20.672257+00:00,2026-06-08T23:15:20,6c45f4e72da787bc,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2019_2020.parquet,.parquet,0.032,2026-06-08T21:45:28.989339+00:00,2026-06-08T23:45:28,d12376c71e66b03f,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2020_2021.parquet,.parquet,0.032,2026-06-08T21:46:45.382677+00:00,2026-06-08T23:46:45,5392819a3435ead0,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2021_2022.parquet,.parquet,0.032,2026-06-08T21:48:03.315673+00:00,2026-06-08T23:48:03,3ff9c9823e65b767,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2022_2023.parquet,.parquet,0.032,2026-06-08T21:49:59.819483+00:00,2026-06-08T23:49:59,35e03f47ad93f971,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2023_2024.parquet,.parquet,0.031,2026-06-08T21:51:19.349200+00:00,2026-06-08T23:51:19,a433b556e8594881,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2024_2025.parquet,.parquet,0.032,2026-06-08T21:53:50.181793+00:00,2026-06-08T23:53:50,5e1122c3e9bb0873,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_segunda_division_2025_2026.parquet,.parquet,0.036,2026-06-08T21:55:56.962274+00:00,2026-06-08T23:55:56,577cb6be1c05ee97,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2019_2020.parquet,.parquet,0.031,2026-06-08T19:59:29.087982+00:00,2026-06-08T21:59:29,5cf8759d4606a1d4,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2020_2021.parquet,.parquet,0.031,2026-06-08T20:00:50.352759+00:00,2026-06-08T22:00:50,50890ee76dfcb9d9,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2021_2022.parquet,.parquet,0.032,2026-06-08T20:02:58.875037+00:00,2026-06-08T22:02:58,cfb6b17814808ca7,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2022_2023.parquet,.parquet,0.031,2026-06-08T20:04:24.399625+00:00,2026-06-08T22:04:24,665b1f1493f858dc,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2023_2024.parquet,.parquet,0.031,2026-06-08T20:05:40.764122+00:00,2026-06-08T22:05:40,e0c9272428aea21e,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2024_2025.parquet,.parquet,0.032,2026-06-08T20:06:53.850741+00:00,2026-06-08T22:06:53,5d7ea920cf7ac877,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/misc/fbref_misc_serie_a_2025_2026.parquet,.parquet,0.031,2026-06-08T20:08:43.185142+00:00,2026-06-08T22:08:43,505b324990288542,,17,"nation, pos, age, born, 90s, Performance_CrdY, Performance_CrdR, Performance_2CrdY, Performance_Fls, Performance_Fld, Performance_Off, Performance_Crs, Performance_Int, Performance_TklW, Performance_PKwon, Performance_PKcon, Performance_OG"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2019_2020.parquet,.parquet,0.037,2026-06-08T21:35:05.089590+00:00,2026-06-08T23:35:05,da96169d5a64be64,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2020_2021.parquet,.parquet,0.036,2026-06-08T21:36:23.231726+00:00,2026-06-08T23:36:23,fc0aecff3f8e5890,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2021_2022.parquet,.parquet,0.037,2026-06-08T21:37:38.247697+00:00,2026-06-08T23:37:38,bd87ebf9bd7a1260,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2022_2023.parquet,.parquet,0.036,2026-06-08T21:39:41.470315+00:00,2026-06-08T23:39:41,1641a9f7f5083ea5,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2023_2024.parquet,.parquet,0.036,2026-06-08T21:40:56.744572+00:00,2026-06-08T23:40:56,395877b406b23dc0,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2024_2025.parquet,.parquet,0.037,2026-06-08T21:42:12.046157+00:00,2026-06-08T23:42:12,7eaa2fdd6e27d55d,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_austrian_bundesliga_2025_2026.parquet,.parquet,0.036,2026-06-08T21:43:13.197627+00:00,2026-06-08T23:43:13,d1b953b76ca46b93,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2019_2020.parquet,.parquet,0.043,2026-06-08T21:26:38.318742+00:00,2026-06-08T23:26:38,33f79a48e3b91fc9,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2020_2021.parquet,.parquet,0.046,2026-06-08T21:27:52.499369+00:00,2026-06-08T23:27:52,3f4bbebd370c177f,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2021_2022.parquet,.parquet,0.046,2026-06-08T21:29:06.115427+00:00,2026-06-08T23:29:06,445d0cc8be3847f8,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2022_2023.parquet,.parquet,0.047,2026-06-08T21:30:19.262193+00:00,2026-06-08T23:30:19,9166cbad39c7187c,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2023_2024.parquet,.parquet,0.045,2026-06-08T21:31:35.371226+00:00,2026-06-08T23:31:35,12a8e929acd964e8,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2024_2025.parquet,.parquet,0.046,2026-06-08T21:32:50.081496+00:00,2026-06-08T23:32:50,3b92f47d866386e1,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_belgian_pro_league_2025_2026.parquet,.parquet,0.044,2026-06-08T21:33:50.736813+00:00,2026-06-08T23:33:50,bc520dab7bbcb6bb,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2019_2020.parquet,.parquet,0.045,2026-06-08T19:48:46.237611+00:00,2026-06-08T21:48:46,d22a3ce39001f9d1,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2020_2021.parquet,.parquet,0.045,2026-06-08T19:50:36.954620+00:00,2026-06-08T21:50:36,f13e625f6ac9cab4,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2021_2022.parquet,.parquet,0.046,2026-06-08T19:52:25.011473+00:00,2026-06-08T21:52:25,4a3a74631abbcd68,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2022_2023.parquet,.parquet,0.045,2026-06-08T19:53:36.925529+00:00,2026-06-08T21:53:36,6c85548300139415,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2023_2024.parquet,.parquet,0.045,2026-06-08T19:55:06.808086+00:00,2026-06-08T21:55:06,21f673e9599cd189,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2024_2025.parquet,.parquet,0.044,2026-06-08T19:56:22.176929+00:00,2026-06-08T21:56:22,60c19ee0288ac598,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_bundesliga_2025_2026.parquet,.parquet,0.045,2026-06-08T19:57:35.691356+00:00,2026-06-08T21:57:35,103332abfbce1800,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2019_2020.parquet,.parquet,0.053,2026-06-08T21:16:55.646365+00:00,2026-06-08T23:16:55,1465d2bdf7fc2cee,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2020_2021.parquet,.parquet,0.055,2026-06-08T21:18:21.675908+00:00,2026-06-08T23:18:21,8b9ad05e08424d7e,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2021_2022.parquet,.parquet,0.055,2026-06-08T21:19:41.356169+00:00,2026-06-08T23:19:41,0f9985c912eea4aa,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2022_2023.parquet,.parquet,0.054,2026-06-08T21:20:57.438593+00:00,2026-06-08T23:20:57,07a415800edfeae1,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2023_2024.parquet,.parquet,0.055,2026-06-08T21:22:17.361650+00:00,2026-06-08T23:22:17,1c364cda3e055269,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2024_2025.parquet,.parquet,0.057,2026-06-08T21:23:31.015115+00:00,2026-06-08T23:23:31,7223e82b9f947a53,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_championship_2025_2026.parquet,.parquet,0.057,2026-06-08T21:25:23.329513+00:00,2026-06-08T23:25:23,9cae4201c7711ec7,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2019_2020.parquet,.parquet,0.045,2026-06-08T20:56:59.873914+00:00,2026-06-08T22:56:59,2c0d81de7bc04eb7,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2020_2021.parquet,.parquet,0.047,2026-06-08T20:58:20.580403+00:00,2026-06-08T22:58:20,ef811bb7292bf01c,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2021_2022.parquet,.parquet,0.047,2026-06-08T20:59:34.900396+00:00,2026-06-08T22:59:34,6bdde84d69a3ba98,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2022_2023.parquet,.parquet,0.047,2026-06-08T21:01:41.039877+00:00,2026-06-08T23:01:41,7a9890523c4b21f3,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2023_2024.parquet,.parquet,0.047,2026-06-08T21:03:02.044714+00:00,2026-06-08T23:03:02,ad68c8d6a09e5aba,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2024_2025.parquet,.parquet,0.047,2026-06-08T21:04:19.191633+00:00,2026-06-08T23:04:19,74c5385fcecb225c,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_eredivisie_2025_2026.parquet,.parquet,0.048,2026-06-08T21:05:20.900130+00:00,2026-06-08T23:05:20,ffd71da8a4b233e2,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_la_liga_2019_2020.parquet,.parquet,0.046,2026-06-08T19:38:37.260026+00:00,2026-06-08T21:38:37,a24e590c036f6900,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
data/raw/fbref/sprint_13b/soccerdata/playing_time/fbref_playing_time_la_liga_2020_2021.parquet,.parquet,0.048,2026-06-08T19:39:52.433405+00:00,2026-06-08T21:39:52,424cbb856869e521,,21,"nation, pos, age, born, Playing Time_MP, Playing Time_Min, Playing Time_Mn/MP, Playing Time_Min%, Playing Time_90s, Starts_Starts, Starts_Mn/Start, Starts_Compl, Subs_Subs, Subs_Mn/Sub, Subs_unSub, Team Success_PPM, Team Success_onG, Team Success_onGA, Team Success_+/-, Team Success_+/-90, Team Success_On-Off"
