dataset,has_contract_any,has_market_value_any,has_profile_any,has_contract_expiration,has_contract_end_date,has_months_remaining,has_days_remaining,has_free_agent,has_expiring_12m,has_market_value_eur,has_market_value_log,has_log_market_value_eur,has_latest_market_value,has_value_update_date,has_market_value_update_date,has_player_id_tm,has_player_name,has_player_name_fbref,has_player_name_tm,has_name,has_player,has_club,has_club_actual,has_league,has_position,has_position_group,has_age,has_season,has_season_start_year,contract_cols_found,value_cols_found,profile_cols_found
reports/sprint_13b/ml/feature_sets_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/ml/ml_model_comparison_raw_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/ml/ml_model_comparison_test_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/ml/ml_model_comparison_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/ml/ml_success_criteria_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/ml/predictions/04_ml_test_predictions_v13b.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/ml/predictions/04_ml_test_predictions_v13b.parquet,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/poc_playwright_fbref_html_results.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,"league, season"
reports/sprint_13b/poc_soccerdata_fbref_results.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,"league, season"
reports/sprint_13b/poc_soccerdata_fbref_team_season_results.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/03_advanced_feature_coefficients.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/03_econometric_model_coefficients.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/03_econometric_model_metrics.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/03_econometric_scored_player_seasons.parquet,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,,"market_value_eur, log_market_value_eur","player_id_tm, player_name, player_name_fbref, player_name_tm, club, league, position, position_group, age, season, season_start_year"
reports/sprint_13b/productive/03_econometric_test_predictions.parquet,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,,"market_value_eur, log_market_value_eur","player_id_tm, player_name, player_name_fbref, player_name_tm, club, league, position, position_group, age, season, season_start_year"
reports/sprint_13b/productive/03_inefficiency_by_league_test.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,league
reports/sprint_13b/productive/03_main_coefficients_advanced_features.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/03_overvalued_ranking.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name, club, league, position_group, age, season"
reports/sprint_13b/productive/03_strict_matching_metrics.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/03_undervalued_ranking.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name, club, league, position_group, age, season"
reports/sprint_13b/productive/advanced_features_contribution_ranking_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/advanced_features_coverage_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/advanced_features_importance_summary_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/advanced_features_performance_summary.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/correlation_advanced_features.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/feature_importance_all_aggregated_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/feature_importance_all_transformed_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/feature_importance_lightgbm_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/feature_importance_rf_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/feature_importance_xgboost_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/feature_sets_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/ml_model_comparison_raw_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/ml_model_comparison_test_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/ml_model_comparison_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/ml_success_criteria_v13b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/ols_model_comparison.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/sprint_13b/productive/predictions/04_ml_test_predictions_v13b.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/predictions/04_ml_test_predictions_v13b.parquet,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/scoring_dataset.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/scoring_dataset_confidence.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/scoring_dataset_growth.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/scoring_dataset_opportunity.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/scouting_shortlist.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/top_high_potential.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/top_low_risk.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/top_undervalued_by_league.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/top_undervalued_by_position.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/rankings/top_undervalued_global.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/sprint_13b/productive/vif_model_b.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/strategy/optimized_transfer_portfolio.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,,market_value_eur,"player_name_fbref, club, league, position, position_group, age"
reports/strategy/scenario_comparison.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/strategy/scenario_grid.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/strategy/scenario_grid_portfolios.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,,market_value_eur,"player_name_fbref, club, league, position, position_group, age"
reports/strategy/scenario_portfolios.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,,market_value_eur,"player_name_fbref, club, league, position, position_group, age"
reports/strategy/transfer_portfolio_dataset.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,,market_value_eur,"player_name_fbref, club, league, position, position_group, age"
reports/tables/01_dataset_summary.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/01_market_value_by_league.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,league
reports/tables/01_match_rate_by_league.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,league
reports/tables/01_match_rate_by_season.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,season
reports/tables/01_modeling_coverage_by_season.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,season
reports/tables/01_temporal_split_summary.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/02_baseline_coefficient_table.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/02_baseline_model_metrics.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/02_baseline_overvalued_ranking.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/tables/02_baseline_test_predictions.parquet,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, player_name_tm, club, league, position, position_group, age, season, season_start_year"
reports/tables/02_baseline_undervalued_ranking.csv,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,,market_value_eur,"player_name_fbref, club, league, position_group, age, season"
reports/tables/02_baseline_vif_table.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/03_econometric_model_coefficients.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/03_econometric_model_metrics.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/03_econometric_model_vif.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/03_overvalued_ranking.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","club, league, position_group, age, season"
reports/tables/03_player_season_with_inefficiency_scores.parquet,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","club, league, position_group, age, season"
reports/tables/03_undervalued_ranking.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,,"market_value_eur, log_market_value_eur","club, league, position_group, age, season"
reports/tables/explainability/feature_importance_comparison_top10.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/explainability/shap_global_importance.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/ml_model_metrics.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/ml_tuned_model_comparison.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/model_comparison.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/ols_model_metrics.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tables/transfermarkt_profile.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tm3_contract_audit/contract_column_candidates.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tm3_contract_audit/contract_coverage.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tm3_contract_audit/contract_coverage_by_league.csv,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,league
reports/tm3_contract_audit/contract_text_mentions.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tm3_contract_intelligence/contract_intelligence_dataset.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club_actual, league, position, position_group, age, season"
reports/tm3_contract_intelligence/contract_status_distribution.csv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,
reports/tm3_contract_intelligence/top_contract_opportunities.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club_actual, league, position, position_group, age, season"
reports/tm3_contract_intelligence/top_recruitment_contract_targets.csv,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,,"market_value_eur, log_market_value_eur","player_id_tm, player_name_fbref, club_actual, league, position, position_group, age, season"
