source,league,season,stat_type,status,rows,columns,output_path,error
soccerdata,ENG-Championship,2024-2025,shooting,ok,765.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_championship_2024_2025.parquet,
soccerdata,ENG-Championship,2024-2025,playing_time,ok,952.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_championship_2024_2025.parquet,
soccerdata,ENG-Championship,2024-2025,misc,ok,765.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_championship_2024_2025.parquet,
soccerdata,ENG-Championship,2025-2026,shooting,ok,791.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_championship_2025_2026.parquet,
soccerdata,ENG-Championship,2025-2026,playing_time,ok,944.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_championship_2025_2026.parquet,
soccerdata,ENG-Championship,2025-2026,misc,ok,791.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_championship_2025_2026.parquet,
soccerdata,BEL-Belgian Pro League,2019-2020,shooting,ok,463.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2019_2020.parquet,
soccerdata,BEL-Belgian Pro League,2019-2020,playing_time,ok,529.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2019_2020.parquet,
soccerdata,BEL-Belgian Pro League,2019-2020,misc,ok,463.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2019_2020.parquet,
soccerdata,BEL-Belgian Pro League,2020-2021,shooting,ok,545.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2020_2021.parquet,
soccerdata,BEL-Belgian Pro League,2020-2021,playing_time,ok,607.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2020_2021.parquet,
soccerdata,BEL-Belgian Pro League,2020-2021,misc,ok,545.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2020_2021.parquet,
soccerdata,BEL-Belgian Pro League,2021-2022,shooting,ok,538.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2021_2022.parquet,
soccerdata,BEL-Belgian Pro League,2021-2022,playing_time,ok,606.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2021_2022.parquet,
soccerdata,BEL-Belgian Pro League,2021-2022,misc,ok,538.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2021_2022.parquet,
soccerdata,BEL-Belgian Pro League,2022-2023,shooting,ok,540.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2022_2023.parquet,
soccerdata,BEL-Belgian Pro League,2022-2023,playing_time,ok,611.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2022_2023.parquet,
soccerdata,BEL-Belgian Pro League,2022-2023,misc,ok,540.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2022_2023.parquet,
soccerdata,BEL-Belgian Pro League,2023-2024,shooting,ok,502.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2023_2024.parquet,
soccerdata,BEL-Belgian Pro League,2023-2024,playing_time,ok,568.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2023_2024.parquet,
soccerdata,BEL-Belgian Pro League,2023-2024,misc,ok,502.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2023_2024.parquet,
soccerdata,BEL-Belgian Pro League,2024-2025,shooting,ok,515.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2024_2025.parquet,
soccerdata,BEL-Belgian Pro League,2024-2025,playing_time,ok,597.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2024_2025.parquet,
soccerdata,BEL-Belgian Pro League,2024-2025,misc,ok,515.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2024_2025.parquet,
soccerdata,BEL-Belgian Pro League,2025-2026,shooting,ok,496.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_belgian_pro_league_2025_2026.parquet,
soccerdata,BEL-Belgian Pro League,2025-2026,playing_time,ok,569.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_belgian_pro_league_2025_2026.parquet,
soccerdata,BEL-Belgian Pro League,2025-2026,misc,ok,496.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_belgian_pro_league_2025_2026.parquet,
soccerdata,AUT-Austrian Bundesliga,2019-2020,shooting,ok,352.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2019_2020.parquet,
soccerdata,AUT-Austrian Bundesliga,2019-2020,playing_time,ok,382.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2019_2020.parquet,
soccerdata,AUT-Austrian Bundesliga,2019-2020,misc,ok,352.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2019_2020.parquet,
soccerdata,AUT-Austrian Bundesliga,2020-2021,shooting,ok,341.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2020_2021.parquet,
soccerdata,AUT-Austrian Bundesliga,2020-2021,playing_time,ok,373.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2020_2021.parquet,
soccerdata,AUT-Austrian Bundesliga,2020-2021,misc,ok,341.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2020_2021.parquet,
soccerdata,AUT-Austrian Bundesliga,2021-2022,shooting,ok,349.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2021_2022.parquet,
soccerdata,AUT-Austrian Bundesliga,2021-2022,playing_time,ok,391.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2021_2022.parquet,
soccerdata,AUT-Austrian Bundesliga,2021-2022,misc,ok,349.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2021_2022.parquet,
soccerdata,AUT-Austrian Bundesliga,2022-2023,shooting,ok,350.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2022_2023.parquet,
soccerdata,AUT-Austrian Bundesliga,2022-2023,playing_time,ok,383.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2022_2023.parquet,
soccerdata,AUT-Austrian Bundesliga,2022-2023,misc,ok,350.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2022_2023.parquet,
soccerdata,AUT-Austrian Bundesliga,2023-2024,shooting,ok,331.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2023_2024.parquet,
soccerdata,AUT-Austrian Bundesliga,2023-2024,playing_time,ok,364.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2023_2024.parquet,
soccerdata,AUT-Austrian Bundesliga,2023-2024,misc,ok,331.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2023_2024.parquet,
soccerdata,AUT-Austrian Bundesliga,2024-2025,shooting,ok,358.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2024_2025.parquet,
soccerdata,AUT-Austrian Bundesliga,2024-2025,playing_time,ok,391.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2024_2025.parquet,
soccerdata,AUT-Austrian Bundesliga,2024-2025,misc,ok,358.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2024_2025.parquet,
soccerdata,AUT-Austrian Bundesliga,2025-2026,shooting,ok,344.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_austrian_bundesliga_2025_2026.parquet,
soccerdata,AUT-Austrian Bundesliga,2025-2026,playing_time,ok,392.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_austrian_bundesliga_2025_2026.parquet,
soccerdata,AUT-Austrian Bundesliga,2025-2026,misc,ok,344.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_austrian_bundesliga_2025_2026.parquet,
soccerdata,ESP-Segunda División,2019-2020,shooting,ok,688.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2019_2020.parquet,
soccerdata,ESP-Segunda División,2019-2020,playing_time,ok,774.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2019_2020.parquet,
soccerdata,ESP-Segunda División,2019-2020,misc,ok,688.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2019_2020.parquet,
soccerdata,ESP-Segunda División,2020-2021,shooting,ok,667.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2020_2021.parquet,
soccerdata,ESP-Segunda División,2020-2021,playing_time,ok,806.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2020_2021.parquet,
soccerdata,ESP-Segunda División,2020-2021,misc,ok,667.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2020_2021.parquet,
soccerdata,ESP-Segunda División,2021-2022,shooting,ok,686.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2021_2022.parquet,
soccerdata,ESP-Segunda División,2021-2022,playing_time,ok,812.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2021_2022.parquet,
soccerdata,ESP-Segunda División,2021-2022,misc,ok,686.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2021_2022.parquet,
soccerdata,ESP-Segunda División,2022-2023,shooting,ok,688.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2022_2023.parquet,
soccerdata,ESP-Segunda División,2022-2023,playing_time,ok,801.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2022_2023.parquet,
soccerdata,ESP-Segunda División,2022-2023,misc,ok,688.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2022_2023.parquet,
soccerdata,ESP-Segunda División,2023-2024,shooting,ok,672.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2023_2024.parquet,
soccerdata,ESP-Segunda División,2023-2024,playing_time,ok,795.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2023_2024.parquet,
soccerdata,ESP-Segunda División,2023-2024,misc,ok,672.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2023_2024.parquet,
soccerdata,ESP-Segunda División,2024-2025,shooting,ok,680.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2024_2025.parquet,
soccerdata,ESP-Segunda División,2024-2025,playing_time,ok,830.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2024_2025.parquet,
soccerdata,ESP-Segunda División,2024-2025,misc,ok,680.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2024_2025.parquet,
soccerdata,ESP-Segunda División,2025-2026,shooting,ok,698.0,15.0,data\raw\fbref\sprint_13b\soccerdata\shooting\fbref_shooting_segunda_division_2025_2026.parquet,
soccerdata,ESP-Segunda División,2025-2026,playing_time,ok,848.0,21.0,data\raw\fbref\sprint_13b\soccerdata\playing_time\fbref_playing_time_segunda_division_2025_2026.parquet,
soccerdata,ESP-Segunda División,2025-2026,misc,ok,698.0,17.0,data\raw\fbref\sprint_13b\soccerdata\misc\fbref_misc_segunda_division_2025_2026.parquet,
