dataset,file,variable,rows,non_null,coverage_pct,numeric_non_null,numeric_coverage_pct,min,max,mean,std
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('nation',_'')",352,351,0.9972,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('pos',_'')",352,352,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('age',_'')",352,352,1.0,352,1.0,15,36,24.321022727272727,4.439759635128417
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('born',_'')",352,352,1.0,352,1.0,1982,2003,1994.3068181818182,4.472411039077301
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('90s',_'')",352,352,1.0,352,1.0,0.0,32.0,11.963068181818182,9.11647015934776
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'gls')",352,352,1.0,352,1.0,0,30,1.7698863636363635,3.4444558017959483
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'sh')",352,352,1.0,352,1.0,0,105,13.96875,17.340946409140198
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'sot')",352,352,1.0,352,1.0,0,54,5.167613636363637,8.024732210645851
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'sot_pct')",352,297,0.8438,297,0.8438,0.0,100.0,30.686531986531985,21.205300055227944
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'sh_per_90')",352,352,1.0,352,1.0,0.0,8.57,1.2317045454545454,1.246441747241735
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'sot_per_90')",352,352,1.0,352,1.0,0.0,7.5,0.4465625,0.7258066357067131
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'g_per_sh')",352,297,0.8438,297,0.8438,0.0,0.5,0.08481481481481479,0.09759290124990841
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'g_per_sot')",352,247,0.7017,247,0.7017,0.0,1.0,0.27761133603238863,0.25717105983627603
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'pk')",352,352,1.0,352,1.0,0,4,0.13920454545454544,0.5447992318792337
shooting,fbref_shooting_austrian_bundesliga_2019_2020.parquet,"('standard',_'pkatt')",352,352,1.0,352,1.0,0,5,0.17897727272727273,0.6660775855028827
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('nation',_'')",341,339,0.9941,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('pos',_'')",341,341,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('age',_'')",341,341,1.0,341,1.0,16,37,23.93841642228739,4.478611505178558
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('born',_'')",341,341,1.0,341,1.0,1982,2004,1995.7126099706745,4.541908052377683
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('90s',_'')",341,341,1.0,341,1.0,0.0,32.0,12.336950146627565,9.621925701253806
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'gls')",341,341,1.0,341,1.0,0,27,1.6686217008797655,3.1189903401201775
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'sh')",341,341,1.0,341,1.0,0,121,14.234604105571847,18.114442699903872
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'sot')",341,341,1.0,341,1.0,0,56,5.231671554252199,7.948861913953483
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'sot_pct')",341,282,0.827,282,0.827,0.0,100.0,30.42163120567376,20.76225171464028
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'sh_per_90')",341,341,1.0,341,1.0,0.0,90.0,1.474809384164223,5.013779164230948
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'sot_per_90')",341,341,1.0,341,1.0,0.0,4.09,0.40384164222873903,0.5658592306985077
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'g_per_sh')",341,282,0.827,282,0.827,0.0,0.5,0.07567375886524821,0.08402511880438558
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'g_per_sot')",341,229,0.6716,229,0.6716,0.0,1.0,0.2635371179039302,0.24766129720600746
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'pk')",341,341,1.0,341,1.0,0,6,0.15249266862170088,0.5892926498370527
shooting,fbref_shooting_austrian_bundesliga_2020_2021.parquet,"('standard',_'pkatt')",341,341,1.0,341,1.0,0,8,0.1906158357771261,0.7408460399603695
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('nation',_'')",349,346,0.9914,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('pos',_'')",349,349,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('age',_'')",349,349,1.0,349,1.0,16,38,23.77936962750716,4.374038962202779
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('born',_'')",349,349,1.0,349,1.0,1983,2004,1996.8939828080229,4.411022428164761
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('90s',_'')",349,349,1.0,349,1.0,0.0,32.0,12.055873925501432,9.269161647054817
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'gls')",349,349,1.0,349,1.0,0,19,1.5530085959885387,2.7554905173680435
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'sh')",349,349,1.0,349,1.0,0,76,13.882521489971346,15.76116493348763
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'sot')",349,349,1.0,349,1.0,0,36,4.828080229226361,6.417398408885983
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'sot_pct')",349,291,0.8338,291,0.8338,0.0,100.0,34.067010309278366,22.088440048802642
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'sh_per_90')",349,349,1.0,349,1.0,0.0,16.88,1.238968481375358,1.4398776974057483
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'sot_per_90')",349,349,1.0,349,1.0,0.0,11.25,0.4710601719197708,0.8207585287165098
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'g_per_sh')",349,291,0.8338,291,0.8338,0.0,0.5,0.08556701030927835,0.10633034800999894
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'g_per_sot')",349,261,0.7479,261,0.7479,0.0,1.0,0.26471264367816094,0.27723569151033717
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'pk')",349,349,1.0,349,1.0,0,6,0.1318051575931232,0.6295796872652428
shooting,fbref_shooting_austrian_bundesliga_2021_2022.parquet,"('standard',_'pkatt')",349,349,1.0,349,1.0,0,7,0.166189111747851,0.7317924606835527
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('nation',_'')",350,350,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('pos',_'')",350,350,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('age',_'')",350,350,1.0,350,1.0,16,39,23.731428571428573,4.3509226652856
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('born',_'')",350,350,1.0,350,1.0,1983,2006,1997.9657142857143,4.336025067407031
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('90s',_'')",350,350,1.0,350,1.0,0.0,31.6,12.03542857142857,9.328303771236495
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'gls')",350,350,1.0,350,1.0,0,21,1.5857142857142856,2.967314093035894
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'sh')",350,350,1.0,350,1.0,0,91,13.594285714285714,15.382830879848443
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'sot')",350,350,1.0,350,1.0,0,46,4.882857142857143,6.988364694047663
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'sot_pct')",350,289,0.8257,289,0.8257,0.0,100.0,30.661245674740478,20.55369880469249
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'sh_per_90')",350,350,1.0,350,1.0,0.0,30.0,1.351142857142857,2.074947676253433
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'sot_per_90')",350,350,1.0,350,1.0,0.0,4.62,0.4209428571428572,0.5808273637878683
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'g_per_sh')",350,289,0.8257,289,0.8257,0.0,0.5,0.08224913494809688,0.10063061685986181
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'g_per_sot')",350,241,0.6886,241,0.6886,0.0,1.0,0.265850622406639,0.25376047287424613
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'pk')",350,350,1.0,350,1.0,0,5,0.13428571428571429,0.5371274851703454
shooting,fbref_shooting_austrian_bundesliga_2022_2023.parquet,"('standard',_'pkatt')",350,350,1.0,350,1.0,0,5,0.15714285714285714,0.5969289669363891
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('nation',_'')",331,330,0.997,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('pos',_'')",331,331,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('age',_'')",331,331,1.0,331,1.0,17,37,23.921450151057403,4.298681159247705
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('born',_'')",331,331,1.0,331,1.0,1985,2006,1998.7643504531723,4.2851467692934575
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('90s',_'')",331,331,1.0,331,1.0,0.0,32.0,12.720241691842903,9.47986932218216
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'gls')",331,331,1.0,331,1.0,0,20,1.459214501510574,2.6595735564812872
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'sh')",331,331,1.0,331,1.0,0,83,13.716012084592146,15.691660121914179
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'sot')",331,331,1.0,331,1.0,0,44,4.706948640483383,6.732232287293828
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'sot_pct')",331,277,0.8369,277,0.8369,0.0,100.0,29.96823104693141,21.19520047814464
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'sh_per_90')",331,331,1.0,331,1.0,0.0,12.86,1.1882477341389726,1.3806561721567565
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'sot_per_90')",331,331,1.0,331,1.0,0.0,3.46,0.38135951661631423,0.5032828237275335
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'g_per_sh')",331,277,0.8369,277,0.8369,0.0,1.0,0.0752707581227437,0.11557206004093
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'g_per_sot')",331,232,0.7009,232,0.7009,0.0,1.0,0.2414655172413793,0.2506657950282286
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'pk')",331,331,1.0,331,1.0,0,7,0.1268882175226586,0.614646227057899
shooting,fbref_shooting_austrian_bundesliga_2023_2024.parquet,"('standard',_'pkatt')",331,331,1.0,331,1.0,0,7,0.1661631419939577,0.6783693174663745
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('nation',_'')",358,355,0.9916,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('pos',_'')",358,358,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('age',_'')",358,358,1.0,358,1.0,15,37,23.723463687150836,4.44185053198975
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('born',_'')",358,358,1.0,358,1.0,1987,2008,1999.9245810055866,4.446685004251274
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('90s',_'')",358,358,1.0,358,1.0,0.0,32.0,11.756983240223464,9.541235516818217
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'gls')",358,358,1.0,358,1.0,0,14,1.4162011173184357,2.500972378694004
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'sh')",358,358,1.0,358,1.0,0,85,13.162011173184357,15.760159975154181
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'sot')",358,358,1.0,358,1.0,0,38,4.483240223463687,6.411517874913734
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'sot_pct')",358,285,0.7961,285,0.7961,0.0,100.0,29.38736842105263,18.793356869293067
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'sh_per_90')",358,358,1.0,358,1.0,0.0,12.86,1.173435754189944,1.3158151067002455
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'sot_per_90')",358,358,1.0,358,1.0,0.0,12.86,0.3962569832402235,0.8083243108293282
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'g_per_sh')",358,285,0.7961,285,0.7961,0.0,0.5,0.0781754385964912,0.08958533637378856
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'g_per_sot')",358,241,0.6732,241,0.6732,0.0,1.0,0.26456431535269714,0.2505725049188361
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'pk')",358,358,1.0,358,1.0,0,8,0.12011173184357542,0.6606914202160735
shooting,fbref_shooting_austrian_bundesliga_2024_2025.parquet,"('standard',_'pkatt')",358,358,1.0,358,1.0,0,8,0.1424581005586592,0.7479844754742198
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('nation',_'')",344,342,0.9942,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('pos',_'')",344,344,1.0,0,0.0,,,,
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('age',_'')",344,344,1.0,344,1.0,16,36,23.86046511627907,4.254067621491887
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('born',_'')",344,344,1.0,344,1.0,1988,2009,2000.7906976744187,4.225057224432846
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('90s',_'')",344,344,1.0,344,1.0,0.0,32.0,12.232267441860465,9.986803512956508
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'gls')",344,344,1.0,344,1.0,0,15,1.4593023255813953,2.5540399784536976
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'sh')",344,344,1.0,344,1.0,0,91,13.529069767441861,16.414076063235957
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'sot')",344,344,1.0,344,1.0,0,36,4.409883720930233,6.484609812311504
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'sot_pct')",344,285,0.8285,285,0.8285,0.0,100.0,27.663859649122806,20.207401530131243
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'sh_per_90')",344,344,1.0,344,1.0,0.0,18.0,1.2463081395348836,1.5260270750010234
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'sot_per_90')",344,344,1.0,344,1.0,0.0,18.0,0.42642441860465113,1.0870921735012666
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'g_per_sh')",344,285,0.8285,285,0.8285,0.0,0.5,0.07389473684210528,0.08854013258311415
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'g_per_sot')",344,231,0.6715,231,0.6715,0.0,1.0,0.2800000000000001,0.25803774580644123
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'pk')",344,344,1.0,344,1.0,0,7,0.16279069767441862,0.6848713376012558
shooting,fbref_shooting_austrian_bundesliga_2025_2026.parquet,"('standard',_'pkatt')",344,344,1.0,344,1.0,0,8,0.19186046511627908,0.7699479542107824
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('nation',_'')",463,462,0.9978,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('pos',_'')",463,463,1.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('age',_'')",463,463,1.0,463,1.0,16,38,24.23974082073434,4.221258498280352
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('born',_'')",463,463,1.0,463,1.0,1981,2002,1994.4233261339093,4.241372214689053
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('90s',_'')",463,463,1.0,463,1.0,0.0,29.0,10.996328293736502,8.698485184102491
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'gls')",463,463,1.0,463,1.0,0,18,1.3714902807775378,2.4863713679679442
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'sh')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'sot')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'sot_pct')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'sh_per_90')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'sot_per_90')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'g_per_sh')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'g_per_sot')",463,0,0.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'pk')",463,463,1.0,463,1.0,0,6,0.12311015118790497,0.5697700633324733
shooting,fbref_shooting_belgian_pro_league_2019_2020.parquet,"('standard',_'pkatt')",463,463,1.0,463,1.0,0,7,0.15334773218142547,0.6711628324421519
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('nation',_'')",545,544,0.9982,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('pos',_'')",545,545,1.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('age',_'')",545,545,1.0,545,1.0,15,39,24.47889908256881,4.4025409064325185
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('born',_'')",545,545,1.0,545,1.0,1981,2004,1995.154128440367,4.414434297539864
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('90s',_'')",545,545,1.0,545,1.0,0.0,34.0,12.309357798165138,10.005805509217598
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'gls')",545,545,1.0,545,1.0,0,29,1.6422018348623852,3.2356099291477594
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'sh')",545,544,0.9982,544,0.9982,0,109,13.931985294117647,18.519935178016734
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'sot')",545,544,0.9982,544,0.9982,0,48,5.0349264705882355,7.808756523776506
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'sot_pct')",545,440,0.8073,440,0.8073,0.0,100.0,32.48727272727273,22.597055099082336
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'sh_per_90')",545,544,0.9982,544,0.9982,0.0,22.5,1.213345588235294,1.5608008468935881
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'sot_per_90')",545,544,0.9982,544,0.9982,0.0,22.5,0.4409742647058823,1.1489053030101783
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'g_per_sh')",545,440,0.8073,440,0.8073,0.0,1.0,0.08872727272727274,0.13571113024293957
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'g_per_sot')",545,369,0.6771,369,0.6771,0.0,2.0,0.26883468834688345,0.2944550923352226
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'pk')",545,545,1.0,545,1.0,0,8,0.1761467889908257,0.7848401723028979
shooting,fbref_shooting_belgian_pro_league_2020_2021.parquet,"('standard',_'pkatt')",545,545,1.0,545,1.0,0,10,0.22568807339449543,0.9425017231343246
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('nation',_'')",538,537,0.9981,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('pos',_'')",538,538,1.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('age',_'')",538,538,1.0,538,1.0,15,38,24.05390334572491,4.3636890077093815
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('born',_'')",538,538,1.0,538,1.0,1983,2005,1996.6059479553903,4.377116081290585
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('90s',_'')",538,538,1.0,538,1.0,0.0,34.0,12.407434944237918,10.131264207939063
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'gls')",538,538,1.0,538,1.0,0,25,1.6078066914498141,3.21433220020714
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'sh')",538,538,1.0,538,1.0,0,129,14.496282527881041,19.3163650846608
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'sot')",538,538,1.0,538,1.0,0,55,5.128252788104089,8.145802469533892
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'sot_pct')",538,432,0.803,432,0.803,0.0,100.0,30.902083333333323,21.728034652245654
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'sh_per_90')",538,538,1.0,538,1.0,0.0,20.0,1.294182156133829,1.7577157865036677
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'sot_per_90')",538,538,1.0,538,1.0,0.0,10.0,0.4637360594795539,0.944804070138646
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'g_per_sh')",538,432,0.803,432,0.803,0.0,1.0,0.0813888888888889,0.12206618974573172
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'g_per_sot')",538,361,0.671,361,0.671,0.0,1.0,0.25797783933518004,0.26706025029067604
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'pk')",538,538,1.0,538,1.0,0,6,0.120817843866171,0.5645433548736781
shooting,fbref_shooting_belgian_pro_league_2021_2022.parquet,"('standard',_'pkatt')",538,538,1.0,538,1.0,0,8,0.15613382899628253,0.7049766671579142
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('nation',_'')",540,537,0.9944,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('pos',_'')",540,540,1.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('age',_'')",540,540,1.0,540,1.0,16,37,23.825925925925926,4.379416569998247
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('born',_'')",540,540,1.0,540,1.0,1984,2006,1997.835185185185,4.420464192391786
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('90s',_'')",540,540,1.0,540,1.0,0.0,34.0,12.414074074074074,10.099509809835107
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'gls')",540,540,1.0,540,1.0,0,20,1.6611111111111112,2.938132423796619
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'sh')",540,540,1.0,540,1.0,0,95,13.612962962962962,16.866171325315
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'sot')",540,540,1.0,540,1.0,0,48,4.992592592592593,7.1979653858864845
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'sot_pct')",540,444,0.8222,444,0.8222,0.0,100.0,33.12545045045046,22.661385221513058
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'sh_per_90')",540,540,1.0,540,1.0,0.0,11.25,1.2344444444444445,1.356930901653239
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'sot_per_90')",540,540,1.0,540,1.0,0.0,9.0,0.4843703703703704,0.8690374752812886
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'g_per_sh')",540,444,0.8222,444,0.8222,0.0,1.0,0.08639639639639639,0.11621217299306595
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'g_per_sot')",540,373,0.6907,373,0.6907,0.0,1.0,0.26670241286863267,0.26116490468743875
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'pk')",540,540,1.0,540,1.0,0,6,0.20185185185185187,0.8069711898218555
shooting,fbref_shooting_belgian_pro_league_2022_2023.parquet,"('standard',_'pkatt')",540,540,1.0,540,1.0,0,6,0.2462962962962963,0.8955078498132589
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('nation',_'')",502,500,0.996,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('pos',_'')",502,502,1.0,0,0.0,,,,
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('age',_'')",502,502,1.0,502,1.0,15,37,23.65139442231076,4.444376568389033
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('born',_'')",502,502,1.0,502,1.0,1986,2008,1998.9980079681275,4.457606477127204
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('90s',_'')",502,502,1.0,502,1.0,0.0,40.0,13.594223107569722,11.436026455541288
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'gls')",502,502,1.0,502,1.0,0,26,1.701195219123506,3.1689547200459725
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'sh')",502,502,1.0,502,1.0,0,158,16.252988047808763,21.55515001227672
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'sot')",502,502,1.0,502,1.0,0,56,5.766932270916334,8.588593265653506
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'sot_pct')",502,406,0.8088,406,0.8088,0.0,100.0,31.932758620689654,21.365764371677336
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'sh_per_90')",502,502,1.0,502,1.0,0.0,22.5,1.3250796812749006,1.7198484051079599
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'sot_per_90')",502,502,1.0,502,1.0,0.0,11.25,0.4420318725099602,0.7875122246493291
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'g_per_sh')",502,406,0.8088,406,0.8088,0.0,1.0,0.08233990147783249,0.123790714400726
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'g_per_sot')",502,342,0.6813,342,0.6813,0.0,1.0,0.2515204678362573,0.25651173054713294
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'pk')",502,502,1.0,502,1.0,0,8,0.14940239043824702,0.7032783521146918
shooting,fbref_shooting_belgian_pro_league_2023_2024.parquet,"('standard',_'pkatt')",502,502,1.0,502,1.0,0,8,0.199203187250996,0.8383041541350732
