model,MAE,RMSE,R2
random_forest,0.7842850175200475,0.9914684067886126,0.43349013521219937
gradient_boosting,0.8030162302949825,1.0048604894257938,0.41808271489086735
hist_gradient_boosting,0.7955670768170914,1.0093482203207282,0.41287339540732504
