model,split,n,MAE_log,RMSE_log,R2
M2_base_FE,test,776,0.7736621126897305,0.9593360173384555,0.4505492104920864
M3_final_FE_advanced,test,776,0.7736621126897305,0.9593360173384555,0.4505492104920864
M1_base_no_FE,test,776,1.017222517825628,1.2255509663519213,0.1032940419882068
M0_mean_train,test,776,1.0776844729764157,1.2999809230753772,-0.008930521541818282
M2_base_FE,train,3940,0.7968702136305377,0.9786953639188148,0.4228654114121162
M3_final_FE_advanced,train,3940,0.7968702136305377,0.9786953639188148,0.4228654114121162
M1_base_no_FE,train,3940,1.0245639962336899,1.2257353399543445,0.09473556987400955
M0_mean_train,train,3940,1.0751246673950985,1.2882761880413673,0.0
