player_id_tm,player_name,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,market_value_gap_pct,log_market_value_eur,predicted_log_market_value,inefficiency_score,inefficiency_score_z,confidence_score,opportunity_score,matching_method,matching_confidence,age_diff,club_score
810092.0,Warren Zaïre-Emery,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,18.759753593429156,2050,60000000.0,5598351.675171412,-54401648.32482859,-0.9066941387471431,17.909855120186375,15.537982768658372,-2.371872351528003,-2.423504227128176,1.0,-2.423504227128176,exact_age_club_validated,1.0,0.7597535934291564,73.07692307692308
974982.0,Ousmane Diomande,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,21.04312114989733,2521,40000000.0,2540441.45058311,-37459558.54941689,-0.9364889637354223,17.50439001207821,14.747848423335515,-2.756541588742696,-2.8165470997074746,0.85,-2.3940650347513532,exact_age_validated,0.85,1.0431211498973312,59.45945945945945
650568.0,António Silva,Benfica,Sport Lisboa e Benfica,Liga Portugal,2024-2025,DEF,20.941820670773442,2037,40000000.0,2603503.491457364,-37396496.508542635,-0.9349124127135658,17.50439001207821,14.772368592647132,-2.7320214194310797,-2.7914931654439727,0.85,-2.372769190627377,exact_age_validated,0.85,0.941820670773442,48.275862068965516
565424.0,Johan Bakayoko,PSV,RasenBallsport Leipzig,Eredivisie,2024-2025,MID,21.661875427789184,1579,40000000.0,2782499.4946849626,-37217500.505315036,-0.9304375126328759,17.50439001207821,14.838860180527135,-2.6655298315510763,-2.723554161815956,0.85,-2.3150210375435627,exact_age_validated,0.85,0.6618754277891838,16.000000000000004
616341.0,Nuno Mendes,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.477754962354553,1676,55000000.0,6080060.220549986,-48919939.779450014,-0.8894534505354548,17.822843743196746,15.62052515858902,-2.202318584607726,-2.2502595453087353,1.0,-2.2502595453087353,exact_age_club_validated,1.0,0.4777549623545525,73.07692307692308
580195.0,Jamal Musiala,Bayern Munich,FC Bayern München,Bundesliga,2024-2025,MID,21.39082819986311,1798,130000000.0,14862035.558390561,-115137964.44160944,-0.8856766495508419,18.683045008419857,16.514320570267714,-2.168724438152143,-2.21593410790085,1.0,-2.21593410790085,exact_age_club_validated,1.0,0.39082819986310824,80.0
473169.0,Brian Brobbey,Ajax,Sunderland Association Football Club,Eredivisie,2024-2025,ATT,22.874743326488705,1555,30000000.0,2346292.4955118205,-27653707.504488178,-0.9217902501496059,17.216707939626428,14.668346978817638,-2.5483609608087896,-2.6038347117583527,0.85,-2.2132595049946,exact_age_validated,0.85,0.874743326488705,9.999999999999998
792380.0,Aleksandar Pavlovic,Bayern Munich,FC Bayern München,Bundesliga,2024-2025,MID,20.435318275154003,1451,50000000.0,5734006.404377428,-44265993.59562257,-0.8853198719124514,17.72753356339242,15.56192504233753,-2.1656085210548905,-2.212750362261373,1.0,-2.212750362261373,exact_age_club_validated,1.0,0.43531827515400323,80.0
646740.0,Gavi,Barcelona,Futbol Club Barcelona,LaLiga,2024-2025,MID,20.39425051334702,1085,80000000.0,6331678.712525061,-73668321.28747495,-0.9208540160934369,18.197537192638155,15.661075958412237,-2.536461234225918,-2.5916759471196564,0.85,-2.202924555051708,exact_age_validated,0.85,1.3942505133470213,60.0
847278.0,Karim Konaté,RB Salzburg,Fußballclub Red Bull Salzburg,Austrian Bundesliga,2024-2025,ATT,20.7419575633128,753,18000000.0,1555025.3607328637,-16444974.639267135,-0.9136097021815075,16.70588231586044,14.257002412615446,-2.4488799032449933,-2.502188110342502,0.85,-2.126859893791127,exact_age_validated,0.85,0.7419575633127984,50.0
904802.0,Jorrel Hato,Ajax,Chelsea Football Club,Eredivisie,2024-2025,DEF,18.781656399726216,2588,30000000.0,2669177.974866584,-27330822.025133416,-0.9110274008377806,17.216707939626428,14.79728110839152,-2.419426831234908,-2.4720938919616655,0.85,-2.1012798081674156,exact_age_validated,0.85,0.7816563997262165,16.000000000000004
661171.0,Willian Pacho,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,22.976043805612594,2132,40000000.0,5177652.682215591,-34822347.317784406,-0.8705586829446101,17.50439001207821,15.459862361380678,-2.0445276506975336,-2.089033754600605,1.0,-2.089033754600605,exact_age_club_validated,1.0,0.9760438056125942,73.07692307692308
864799.0,Stefan Bajcetic,RB Salzburg,Liverpool Football Club,Austrian Bundesliga,2024-2025,MID,20.1533196440794,614,9000000.0,865068.4485430773,-8134931.551456923,-0.9038812834952137,16.012735135300492,13.670563914046976,-2.3421712212535155,-2.3931565506504207,0.85,-2.0341830680528576,exact_age_validated,0.85,1.1533196440793994,29.411764705882348
640428.0,Eduardo Camavinga,Real Madrid,Real Madrid Club de Fútbol,LaLiga,2024-2025,DEF,22.130047912388775,1102,80000000.0,7891416.11175447,-72108583.88824552,-0.901357298603069,18.197537192638155,15.88128615856179,-2.3162510340763642,-2.3666721223668703,0.85,-2.01167130401184,exact_age_validated,0.85,1.1300479123887754,59.45945945945945
581678.0,Jude Bellingham,Real Madrid,Real Madrid Club de Fútbol,LaLiga,2024-2025,MID,21.49760438056126,2488,180000000.0,18185521.62907617,-161814478.37092382,-0.8989693242829101,19.008467408854486,16.71613632057122,-2.292331088283266,-2.342231477529931,0.85,-1.9908967559004414,exact_age_validated,0.85,0.4976043805612598,59.45945945945945
971570.0,Endrick,Real Madrid,Olympique Lyonnais,LaLiga,2024-2025,ATT,18.43668720054757,363,40000000.0,4049361.418374282,-35950638.581625715,-0.8987659645406428,17.50439001207821,15.214069752175309,-2.2903202599029022,-2.3401768766249957,0.85,-1.9891503451312462,exact_age_validated,0.85,0.4366872005475706,27.586206896551722
557407.0,Devyne Rensch,Ajax,Associazione Sportiva Roma,Eredivisie,2024-2025,DEF,21.913757700205338,1113,12000000.0,1332414.0133563844,-10667585.986643616,-0.888965498886968,16.300417207752275,14.102502902625808,-2.197914305126467,-2.2457593916923706,0.85,-1.908895482938515,exact_age_validated,0.85,0.9137577002053376,13.33333333333333
662131.0,Ahmetcan Kaplan,Ajax,Nijmegen Eendracht Combinatie,Eredivisie,2024-2025,DEF,21.744010951403148,562,8000000.0,890853.88872444,-7109146.11127556,-0.888643263909445,15.89495209964411,13.699935707286896,-2.195016392357214,-2.2427983959871804,0.85,-1.9063786365891033,exact_age_validated,0.85,0.7440109514031477,12.121212121212121
872171.0,Lucas Beraldo,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,DEF,21.045859000684462,2011,30000000.0,4853301.245101603,-25146698.7548984,-0.8382232918299466,17.216707939626428,15.39516970045664,-1.8215382391697883,-1.8611902194735261,1.0,-1.8611902194735261,exact_age_club_validated,1.0,1.0458590006844624,73.07692307692308
618472.0,Castello Lukeba,RB Leipzig,RasenBallsport Leipzig,Bundesliga,2024-2025,DEF,22.00958247775496,1577,50000000.0,5932647.380567474,-44067352.619432524,-0.8813470523886505,17.72753356339242,15.595981109894133,-2.131552453498287,-2.177952948467321,0.85,-1.8512600061972229,exact_age_validated,0.85,1.009582477754961,62.5
683840.0,Pedri,Barcelona,Futbol Club Barcelona,LaLiga,2024-2025,MID,22.088980150581794,2879,100000000.0,12115458.528183205,-87884541.4718168,-0.8788454147181679,18.420680743952367,16.309992759488747,-2.1106879844636204,-2.1566342932413245,0.85,-1.8331391492551257,exact_age_validated,0.85,1.0889801505817935,60.0
548193.0,Zeno Debast,Sporting CP,Sporting Clube de Portugal,Liga Portugal,2024-2025,DEF,20.958247775496236,2126,22000000.0,2706645.2088798992,-19293354.7911201,-0.8769706723236409,16.90655301132259,14.811220495684594,-2.0953325156379954,-2.140944560366592,0.85,-1.8198028763116032,exact_age_validated,0.85,0.9582477754962362,59.45945945945945
