import time: self [us] | cumulative | imported package
import time:      1198 |       2615 |       pandas.io.pickle
import time:      1451 |       1451 |         pandas.core.computation.pytables
import time:      2896 |       4347 |       pandas.io.pytables
import time:      1893 |       1893 |         pandas.io.sas.sasreader
import time:      1662 |       3555 |       pandas.io.sas
import time:      1490 |       1490 |       pandas.io.spss
import time:      3154 |       3154 |       pandas.io.sql
import time:      1865 |       1865 |       pandas.io.xml
import time:      1505 |      40916 |     pandas.io.api
import time:      1828 |       1828 |     pandas.util._tester
import time:      1016 |       1016 |     pandas._version_meson
import time:      4026 |    1256168 |   pandas
import time:      3677 |       3677 |         _plotly_utils
import time:      1646 |       5322 |       _plotly_utils.importers
import time:      2834 |       2834 |         email
import time:      1372 |       1372 |             quopri
import time:      1102 |       1102 |               email._parseaddr
import time:      1206 |       1206 |                 email.base64mime
import time:       974 |        974 |                 email.quoprimime
import time:      1513 |       1513 |                 email.errors
import time:       925 |        925 |                 email.encoders
import time:      1450 |       6067 |               email.charset
import time:      1796 |       8964 |             email.utils
import time:      1967 |       1967 |               email.header
import time:      1015 |       2982 |             email._policybase
import time:      1149 |       1149 |             email._encoded_words
import time:      1105 |       1105 |             email.iterators
import time:      2318 |      17887 |           email.message
import time:      1363 |       1363 |             importlib.metadata._functools
import time:      1406 |       2768 |           importlib.metadata._text
import time:      1247 |      21901 |         importlib.metadata._adapters
import time:      1037 |       1037 |         importlib.metadata._meta
import time:       941 |        941 |         importlib.metadata._collections
import time:       651 |        651 |         importlib.metadata._itertools
import time:      1232 |       1232 |                 importlib.resources.abc
import time:      1100 |       1100 |                 importlib.resources._adapters
import time:      1055 |       3386 |               importlib.resources._common
import time:       767 |        767 |               importlib.resources._legacy
import time:      1808 |       5960 |             importlib.resources
import time:        24 |       5984 |           importlib.resources.abc
import time:      1624 |       7607 |         importlib.abc
import time:      2540 |      37508 |       importlib.metadata
import time:      2014 |       2014 |         email.feedparser
import time:      1493 |       3506 |       email.parser
import time:      8233 |      54569 |     plotly
import time:      2299 |      56868 |   plotly.graph_objects
import time:      2566 |       2566 |     streamlit.logger
import time:      1166 |       1166 |           blinker._utilities
import time:      2264 |       3430 |         blinker.base
import time:      3323 |       6753 |       blinker
import time:      1247 |       1247 |           urllib.response
import time:      1190 |       2437 |         urllib.error
import time:      2511 |       2511 |             http
import time:     11410 |      11410 |               _ssl
import time:      4778 |      16187 |             ssl
import time:      2153 |      20850 |           http.client
import time:      1236 |       1236 |           nturl2path
import time:      2188 |      24274 |         urllib.request
import time:     49049 |      49049 |           streamlit.env_util
import time:      1631 |       1631 |                 streamlit.proto
import time:      1221 |       1221 |                   google
import time:      1580 |       2801 |                 google.protobuf
import time:      1431 |       1431 |                   google.protobuf.internal
import time:       112 |        112 |                     google.protobuf.internal._api_implementation
import time:      1459 |       1459 |                     google.protobuf.message
import time:      1207 |       1207 |                     google.protobuf.internal.enum_type_wrapper
import time:       112 |        112 |                     google.protobuf.enable_deterministic_proto_serialization
import time:      6769 |       9657 |                   google.protobuf.internal.api_implementation
import time:      2480 |      13568 |                 google.protobuf.descriptor
import time:       985 |        985 |                   google.protobuf.descriptor_database
import time:      1361 |       1361 |                   google.protobuf.text_encoding
import time:      1001 |       1001 |                   google.protobuf.internal.python_edition_defaults
import time:      1132 |       1132 |                       encodings.raw_unicode_escape
import time:      1119 |       1119 |                       encodings.unicode_escape
import time:      1635 |       1635 |                         google.protobuf.internal.containers
import time:      1006 |       1006 |                           google.protobuf.internal.wire_format
import time:      1193 |       2199 |                         google.protobuf.internal.encoder
import time:      1297 |       5131 |                       google.protobuf.internal.decoder
import time:      1382 |       1382 |                       google.protobuf.internal.type_checkers
import time:      1177 |       1177 |                       google.protobuf.unknown_fields
import time:      2024 |      11962 |                     google.protobuf.text_format
import time:      1010 |       1010 |                     google.protobuf.internal.extension_dict
import time:       881 |        881 |                     google.protobuf.internal.message_listener
import time:       853 |        853 |                       google.protobuf.internal.field_mask
import time:      1172 |       2024 |                     google.protobuf.internal.well_known_types
import time:      1276 |      17151 |                   google.protobuf.internal.python_message
import time:      1513 |      22008 |                 google.protobuf.descriptor_pool
import time:       998 |        998 |                     google.protobuf.pyext
import time:      1163 |       1163 |                     google.protobuf.pyext.cpp_message
import time:      1838 |       3998 |                   google.protobuf.message_factory
import time:      1189 |       5186 |                 google.protobuf.symbol_database
import time:      1073 |       1073 |                   google.protobuf.reflection
import time:       904 |       1976 |                 google.protobuf.internal.builder
import time:      8508 |      55675 |               streamlit.proto.RootContainer_pb2
import time:      1419 |      57094 |             streamlit.util
import time:      2185 |      59279 |           streamlit.errors
import time:      1328 |     109656 |         streamlit.cli_util
import time:      1081 |       1081 |         streamlit.url_util
import time:      1868 |       1868 |             fractions
import time:      1409 |       3277 |           streamlit.string_util
import time:       785 |       4061 |         streamlit.config_option
import time:      1418 |       1418 |             streamlit.elements
import time:      1582 |       2999 |           streamlit.elements.lib
import time:      1460 |       4458 |         streamlit.elements.lib.color_util
import time:      1830 |     147794 |       streamlit.config_util
import time:       556 |        556 |       streamlit.development
import time:      1110 |       1110 |       streamlit.file_util
import time:      4002 |     160212 |     streamlit.config
import time:      3053 |       3053 |     streamlit.version
import time:       972 |        972 |     streamlit.delta_generator_singletons
import time:       885 |        885 |             streamlit.proto.WidthConfig_pb2
import time:       878 |       1763 |           streamlit.proto.Alert_pb2
import time:       829 |        829 |           streamlit.proto.Audio_pb2
import time:       890 |        890 |             streamlit.proto.LabelVisibility_pb2
import time:       734 |       1623 |           streamlit.proto.AudioInput_pb2
import time:      1107 |       1107 |           streamlit.proto.Balloons_pb2
import time:       952 |        952 |             streamlit.proto.ArrowData_pb2
import time:      1268 |       2220 |           streamlit.proto.BidiComponent_pb2
import time:       907 |        907 |             streamlit.proto.ButtonLikeIconPosition_pb2
import time:      1149 |       2056 |           streamlit.proto.Button_pb2
import time:       946 |        946 |           streamlit.proto.ButtonGroup_pb2
import time:       905 |        905 |           streamlit.proto.CameraInput_pb2
import time:       973 |        973 |           streamlit.proto.ChatInput_pb2
import time:       743 |        743 |           streamlit.proto.Checkbox_pb2
import time:       947 |        947 |           streamlit.proto.Code_pb2
import time:      1000 |       1000 |           streamlit.proto.ColorPicker_pb2
import time:       907 |        907 |           streamlit.proto.Components_pb2
import time:       911 |        911 |           streamlit.proto.Dataframe_pb2
import time:       970 |        970 |           streamlit.proto.DateInput_pb2
import time:       736 |        736 |           streamlit.proto.DateTimeInput_pb2
import time:       828 |        828 |           streamlit.proto.DeckGlJsonChart_pb2
import time:       809 |        809 |           streamlit.proto.DownloadButton_pb2
import time:      1129 |       1129 |           streamlit.proto.Empty_pb2
import time:       674 |        674 |           streamlit.proto.Exception_pb2
import time:       891 |        891 |           streamlit.proto.Favicon_pb2
import time:      1159 |       1159 |           streamlit.proto.Feedback_pb2
import time:      1430 |       1430 |           streamlit.proto.FileUploader_pb2
import time:      1426 |       1426 |           streamlit.proto.GraphVizChart_pb2
import time:       717 |        717 |           streamlit.proto.Heading_pb2
import time:       868 |        868 |           streamlit.proto.HeightConfig_pb2
import time:       777 |        777 |           streamlit.proto.Help_pb2
import time:       883 |        883 |           streamlit.proto.Html_pb2
import time:      1362 |       1362 |           streamlit.proto.IFrame_pb2
import time:       915 |        915 |           streamlit.proto.Image_pb2
import time:       833 |        833 |           streamlit.proto.Json_pb2
import time:       987 |        987 |           streamlit.proto.LinkButton_pb2
import time:      1297 |       1297 |           streamlit.proto.Markdown_pb2
import time:       873 |        873 |           streamlit.proto.MenuButton_pb2
import time:       948 |        948 |           streamlit.proto.Metric_pb2
import time:      1105 |       1105 |             streamlit.proto.SelectWidgetFilterMode_pb2
import time:      1023 |       2127 |           streamlit.proto.MultiSelect_pb2
import time:      1359 |       1359 |           streamlit.proto.NumberInput_pb2
import time:      1031 |       1031 |           streamlit.proto.PageLink_pb2
import time:      1038 |       1038 |           streamlit.proto.PlotlyChart_pb2
import time:       792 |        792 |           streamlit.proto.Progress_pb2
import time:       731 |        731 |           streamlit.proto.Radio_pb2
import time:       852 |        852 |           streamlit.proto.Selectbox_pb2
import time:      1038 |       1038 |           streamlit.proto.Skeleton_pb2
import time:       925 |        925 |           streamlit.proto.Slider_pb2
import time:       891 |        891 |           streamlit.proto.Snow_pb2
import time:       972 |        972 |           streamlit.proto.Space_pb2
import time:       722 |        722 |           streamlit.proto.Spinner_pb2
import time:       707 |        707 |           streamlit.proto.Table_pb2
import time:       912 |        912 |           streamlit.proto.Text_pb2
import time:       824 |        824 |           streamlit.proto.TextAlignmentConfig_pb2
import time:       738 |        738 |           streamlit.proto.TextArea_pb2
import time:       700 |        700 |           streamlit.proto.TextInput_pb2
import time:      1006 |       1006 |           streamlit.proto.TimeInput_pb2
import time:       881 |        881 |           streamlit.proto.Toast_pb2
import time:       899 |        899 |             streamlit.proto.ArrowNamedDataSet_pb2
import time:       802 |       1701 |           streamlit.proto.VegaLiteChart_pb2
import time:       895 |        895 |           streamlit.proto.Video_pb2
import time:      2939 |      61199 |         streamlit.proto.Element_pb2
import time:      1110 |       1110 |                       concurrent
import time:      1387 |       1387 |                       concurrent.futures._base
import time:      1648 |       4144 |                     concurrent.futures
import time:       989 |        989 |                     asyncio.constants
import time:       858 |        858 |                     asyncio.coroutines
import time:      1169 |       1169 |                       asyncio.format_helpers
import time:       705 |        705 |                         asyncio.base_futures
import time:       769 |        769 |                         asyncio.exceptions
import time:       932 |        932 |                         asyncio.base_tasks
import time:      1414 |       3819 |                       _asyncio
import time:      2042 |       7028 |                     asyncio.events
import time:      1219 |       1219 |                     asyncio.futures
import time:      1072 |       1072 |                     asyncio.protocols
import time:       990 |        990 |                       asyncio.transports
import time:       759 |        759 |                       asyncio.log
import time:      1392 |       3140 |                     asyncio.sslproto
import time:       702 |        702 |                         asyncio.mixins
import time:      1227 |       1227 |                         asyncio.tasks
import time:       933 |       2862 |                       asyncio.locks
import time:       902 |       3763 |                     asyncio.staggered
import time:      1053 |       1053 |                     asyncio.trsock
import time:      2455 |      25718 |                   asyncio.base_events
import time:      1316 |       1316 |                   asyncio.runners
import time:       949 |        949 |                   asyncio.queues
import time:       935 |        935 |                   asyncio.streams
import time:       911 |        911 |                   asyncio.subprocess
import time:       768 |        768 |                   asyncio.taskgroups
import time:       802 |        802 |                   asyncio.timeouts
import time:       619 |        619 |                   asyncio.threads
import time:      2130 |       2130 |                     _overlapped
import time:      1114 |       1114 |                     asyncio.base_subprocess
import time:      1113 |       1113 |                     asyncio.proactor_events
import time:      1246 |       1246 |                     asyncio.selector_events
import time:       930 |        930 |                     asyncio.windows_utils
import time:      1322 |       7853 |                   asyncio.windows_events
import time:      2254 |      42122 |                 asyncio
import time:      1227 |       1227 |                     streamlit.components
import time:      1765 |       2991 |                   streamlit.components.lib
import time:      1071 |       1071 |                     streamlit.components.types
import time:      1335 |       2405 |                   streamlit.components.types.base_component_registry
import time:      1253 |       6649 |                 streamlit.components.lib.local_component_registry
import time:       925 |        925 |                     streamlit.deprecation_util
import time:      1063 |       1063 |                         streamlit.path_security
import time:      1177 |       2240 |                       streamlit.components.v2.component_path_utils
import time:      1869 |       1869 |                       streamlit.components.v2.component_registry
import time:      1043 |       5151 |                     streamlit.components.v2.component_definition_resolver
import time:       637 |        637 |                     streamlit.components.v2.get_bidi_component_manager
import time:      1626 |       8338 |                   streamlit.components.v2
import time:      1164 |       1164 |                   streamlit.components.v2.component_file_watcher
import time:       804 |        804 |                   streamlit.components.v2.component_manifest_handler
import time:      1901 |      12205 |                 streamlit.components.v2.component_manager
import time:      1105 |       1105 |                   streamlit.proto.AuthRedirect_pb2
import time:       953 |        953 |                   streamlit.proto.AutoRerun_pb2
import time:       988 |        988 |                   streamlit.proto.Common_pb2
import time:       754 |        754 |                       streamlit.proto.GapSize_pb2
import time:      1276 |       2029 |                     streamlit.proto.Block_pb2
import time:       786 |        786 |                     streamlit.proto.Transient_pb2
import time:       691 |       3505 |                   streamlit.proto.Delta_pb2
import time:       716 |        716 |                   streamlit.proto.GitInfo_pb2
import time:       734 |        734 |                   streamlit.proto.Logo_pb2
import time:       806 |        806 |                     streamlit.proto.AppPage_pb2
import time:       702 |       1507 |                   streamlit.proto.Navigation_pb2
import time:       680 |        680 |                     streamlit.proto.SessionStatus_pb2
import time:      1086 |       1766 |                   streamlit.proto.NewSession_pb2
import time:      1101 |       1101 |                   streamlit.proto.PageConfig_pb2
import time:       710 |        710 |                   streamlit.proto.PageInfo_pb2
import time:       634 |        634 |                   streamlit.proto.PageNotFound_pb2
import time:       695 |        695 |                   streamlit.proto.PageProfile_pb2
import time:       680 |        680 |                   streamlit.proto.ParentMessage_pb2
import time:       907 |        907 |                   streamlit.proto.SessionEvent_pb2
import time:      1589 |      17585 |                 streamlit.proto.ForwardMsg_pb2
import time:      1664 |       1664 |                   google.protobuf.json_format
import time:      1630 |       1630 |                     streamlit.elements.lib.layout_utils
import time:      1359 |       1359 |                       streamlit.type_util
import time:      1102 |       1102 |                         streamlit.runtime.scriptrunner_utils
import time:       875 |        875 |                           streamlit.proto.WidgetStates_pb2
import time:      2976 |       3851 |                         streamlit.runtime.scriptrunner_utils.script_requests
import time:      1004 |       5955 |                       streamlit.runtime.scriptrunner_utils.exceptions
import time:      1520 |       1520 |                         streamlit.runtime.forward_msg_cache
import time:      2132 |       3651 |                       streamlit.runtime.scriptrunner_utils.script_run_context
import time:      1363 |      12327 |                     streamlit.runtime.metrics_util
import time:      1339 |      15295 |                   streamlit.elements.exception
import time:      1317 |       1317 |                   streamlit.proto.ClientState_pb2
import time:      2996 |       2996 |                       typing_extensions
import time:      1130 |       1130 |                         streamlit.runtime.caching.cache_type
import time:       957 |       2087 |                       streamlit.runtime.caching.cache_errors
import time:      2215 |       2215 |                         streamlit.dataframe_util
import time:      3033 |       3033 |                         streamlit.runtime.caching.cached_message_replay
import time:      1680 |       1680 |                             streamlit.runtime.stats
import time:      1486 |       3166 |                           streamlit.runtime.uploaded_file_manager
import time:      1812 |       4978 |                         streamlit.runtime.caching.hashing
import time:      1653 |      11877 |                       streamlit.runtime.caching.cache_utils
import time:      2093 |       2093 |                         streamlit.runtime.caching.storage.cache_storage_protocol
import time:      1634 |       3727 |                       streamlit.runtime.caching.storage
import time:      1713 |       1713 |                             cachetools.keys
import time:      3143 |       4856 |                           cachetools
import time:      1082 |       5938 |                         streamlit.runtime.caching.storage.in_memory_cache_storage_wrapper
import time:      1103 |       7041 |                       streamlit.runtime.caching.storage.dummy_cache_storage
import time:      1096 |       1096 |                       streamlit.time_util
import time:      1913 |      30734 |                     streamlit.runtime.caching.cache_data_api
import time:      1002 |       1002 |                       streamlit.runtime.caching.ttl_cleanup_cache
import time:      1599 |       2601 |                     streamlit.runtime.caching.cache_resource_api
import time:       797 |        797 |                     streamlit.runtime.caching.legacy_cache_api
import time:      1776 |      35907 |                   streamlit.runtime.caching
import time:       750 |        750 |                   streamlit.runtime.forward_msg_queue
import time:      1025 |       1025 |                     streamlit.error_util
import time:      1168 |       2192 |                   streamlit.runtime.fragment
import time:       867 |        867 |                   streamlit.runtime.pages_manager
import time:      1304 |       1304 |                       timeit
import time:      1305 |       1305 |                       streamlit.runtime.scriptrunner.exec_code
import time:      1143 |       1143 |                         streamlit.runtime.scriptrunner.magic
import time:      1309 |       1309 |                         streamlit.source_util
import time:       858 |       3309 |                       streamlit.runtime.scriptrunner.script_cache
import time:      2453 |       2453 |                         streamlit.runtime.state.common
import time:      1592 |       1592 |                               streamlit.elements.lib.form_utils
import time:      1280 |       2871 |                             streamlit.elements.lib.utils
import time:       811 |        811 |                             streamlit.runtime.state.safe_session_state
import time:       861 |        861 |                               streamlit.runtime.state.presentation
import time:      1927 |       1927 |                               streamlit.runtime.state.query_params
import time:      3390 |       6177 |                             streamlit.runtime.state.session_state
import time:      1187 |      11045 |                           streamlit.runtime.state.session_state_proxy
import time:      1098 |      12142 |                         streamlit.runtime.state.query_params_proxy
import time:      1043 |       1043 |                         streamlit.runtime.state.widgets
import time:      1322 |      16958 |                       streamlit.runtime.state
import time:      1551 |      24425 |                     streamlit.runtime.scriptrunner.script_runner
import time:      1473 |      25898 |                   streamlit.runtime.scriptrunner
import time:       989 |        989 |                           streamlit.watcher.folder_black_list
import time:      1157 |       1157 |                           streamlit.watcher.path_watcher
import time:      1495 |       3640 |                         streamlit.watcher.local_sources_watcher
import time:      1540 |       5180 |                       streamlit.watcher
import time:        22 |       5201 |                     streamlit.watcher.path_watcher
import time:      1367 |       6568 |                   streamlit.runtime.secrets
import time:       813 |        813 |                   streamlit.runtime.theme_util
import time:      1933 |      93200 |                 streamlit.runtime.app_session
import time:      1201 |       1201 |                 streamlit.runtime.caching.storage.local_disk_cache_storage
import time:       685 |        685 |                   streamlit.runtime.download_data_util
import time:      1072 |       1072 |                   streamlit.runtime.media_file_storage
import time:      1146 |       2901 |                 streamlit.runtime.media_file_manager
import time:      1864 |       1864 |                   streamlit.runtime.session_manager
import time:       935 |       2798 |                 streamlit.runtime.memory_session_storage
import time:      1528 |       1528 |                 streamlit.runtime.script_data
import time:      1068 |       1068 |                 streamlit.runtime.websocket_session_manager
import time:      3625 |     184878 |               streamlit.runtime.runtime
import time:      1652 |     186530 |             streamlit.runtime
import time:        27 |     186557 |           streamlit.runtime.scriptrunner_utils
import time:        24 |     186580 |         streamlit.runtime.scriptrunner_utils.script_run_context
import time:      1878 |     249657 |       streamlit.cursor
import time:       700 |        700 |           streamlit.components.v2.bidi_component.constants
import time:      1361 |       1361 |           streamlit.components.v2.bidi_component.serialization
import time:       899 |        899 |           streamlit.components.v2.bidi_component.state
import time:      1146 |       1146 |           streamlit.components.v2.presentation
import time:      1268 |       1268 |           streamlit.elements.lib.policies
import time:      1552 |       6924 |         streamlit.components.v2.bidi_component.main
import time:      1702 |       8626 |       streamlit.components.v2.bidi_component
import time:      1099 |       1099 |       streamlit.elements.alert
import time:      3240 |       3240 |           streamlit.elements.lib.column_types
import time:      1209 |       1209 |           streamlit.elements.lib.dicttools
import time:      1770 |       6219 |         streamlit.elements.lib.column_config_utils
import time:      1065 |       1065 |         streamlit.elements.lib.pandas_styler_utils
import time:      2026 |       9308 |       streamlit.elements.arrow
import time:      1054 |       1054 |       streamlit.elements.balloons
import time:       892 |        892 |       streamlit.elements.bokeh_chart
import time:       903 |        903 |       streamlit.elements.code
import time:      1407 |       1407 |       streamlit.elements.deck_gl_json_chart
import time:       820 |        820 |       streamlit.elements.empty
import time:      1112 |       1112 |           streamlit.elements.widgets
import time:       970 |        970 |           streamlit.elements.lib.shortcut_utils
import time:       848 |        848 |             streamlit.navigation
import time:      1198 |       2045 |           streamlit.navigation.page
import time:      2211 |       6337 |         streamlit.elements.widgets.button
import time:       870 |       7206 |       streamlit.elements.form
import time:      1094 |       1094 |       streamlit.elements.graphviz_chart
import time:      1180 |       1180 |       streamlit.elements.heading
import time:      1005 |       1005 |       streamlit.elements.help
import time:       894 |        894 |       streamlit.elements.html
import time:      1441 |       1441 |         mimetypes
import time:      1383 |       2823 |       streamlit.elements.iframe
import time:      1468 |       1468 |         streamlit.elements.lib.image_utils
import time:       973 |       2440 |       streamlit.elements.image
import time:      1511 |       1511 |           streamlit.auth_util
import time:      1232 |       2742 |         streamlit.user_info
import time:       986 |       3728 |       streamlit.elements.json
import time:      2043 |       2043 |       streamlit.elements.layouts
import time:      1564 |       1564 |       streamlit.elements.map
import time:      1052 |       1052 |       streamlit.elements.markdown
import time:       832 |        832 |         streamlit.elements.lib.subtitle_utils
import time:      1161 |       1992 |       streamlit.elements.media
import time:      1648 |       1648 |       streamlit.elements.metric
import time:       908 |        908 |       streamlit.elements.pdf
import time:       856 |        856 |         streamlit.elements.lib.streamlit_plotly_theme
import time:      3639 |       3639 |         plotly.io
import time:      1005 |       1005 |             _plotly_utils.optional_imports
import time:      1407 |       1407 |                       narwhals._exceptions
import time:      1926 |       3332 |                     narwhals.dependencies
import time:      1369 |       1369 |                         narwhals._enum
import time:       977 |        977 |                         narwhals._typing_compat
import time:      1228 |       1228 |                         narwhals.exceptions
import time:      2702 |       6275 |                       narwhals._utils
import time:      1897 |       8171 |                     narwhals.dtypes
import time:      1863 |       1863 |                       narwhals._expression_parsing
import time:      1308 |       1308 |                         narwhals.expr_cat
import time:      1303 |       1303 |                         narwhals.expr_dt
import time:      1533 |       1533 |                         narwhals.expr_list
import time:      1020 |       1020 |                         narwhals.expr_name
import time:      1080 |       1080 |                         narwhals.expr_str
import time:       855 |        855 |                         narwhals.expr_struct
import time:      1693 |       1693 |                                 narwhals._compliant.typing
import time:      2264 |       2264 |                                 narwhals._translate
import time:      2716 |       6673 |                               narwhals._compliant.dataframe
import time:      1434 |       1434 |                                 narwhals._compliant.any_namespace
import time:      1335 |       1335 |                                 narwhals._compliant.column
import time:      1553 |       1553 |                                 narwhals._compliant.namespace
import time:      3061 |       7382 |                               narwhals._compliant.expr
import time:      1530 |       1530 |                               narwhals._compliant.group_by
import time:      1627 |       1627 |                               narwhals._compliant.selectors
import time:      2066 |       2066 |                               narwhals._compliant.series
import time:      1178 |       1178 |                               narwhals._compliant.window
import time:      1458 |      21911 |                             narwhals._compliant
import time:      1088 |      22999 |                           narwhals.plugins
import time:      1161 |       1161 |                           narwhals._constants
import time:      1843 |       1843 |                           narwhals._native
import time:      1573 |      27574 |                         narwhals.translate
import time:      1876 |      36545 |                       narwhals.expr
import time:      1337 |      39745 |                     narwhals.selectors
import time:      1886 |       1886 |                       narwhals._typing
import time:      1539 |       1539 |                       narwhals.functions
import time:      1225 |       1225 |                       narwhals.schema
import time:      1502 |       1502 |                           narwhals.typing
import time:      1095 |       2596 |                         narwhals.series_cat
import time:      1830 |       1830 |                         narwhals.series_dt
import time:      1043 |       1043 |                         narwhals.series_list
import time:      1590 |       1590 |                         narwhals.series_str
import time:      1099 |       1099 |                         narwhals.series_struct
import time:      2118 |      10275 |                       narwhals.series
import time:      2206 |      17130 |                     narwhals.dataframe
import time:      2031 |      70407 |                   narwhals
import time:      1369 |       1369 |                     narwhals.stable.v1.dependencies
import time:      1516 |       1516 |                       narwhals.stable.v1._dtypes
import time:      1341 |       2857 |                     narwhals.stable.v1.dtypes
import time:       850 |        850 |                     narwhals.stable.v1.selectors
import time:       924 |        924 |                     narwhals.stable.v1.typing
import time:      3277 |       9275 |                   narwhals.stable.v1
import time:      1358 |       1358 |                     narwhals.stable.v2.dependencies
import time:      1180 |       1180 |                     narwhals.stable.v2.dtypes
import time:       965 |        965 |                     narwhals.stable.v2.selectors
import time:      1356 |       1356 |                     narwhals.stable.v2.typing
import time:      2244 |       7101 |                   narwhals.stable.v2
import time:      1169 |      87950 |                 narwhals.stable
import time:        22 |      87972 |               narwhals.stable.v1
import time:      3926 |       3926 |               PIL._version
import time:      5054 |      96950 |             _plotly_utils.basevalidators
import time:      1068 |      99022 |           _plotly_utils.utils
import time:       952 |        952 |           _plotly_utils.exceptions
import time:       994 |        994 |           plotly.optional_imports
import time:      1141 |       1141 |           plotly.shapeannotation
import time:      2109 |       2109 |           plotly._subplots
import time:      3591 |     107807 |         plotly.basedatatypes
import time:      1120 |       1120 |         plotly.validator_cache
import time:    191241 |     304661 |       streamlit.elements.plotly_chart
import time:      1531 |       1531 |       streamlit.elements.progress
import time:      1315 |       1315 |       streamlit.elements.pyplot
import time:      1543 |       1543 |       streamlit.elements.snow
import time:      1091 |       1091 |       streamlit.elements.space
import time:      1092 |       1092 |       streamlit.elements.spinner
import time:      1094 |       1094 |       streamlit.elements.table
import time:      1304 |       1304 |       streamlit.elements.text
import time:      1085 |       1085 |       streamlit.elements.toast
import time:      3233 |       3233 |         streamlit.elements.lib.built_in_chart_utils
import time:      2010 |       5242 |       streamlit.elements.vega_charts
import time:       886 |        886 |         streamlit.elements.lib.file_uploader_utils
import time:      3624 |       3624 |         streamlit.elements.widgets.file_uploader
import time:      1468 |       5978 |       streamlit.elements.widgets.audio_input
import time:      1237 |       1237 |         streamlit.elements.lib.options_selector_utils
import time:      1929 |       3166 |       streamlit.elements.widgets.button_group
import time:      1535 |       1535 |       streamlit.elements.widgets.camera_input
import time:      1140 |       1140 |         streamlit.runtime.memory_uploaded_file_manager
import time:      2226 |       3365 |       streamlit.elements.widgets.chat
import time:      1271 |       1271 |       streamlit.elements.widgets.checkbox
import time:      1261 |       1261 |       streamlit.elements.widgets.color_picker
import time:      2337 |       2337 |       streamlit.elements.widgets.data_editor
import time:      1257 |       1257 |       streamlit.elements.widgets.feedback
import time:      1770 |       1770 |       streamlit.elements.widgets.menu_button
import time:      1349 |       1349 |       streamlit.elements.widgets.multiselect
import time:       764 |        764 |         streamlit.elements.lib.js_number
import time:      1773 |       2536 |       streamlit.elements.widgets.number_input
import time:      1315 |       1315 |       streamlit.elements.widgets.radio
import time:       986 |        986 |       streamlit.elements.widgets.select_slider
import time:      1180 |       1180 |       streamlit.elements.widgets.selectbox
import time:      2915 |       2915 |       streamlit.elements.widgets.slider
import time:      2341 |       2341 |       streamlit.elements.widgets.text_widgets
import time:      3852 |       3852 |       streamlit.elements.widgets.time_widgets
import time:      1688 |       1688 |       streamlit.elements.write
import time:      2487 |     665866 |     streamlit.delta_generator
import time:      1893 |       1893 |     streamlit.elements.lib.mutable_status_container
import time:      2414 |       2414 |     streamlit.elements.lib.dialog
import time:      2653 |       2653 |     streamlit.elements.lib.mutable_expander_container
import time:      2516 |       2516 |     streamlit.elements.lib.mutable_tab_container
import time:      1253 |       1253 |     streamlit.elements.lib.mutable_popover_container
import time:      1000 |       1000 |     streamlit.elements.bottom
import time:      1586 |       1586 |     streamlit.elements.dialog_decorator
import time:      1312 |       1312 |         streamlit.connections.base_connection
import time:       794 |        794 |           streamlit.connections.util
import time:      1186 |       1979 |         streamlit.connections.snowflake_connection
import time:      1090 |       1090 |         streamlit.connections.snowpark_connection
import time:       967 |        967 |         streamlit.connections.sql_connection
import time:      1324 |       6670 |       streamlit.connections
import time:      1436 |       8106 |     streamlit.runtime.connection_factory
import time:       664 |        664 |       streamlit.runtime.context_util
import time:      1175 |       1839 |     streamlit.runtime.context
import time:      1139 |       1139 |     streamlit.column_config
import time:      1311 |       1311 |       streamlit.commands
import time:      1299 |       2610 |     streamlit.commands.echo
import time:      1528 |       1528 |     streamlit.commands.logo
import time:      1203 |       1203 |     streamlit.commands.navigation
import time:      1194 |       1194 |     streamlit.commands.page_config
import time:      1275 |       1275 |     streamlit.commands.execution_control
import time:      1410 |       1410 |             streamlit.web
import time:      2843 |       2843 |               streamlit.runtime.memory_media_file_storage
import time:      1014 |       1014 |               streamlit.web.cache_storage_manager_config
import time:      2136 |       5992 |             streamlit.web.server.server
import time:      1089 |       1089 |               streamlit.net_util
import time:       950 |       2038 |             streamlit.web.server.server_util
import time:      1705 |      11144 |           streamlit.web.server
import time:       925 |        925 |             streamlit.web.server.starlette.starlette_app_utils
import time:      1088 |       1088 |               streamlit.web.server.starlette.starlette_server_config
import time:      1436 |       2524 |             streamlit.web.server.starlette.starlette_auth_routes
import time:      1647 |       1647 |                 starlette
import time:      1153 |       1153 |                 shlex
import time:      2252 |       2252 |                         anyio._core
import time:      1483 |       3734 |                       anyio._core._contextmanagers
import time:       892 |        892 |                         anyio._core._exceptions
import time:       780 |        780 |                           sniffio._version
import time:       728 |        728 |                           sniffio._impl
import time:      2034 |       3541 |                         sniffio
import time:      1156 |       5588 |                       anyio._core._eventloop
import time:      1415 |       1415 |                             anyio.abc._eventloop
import time:       663 |        663 |                             anyio.abc._resources
import time:       759 |        759 |                               anyio._core._typedattr
import time:       894 |        894 |                                 anyio.abc._tasks
import time:      1611 |       2504 |                               anyio.abc._streams
import time:      1210 |       4472 |                             anyio.abc._sockets
import time:       843 |        843 |                             anyio.abc._subprocesses
import time:       888 |        888 |                             anyio.abc._testing
