player_name_fbref,player_id_tm,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,log_market_value_eur,model,feature_set,predicted_log_market_value_ml,predicted_market_value_ml_eur,residual_log_observed_minus_predicted,inefficiency_score_ml,market_value_growth_prev,delta_log_market_value_prev,growth_index,breakout_indicator,career_year,matching_confidence,matching_method,goals_per90,assists_per90,predicted_market_value_eur,residual_observed_minus_predicted_log,inefficiency_score_log,market_value_gap_eur,market_value_gap_pct,inefficiency_score_log_winsorized,market_value_gap_pct_winsorized,inefficiency_score_z,market_value_gap_pct_z,is_undervalued,is_overvalued,inefficiency_rank
Kazeem Olaigbe,565406.0,Cercle Brugge,Konyaspor,Belgian Pro League,2024-2025,MID,21.749486652977414,902,2000000.0,14.50865773852422,RandomForest,A_v13A_current,14.238733249975786,1526874.2808140167,0.2699244885484333,-0.2699244885484333,0.3333333333333333,0.28768190578521313,0.26162602218580105,1,2,0.85,exact_age_validated,0.3,0.0,1526874.2808140167,0.2699244885484351,-0.2699244885484351,-473125.7191859833,-0.23656285959299164,-0.2699244885484351,-0.23656285959299164,-0.1654573326134258,-0.4547933294207847,False,True,3516
Georginio Rutter,538977.0,Brighton,Brighton and Hove Albion Football Club,Premier League,2024-2025,MID,22.45037645448323,1656,28000000.0,17.14771506813948,HistGradientBoosting,B_v13B_advanced,16.877026981423214,21359923.304215647,0.270688086716266,-0.270688086716266,0.5555555555555556,0.44183273243777066,0.04693995534934683,0,4,0.85,exact_age_validated,0.27,0.16,21359923.304215647,0.270688086716266,-0.270688086716266,-6640076.695784353,-0.2371455962780126,-0.270688086716266,-0.2371455962780126,-0.1662585026295577,-0.4552524786275455,False,True,3517
Reinier,627226.0,Granada,Clube Atlético Mineiro,Spanish Segunda División,2024-2025,MID,22.73511293634497,1275,2500000.0,14.73180128983843,RandomForest,A_v13A_current,14.460643747140487,1906240.9030204671,0.2711575426979422,-0.2711575426979422,-0.2857142857142857,-0.3364721223355378,-0.5181917654480871,0,3,0.85,exact_age_validated,0.07,0.28,1906240.9030204671,0.27115754269794223,-0.27115754269794223,-593759.0969795329,-0.23750363879181313,-0.27115754269794223,-0.23750363879181313,-0.16675105757829622,-0.4555345870659257,False,True,3518
Amady Camara,1155608.0,Sturm Graz,Football Club de Nantes,Austrian Bundesliga,2024-2025,ATT,19.5564681724846,612,2000000.0,14.50865773852422,RandomForest,A_v13A_current,14.237419868959933,1524870.2294495867,0.2712378695642865,-0.2712378695642865,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.0,1524870.2294495867,0.2712378695642883,-0.2712378695642883,-475129.7705504133,-0.23756488527520664,-0.2712378695642883,-0.23756488527520664,-0.1668353368229533,-0.45558284432343127,False,True,3519
Wagner Pina,1072017.0,Estoril,Trabzonspor Kulübü,Liga Portugal,2024-2025,DEF,22.127310061601644,2368,3000000.0,14.914122846632385,RandomForest,A_v13A_current,14.642300983363125,2285969.962217314,0.2718218632692597,-0.2718218632692597,0.5,0.40546494144156675,0.3519036908305613,1,1,0.85,exact_age_validated,0.08,0.15,2285969.962217314,0.2718218632692597,-0.2718218632692597,-714030.0377826858,-0.2380100125942286,-0.2718218632692597,-0.2380100125942286,-0.16744806517373229,-0.45593356851960765,False,True,3520
Fally Mayulu,826719.0,Bristol City,Futebol Clube de Arouca,Championship,2024-2025,ATT,22.195756331279945,402,3000000.0,14.914122846632385,LightGBM,B_v13B_advanced,14.641907084920945,2285069.6995280017,0.2722157617114398,-0.2722157617114398,0.5,0.40546494144156675,0.01857035749722798,0,2,0.85,exact_age_validated,0.45,0.0,2285069.6995280017,0.2722157617114398,-0.2722157617114398,-714930.3004719983,-0.23831010015733275,-0.2722157617114398,-0.23831010015733275,-0.16786134487314827,-0.45617001316107225,False,True,3521
Mohammed Fuseini,979410.0,Union SG,Royale Union Saint-Gilloise,Belgian Pro League,2024-2025,MID,22.38193018480493,1688,2500000.0,14.73180128983843,HistGradientBoosting,A_v13A_current,14.4592569474218,1903599.1608794257,0.2725443424166283,-0.2725443424166283,0.25,0.22314345131425384,-0.12020898470180463,0,1,0.85,exact_age_validated,0.48,0.05,1903599.1608794222,0.27254434241663006,-0.27254434241663006,-596400.8391205778,-0.23856033564823112,-0.27254434241663006,-0.23856033564823112,-0.1682060929618265,-0.456367178416157,False,True,3522
Moses Usor,1003622.0,LASK,Linzer Athletik-Sport-Klub,Austrian Bundesliga,2024-2025,MID,22.863791923340177,653,2000000.0,14.50865773852422,XGBoost,B_v13B_advanced,14.235843658447266,1522468.625,0.2728140800769534,-0.2728140800769534,-0.2,-0.22314345131425384,-0.44034709611189626,0,3,0.85,exact_age_validated,0.0,0.14,1522468.606192612,0.2728140800769552,-0.2728140800769552,-477531.3938073879,-0.23876569690369395,-0.2728140800769552,-0.23876569690369395,-0.16848910271064235,-0.45652898641618317,False,True,3523
Vitor Roque,943837.0,Real Betis,Sociedade Esportiva Palmeiras,LaLiga,2024-2025,ATT,19.82751540041068,1235,20000000.0,16.811242831518264,LightGBM,B_v13B_advanced,16.538292999716344,15222619.424809074,0.2729498318019203,-0.2729498318019203,-0.3333333333333333,-0.4054650914414992,-0.5650313095771856,0,2,0.85,exact_age_validated,0.29,0.0,15222619.424809074,0.27294983180192034,-0.27294983180192034,-4777380.575190926,-0.2388690287595463,-0.27294983180192034,-0.2388690287595463,-0.16863153392153593,-0.45661040353109505,False,True,3524
Yassine Titraoui,748445.0,Charleroi,Royal Charleroi Sporting Club,Belgian Pro League,2024-2025,MID,21.37987679671458,2107,2000000.0,14.50865773852422,HistGradientBoosting,B_v13B_advanced,14.235553833742497,1522027.421114555,0.2731039047817241,-0.2731039047817241,0.3333333333333333,0.28768190578521313,0.26162602218580105,1,1,0.85,exact_age_validated,0.09,0.04,1522027.4211145581,0.2731039047817241,-0.2731039047817241,-477972.5788854419,-0.23898628944272093,-0.2731039047817241,-0.23898628944272093,-0.16879318786062997,-0.4567027954313269,False,True,3525
Tom Bischof,822959.0,Hoffenheim,FC Bayern München,Bundesliga,2024-2025,MID,19.479808350444905,2559,12000000.0,16.300417207752275,RandomForest,B_v13B_advanced,16.02713537404535,9130539.795016022,0.2732818337069247,-0.2732818337069247,2.4285714285714284,1.232143478911718,1.0772062943591025,1,1,0.85,exact_age_validated,0.18,0.07,9130539.795016022,0.2732818337069247,-0.2732818337069247,-2869460.2049839776,-0.2391216837486648,-0.2732818337069247,-0.2391216837486648,-0.1689798715456868,-0.45680947515438536,False,True,3526
Joaquin Seys,981196.0,Club Brugge,Club Brugge Koninklijke Voetbalvereniging,Belgian Pro League,2024-2025,DEF,19.515400410677618,1801,3500000.0,15.068273526459642,HistGradientBoosting,A_v13A_current,14.794857659471816,2662717.190239731,0.2734158669878255,-0.2734158669878255,4.833333333333333,1.763587211310325,1.6842234488074646,1,1,0.85,exact_age_validated,0.1,0.0,2662717.190239731,0.2734158669878255,-0.2734158669878255,-837282.8097602688,-0.23922365993150538,-0.2734158669878255,-0.23922365993150538,-0.16912049975872526,-0.45688982410900464,False,True,3527
Fally Mayulu,826719.0,Bristol City,Futebol Clube de Arouca,Championship,2024-2025,ATT,22.195756331279945,402,3000000.0,14.914122846632385,XGBoost,A_v13A_current,14.639994621276855,2280703.75,0.274128225355529,-0.274128225355529,0.5,0.40546494144156675,0.01857035749722798,0,2,0.85,exact_age_validated,0.45,0.0,2280703.7629816104,0.27412822535552905,-0.27412822535552905,-719296.2370183896,-0.23976541233946322,-0.27412822535552905,-0.23976541233946322,-0.16986790878743727,-0.45731668103215445,False,True,3528
Rocco Reitz,467434.0,Gladbach,Borussia Verein für Leibesübungen 1900 Mönchengladbach,Bundesliga,2024-2025,MID,22.562628336755647,1830,15000000.0,16.523560759066484,HistGradientBoosting,A_v13A_current,16.249057659008045,11399244.725354256,0.274503100058439,-0.274503100058439,0.5,0.40546507477483473,0.018570436899277776,0,4,0.85,exact_age_validated,0.1,0.05,11399244.725354256,0.27450310005843903,-0.27450310005843903,-3600755.274645744,-0.24005035164304958,-0.27450310005843903,-0.24005035164304958,-0.17026122870939436,-0.45754119007471106,False,True,3529
Bart Verbruggen,565093.0,Brighton,Brighton and Hove Albion Football Club,Premier League,2024-2025,GK,22.12183436002738,3240,22000000.0,16.90655301132259,RandomForest,B_v13B_advanced,16.631791449044012,16714571.620225765,0.2747615622785773,-0.2747615622785773,0.2222222222222222,0.20067068536114263,-0.1369478731703849,0,2,0.85,exact_age_validated,0.0,0.03,16714571.620225763,0.2747615622785773,-0.2747615622785773,-5285428.379774237,-0.2402467445351926,-0.2747615622785773,-0.2402467445351926,-0.17053240822474847,-0.4576959317324079,False,True,3530
Renato Veiga,805714.0,Juventus,Villarreal Club de Fútbol S.A.D.,Serie A,2024-2025,DEF,21.177275838466805,1093,8000000.0,15.89495209964411,XGBoost,A_v13A_current,15.618515968322754,6067856.0,0.2764361313213559,-0.2764361313213559,1.6666666666666667,0.9808290446784405,0.8354942081860997,1,2,0.85,exact_age_validated,0.0,0.08,6067856.486653606,0.2764361313213559,-0.2764361313213559,-1932143.5133463936,-0.2415179391682992,-0.2764361313213559,-0.2415179391682992,-0.1722893722452725,-0.4586975299197752,False,True,3531
Facundo Buonanotte,983989.0,Leicester City,Leeds United Association Football Club,Premier League,2024-2025,MID,19.980835044490075,1523,22000000.0,16.90655301132259,RandomForest,B_v13B_advanced,16.62992016847696,16683323.21355284,0.276632842845629,-0.276632842845629,0.2222222222222222,0.20067068536114263,-0.1369478731703849,0,2,0.85,exact_age_validated,0.3,0.12,16683323.21355284,0.27663284284562906,-0.27663284284562906,-5316676.78644716,-0.2416671266566891,-0.27663284284562906,-0.2416671266566891,-0.17249576270260283,-0.45881507755100154,False,True,3532
Tanguy Nianzou,538996.0,Sevilla,Sevilla Fútbol Club S.A.D.,LaLiga,2024-2025,DEF,22.55715263518138,518,3000000.0,14.914122846632385,XGBoost,B_v13B_advanced,14.63725757598877,2274469.75,0.276865270643615,-0.276865270643615,0.0,0.0,-0.28329844427707607,0,4,0.85,exact_age_validated,0.0,0.0,2274469.9085562625,0.276865270643615,-0.276865270643615,-725530.0914437375,-0.24184336381457916,-0.276865270643615,-0.24184336381457916,-0.17273962680614158,-0.45895393812615826,False,True,3533
Jhoanner Chávez,713787.0,Lens,"AC Sparta Praha, a. s.",Ligue 1,2024-2025,MID,22.45311430527036,596,4000000.0,15.201804919084164,RandomForest,A_v13A_current,14.924791137982924,3032176.201426886,0.2770137811012407,-0.2770137811012407,1.0,0.6931469305600384,0.2502975660545368,0,2,0.85,exact_age_validated,0.15,0.0,3032176.201426886,0.27701378110124075,-0.27701378110124075,-967823.798573114,-0.2419559496432785,-0.27701378110124075,-0.2419559496432785,-0.17289544452643518,-0.45904264662052396,False,True,3534
Seedy Jatta,661206.0,Sturm Graz,Sportklub Puntigamer Sturm Graz,Austrian Bundesliga,2024-2025,MID,21.752224503764545,1241,2500000.0,14.73180128983843,RandomForest,A_v13A_current,14.454740576626843,1895021.186461337,0.2770607132115845,-0.2770607132115845,0.25,0.22314345131425384,-0.12020898470180463,0,2,0.85,exact_age_validated,0.36,0.15,1895021.1864613337,0.2770607132115863,-0.2770607132115863,-604978.8135386663,-0.24199152541546654,-0.2770607132115863,-0.24199152541546654,-0.17294468586983636,-0.45907067744130436,False,True,3535
Paxten Aaronson,795738.0,Utrecht,Colorado Rapids,Eredivisie,2024-2025,MID,21.31143052703628,2689,6000000.0,15.60727002719233,LightGBM,B_v13B_advanced,15.330175618042665,4547897.599249401,0.2770944091496652,-0.2770944091496652,0.3333333333333333,0.28768201689623574,0.2616260883541556,1,2,0.85,exact_age_validated,0.27,0.13,4547897.599249401,0.2770944091496652,-0.2770944091496652,-1452102.4007505989,-0.2420170667917665,-0.2770944091496652,-0.2420170667917665,-0.17298003977244056,-0.4590908019726221,False,True,3536
Yaser Asprilla,857818.0,Girona,Galatasaray Spor Kulübü,LaLiga,2024-2025,MID,20.8952772073922,1405,18000000.0,16.70588231586044,HistGradientBoosting,A_v13A_current,16.427909052370037,13631707.24665747,0.2779732634904022,-0.2779732634904022,1.0,0.6931471250043941,0.25029768184919665,0,3,0.85,exact_age_validated,0.19,0.06,13631707.24665747,0.2779732634904022,-0.2779732634904022,-4368292.75334253,-0.24268293074125166,-0.2779732634904022,-0.24268293074125166,-0.1739021369905965,-0.459615448716298,False,True,3537
Rodrigo Ribeiro,726701.0,AVS Futebol,Fußball-Club Augsburg 1907,Liga Portugal,2024-2025,ATT,19.644079397672822,990,3000000.0,14.914122846632385,RandomForest,B_v13B_advanced,14.63612729651362,2271900.574208247,0.2779955501187654,-0.2779955501187654,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.09,0.0,2271900.5742082507,0.27799555011876365,-0.27799555011876365,-728099.4257917493,-0.24269980859724977,-0.27799555011876365,-0.24269980859724977,-0.17392552020333338,-0.45962874709684026,False,True,3538
Oscar Schwartau,800925.0,Norwich City,Brøndby Idrætsforening,Championship,2024-2025,MID,18.357289527720734,1564,2200000.0,14.603967918328545,RandomForest,B_v13B_advanced,14.3233693760214,1661729.3181835772,0.2805985423071444,-0.2805985423071444,0.8333333333333334,0.6061354247826802,0.5116781588321632,1,1,0.85,exact_age_validated,0.06,0.0,1661729.3181835772,0.2805985423071444,-0.2805985423071444,-538270.6818164228,-0.24466849173473765,-0.2805985423071444,-0.24466849173473765,-0.17665658921503652,-0.46117990961016025,False,True,3539
Filippo Terracciano,631007.0,Milan,Unione Sportiva Cremonese S.p.A.,Serie A,2024-2025,DEF,21.859000684462696,539,4500000.0,15.319587954740548,RandomForest,B_v13B_advanced,15.037879731079792,3395222.0813593213,0.2817082236607557,-0.2817082236607557,0.0,0.0,-0.28329844427707607,0,3,0.85,exact_age_validated,0.0,0.0,3395222.0813593213,0.28170822366075576,-0.28170822366075576,-1104777.9186406787,-0.24550620414237306,-0.28170822366075576,-0.24550620414237306,-0.17782087098708363,-0.46183995898983093,False,True,3540
Abdukodir Khusanov,763079.0,Lens,Manchester City Football Club,Ligue 1,2024-2025,DEF,20.605065023956197,975,5000000.0,15.424948470398377,RandomForest,B_v13B_advanced,15.143181584589056,3772247.684643292,0.2817668858093203,-0.2817668858093203,1.0,0.6931469805600052,0.5836309291636336,1,2,0.85,exact_age_validated,0.0,0.0,3772247.6846432984,0.2817668858093203,-0.2817668858093203,-1227752.3153567016,-0.24555046307134032,-0.2817668858093203,-0.24555046307134032,-0.17788241952987974,-0.46187483143333713,False,True,3541
Christos Tzolis,451677.0,Club Brugge,Club Brugge Koninklijke Voetbalvereniging,Belgian Pro League,2024-2025,MID,22.67214236824093,2887,12000000.0,16.300417207752275,XGBoost,A_v13A_current,16.018001556396484,9047523.0,0.2824156513557909,-0.2824156513557909,0.2,0.1823215401272904,-0.15055988004272483,0,4,0.85,exact_age_validated,0.5,0.28,9047522.817610702,0.28241565135579094,-0.28241565135579094,-2952477.1823892985,-0.2460397651991082,-0.28241565135579094,-0.2460397651991082,-0.17856310673583284,-0.4622603617931134,False,True,3542
Matias Fernandez-Pardo,724129.0,Lille,Lille Olympique Sporting Club,Ligue 1,2024-2025,MID,19.67419575633128,1065,6000000.0,15.60727002719233,LightGBM,A_v13A_current,15.324828748898977,4523645.480139636,0.2824412782933532,-0.2824412782933532,1.0,0.69314701389332,0.5836309490141448,1,1,0.85,exact_age_validated,0.34,0.17,4523645.4801396355,0.2824412782933532,-0.2824412782933532,-1476354.5198603645,-0.24605908664339407,-0.2824412782933532,-0.24605908664339407,-0.17858999461331226,-0.46227558552287923,False,True,3543
Filip Krastev,486814.0,Zwolle,Göztepe Sportif Yatırımlar A.Ş.,Eredivisie,2024-2025,MID,22.99794661190965,2174,3500000.0,15.068273526459642,HistGradientBoosting,B_v13B_advanced,14.785275652094214,2637324.8634919585,0.282997874365428,-0.282997874365428,0.16666666666666666,0.1541506322082249,-0.17136330217534446,0,2,0.85,exact_age_validated,0.25,0.17,2637324.8634919585,0.282997874365428,-0.282997874365428,-862675.1365080415,-0.246478610430869,-0.282997874365428,-0.246478610430869,-0.17917397726653136,-0.46260613621444835,False,True,3544
Máximo Perrone,668547.0,Como,Calcio Como,Serie A,2024-2025,MID,21.94661190965092,1857,9000000.0,16.012735135300492,RandomForest,A_v13A_current,15.728673567063217,6774482.696557561,0.2840615682372771,-0.2840615682372771,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.0,0.15,6774482.696557573,0.28406156823727535,-0.28406156823727535,-2225517.303442427,-0.2472797003824919,-0.28406156823727535,-0.2472797003824919,-0.18029000880297172,-0.4632373300714447,False,True,3545
Franck Surdez,627196.0,Gent,FC Sion,Belgian Pro League,2024-2025,MID,22.412046543463383,1220,3000000.0,14.914122846632385,XGBoost,A_v13A_current,14.629977226257324,2257971.0,0.2841456203750603,-0.2841456203750603,1.3076923076923077,0.8362475883034239,0.7060237842725102,1,1,0.85,exact_age_validated,0.15,0.37,2257971.10357798,0.2841456203750603,-0.2841456203750603,-742028.8964220202,-0.24734296547400672,-0.2841456203750603,-0.24734296547400672,-0.18037819661617246,-0.4632871778282985,False,True,3546
Senne Lammens,503883.0,Antwerp,Manchester United Football Club,Belgian Pro League,2024-2025,GK,22.239561943874055,3600,3000000.0,14.914122846632385,XGBoost,B_v13B_advanced,14.629756927490234,2257473.75,0.2843659191421501,-0.2843659191421501,1.0,0.6931468472267799,0.5836308497616093,1,2,0.85,exact_age_validated,0.0,0.0,2257473.7301151287,0.28436591914215015,-0.28436591914215015,-742526.2698848713,-0.24750875662829044,-0.28436591914215015,-0.24750875662829044,-0.1806093348957267,-0.463417807800521,False,True,3547
Nicolò Savona,708072.0,Juventus,Nottingham Forest Football Club,Serie A,2024-2025,DEF,21.58521560574949,1724,7000000.0,15.761420707019589,LightGBM,B_v13B_advanced,15.476988305640385,5267088.524133886,0.2844324013792043,-0.2844324013792043,34.0,3.555343204359046,6.275046726376697,1,1,0.85,exact_age_validated,0.1,0.05,5267088.524133896,0.28443240137920434,-0.28443240137920434,-1732911.4758661035,-0.24755878226658623,-0.28443240137920434,-0.24755878226658623,-0.18067908830423016,-0.46345722394289135,False,True,3548
Denso Kasius,577394.0,AZ Alkmaar,Alkmaar Zaanstreek,Eredivisie,2024-2025,DEF,22.19849418206708,1356,3000000.0,14.914122846632385,LightGBM,A_v13A_current,14.629312224534653,2256470.048061928,0.2848106220977318,-0.2848106220977318,0.5,0.40546494144156675,0.01857035749722798,0,4,0.85,exact_age_validated,0.2,0.2,2256470.0480619273,0.2848106220977318,-0.2848106220977318,-743529.9519380727,-0.2478433173126909,-0.2848106220977318,-0.2478433173126909,-0.18107591887812324,-0.4636814144633661,False,True,3549
Jordan James,667517.0,Rennes,Leicester City,Ligue 1,2024-2025,MID,20.44079397672827,1178,5000000.0,15.424948470398377,XGBoost,B_v13B_advanced,15.139461517333984,3758240.75,0.2854869530643906,-0.2854869530643906,0.1111111111111111,0.10536049343560805,-0.2071306027284708,0,3,0.85,exact_age_validated,0.0,0.08,3758240.7390967607,0.2854869530643924,-0.2854869530643924,-1241759.2609032393,-0.24835185218064784,-0.2854869530643924,-0.24835185218064784,-0.18178552782468377,-0.46408209866128003,False,True,3550
Facundo Buonanotte,983989.0,Leicester City,Leeds United Association Football Club,Premier League,2024-2025,MID,19.980835044490075,1523,22000000.0,16.90655301132259,HistGradientBoosting,B_v13B_advanced,16.619983642585378,16518369.82948382,0.2865693687372115,-0.2865693687372115,0.2222222222222222,0.20067068536114263,-0.1369478731703849,0,2,0.85,exact_age_validated,0.3,0.12,16518369.82948382,0.2865693687372115,-0.2865693687372115,-5481630.17051618,-0.24916500775073544,-0.2865693687372115,-0.24916500775073544,-0.18292120234380588,-0.4647227992462541,False,True,3551
Mamadou Sarr,910905.0,Strasbourg,Chelsea Football Club,Ligue 1,2024-2025,DEF,19.107460643394933,2365,5000000.0,15.424948470398377,LightGBM,A_v13A_current,15.137939675716227,3752525.641769949,0.2870087946821478,-0.2870087946821478,4.0,1.6094371124345805,1.4917445211075633,1,2,0.85,exact_age_validated,0.0,0.04,3752525.6417699484,0.28700879468214957,-0.28700879468214957,-1247474.3582300516,-0.2494948716460103,-0.28700879468214957,-0.2494948716460103,-0.18338224966715774,-0.4649827052205091,False,True,3552
David Møller Wolfe,661427.0,AZ Alkmaar,Wolverhampton Wanderers Football Club,Eredivisie,2024-2025,DEF,22.652977412731005,2500,4500000.0,15.319587954740548,LightGBM,B_v13B_advanced,15.032499405460657,3377003.7352779643,0.2870885492798916,-0.2870885492798916,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.07,0.18,3377003.7352779643,0.2870885492798916,-0.2870885492798916,-1122996.2647220357,-0.2495547254937857,-0.2870885492798916,-0.2495547254937857,-0.18346592848548318,-0.46502986519418854,False,True,3553
Jhoanner Chávez,713787.0,Lens,"AC Sparta Praha, a. s.",Ligue 1,2024-2025,MID,22.45311430527036,596,4000000.0,15.201804919084164,HistGradientBoosting,A_v13A_current,14.914420470997694,3000893.005979508,0.2873844480864704,-0.2873844480864704,1.0,0.6931469305600384,0.2502975660545368,0,2,0.85,exact_age_validated,0.15,0.0,3000893.0059795077,0.28738444808647046,-0.28738444808647046,-999106.9940204923,-0.24977674850512308,-0.28738444808647046,-0.24977674850512308,-0.18377638660550935,-0.46520480130540065,False,True,3554
Anan Khalaili,945021.0,Union SG,Royale Union Saint-Gilloise,Belgian Pro League,2024-2025,MID,20.27104722792608,2305,4000000.0,15.201804919084164,LightGBM,A_v13A_current,14.914173356467536,3000151.533332382,0.2876315626166299,-0.2876315626166299,-0.2,-0.22314350131422067,-0.44034712588765984,0,1,0.85,exact_age_validated,0.08,0.16,3000151.533332387,0.28763156261662814,-0.28763156261662814,-999848.466667613,-0.24996211666690327,-0.28763156261662814,-0.24996211666690327,-0.18403566008265146,-0.4653508563704546,False,True,3555
Sepp van den Berg,541231.0,Brentford,Brentford Football Club,Premier League,2024-2025,DEF,22.781656399726216,2586,18000000.0,16.70588231586044,XGBoost,A_v13A_current,16.417465209960938,13490081.0,0.2884171058995015,-0.2884171058995015,0.5,0.4054650803303872,0.018570440207696298,0,5,0.85,exact_age_validated,0.0,0.0,13490080.694413062,0.28841710589950154,-0.28841710589950154,-4509919.305586938,-0.25055107253260767,-0.28841710589950154,-0.25055107253260767,-0.18485985499448546,-0.4658149057867798,False,True,3556
Mayckel Lahdo,795274.0,AZ Alkmaar,Brøndby Idrætsforening,Eredivisie,2024-2025,MID,21.965776865160848,869,3000000.0,14.914122846632385,HistGradientBoosting,B_v13B_advanced,14.624821382267967,2246359.316838624,0.2893014643644171,-0.2893014643644171,0.0,0.0,-0.28329844427707607,0,3,0.85,exact_age_validated,0.31,0.1,2246359.316838624,0.28930146436441717,-0.28930146436441717,-753640.683161376,-0.251213561053792,-0.28930146436441717,-0.251213561053792,-0.18578772716004538,-0.46633689296693986,False,True,3557
Gabri Martínez,906948.0,Braga,Sporting Clube de Braga,Liga Portugal,2024-2025,MID,21.711156741957563,1542,3000000.0,14.914122846632385,XGBoost,B_v13B_advanced,14.623605728149414,2243630.0,0.2905171184829704,-0.2905171184829704,0.6666666666666666,0.5108254015438671,0.4347835211291611,1,2,0.85,exact_age_validated,0.23,0.12,2243630.180062636,0.29051711848297046,-0.29051711848297046,-756369.8199373642,-0.2521232733124547,-0.29051711848297046,-0.2521232733124547,-0.18706319594821547,-0.46705367238495527,False,True,3558
Jack Hinshelwood,867688.0,Brighton,Brighton and Hove Albion Football Club,Premier League,2024-2025,DEF,19.47433264887064,1842,20000000.0,16.811242831518264,RandomForest,B_v13B_advanced,16.52056717143757,14955163.330300046,0.2906756600806943,-0.2906756600806943,0.25,0.22314353881420956,-0.12020893259421028,0,2,0.85,exact_age_validated,0.24,0.1,14955163.330300046,0.29067566008069434,-0.29067566008069434,-5044836.669699954,-0.2522418334849977,-0.29067566008069434,-0.2522418334849977,-0.187229538377725,-0.4671470881773291,False,True,3559
Matthieu Epolo,680218.0,Standard Liège,Royal Standard Club de Liège,Belgian Pro League,2024-2025,GK,19.71252566735113,2385,3000000.0,14.914122846632385,HistGradientBoosting,A_v13A_current,14.623058431734092,2242402.5852675377,0.2910644148982921,-0.2910644148982921,2.75,1.3217549233163783,1.1694050773405136,1,2,0.85,exact_age_validated,0.0,0.04,2242402.5852675377,0.29106441489829216,-0.29106441489829216,-757597.4147324623,-0.2525324715774874,-0.29106441489829216,-0.2525324715774874,-0.18763742136724412,-0.4673760874029679,False,True,3560
Max Moerstedt,923595.0,Hoffenheim,Turn- und Sportgemeinschaft 1899 Hoffenheim Fußball-Spielbetriebs,Bundesliga,2024-2025,MID,18.73237508555784,451,3000000.0,14.914122846632385,RandomForest,B_v13B_advanced,14.622746789320864,2241703.866395308,0.2913760573115205,-0.2913760573115205,2.0,1.0986116220018882,0.6125742963546054,0,1,0.85,exact_age_validated,0.0,0.0,2241703.866395308,0.2913760573115205,-0.2913760573115205,-758296.1336046918,-0.2527653778682306,-0.2913760573115205,-0.2527653778682306,-0.18796439773747664,-0.46755959865495034,False,True,3561
Samuel Mbangula,654991.0,Juventus,Sportverein Werder Bremen von 1899,Serie A,2024-2025,MID,20.75564681724846,709,8000000.0,15.89495209964411,LightGBM,B_v13B_advanced,15.60344651744232,5977102.743337004,0.2915055822017898,-0.2915055822017898,31.0,3.4657320278077197,5.5259000691914935,0,1,0.85,exact_age_validated,0.38,0.38,5977102.743337004,0.2915055822017898,-0.2915055822017898,-2022897.2566629956,-0.25286215708287446,-0.2915055822017898,-0.25286215708287446,-0.18810029573042403,-0.4676358528204712,False,True,3562
Senny Mayulu,903693.0,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,MID,18.56810403832991,808,5000000.0,15.424948470398377,HistGradientBoosting,A_v13A_current,15.133391039393718,3735495.5285932072,0.2915574310046569,-0.2915574310046569,0.0,0.0,-0.28329844427707607,0,1,1.0,exact_age_club_validated,0.22,0.22,3735495.5285932072,0.2915574310046587,-0.2915574310046587,-1264504.4714067928,-0.25290089428135853,-0.2915574310046587,-0.25290089428135853,-0.18815469568576823,-0.4676663745885584,False,True,3563
Jack Hinshelwood,867688.0,Brighton,Brighton and Hove Albion Football Club,Premier League,2024-2025,DEF,19.47433264887064,1842,20000000.0,16.811242831518264,HistGradientBoosting,B_v13B_advanced,16.51934369636839,14936877.249373022,0.2918991351498725,-0.2918991351498725,0.25,0.22314353881420956,-0.12020893259421028,0,2,0.85,exact_age_validated,0.24,0.1,14936877.249373022,0.29189913514987254,-0.29189913514987254,-5063122.7506269775,-0.25315613753134886,-0.29189913514987254,-0.25315613753134886,-0.1885132129361579,-0.4678674855513252,False,True,3564
Amady Camara,1155608.0,Sturm Graz,Football Club de Nantes,Austrian Bundesliga,2024-2025,ATT,19.5564681724846,612,2000000.0,14.50865773852422,LightGBM,B_v13B_advanced,14.216556515863326,1493385.8998013013,0.292101222660893,-0.292101222660893,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.0,1493385.8998013013,0.2921012226608948,-0.2921012226608948,-506614.1001986987,-0.25330705009934934,-0.2921012226608948,-0.25330705009934934,-0.1887252438986282,-0.467986392405259,False,True,3565
Stelios Andreou,613964.0,Charleroi,Widzew Łódź Spółka Akcyjna,Belgian Pro League,2024-2025,DEF,22.38466803559206,3057,3000000.0,14.914122846632385,XGBoost,B_v13B_advanced,14.622008323669434,2240049.0,0.2921145229629509,-0.2921145229629509,0.2,0.1823214901273129,-0.15055990981849468,0,4,0.85,exact_age_validated,0.03,0.03,2240049.056174752,0.29211452296295093,-0.29211452296295093,-759950.9438252482,-0.25331698127508273,-0.29211452296295093,-0.25331698127508273,-0.18873919862463695,-0.4679942173656183,False,True,3566
