player_name_fbref,player_id_tm,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,log_market_value_eur,model,feature_set,predicted_log_market_value_ml,predicted_market_value_ml_eur,residual_log_observed_minus_predicted,inefficiency_score_ml,market_value_growth_prev,delta_log_market_value_prev,growth_index,breakout_indicator,career_year,matching_confidence,matching_method,goals_per90,assists_per90,predicted_market_value_eur,residual_observed_minus_predicted_log,inefficiency_score_log,market_value_gap_eur,market_value_gap_pct,inefficiency_score_log_winsorized,market_value_gap_pct_winsorized,inefficiency_score_z,market_value_gap_pct_z,is_undervalued,is_overvalued,inefficiency_rank
Bas van den Eynden,621195.0,Mechelen,Yellow-Red Koninklijke Voetbalclub Mechelen,Belgian Pro League,2024-2025,DEF,22.73511293634497,1026,500000.0,13.122363377404328,LightGBM,B_v13B_advanced,14.554774299887288,2094392.9329817053,-1.4324109224829584,1.4324109224829584,4.0,1.6094299124820992,1.4917402334230712,1,1,0.85,exact_age_validated,0.26,0.0,2094392.932981709,-1.4324109224829602,1.4324109224829602,1594392.932981709,3.188785865963418,1.4324109224829602,3.188785865963418,1.6206392639671707,2.2441034290039252,True,False,283
Bas van den Eynden,621195.0,Mechelen,Yellow-Red Koninklijke Voetbalclub Mechelen,Belgian Pro League,2024-2025,DEF,22.73511293634497,1026,500000.0,13.122363377404328,LightGBM,A_v13A_current,14.55392580291304,2092616.6006280696,-1.4315624255087105,1.4315624255087105,4.0,1.6094299124820992,1.4917402334230712,1,1,0.85,exact_age_validated,0.26,0.0,2092616.6006280736,-1.4315624255087123,1.4315624255087123,1592616.6006280736,3.185233201256147,1.4315624255087123,3.185233201256147,1.6197490178099843,2.241304217586213,True,False,284
Jakob Breum,657957.0,Go Ahead Eagles,Go Ahead Eagles,Eredivisie,2024-2025,MID,20.908966461327857,2059,1500000.0,14.22097566607244,LightGBM,A_v13A_current,15.647914067267536,6248887.883674403,-1.4269384011950963,1.4269384011950963,0.5,0.40546477477510834,0.35190359157807444,1,2,1.0,exact_age_club_validated,0.44,0.22,6248887.883674403,-1.4269384011950965,1.4269384011950965,4748887.883674403,3.165925255782935,1.4269384011950965,3.165925255782935,1.6148974744328473,2.226091123789163,True,False,285
Hugo Rincón,834487.0,CD Mirandés,Girona Fútbol Club S. A. D.,Spanish Segunda División,2024-2025,DEF,21.71389459274469,3287,500000.0,13.122363377404328,RandomForest,A_v13A_current,14.547438486001177,2079085.0726763103,-1.4250751085968467,1.4250751085968467,1.0,0.6931451805659457,0.5836298572389736,1,1,0.85,exact_age_validated,0.05,0.11,2079085.072676314,-1.4250751085968485,1.4250751085968485,1579085.072676314,3.1581701453526283,1.4250751085968485,3.1581701453526283,1.6129425009613454,2.2199807262563747,True,False,286
Alberto costa,877139.0,Vitória Guimarães,Futebol Clube do Porto,Liga Portugal,2024-2025,DEF,21.026694045174537,675,500000.0,13.122363377404328,RandomForest,B_v13B_advanced,14.541882094429436,2067564.8968444967,-1.4195187170251078,1.4195187170251078,,,0.0,0,1,0.85,exact_age_validated,0.0,0.27,2067564.8968444967,-1.4195187170251078,1.4195187170251078,1567564.8968444967,3.1351297936889932,1.4195187170251078,3.1351297936889932,1.6071127144156128,2.201826799342598,True,False,287
Lukas Ullrich,787151.0,Gladbach,Borussia Verein für Leibesübungen 1900 Mönchengladbach,Bundesliga,2024-2025,DEF,20.76386036960985,1903,3000000.0,14.914122846632385,RandomForest,B_v13B_advanced,16.333532976308828,12404042.385859596,-1.419410129676443,1.419410129676443,3.0,1.3862933611207247,1.2380427667710607,1,1,0.85,exact_age_validated,0.05,0.09,12404042.385859596,-1.419410129676443,1.419410129676443,9404042.385859596,3.1346807952865317,1.419410129676443,3.1346807952865317,1.6069987841685973,2.201473025046889,True,False,288
Lukas Ullrich,787151.0,Gladbach,Borussia Verein für Leibesübungen 1900 Mönchengladbach,Bundesliga,2024-2025,DEF,20.76386036960985,1903,3000000.0,14.914122846632385,LightGBM,A_v13A_current,16.331057591718416,12373375.582204737,-1.4169347450860317,1.4169347450860317,3.0,1.3862933611207247,1.2380427667710607,1,1,0.85,exact_age_validated,0.05,0.09,12373375.582204737,-1.4169347450860315,1.4169347450860315,9373375.582204737,3.124458527401579,1.4169347450860315,3.124458527401579,1.6044016015196836,2.193418707700276,True,False,289
Theofanis Bakoulas,1060252.0,Rio Ave,Olympiakos Syndesmos Filathlon Peiraios,Liga Portugal,2024-2025,MID,20.23545516769336,390,500000.0,13.122363377404328,LightGBM,A_v13A_current,14.539095157465132,2061810.745759944,-1.416731780060804,1.416731780060804,,,0.0,0,1,0.85,exact_age_validated,0.23,0.0,2061810.745759944,-1.416731780060804,1.416731780060804,1561810.745759944,3.123621491519888,1.416731780060804,3.123621491519888,1.6041886498660702,2.1927591913681352,True,False,290
Nelson Abbey,566677.0,Rio Ave,Rio Ave Futebol Clube,Liga Portugal,2024-2025,DEF,21.34154688569473,635,500000.0,13.122363377404328,HistGradientBoosting,B_v13B_advanced,14.537153811980277,2057811.9415641665,-1.4147904345759468,1.4147904345759468,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.0,2057811.9415641702,-1.4147904345759486,1.4147904345759486,1557811.9415641702,3.1156238831283405,1.4147904345759486,3.1156238831283405,1.6021517830178464,2.1864577251255732,True,False,291
Erick Nunes,1086381.0,Cercle Brugge,Cercle Brugge Koninklijke Sportvereniging,Belgian Pro League,2024-2025,MID,20.591375770020534,1805,500000.0,13.122363377404328,XGBoost,B_v13B_advanced,14.531479835510254,2046169.0,-1.4091164581059257,1.4091164581059257,4.0,1.6094299124820992,1.4917402334230712,1,1,0.85,exact_age_validated,0.0,0.15,2046169.02707542,-1.4091164581059257,1.4091164581059257,1546169.02707542,3.0923380541508396,1.4091164581059257,3.0923380541508396,1.5961986259628296,2.1681103820139893,True,False,292
Václav Sejk,629777.0,Famalicão,"SK Sigma Olomouc, a.s.",Liga Portugal,2024-2025,ATT,22.562628336755647,858,600000.0,13.304684934198283,XGBoost,B_v13B_advanced,14.713163375854492,2453837.0,-1.408478441656209,1.408478441656209,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.31,0.1,2453836.744740693,-1.408478441656209,1.408478441656209,1853836.744740693,3.089727907901155,1.408478441656209,3.089727907901155,1.595529216748866,2.1660537986361486,True,False,293
Bas van den Eynden,621195.0,Mechelen,Yellow-Red Koninklijke Voetbalclub Mechelen,Belgian Pro League,2024-2025,DEF,22.73511293634497,1026,500000.0,13.122363377404328,RandomForest,B_v13B_advanced,14.530261957105267,2043678.5588559515,-1.4078985797009391,1.4078985797009391,4.0,1.6094299124820992,1.4917402334230712,1,1,0.85,exact_age_validated,0.26,0.0,2043678.5588559513,-1.4078985797009391,1.4078985797009391,1543678.5588559513,3.087357117711903,1.4078985797009391,3.087357117711903,1.594920823445124,2.1641858084052736,True,False,294
Hugo Álvarez,892929.0,Celta Vigo,Real Club Celta de Vigo S. A. D.,LaLiga,2024-2025,MID,21.27857631759069,1572,3000000.0,14.914122846632385,HistGradientBoosting,A_v13A_current,16.320200079757004,12239758.197621102,-1.40607723312462,1.40607723312462,1.0,0.6931468472267799,0.5836308497616093,1,1,0.85,exact_age_validated,0.23,0.17,12239758.197621102,-1.4060772331246199,1.4060772331246199,9239758.197621102,3.079919399207034,1.4060772331246199,3.079919399207034,1.5930098598946527,2.158325489946865,True,False,295
Mark O'Mahony,943549.0,Portsmouth,Brighton and Hove Albion Football Club,Championship,2024-2025,ATT,19.958932238193015,595,500000.0,13.122363377404328,XGBoost,B_v13B_advanced,14.52814483642578,2039356.5,-1.405781459021453,1.405781459021453,0.6666666666666666,0.5108242904362132,0.10144952611381397,0,1,0.85,exact_age_validated,0.45,0.0,2039356.4215742708,-1.4057814590214512,1.4057814590214512,1539356.4215742708,3.0787128431485415,1.4057814590214512,3.0787128431485415,1.5926995326139048,2.1573748217095474,True,False,296
Luck Zogbé,1144999.0,Brest,Stade brestois 29,Ligue 1,2024-2025,DEF,19.540041067761805,638,500000.0,13.122363377404328,XGBoost,B_v13B_advanced,14.528005599975586,2039072.5,-1.4056422225712577,1.4056422225712577,4.0,1.6094299124820992,1.158406900089738,0,1,0.85,exact_age_validated,0.0,0.0,2039072.4885928205,-1.4056422225712577,1.4056422225712577,1539072.4885928205,3.078144977185641,1.4056422225712577,3.078144977185641,1.5925534452164396,2.156927389424753,True,False,297
Emilio Kehrer,527279.0,Willem II,Willem II Tilburg,Eredivisie,2024-2025,MID,22.746064339493497,979,500000.0,13.122363377404328,RandomForest,A_v13A_current,14.52502329822454,2033000.418013418,-1.402659920820211,1.402659920820211,0.25,0.22314305131533452,-0.12020922290742721,0,1,0.85,exact_age_validated,0.09,0.28,2033000.418013418,-1.402659920820211,1.402659920820211,1533000.418013418,3.066000836026836,1.402659920820211,3.066000836026836,1.5894244032115543,2.1473587919377843,True,False,298
Jon Martin,1018938.0,Real Sociedad,Real Sociedad de Fútbol S.A.D.,LaLiga,2024-2025,DEF,18.680355920602327,904,2000000.0,14.50865773852422,XGBoost,A_v13A_current,15.910747528076172,8127366.0,-1.4020897895519528,1.4020897895519528,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.1,8127366.685027974,-1.402089789551951,1.402089789551951,6127366.685027974,3.0636833425139867,1.402089789551951,3.0636833425139867,1.5888262193805394,2.1455327951617966,True,False,299
Eliezer Mayenda,967346.0,Sunderland,Sunderland Association Football Club,Championship,2024-2025,MID,19.381245722108144,2155,1000000.0,13.815510557964274,LightGBM,B_v13B_advanced,15.217473584103644,4063168.248794042,-1.40196302613937,1.40196302613937,0.42857142857142855,0.356674515367823,0.3142185024421128,1,1,0.85,exact_age_validated,0.33,0.21,4063168.248794042,-1.40196302613937,1.40196302613937,3063168.248794042,3.063168248794042,1.40196302613937,3.063168248794042,1.588693218740175,2.1451269431209017,True,False,300
Freddie Potts,698164.0,Portsmouth,West Ham United Football Club,Championship,2024-2025,MID,21.300479123887747,3057,600000.0,13.304684934198283,HistGradientBoosting,A_v13A_current,14.705532407830464,2435182.8591281967,-1.4008474736321794,1.4008474736321794,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.03,0.12,2435182.859128201,-1.4008474736321812,1.4008474736321812,1835182.859128201,3.0586380985470014,1.4008474736321812,3.0586380985470014,1.5875227769321238,2.141557552440854,True,False,301
Mikel Jauregizar,938729.0,Athletic Club,Athletic Club Bilbao,LaLiga,2024-2025,MID,20.91170431211499,2244,3000000.0,14.914122846632385,LightGBM,B_v13B_advanced,16.310251380270735,12118592.242746295,-1.3961285336383504,1.3961285336383504,2.75,1.3217549233163783,1.1694050773405136,1,1,1.0,exact_age_club_validated,0.08,0.04,12118592.242746297,-1.3961285336383504,1.3961285336383504,9118592.242746297,3.039530747582099,1.3961285336383504,3.039530747582099,1.5825716476729712,2.1265025108339937,True,False,302
Benjamin Böckle,488048.0,Rapid Wien,Wattener Sportgemeinschaft Swarovski Tirol,Austrian Bundesliga,2024-2025,DEF,22.50239561943874,441,500000.0,13.122363377404328,HistGradientBoosting,A_v13A_current,14.516681406522896,2016111.8877773588,-1.394318029118569,1.394318029118569,0.25,0.22314305131533452,-0.12020922290742721,0,1,0.85,exact_age_validated,0.0,0.2,2016111.8877773553,-1.3943180291185673,1.3943180291185673,1516111.8877773553,3.0322237755547103,1.3943180291185673,3.0322237755547103,1.5806720596482358,2.1207452099870805,True,False,303
Theofanis Bakoulas,1060252.0,Rio Ave,Olympiakos Syndesmos Filathlon Peiraios,Liga Portugal,2024-2025,MID,20.23545516769336,390,500000.0,13.122363377404328,LightGBM,B_v13B_advanced,14.515396082643468,2013522.1956774725,-1.3930327052391398,1.3930327052391398,,,0.0,0,1,0.85,exact_age_validated,0.23,0.0,2013522.1956774723,-1.3930327052391398,1.3930327052391398,1513522.1956774723,3.0270443913549445,1.3930327052391398,3.0270443913549445,1.5793234930898052,2.116664275650938,True,False,304
Nelson Abbey,566677.0,Rio Ave,Rio Ave Futebol Clube,Liga Portugal,2024-2025,DEF,21.34154688569473,635,500000.0,13.122363377404328,LightGBM,A_v13A_current,14.515385066416254,2013500.0143816413,-1.3930216890119258,1.3930216890119258,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.0,2013500.0143816415,-1.3930216890119258,1.3930216890119258,1513500.0143816415,3.027000028763283,1.3930216890119258,3.027000028763283,1.5793119348235514,2.116629321529643,True,False,305
Medon Berisha,583046.0,Lecce,Unione Sportiva Lecce,Serie A,2024-2025,MID,21.16084873374401,716,1000000.0,13.815510557964274,RandomForest,B_v13B_advanced,15.208124363222016,4025357.815812213,-1.392613805257742,1.392613805257742,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.13,4025357.8158122133,-1.3926138052577421,1.3926138052577421,3025357.8158122133,3.0253578158122134,1.3926138052577421,3.0253578158122134,1.5788839816831612,2.1153353910234682,True,False,306
Adama Boiro,710671.0,Athletic Club,Athletic Club Bilbao,LaLiga,2024-2025,DEF,22.305270362765228,1101,1500000.0,14.22097566607244,XGBoost,A_v13A_current,15.613483428955078,6037396.5,-1.392507762882639,1.392507762882639,2.75,1.3217540066518882,1.1694045314524497,1,1,1.0,exact_age_club_validated,0.0,0.0,6037396.4699108,-1.392507762882639,1.392507762882639,4537396.4699108,3.0249309799405335,1.392507762882639,3.0249309799405335,1.5787727216318002,2.1149990790030713,True,False,307
Kévin Boma,709727.0,Estoril,Grupo Desportivo Estoril Praia,Liga Portugal,2024-2025,DEF,21.883641341546884,2467,600000.0,13.304684934198283,LightGBM,A_v13A_current,14.696928782524784,2414321.329335093,-1.3922438483264994,1.3922438483264994,0.5,0.405464274776568,0.351903293821111,1,1,0.85,exact_age_validated,0.04,0.0,2414321.329335097,-1.3922438483265012,1.3922438483265012,1814321.3293350972,3.023868882225162,1.3922438483265012,3.023868882225162,1.5784958215053908,2.114162232214375,True,False,308
Luca Kerber,809498.0,Heidenheim,1. Fußballclub Heidenheim 1846,Bundesliga,2024-2025,MID,22.781656399726216,783,1300000.0,14.077874822431763,HistGradientBoosting,A_v13A_current,15.46847537937236,5222440.500184937,-1.390600556940594,1.390600556940594,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.23,0.0,5222440.500184947,-1.3906005569405977,1.3906005569405977,3922440.5001849467,3.01726192321919,1.3906005569405977,3.01726192321919,1.576771674117906,2.108956484807922,True,False,309
Carlos Romero,709372.0,Espanyol,Reial Club Deportiu Espanyol de Barcelona S.A.D.,LaLiga,2024-2025,DEF,22.951403148528406,2554,2500000.0,14.73180128983843,RandomForest,A_v13A_current,16.120700635422143,10026083.803839842,-1.388899345583713,1.388899345583713,0.6666666666666666,0.510825357099467,0.43478349466182453,1,2,0.85,exact_age_validated,0.07,0.04,10026083.803839842,-1.388899345583713,1.388899345583713,7526083.803839842,3.0104335215359366,1.388899345583713,3.0104335215359366,1.5749867568830853,2.103576258546387,True,False,310
Williot Swedberg,764859.0,Celta Vigo,Real Club Celta de Vigo S. A. D.,LaLiga,2024-2025,MID,20.903490759753595,1348,5000000.0,15.424948470398377,XGBoost,A_v13A_current,16.8134822845459,20044840.0,-1.3885338141475234,1.3885338141475234,0.0,0.0,-0.28329844427707607,0,2,0.85,exact_age_validated,0.27,0.33,20044839.249509573,-1.3885338141475216,1.3885338141475216,15044839.249509573,3.008967849901915,1.3885338141475216,3.008967849901915,1.5746032399510552,2.102421428268096,True,False,311
Rafik Messali,883865.0,Toulouse,Toulouse Football Club,Ligue 1,2024-2025,MID,21.905544147843944,456,800000.0,13.592367006650065,RandomForest,A_v13A_current,14.979335246894104,3202157.1399414325,-1.3869682402440393,1.3869682402440393,,,0.0,0,1,0.85,exact_age_validated,0.0,0.2,3202157.1399414325,-1.3869682402440393,1.3869682402440393,2402157.1399414325,3.0026964249267905,1.3869682402440393,3.0026964249267905,1.5729606340329825,2.0974800544424816,True,False,312
Adama Boiro,710671.0,Athletic Club,Athletic Club Bilbao,LaLiga,2024-2025,DEF,22.305270362765228,1101,1500000.0,14.22097566607244,HistGradientBoosting,A_v13A_current,15.607862726524308,6003557.250077611,-1.386887060451869,1.386887060451869,2.75,1.3217540066518882,1.1694045314524497,1,1,1.0,exact_age_club_validated,0.0,0.0,6003557.250077611,-1.386887060451869,1.386887060451869,4503557.250077611,3.0023715000517406,1.386887060451869,3.0023715000517406,1.5728754598954025,2.097224040015261,True,False,313
Hugo Álvarez,892929.0,Celta Vigo,Real Club Celta de Vigo S. A. D.,LaLiga,2024-2025,MID,21.27857631759069,1572,3000000.0,14.914122846632385,XGBoost,A_v13A_current,16.29984474182129,11993132.0,-1.3857218951889043,1.3857218951889043,1.0,0.6931468472267799,0.5836308497616093,1,1,0.85,exact_age_validated,0.23,0.17,11993132.374756468,-1.3857218951889045,1.3857218951889045,8993132.374756468,2.9977107915854897,1.3857218951889045,2.9977107915854897,1.5716529642008708,2.0935517800559533,True,False,314
Joel silva,929573.0,Boavista,Clube Desportivo Nacional,Liga Portugal,2024-2025,MID,21.853524982888437,2397,600000.0,13.304684934198283,HistGradientBoosting,A_v13A_current,14.689601981184206,2396696.721426801,-1.3849170469859224,1.3849170469859224,1.0,0.6931455138974467,0.5836300557431043,1,1,0.85,exact_age_validated,0.08,0.04,2396696.721426801,-1.3849170469859224,1.3849170469859224,1796696.7214268008,2.994494535711335,1.3849170469859224,2.994494535711335,1.570808514495604,2.091017631492259,True,False,315
Rabby Nzingoula,1068110.0,Montpellier,Montpellier HSC,Ligue 1,2024-2025,MID,18.86652977412731,1689,1500000.0,14.22097566607244,HistGradientBoosting,A_v13A_current,15.60469496248202,5984569.48754877,-1.3837192964095806,1.3837192964095806,4.0,1.609435245772767,1.4917434094812114,1,1,1.0,exact_age_club_validated,0.05,0.0,5984569.48754877,-1.3837192964095806,1.3837192964095806,4484569.48754877,2.98971299169918,1.3837192964095806,2.98971299169918,1.5695518301700042,2.087250162931062,True,False,316
Lukas Ullrich,787151.0,Gladbach,Borussia Verein für Leibesübungen 1900 Mönchengladbach,Bundesliga,2024-2025,DEF,20.76386036960985,1903,3000000.0,14.914122846632385,XGBoost,A_v13A_current,16.297365188598633,11963430.0,-1.3832423419662483,1.3832423419662483,3.0,1.3862933611207247,1.2380427667710607,1,1,0.85,exact_age_validated,0.05,0.09,11963431.602267118,-1.3832423419662483,1.3832423419662483,8963431.602267118,2.9878105340890393,1.3832423419662483,2.9878105340890393,1.5690514078076194,2.0857511807577316,True,False,317
Freddie Potts,698164.0,Portsmouth,West Ham United Football Club,Championship,2024-2025,MID,21.300479123887747,3057,600000.0,13.304684934198283,RandomForest,A_v13A_current,14.687172969892844,2390882.1826774846,-1.3824880356945606,1.3824880356945606,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.03,0.12,2390882.1826774846,-1.3824880356945606,1.3824880356945606,1790882.1826774846,2.9848036377958076,1.3824880356945606,2.9848036377958076,1.5682599868832174,2.08338199054998,True,False,318
Ryan Alebiosu,610649.0,Kortrijk,,Belgian Pro League,2024-2025,DEF,22.792607802874745,610,500000.0,13.122363377404328,RandomForest,A_v13A_current,14.504484105919646,1991670.129791443,-1.382120728515318,1.382120728515318,0.6666666666666666,0.5108242904362132,0.10144952611381397,0,1,0.85,exact_age_validated,0.0,0.3,1991670.129791443,-1.3821207285153179,1.3821207285153179,1491670.129791443,2.983340259582886,1.3821207285153179,2.983340259582886,1.5678746068350238,2.0822289673013583,True,False,319
Dudu,1083607.0,Nacional,Aris Thessalonikis,Liga Portugal,2024-2025,MID,22.85010266940452,1338,500000.0,13.122363377404328,XGBoost,A_v13A_current,14.503623008728027,1989955.75,-1.381259631323699,1.381259631323699,0.25,0.22314305131533452,-0.12020922290742721,0,1,0.85,exact_age_validated,0.2,0.13,1989955.8464242718,-1.381259631323699,1.381259631323699,1489955.8464242718,2.979911692848544,1.381259631323699,2.979911692848544,1.5669711404832642,2.079527535013218,True,False,320
Carlos Romero,709372.0,Espanyol,Reial Club Deportiu Espanyol de Barcelona S.A.D.,LaLiga,2024-2025,DEF,22.951403148528406,2554,2500000.0,14.73180128983843,RandomForest,B_v13B_advanced,16.112873407965544,9947913.692124397,-1.3810721181271148,1.3810721181271148,0.6666666666666666,0.510825357099467,0.43478349466182453,1,2,0.85,exact_age_validated,0.07,0.04,9947913.692124397,-1.3810721181271148,1.3810721181271148,7447913.692124397,2.9791654768497584,1.3810721181271148,2.9791654768497584,1.5667744009452962,2.0789395773769104,True,False,321
Medon Berisha,583046.0,Lecce,Unione Sportiva Lecce,Serie A,2024-2025,MID,21.16084873374401,716,1000000.0,13.815510557964274,LightGBM,A_v13A_current,15.196284625691778,3977979.661714379,-1.3807740677275042,1.3807740677275042,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.13,3977979.661714379,-1.3807740677275042,1.3807740677275042,2977979.661714379,2.9779796617143792,1.3807740677275042,2.9779796617143792,1.5664616853659195,2.0780052513034546,True,False,322
Erick Nunes,1086381.0,Cercle Brugge,Cercle Brugge Koninklijke Sportvereniging,Belgian Pro League,2024-2025,MID,20.591375770020534,1805,500000.0,13.122363377404328,RandomForest,A_v13A_current,14.500309724643202,1983373.4680552508,-1.3779463472388738,1.3779463472388738,4.0,1.6094299124820992,1.4917402334230712,1,1,0.85,exact_age_validated,0.0,0.15,1983373.4680552508,-1.3779463472388738,1.3779463472388738,1483373.4680552508,2.9667469361105017,1.3779463472388738,2.9667469361105017,1.5634948305921215,2.0691547752937005,True,False,323
Medon Berisha,583046.0,Lecce,Unione Sportiva Lecce,Serie A,2024-2025,MID,21.16084873374401,716,1000000.0,13.815510557964274,HistGradientBoosting,B_v13B_advanced,15.19183892601624,3960334.011516418,-1.376328368051967,1.376328368051967,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.13,3960334.011516418,-1.3763283680519667,1.3763283680519667,2960334.011516418,2.960334011516418,1.3763283680519667,2.960334011516418,1.5617972408572511,2.0641019112539425,True,False,324
Kévin Boma,709727.0,Estoril,Grupo Desportivo Estoril Praia,Liga Portugal,2024-2025,DEF,21.883641341546884,2467,600000.0,13.304684934198283,XGBoost,A_v13A_current,14.679375648498535,2372312.25,-1.374690714300252,1.374690714300252,0.5,0.405464274776568,0.351903293821111,1,1,0.85,exact_age_validated,0.04,0.0,2372312.1980375582,-1.374690714300252,1.374690714300252,1772312.1980375582,2.9538536633959303,1.374690714300252,2.9538536633959303,1.560079008496366,2.0589959229481805,True,False,325
Mark O'Mahony,943549.0,Portsmouth,Brighton and Hove Albion Football Club,Championship,2024-2025,ATT,19.958932238193015,595,500000.0,13.122363377404328,LightGBM,B_v13B_advanced,14.496350105772144,1975535.5927827647,-1.3739867283678162,1.3739867283678162,0.6666666666666666,0.5108242904362132,0.10144952611381397,0,1,0.85,exact_age_validated,0.45,0.0,1975535.5927827647,-1.3739867283678162,1.3739867283678162,1475535.5927827647,2.9510711855655294,1.3739867283678162,2.9510711855655294,1.5593403838576396,2.056803556272978,True,False,326
Pedro Santos,825835.0,Arouca,Futebol Clube de Famalicão,Liga Portugal,2024-2025,MID,22.299794661190965,1526,800000.0,13.592367006650065,LightGBM,B_v13B_advanced,14.9647652540326,3155839.9730325816,-1.3723982473825362,1.3723982473825362,-0.3333333333333333,-0.40546469144193154,-0.5650310713711769,0,2,0.85,exact_age_validated,0.0,0.0,3155839.973032576,-1.3723982473825345,1.3723982473825345,2355839.973032576,2.94479996629072,1.3723982473825345,2.94479996629072,1.5576737437447927,2.051862344522515,True,False,327
Luck Zogbé,1144999.0,Brest,Stade brestois 29,Ligue 1,2024-2025,DEF,19.540041067761805,638,500000.0,13.122363377404328,RandomForest,A_v13A_current,14.49210941804842,1967175.7016188763,-1.3697460406440918,1.3697460406440918,4.0,1.6094299124820992,1.158406900089738,0,1,0.85,exact_age_validated,0.0,0.0,1967175.7016188763,-1.3697460406440918,1.3697460406440918,1467175.7016188763,2.9343514032377525,1.3697460406440918,2.9343514032377525,1.5548910386455135,2.043629724952001,True,False,328
Medon Berisha,583046.0,Lecce,Unione Sportiva Lecce,Serie A,2024-2025,MID,21.16084873374401,716,1000000.0,13.815510557964274,RandomForest,A_v13A_current,15.18254060405532,3923680.224248575,-1.3670300460910472,1.3670300460910472,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.13,3923680.2242485746,-1.3670300460910472,1.3670300460910472,2923680.2242485746,2.9236802242485744,1.3670300460910472,2.9236802242485744,1.552041407135713,2.0352217020936028,True,False,329
Antoine Hainaut,917375.0,Parma,Parma Calcio 1913,Serie A,2024-2025,DEF,22.663928815879533,1206,750000.0,13.527828485512494,LightGBM,A_v13A_current,14.892680057928583,2936356.42035891,-1.3648515724160912,1.3648515724160912,1.1428571428571428,0.7621385282405662,0.6419759272696414,1,1,0.85,exact_age_validated,0.15,0.0,2936356.4203589046,-1.3648515724160895,1.3648515724160895,2186356.4203589046,2.9151418938118727,1.3648515724160895,2.9151418938118727,1.5497557445151926,2.028494190770145,True,False,330
Joel silva,929573.0,Boavista,Clube Desportivo Nacional,Liga Portugal,2024-2025,MID,21.853524982888437,2397,600000.0,13.304684934198283,LightGBM,B_v13B_advanced,14.669505969504,2349013.403110308,-1.3648210353057166,1.3648210353057166,1.0,0.6931455138974467,0.5836300557431043,1,1,0.85,exact_age_validated,0.08,0.04,2349013.4031103076,-1.3648210353057166,1.3648210353057166,1749013.4031103076,2.9150223385171796,1.3648210353057166,2.9150223385171796,1.5497237048662769,2.028399990902291,True,False,331
Luciano Valente,601495.0,Groningen,Feyenoord Rotterdam,Eredivisie,2024-2025,MID,21.02943189596167,2587,1000000.0,13.815510557964274,HistGradientBoosting,A_v13A_current,15.179151199039918,3910403.795125437,-1.3636406410756443,1.3636406410756443,0.17647058823529413,0.16251875302737773,-0.1651954830322099,0,1,0.85,exact_age_validated,0.07,0.24,3910403.795125437,-1.3636406410756443,1.3636406410756443,2910403.795125437,2.910403795125437,1.3636406410756443,2.910403795125437,1.5484852308832453,2.0247609535991353,True,False,332
Paul Koller,523895.0,Rheindorf Altach,Sportklub Puntigamer Sturm Graz,Austrian Bundesliga,2024-2025,DEF,22.81724845995893,2378,900000.0,13.710150042306449,HistGradientBoosting,B_v13B_advanced,15.068683346508177,3501434.664126853,-1.3585333042017282,1.3585333042017282,-0.1,-0.1053604045468326,-0.3581238311709228,0,1,0.85,exact_age_validated,0.11,0.0,3501434.664126853,-1.3585333042017282,1.3585333042017282,2601434.664126853,2.8904829601409476,1.3585333042017282,2.8904829601409476,1.543126594183933,2.0090649526157556,True,False,333
Jon Martin,1018938.0,Real Sociedad,Real Sociedad de Fútbol S.A.D.,LaLiga,2024-2025,DEF,18.680355920602327,904,2000000.0,14.50865773852422,RandomForest,A_v13A_current,15.86612671782338,7772688.850014258,-1.3574689792991617,1.3574689792991617,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.0,0.1,7772688.850014258,-1.3574689792991599,1.3574689792991599,5772688.850014258,2.8863444250071293,1.3574689792991599,2.8863444250071293,1.542009900567731,2.005804122857327,True,False,334
Václav Sejk,629777.0,Famalicão,"SK Sigma Olomouc, a.s.",Liga Portugal,2024-2025,ATT,22.562628336755647,858,600000.0,13.304684934198283,HistGradientBoosting,A_v13A_current,14.661385405763172,2330015.331966046,-1.3567004715648885,1.3567004715648885,0.0,0.0,-0.28329844427707607,0,1,0.85,exact_age_validated,0.31,0.1,2330015.331966046,-1.3567004715648885,1.3567004715648885,1730015.3319660458,2.8833588866100763,1.3567004715648885,2.8833588866100763,1.5412035794163683,2.003451760938133,True,False,335
