player_name_fbref,player_id_tm,club_actual,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,log_market_value_eur,model,feature_set,predicted_log_market_value_ml,predicted_market_value_ml_eur,residual_log_observed_minus_predicted,inefficiency_score_ml,market_value_growth_prev,delta_log_market_value_prev,growth_index,breakout_indicator,career_year,matching_confidence,matching_method,goals_per90,assists_per90,predicted_market_value_eur,residual_observed_minus_predicted_log,inefficiency_score_log,market_value_gap_eur,market_value_gap_pct,inefficiency_score_log_winsorized,market_value_gap_pct_winsorized,inefficiency_score_z,market_value_gap_pct_z,is_undervalued,is_overvalued,inefficiency_rank,market_value_growth_prev_growth_component_z,delta_log_market_value_prev_growth_component_z,growth_index_growth_component_z,breakout_indicator_growth_component_z,career_year_growth_component_z,growth_score_raw,growth_score_z,growth_score,growth_rank,high_growth_flag,matching_confidence_component,minutes_reliability_component,feature_completeness_component,temporal_stability_component,confidence_score_raw,confidence_score,confidence_score_z,confidence_rank,low_confidence_flag,opportunity_score_raw,opportunity_score,opportunity_rank,opportunity_tier,is_scouting_target,is_high_priority_or_target,position,club_anterior,expected_roi,expected_upside,player_level_tier,player_level_rank,portfolio_value_score,is_eligible_portfolio,portfolio_cost,upside_score_norm,dss_entity,dss_universe,dss_model,dss_feature_set,name_key,contract_expiration_date,current_club_name,market_value_in_eur,contract_months_remaining,contract_years_remaining,contract_expiring_12m,contract_critical_zone,free_agent_horizon,negotiation_leverage_score,contract_opportunity_score,contract_status,recruitment_contract_score,season_context_club,season_context_league,season_context_season,season_context_age,season_context_market_value_eur,player_name_tm,player_name_norm,current_club,current_league,current_season,current_market_value_eur,current_valuation_date,current_age,current_competition_id,current_club_id,homonym_group_size,is_homonym_name,identity_resolution_status,snapshot_source,identity_match_method,current_snapshot_applied,identity_review_required,display_club,display_league,player_name_tm_snapshot,player_name_norm_snapshot,current_club_snapshot,current_league_snapshot,current_season_snapshot,current_market_value_eur_snapshot,current_valuation_date_snapshot,current_age_snapshot,current_competition_id_snapshot,current_club_id_snapshot,homonym_group_size_snapshot,is_homonym_name_snapshot,identity_resolution_status_snapshot,snapshot_source_snapshot,player_name_tm_snapshot.1,player_name_norm_snapshot.1,current_club_snapshot.1,current_league_snapshot.1,current_season_snapshot.1,current_market_value_eur_snapshot.1,current_valuation_date_snapshot.1,current_age_snapshot.1,current_competition_id_snapshot.1,current_club_id_snapshot.1,homonym_group_size_snapshot.1,is_homonym_name_snapshot.1,identity_resolution_status_snapshot.1,snapshot_source_snapshot.1,player_name_tm_snapshot,player_name_norm_snapshot,current_club_snapshot,current_league_snapshot,current_season_snapshot,current_market_value_eur_snapshot,current_valuation_date_snapshot,current_age_snapshot,current_competition_id_snapshot,current_club_id_snapshot,homonym_group_size_snapshot,is_homonym_name_snapshot,identity_resolution_status_snapshot,snapshot_source_snapshot
Alfie Devine,728734,Westerlo,Koninklijke Voetbal Club Westerlo,Belgian Pro League,2024-2025,MID,20.36139630390144,2114,2800000.0,14.845129975145433,XGBoost,B_v13B_advanced,14.527935028076172,2038928.625,0.317194947069261,-0.317194947069261,0.2727272727272727,0.241161959414331,0.2266004741711709,1,2,0.85,exact_age_validated,0.26,0.04,2038928.5924518288,0.317194947069261,-0.317194947069261,-761071.4075481708,-0.2718112169814896,-0.317194947069261,-0.2718112169814896,-0.2150536721689179,-0.4825661739156645,False,True,3611,-0.2636238707141912,-0.1731752081559903,0.2440053731108799,1.5997564550586283,-0.0011483840779789,0.0898798459186294,0.0997547729953203,20.649523188974403,2142,False,0.85,1.0,1.0,0.696969696969697,0.9171969696969696,91.71969696969695,1.0036364529848445,1208,False,0.1073864641528941,49.43802705409789,2751,monitoring,False,False,MID,,-0.0883284752111953,-247319.7305913469,Development Prospect,1,66.12905024378746,True,2800000.0,78.93142748391178,player,global_prospect_universe,XGBoost,B_v13B_advanced,alfie devine,2026-06-30,Koninklijke Voetbal Club Westerlo,4500000.0,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,57.41,Westerlo,Belgian Pro League,2024-2025,20.36139630390144,2800000.0,Alfie Devine,alfie devine,Preston North End,Belgian Pro League,2025-2026,4500000.0,2025-12-03,21.34,BE1,466.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Preston North End,Belgian Pro League,Alfie Devine,alfie devine,Preston North End,Belgian Pro League,2025-2026,4500000.0,2025-12-03,21.34,BE1,466.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Alfie Devine,alfie devine,Preston North End,Belgian Pro League,2025-2026,4500000.0,2025-12-03,21.34,BE1,466.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Alfie Devine,alfie devine,Preston North End,Belgian Pro League,2025-2026,4500000,2025-12-03,21.34,BE1,466.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Rick Meissen,596178,Sparta Rotterdam,Excelsior Rotterdam,Eredivisie,2024-2025,DEF,22.63655030800821,767,800000.0,13.592367006650065,XGBoost,B_v13B_advanced,14.127100944519045,1365595.25,-0.5347339378689782,0.5347339378689782,0.2307692307692307,0.2076390763171094,-0.1317654704862066,0,1,0.85,exact_age_validated,0.0,0.0,1365595.2122921906,-0.5347339378689799,0.5347339378689799,565595.2122921906,0.7069940153652383,0.5347339378689799,0.7069940153652383,0.6787932583810288,0.2886528990505823,True,False,1657,-0.2905833240251141,-0.2370612284526363,-0.3891487843123759,-0.6249944573526541,0.889997660433723,-0.2735801245349983,-0.3036378505113081,14.110491960055908,2919,False,0.85,0.4261111111111111,1.0,0.5512820512820513,0.7017670940170941,70.17670940170942,-0.9727988048182202,4862,False,0.1028670685180947,49.32511503719937,2764,monitoring,False,False,DEF,,1.5351187381276383,1228094.990502111,Rotation Profile,2,78.5139874722518,True,800000.0,79.68806700485953,player,global_prospect_universe,XGBoost,B_v13B_advanced,rick meissen,2027-06-30,Excelsior Rotterdam,700000.0,23.9,1.99,0,0,0,60.17,42.12,Neutral Contract,47.16,Sparta Rotterdam,Eredivisie,2024-2025,22.63655030800821,800000.0,Rick Meissen,rick meissen,Excelsior Rotterdam,Eredivisie,2025-2026,700000.0,2025-12-02,23.77,NL1,798.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Excelsior Rotterdam,Eredivisie,Rick Meissen,rick meissen,Excelsior Rotterdam,Eredivisie,2025-2026,700000.0,2025-12-02,23.77,NL1,798.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Rick Meissen,rick meissen,Excelsior Rotterdam,Eredivisie,2025-2026,700000.0,2025-12-02,23.77,NL1,798.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Rick Meissen,rick meissen,Excelsior Rotterdam,Eredivisie,2025-2026,700000,2025-12-02,23.77,NL1,798.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Noni Madueke,503987,Chelsea,Arsenal Football Club,Premier League,2024-2025,MID,22.562628336755647,2033,35000000.0,17.37085861945369,XGBoost,B_v13B_advanced,17.235496520996094,30568984.0,0.1353620984575947,-0.1353620984575947,0.25,0.2231435441713536,-0.120208929403947,0,5,0.85,exact_age_validated,0.31,0.13,30568985.92215589,0.1353620984575947,-0.1353620984575947,-4431014.077844102,-0.1266004022241172,-0.1353620984575947,-0.1266004022241172,-0.024273976259824,-0.3681518387232025,False,True,3182,-0.2782269079242744,-0.2075136878919906,-0.3687309066073363,-0.6249944573526541,-2.6745865176130845,-0.4341336770126332,-0.4818311152783437,11.221962881448594,3590,False,0.85,1.0,1.0,0.875,0.935,93.5,1.166968194581038,631,False,0.0995851731537184,49.24312057272092,2772,monitoring,False,False,MID,,0.0505443102584025,1769050.85904409,Development Prospect,1,68.83264979811284,True,35000000.0,79.9654863523662,player,global_prospect_universe,XGBoost,B_v13B_advanced,noni madueke,2030-06-30,Arsenal Football Club,50000000.0,60.0,5.0,0,0,0,0.0,0.0,Long-Term Locked Asset,34.47,Chelsea,Premier League,2024-2025,22.562628336755647,35000000.0,Noni Madueke,noni madueke,Arsenal FC,Premier League,2025-2026,50000000.0,2025-12-09,23.75,GB1,11.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Arsenal FC,Premier League,Noni Madueke,noni madueke,Arsenal FC,Premier League,2025-2026,50000000.0,2025-12-09,23.75,GB1,11.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Noni Madueke,noni madueke,Arsenal FC,Premier League,2025-2026,50000000.0,2025-12-09,23.75,GB1,11.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Noni Madueke,noni madueke,Arsenal FC,Premier League,2025-2026,50000000,2025-12-09,23.75,GB1,11.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Moritz Oswald,526032,Rapid Wien,Sportclub Rheindorf Altach,Austrian Bundesliga,2024-2025,DEF,22.94866529774127,833,800000.0,13.592367006650065,XGBoost,B_v13B_advanced,14.1166410446167,1351385.625,-0.5242740379666344,0.5242740379666344,0.0,0.0,-0.283298444277076,0,2,0.85,exact_age_validated,0.11,0.0,1351385.6678255815,-0.5242740379666344,0.5242740379666344,551385.6678255817,0.6892320847819772,0.5242740379666344,0.6892320847819772,0.6678186927959577,0.2746579394959923,True,False,1687,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-0.0011483840779789,-0.5482639740361973,-0.6085006901436733,9.16863751670104,4427,False,0.85,0.4627777777777778,1.0,0.8333333333333333,0.7428055555555557,74.28055555555557,-0.5962964183472838,4293,False,0.0959158248324017,49.15144603188788,2787,monitoring,False,False,DEF,,1.2475388527846778,998031.0822277424,Rotation Profile,2,77.28066631011721,True,800000.0,79.57008292698949,player,global_prospect_universe,XGBoost,B_v13B_advanced,moritz oswald,2026-06-30,Sportclub Rheindorf Altach,,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,57.21,Rapid Wien,Austrian Bundesliga,2024-2025,22.94866529774127,800000.0,Moritz Oswald,moritz oswald,SCR Altach,Austrian Bundesliga,2025-2026,400000.0,2025-12-22,23.96,A1,3551.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,SCR Altach,Austrian Bundesliga,Moritz Oswald,moritz oswald,SCR Altach,Austrian Bundesliga,2025-2026,400000.0,2025-12-22,23.96,A1,3551.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Hall,670858,Newcastle United,Newcastle United Football Club,Premier League,2024-2025,DEF,20.06297056810404,2189,22000000.0,16.90655301132259,XGBoost,B_v13B_advanced,16.71084213256836,18089500.0,0.1957108787542303,-0.1957108787542303,0.2222222222222222,0.2006706853611426,-0.1369478731703849,0,3,0.85,exact_age_validated,0.0,0.16,18089498.465264093,0.1957108787542303,-0.1957108787542303,-3910501.534735907,-0.177750069760723,-0.1957108787542303,-0.177750069760723,-0.087592139294631,-0.4084536248972869,False,True,3337,-0.2960750645143761,-0.2503411949983764,-0.3983049551311908,-0.6249944573526541,-0.8922944285896809,-0.3706152838013729,-0.4113340774713014,12.364726295809648,3324,False,0.85,1.0,1.0,0.8888888888888888,0.9363888888888888,93.6388888888889,1.1797103871878345,575,False,0.0849328814576945,48.87704954436386,2816,monitoring,False,False,DEF,,-0.0575648792145728,-1266427.3427206017,Development Prospect,1,66.24524584016041,True,22000000.0,78.40879673852771,player,global_prospect_universe,XGBoost,B_v13B_advanced,lewis hall,2029-06-30,Newcastle United Football Club,32000000.0,48.0,4.0,0,0,0,20.0,14.0,Long-Term Locked Asset,38.41,Newcastle United,Premier League,2024-2025,20.06297056810404,22000000.0,Lewis Hall,lewis hall,Newcastle United,Premier League,2025-2026,35000000.0,2026-03-09,21.5,GB1,762.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Newcastle United,Premier League,Lewis Hall,lewis hall,Newcastle United,Premier League,2025-2026,35000000.0,2026-03-09,21.5,GB1,762.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Lewis Hall,lewis hall,Newcastle United,Premier League,2025-2026,32000000.0,2025-12-09,21.25,GB1,762.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Lewis Hall,lewis hall,Newcastle United,Premier League,2025-2026,32000000,2025-12-09,21.25,GB1,762.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Santiago Homenchenko,895679,CD Mirandés,Querétaro Fútbol Club,Spanish Segunda División,2024-2025,MID,21.28952772073922,474,500000.0,13.122363377404328,XGBoost,B_v13B_advanced,13.879971504211426,1066583.875,-0.7576081268070975,0.7576081268070975,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.0,0.0,1066583.9233263305,-0.7576081268070975,0.7576081268070975,566583.9233263303,1.1331678466526605,0.7576081268070975,1.1331678466526605,0.9126336800443782,0.624443285356498,True,False,1190,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,3952,False,0.85,0.2633333333333333,1.0,0.6666666666666666,0.6563333333333333,65.63333333333333,-1.389625330046356,5481,True,0.0842614674678178,48.86027502097689,2820,monitoring,False,False,MID,,2.465221413842273,1232610.7069211367,Rotation Profile,2,81.42460641570267,True,500000.0,79.69038280763631,player,global_prospect_universe,XGBoost,B_v13B_advanced,santiago homenchenko,2026-06-30,Querétaro Fútbol Club,,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,57.0,CD Mirandés,Spanish Segunda División,2024-2025,21.28952772073922,500000.0,,,,,,,,,,,,,,,,False,True,CD Mirandés,Spanish Segunda División,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabri Martínez,906948,Braga,Sporting Clube de Braga,Liga Portugal,2024-2025,MID,21.711156741957563,1542,3000000.0,14.914122846632385,XGBoost,B_v13B_advanced,14.623605728149414,2243630.0,0.2905171184829704,-0.2905171184829704,0.6666666666666666,0.5108254015438671,0.4347835211291611,1,2,0.85,exact_age_validated,0.23,0.12,2243630.180062636,0.2905171184829704,-0.2905171184829704,-756369.8199373642,-0.2521232733124547,-0.2905171184829704,-0.2521232733124547,-0.1870631959482154,-0.4670536723849552,False,True,3558,-0.0105045590727483,0.3407341738976915,0.6118192339187579,1.5997564550586283,-0.0011483840779789,0.4119419192291363,0.4572011914346379,26.443762242037703,1325,False,0.85,0.8566666666666667,1.0,0.5,0.8473333333333334,84.73333333333333,0.3626809972401237,2925,False,0.0839517395351657,48.85253681693557,2822,monitoring,False,False,MID,,0.0136575082888357,40972.52486650739,Development Prospect,1,67.87607852981063,True,3000000.0,79.07927290726565,player,global_prospect_universe,XGBoost,B_v13B_advanced,gabri martinez,2029-06-30,Sporting Clube de Braga,3500000.0,48.0,4.0,0,0,0,20.0,14.0,Long-Term Locked Asset,38.4,Braga,Liga Portugal,2024-2025,21.711156741957563,3000000.0,Gabri Martínez,gabri martinez,SC Braga,Liga Portugal,2025-2026,5000000.0,2026-03-19,23.15,PO1,1075.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,SC Braga,Liga Portugal,Gabri Martínez,gabri martinez,SC Braga,Liga Portugal,2025-2026,5000000.0,2026-03-19,23.15,PO1,1075.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Gabri Martínez,gabri martinez,SC Braga,Liga Portugal,2025-2026,3500000.0,2025-12-18,22.9,PO1,1075.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Gabri Martínez,gabri martinez,SC Braga,Liga Portugal,2025-2026,3500000,2025-12-18,22.9,PO1,1075.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Filip Krastev,486814,Zwolle,Göztepe Sportif Yatırımlar A.Ş.,Eredivisie,2024-2025,MID,22.99794661190965,2174,3500000.0,15.068273526459642,XGBoost,B_v13B_advanced,14.91826057434082,3012438.5,0.1500129521188213,-0.1500129521188213,0.1666666666666666,0.1541506322082249,-0.1713633021753444,0,2,0.85,exact_age_validated,0.25,0.17,3012438.8997684484,0.1500129521188213,-0.1500129521188213,-487561.1002315516,-0.139303171494729,-0.1500129521188213,-0.139303171494729,-0.0396457059975394,-0.3781605898181446,False,True,3217,-0.3317713776945796,-0.338996489094327,-0.4591094826786619,-0.6249944573526541,-0.0011483840779789,-0.3785645956455019,-0.4201567650312912,12.221709725560398,3374,False,0.85,1.0,1.0,0.75,0.9225,92.25,1.052288461119881,1010,False,0.0836133626675067,48.844082851475015,2823,monitoring,False,False,MID,,0.045970360036898,160896.26012914302,Development Prospect,1,68.75244870242344,True,3500000.0,79.14077360690088,player,global_prospect_universe,XGBoost,B_v13B_advanced,filip krastev,2026-06-30,Göztepe Sportif Yatırımlar A.Ş.,3000000.0,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,56.99,Zwolle,Eredivisie,2024-2025,22.99794661190965,3500000.0,,,,,,,,,,,,,,,,False,True,Zwolle,Eredivisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Valencia,974374,Antwerp,Royal Antwerp Football Club,Belgian Pro League,2024-2025,MID,21.39356605065024,889,1200000.0,13.997832114758229,XGBoost,B_v13B_advanced,14.352391242980955,1710662.375,-0.3545591282227285,0.3545591282227285,0.5,0.4054646914419315,0.0185702086185288,0,1,0.85,exact_age_validated,0.2,0.2,1710662.436075881,-0.3545591282227267,0.3545591282227267,510662.4360758809,0.425552030063234,0.3545591282227267,0.425552030063234,0.4897531830742744,0.0668994594229693,True,False,2038,-0.1175934986133587,0.1399436737333672,-0.1235385564063293,-0.6249944573526541,0.889997660433723,-0.042179149279159,-0.0468132918840054,18.273641485742623,2310,False,0.85,0.4938888888888889,1.0,0.4166666666666666,0.7120277777777779,71.2027777777778,-0.878663406513865,4665,False,0.0819282464170766,48.80198211723536,2829,monitoring,False,False,MID,,0.8121874198040816,974624.903764898,Development Prospect,1,74.27976827036737,True,1200000.0,79.55807949540775,player,global_prospect_universe,XGBoost,B_v13B_advanced,anthony valencia,2026-06-30,Royal Antwerp Football Club,1000000.0,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,56.96,Antwerp,Belgian Pro League,2024-2025,21.39356605065024,1200000.0,Anthony Valencia,anthony valencia,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000.0,2025-12-10,22.39,BE1,1096.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Royal Antwerp FC,Belgian Pro League,Anthony Valencia,anthony valencia,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000.0,2025-12-10,22.39,BE1,1096.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Anthony Valencia,anthony valencia,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000.0,2025-12-10,22.39,BE1,1096.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Anthony Valencia,anthony valencia,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000,2025-12-10,22.39,BE1,1096.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Cauê,814268,Gil Vicente FC,Casa Pia Atlético Clube,Liga Portugal,2024-2025,ATT,22.091718001368925,667,800000.0,13.592367006650065,XGBoost,B_v13B_advanced,14.19062042236328,1455151.25,-0.5982534157132164,0.5982534157132164,0.0,0.0,-0.283298444277076,0,2,0.85,exact_age_validated,0.13,0.0,1455151.2751568565,-0.5982534157132147,0.5982534157132147,655151.2751568565,0.8189390939460707,0.5982534157132147,0.8189390939460707,0.7454381289858335,0.3768565343328061,True,False,1538,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,-0.0011483840779789,-0.5482639740361973,-0.6085006901436733,9.16863751670104,4418,False,0.85,0.3705555555555556,1.0,0.8333333333333333,0.7105277777777779,71.05277777777779,-0.8924249745292044,4691,False,0.0793808035004491,48.73833712111344,2835,monitoring,False,False,ATT,Casa Pia,1.6519788243723887,1321583.059497911,Rotation Profile,2,78.80534146080592,True,800000.0,79.7360106553654,player,global_prospect_universe,XGBoost,B_v13B_advanced,caue,2028-08-30,Casa Pia Atlético Clube,700000.0,38.0,3.17,0,0,0,36.67,25.67,Protected Asset,41.82,Gil Vicente FC,Liga Portugal,2024-2025,22.091718001368925,800000.0,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Criciúma EC,Liga Portugal,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000.0,2025-11-24,23.02,PO1,7178.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Cauê,caue,Criciúma EC,Liga Portugal,2025-2026,700000,2025-11-24,23.02,PO1,7178.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Christos Tzolis,451677,Club Brugge,Club Brugge Koninklijke Voetbalvereniging,Belgian Pro League,2024-2025,MID,22.67214236824093,2887,12000000.0,16.300417207752275,XGBoost,B_v13B_advanced,16.122440338134766,10043541.0,0.1779768696175097,-0.1779768696175097,0.2,0.1823215401272904,-0.1505598800427248,0,4,0.85,exact_age_validated,0.5,0.28,10043541.390132437,0.1779768696175097,-0.1779768696175097,-1956458.609867564,-0.1630382174889636,-0.1779768696175097,-0.1630382174889636,-0.0689855514520887,-0.3968618794757387,False,True,3290,-0.3103535897864575,-0.285309961301569,-0.4223543908283685,-0.6249944573526541,-1.7834404731013829,-0.4359591324238346,-0.4838571299905,11.189120998129376,3612,False,0.85,1.0,1.0,0.9,0.9375,93.75,1.1899041412732694,536,False,0.0790744924583801,48.7306842842403,2837,monitoring,False,False,MID,,0.1489554430229949,1787465.316275939,Development Prospect,1,69.86694705625223,True,12000000.0,79.974929870788,player,global_prospect_universe,XGBoost,B_v13B_advanced,christos tzolis,2029-06-30,Club Brugge Koninklijke Voetbalvereniging,30000000.0,48.0,4.0,0,0,0,20.0,14.0,Long-Term Locked Asset,38.31,Club Brugge,Belgian Pro League,2024-2025,22.67214236824093,12000000.0,Christos Tzolis,christos tzolis,Club Brugge KV,Belgian Pro League,2025-2026,30000000.0,2025-12-10,23.86,BE1,2282.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Club Brugge KV,Belgian Pro League,Christos Tzolis,christos tzolis,Club Brugge KV,Belgian Pro League,2025-2026,30000000.0,2025-12-10,23.86,BE1,2282.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Christos Tzolis,christos tzolis,Club Brugge KV,Belgian Pro League,2025-2026,30000000.0,2025-12-10,23.86,BE1,2282.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Christos Tzolis,christos tzolis,Club Brugge KV,Belgian Pro League,2025-2026,30000000,2025-12-10,23.86,BE1,2282.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Ngal'Ayel Mukau,1016015,Lille,Lille Olympique Sporting Club,Ligue 1,2024-2025,MID,19.92607802874744,1190,4000000.0,15.201804919084164,XGBoost,B_v13B_advanced,15.190006256103516,3953082.75,0.0117986629806488,-0.0117986629806488,0.3333333333333333,0.2876819891184716,0.2616260718120619,1,2,0.85,exact_age_validated,0.0,0.08,3953082.6732135154,0.0117986629806488,-0.0117986629806488,-46917.32678648457,-0.0117293316966211,-0.0117986629806488,-0.0117293316966211,0.1053692363156964,-0.2776427592912754,False,True,2919,-0.2246824381539692,-0.0845199587473969,0.3058879350372556,1.5997564550586283,-0.0011483840779789,0.1436294909908679,0.1594097889553427,21.616536440067748,2055,False,0.85,0.6611111111111111,1.0,0.6666666666666667,0.7955555555555557,79.55555555555557,-0.1123479431412007,3499,False,0.0753359385842285,48.63728072050628,2857,monitoring,False,False,MID,,0.1228428693846864,491371.47753874585,Development Prospect,1,68.34866195471072,True,4000000.0,79.3102517926686,player,global_prospect_universe,XGBoost,B_v13B_advanced,ngal ayel mukau,2028-06-30,Lille Olympique Sporting Club,12000000.0,36.0,3.0,0,0,0,40.0,28.0,Protected Asset,42.45,Lille,Ligue 1,2024-2025,19.92607802874744,4000000.0,Ngal'ayel Mukau,ngal ayel mukau,LOSC Lille,Ligue 1,2025-2026,12000000.0,2025-12-15,21.11,FR1,1082.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,LOSC Lille,Ligue 1,Ngal'ayel Mukau,ngal ayel mukau,LOSC Lille,Ligue 1,2025-2026,12000000.0,2025-12-15,21.11,FR1,1082.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Ngal'ayel Mukau,ngal ayel mukau,LOSC Lille,Ligue 1,2025-2026,12000000.0,2025-12-15,21.11,FR1,1082.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Ngal'ayel Mukau,ngal ayel mukau,LOSC Lille,Ligue 1,2025-2026,12000000,2025-12-15,21.11,FR1,1082.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
