player_name_fbref,player_id_tm,club_actual,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,log_market_value_eur,model,feature_set,predicted_log_market_value_ml,predicted_market_value_ml_eur,residual_log_observed_minus_predicted,inefficiency_score_ml,market_value_growth_prev,delta_log_market_value_prev,growth_index,breakout_indicator,career_year,matching_confidence,matching_method,goals_per90,assists_per90,predicted_market_value_eur,residual_observed_minus_predicted_log,inefficiency_score_log,market_value_gap_eur,market_value_gap_pct,inefficiency_score_log_winsorized,market_value_gap_pct_winsorized,inefficiency_score_z,market_value_gap_pct_z,is_undervalued,is_overvalued,inefficiency_rank,market_value_growth_prev_growth_component_z,delta_log_market_value_prev_growth_component_z,growth_index_growth_component_z,breakout_indicator_growth_component_z,career_year_growth_component_z,growth_score_raw,growth_score_z,growth_score,growth_rank,high_growth_flag,matching_confidence_component,minutes_reliability_component,feature_completeness_component,temporal_stability_component,confidence_score_raw,confidence_score,confidence_score_z,confidence_rank,low_confidence_flag,opportunity_score_raw,opportunity_score,opportunity_rank,opportunity_tier,is_scouting_target,is_high_priority_or_target,position,club_anterior,expected_roi,expected_upside,player_level_tier,player_level_rank,portfolio_value_score,is_eligible_portfolio,portfolio_cost,upside_score_norm,dss_entity,dss_universe,dss_model,dss_feature_set,name_key,contract_expiration_date,current_club_name,market_value_in_eur,contract_months_remaining,contract_years_remaining,contract_expiring_12m,contract_critical_zone,free_agent_horizon,negotiation_leverage_score,contract_opportunity_score,contract_status,recruitment_contract_score,season_context_club,season_context_league,season_context_season,season_context_age,season_context_market_value_eur,player_name_tm,player_name_norm,current_club,current_league,current_season,current_market_value_eur,current_valuation_date,current_age,current_competition_id,current_club_id,homonym_group_size,is_homonym_name,identity_resolution_status,snapshot_source,identity_match_method,current_snapshot_applied,identity_review_required,display_club,display_league,player_name_tm_snapshot,player_name_norm_snapshot,current_club_snapshot,current_league_snapshot,current_season_snapshot,current_market_value_eur_snapshot,current_valuation_date_snapshot,current_age_snapshot,current_competition_id_snapshot,current_club_id_snapshot,homonym_group_size_snapshot,is_homonym_name_snapshot,identity_resolution_status_snapshot,snapshot_source_snapshot,player_name_tm_snapshot.1,player_name_norm_snapshot.1,current_club_snapshot.1,current_league_snapshot.1,current_season_snapshot.1,current_market_value_eur_snapshot.1,current_valuation_date_snapshot.1,current_age_snapshot.1,current_competition_id_snapshot.1,current_club_id_snapshot.1,homonym_group_size_snapshot.1,is_homonym_name_snapshot.1,identity_resolution_status_snapshot.1,snapshot_source_snapshot.1,player_name_tm_snapshot,player_name_norm_snapshot,current_club_snapshot,current_league_snapshot,current_season_snapshot,current_market_value_eur_snapshot,current_valuation_date_snapshot,current_age_snapshot,current_competition_id_snapshot,current_club_id_snapshot,homonym_group_size_snapshot,is_homonym_name_snapshot,identity_resolution_status_snapshot,snapshot_source_snapshot
Franjo Ivanović,548028,Union SG,Sport Lisboa e Benfica,Belgian Pro League,2024-2025,MID,21.00479123887748,2542,4000000.0,15.201804919084164,XGBoost,B_v13B_advanced,15.859024047851562,7717677.5,-0.6572191287673981,0.6572191287673981,1.6666666666666667,0.9808288363452516,0.835494084120422,1,1,0.85,exact_age_validated,0.57,0.18,7717677.600959097,-0.6572191287673981,0.6572191287673981,3717677.600959097,0.9294194002397742,0.6572191287673981,0.9294194002397742,0.8073051727649532,0.4639060479490907,True,False,1395,0.6320290781709142,1.2364402170841504,1.3197870602809867,1.5997564550586283,0.889997660433723,1.094963082174315,1.2152645855606137,38.7320390196329,544,True,0.85,1.0,1.0,0.1666666666666666,0.8641666666666667,86.41666666666667,0.5171163716344821,2548,False,0.8512572657377742,68.0228023882435,554,high_priority,False,True,MID,,1.713238677337103,6852954.709348412,Rotation Profile,2,79.3317428986879,True,4000000.0,82.57267368677743,player,global_prospect_universe,XGBoost,B_v13B_advanced,franjo ivanovic,2030-06-30,Sport Lisboa e Benfica,20000000.0,60.0,5.0,0,0,0,0.0,0.0,Long-Term Locked Asset,47.62,Union SG,Belgian Pro League,2024-2025,21.00479123887748,4000000.0,Franjo Ivanović,franjo ivanovic,SL Benfica,Liga Portugal,2025-2026,18000000.0,2026-03-19,22.46,PO1,294.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,SL Benfica,Liga Portugal,Franjo Ivanović,franjo ivanovic,SL Benfica,Liga Portugal,2025-2026,18000000.0,2026-03-19,22.46,PO1,294.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Franjo Ivanović,franjo ivanovic,SL Benfica,Liga Portugal,2025-2026,20000000.0,2025-12-18,22.21,PO1,294.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Franjo Ivanović,franjo ivanovic,SL Benfica,Liga Portugal,2025-2026,20000000,2025-12-18,22.21,PO1,294.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Mexx Meerdink,678546,AZ Alkmaar,Alkmaar Zaanstreek,Eredivisie,2024-2025,MID,21.22655715263518,906,1300000.0,14.077874822431763,XGBoost,B_v13B_advanced,15.545536994934082,5640803.0,-1.4676621725023171,1.4676621725023171,0.4444444444444444,0.3677244382452969,0.3227166213593161,1,2,0.85,exact_age_validated,0.89,0.0,5640803.032196577,-1.467662172502319,1.467662172502319,4340803.032196577,3.3390792555358284,1.467662172502319,3.3390792555358284,1.6576250055999793,2.362522420595431,True,False,259,-0.1532898117935622,0.0680204273130559,0.4138215598745596,1.5997564550586283,-0.0011483840779789,0.2377928009264519,0.2639186419813715,23.31063448205742,1818,False,0.85,0.5033333333333333,1.0,0.6111111111111112,0.7347777777777779,73.47777777777779,-0.6699462916145601,4411,False,0.8436841552524195,67.83359674036608,566,high_priority,False,True,MID,,3.43907635313717,4470799.259078322,First Team Ready,3,84.54762668505299,True,1300000.0,81.35102872624753,player,global_prospect_universe,XGBoost,B_v13B_advanced,mexx meerdink,2030-06-30,Alkmaar Zaanstreek,900000.0,60.0,5.0,0,0,0,0.0,0.0,Long-Term Locked Asset,47.48,AZ Alkmaar,Eredivisie,2024-2025,21.22655715263518,1300000.0,Mexx Meerdink,mexx meerdink,AZ Alkmaar,Eredivisie,2025-2026,10000000.0,2025-12-02,22.36,NL1,1090.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,AZ Alkmaar,Eredivisie,Mexx Meerdink,mexx meerdink,AZ Alkmaar,Eredivisie,2025-2026,10000000.0,2025-12-02,22.36,NL1,1090.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Mexx Meerdink,mexx meerdink,Vitesse Arnhem,Eredivisie,2023-2024,900000.0,2024-05-31,20.85,NL1,1090.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Mexx Meerdink,mexx meerdink,Vitesse Arnhem,Eredivisie,2023-2024,900000,2024-05-31,20.85,NL1,1090.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
César Tárrega,707274,Valencia,Valencia Club de Fútbol S. A. D.,LaLiga,2024-2025,DEF,22.622861054072555,3026,4000000.0,15.201804919084164,XGBoost,B_v13B_advanced,15.842588424682615,7591869.5,-0.6407835055984528,0.6407835055984528,1.6666666666666667,0.9808288363452516,0.835494084120422,1,1,0.85,exact_age_validated,0.06,0.0,7591869.459800441,-0.640783505598451,0.640783505598451,3591869.459800441,0.8979673649501102,0.640783505598451,0.8979673649501102,0.7900608562721464,0.4391243971186792,True,False,1438,0.6320290781709142,1.2364402170841504,1.3197870602809867,1.5997564550586283,0.889997660433723,1.094963082174315,1.2152645855606137,38.7320390196329,545,True,0.85,1.0,1.0,0.1666666666666666,0.8641666666666667,86.41666666666667,0.5171163716344821,2549,False,0.8417728916667304,67.78584596930652,570,high_priority,False,True,DEF,,1.2250389984224528,4900155.993689811,Rotation Profile,2,77.53960077183437,True,4000000.0,81.57121649403079,player,global_prospect_universe,XGBoost,B_v13B_advanced,cesar tarrega,2030-06-30,Valencia Club de Fútbol S. A. D.,15000000.0,60.0,5.0,0,0,0,0.0,0.0,Long-Term Locked Asset,47.45,Valencia,LaLiga,2024-2025,22.622861054072555,4000000.0,César Tárrega,cesar tarrega,Valencia CF,LaLiga,2025-2026,12000000.0,2026-03-16,24.05,ES1,1049.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Valencia CF,LaLiga,César Tárrega,cesar tarrega,Valencia CF,LaLiga,2025-2026,12000000.0,2026-03-16,24.05,ES1,1049.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,César Tárrega,cesar tarrega,Valencia CF,LaLiga,2025-2026,15000000.0,2025-12-12,23.79,ES1,1049.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,César Tárrega,cesar tarrega,Valencia CF,LaLiga,2025-2026,15000000,2025-12-12,23.79,ES1,1049.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Jérémy Jacquet,1004301,Rennes,Stade Rennais Football Club,Ligue 1,2024-2025,DEF,19.225188227241617,927,600000.0,13.304684934198283,XGBoost,B_v13B_advanced,15.017834663391112,3327842.0,-1.7131497291928302,1.7131497291928302,0.2,0.1823212234612334,-0.1505600686223224,0,1,0.85,exact_age_validated,0.0,0.1,3327842.1981944046,-1.7131497291928284,1.7131497291928284,2727842.1981944046,4.546403663657341,1.7131497291928284,4.546403663657341,1.9151914561751644,3.3137960550534484,True,False,157,-0.3103535897864575,-0.285310564785884,-0.4223547240072266,-0.6249944573526541,0.889997660433723,-0.3022874900870884,-0.3354992395098495,13.594015937646043,3068,False,0.85,0.515,1.0,0.5666666666666667,0.7344166666666668,73.44166666666668,-0.6732592616923269,4420,False,0.8348286386804127,67.61235161875638,581,high_priority,False,True,DEF,,5.606006024976074,3363603.614985645,First Team Ready,3,87.99192090842634,True,600000.0,80.78322364082662,player,global_prospect_universe,XGBoost,B_v13B_advanced,jeremy jacquet,2029-06-30,Stade Rennais Football Club,20000000.0,48.0,4.0,0,0,0,20.0,14.0,Long-Term Locked Asset,51.53,Rennes,Ligue 1,2024-2025,19.225188227241617,600000.0,Jérémy Jacquet,jeremy jacquet,Stade Rennais FC,Ligue 1,2025-2026,55000000.0,2026-03-27,20.7,FR1,273.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Stade Rennais FC,Ligue 1,Jérémy Jacquet,jeremy jacquet,Stade Rennais FC,Ligue 1,2025-2026,55000000.0,2026-03-27,20.7,FR1,273.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Jérémy Jacquet,jeremy jacquet,Stade Rennais FC,Ligue 1,2025-2026,20000000.0,2025-12-15,20.42,FR1,273.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Jérémy Jacquet,jeremy jacquet,Stade Rennais FC,Ligue 1,2025-2026,20000000,2025-12-15,20.42,FR1,273.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Nathaniel Brown,691892,Eintracht Frankfurt,Eintracht Frankfurt Fußball AG,Bundesliga,2024-2025,DEF,21.51403148528405,1947,8000000.0,15.89495209964411,XGBoost,B_v13B_advanced,16.34431266784668,12538477.0,-0.4493605682025698,0.4493605682025698,1.6666666666666667,0.9808290446784405,0.8354942081860997,1,1,1.0,exact_age_club_validated,0.14,0.28,12538477.418899313,-0.4493605682025698,0.4493605682025698,4538477.418899313,0.5673096773624141,0.4493605682025698,0.5673096773624141,0.5892192038136003,0.1785929789537502,True,False,1849,0.6320290781709142,1.236440614113794,1.319787279477874,1.5997564550586283,0.889997660433723,1.0949632560824298,1.2152647785756812,38.73204214842476,532,True,1.0,1.0,1.0,0.1666666666666666,0.9166666666666669,91.66666666666669,0.9987712521713414,1220,False,0.8276410071756688,67.43277672965507,591,high_priority,False,True,DEF,,0.8288285461438389,6630628.369150711,Rotation Profile,2,77.40397019585721,True,8000000.0,82.4586576795245,player,global_prospect_universe,XGBoost,B_v13B_advanced,nathaniel brown,2030-06-30,Eintracht Frankfurt Fußball AG,35000000.0,60.0,5.0,0,0,0,0.0,0.0,Long-Term Locked Asset,47.2,Eintracht Frankfurt,Bundesliga,2024-2025,21.51403148528405,8000000.0,Nathaniel Brown,nathaniel brown,Eintracht Frankfurt,Bundesliga,2025-2026,35000000.0,2025-12-19,22.51,L1,24.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Eintracht Frankfurt,Bundesliga,Nathaniel Brown,nathaniel brown,Eintracht Frankfurt,Bundesliga,2025-2026,35000000.0,2025-12-19,22.51,L1,24.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Nathaniel Brown,nathaniel brown,Eintracht Frankfurt,Bundesliga,2025-2026,35000000.0,2025-12-19,22.51,L1,24.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Nathaniel Brown,nathaniel brown,Eintracht Frankfurt,Bundesliga,2025-2026,35000000,2025-12-19,22.51,L1,24.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Anrie Chase,948537,Stuttgart,Fußballclub Red Bull Salzburg,Bundesliga,2024-2025,DEF,20.54483230663929,734,2500000.0,14.73180128983843,XGBoost,B_v13B_advanced,15.246097564697266,4181152.75,-0.514296274858836,0.514296274858836,6.142857142857143,1.966110399233978,1.6297074777723848,0,1,0.85,exact_age_validated,0.0,0.0,4181152.836566559,-0.514296274858836,0.514296274858836,1681152.8365665586,0.6724611346266234,0.514296274858836,0.6724611346266234,0.6573499869152941,0.2614437920802034,True,False,1708,3.5081320258330235,3.114134260942724,2.722988228161884,-0.6249944573526541,0.889997660433723,2.649427380359616,2.9405149084771565,66.69850415026667,126,True,0.85,0.4077777777777778,1.0,0.1666666666666666,0.6568888888888891,65.68888888888891,-1.384528453003635,5450,True,0.8197655293219739,67.23601677315709,608,high_priority,False,True,DEF,,0.8354244778679207,2088561.1946698013,Development Prospect,1,74.22368931845166,True,2500000.0,80.12934139856402,player,global_prospect_universe,XGBoost,B_v13B_advanced,anrie chase,2030-06-30,Fußballclub Red Bull Salzburg,2000000.0,60.0,5.0,0,0,0,0.0,0.0,Long-Term Locked Asset,47.07,Stuttgart,Bundesliga,2024-2025,20.54483230663929,2500000.0,Anrie Chase,anrie chase,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2000000.0,2025-12-22,21.75,A1,409.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Red Bull Salzburg,Austrian Bundesliga,Anrie Chase,anrie chase,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2000000.0,2025-12-22,21.75,A1,409.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Anrie Chase,anrie chase,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2000000.0,2025-12-22,21.75,A1,409.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Anrie Chase,anrie chase,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2000000,2025-12-22,21.75,A1,409.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Abu Kamara,696764,Hull City,Getafe Club de Fútbol S. A. D. Team Dubai,Championship,2024-2025,MID,21.180013689253936,2256,4000000.0,15.201804919084164,XGBoost,B_v13B_advanced,14.962465286254885,3148589.75,0.2393396328292816,-0.2393396328292816,5.666666666666667,1.897118568220572,1.8644235926675543,1,1,0.85,exact_age_validated,0.2,0.12,3148589.9833502537,0.2393396328292798,-0.2393396328292798,-851410.0166497463,-0.2128525041624366,-0.2393396328292798,-0.2128525041624366,-0.1333675891040696,-0.4361114939232243,False,True,3445,3.202163627145565,2.982653519753416,3.1376802104097896,1.5997564550586283,0.889997660433723,2.8443407251996904,3.156843010395388,70.20520241817076,108,True,0.85,1.0,1.0,0.1666666666666666,0.8641666666666667,86.41666666666667,0.5171163716344821,2421,False,0.8192818529185052,67.22393266221506,609,high_priority,False,True,MID,,-0.0486509204133967,-194603.68165358715,Development Prospect,1,66.93336308724714,True,4000000.0,78.9584619478115,player,global_prospect_universe,XGBoost,B_v13B_advanced,abu kamara,2026-06-30,Getafe Club de Fútbol S. A. D. Team Dubai,,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,69.86,Hull City,Championship,2024-2025,21.180013689253936,4000000.0,Abu Kamara,abu kamara,Getafe CF,LaLiga,2025-2026,3000000.0,2026-03-16,22.65,ES1,3709.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Getafe CF,LaLiga,Abu Kamara,abu kamara,Getafe CF,LaLiga,2025-2026,3000000.0,2026-03-16,22.65,ES1,3709.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayann Pereira,620317,NEC Nijmegen,Nijmegen Eendracht Combinatie,Eredivisie,2024-2025,DEF,21.40177960301164,2098,1000000.0,13.815510557964274,XGBoost,B_v13B_advanced,14.689504623413086,2396463.5,-0.8739940654488123,0.8739940654488123,0.4285714285714285,0.356674515367823,0.3142185024421128,1,2,0.85,exact_age_validated,0.13,0.09,2396463.3957341723,-0.8739940654488123,0.8739940654488123,1396463.3957341723,1.3964633957341723,0.8739940654488123,1.3964633957341723,1.034746236448206,0.8318988061979026,True,False,993,-0.1634887584164775,0.0469621073833726,0.3988072444717701,1.5997564550586283,-0.0011483840779789,0.2246620421099749,0.2493452317623575,23.074398172861727,1886,False,0.85,1.0,1.0,0.6190476190476191,0.909404761904762,90.9404761904762,0.9321477879700972,1445,False,0.8178762955811223,67.1888163929935,611,high_priority,False,True,DEF,,1.6739412237730025,1673941.2237730022,Rotation Profile,2,78.66555174832311,True,1000000.0,79.91671111118134,player,global_prospect_universe,XGBoost,B_v13B_advanced,brayann pereira,2027-06-30,Nijmegen Eendracht Combinatie,700000.0,23.9,1.99,0,0,0,60.17,42.12,Neutral Contract,59.67,NEC Nijmegen,Eredivisie,2024-2025,21.40177960301164,1000000.0,Brayann Pereira,brayann pereira,NEC Nijmegen,Eredivisie,2025-2026,1000000.0,2025-12-02,22.54,NL1,467.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,NEC Nijmegen,Eredivisie,Brayann Pereira,brayann pereira,NEC Nijmegen,Eredivisie,2025-2026,1000000.0,2025-12-02,22.54,NL1,467.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Brayann Pereira,brayann pereira,NEC Nijmegen,Eredivisie,2023-2024,700000.0,2024-05-31,21.03,NL1,467.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Brayann Pereira,brayann pereira,NEC Nijmegen,Eredivisie,2023-2024,700000,2024-05-31,21.03,NL1,467.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Myles Peart-Harris,587002,Swansea City,Brentford Football Club,Championship,2024-2025,MID,22.28336755646817,1665,700000.0,13.458835614025542,XGBoost,B_v13B_advanced,14.713467597961426,2454583.25,-1.2546319839358837,1.2546319839358837,0.0,0.0,-0.283298444277076,0,1,0.85,exact_age_validated,0.16,0.22,2454583.369689398,-1.2546319839358837,1.2546319839358837,1754583.369689398,2.506547670984854,1.2546319839358837,2.506547670984854,1.4341129454608417,1.7065551089851876,True,False,427,-0.43886031723519,-0.6327680716110969,-0.6568743697725876,-0.6249944573526541,0.889997660433723,-0.5037066718106122,-0.559047962189276,9.970270748459184,3847,False,0.85,0.925,1.0,0.6666666666666666,0.8879166666666668,88.79166666666669,0.7350078652106817,2016,False,0.7960017024982804,66.64230428752529,649,high_priority,False,True,MID,,2.6992682152791043,1889487.750695373,First Team Ready,3,82.62759299223003,True,700000.0,80.02725021489289,player,global_prospect_universe,XGBoost,B_v13B_advanced,myles peart harris,2026-06-30,Brentford Football Club,900000.0,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,69.45,Swansea City,Championship,2024-2025,22.28336755646817,700000.0,Myles Peart-Harris,myles peart harris,Brentford FC,Premier League,2025-2026,900000.0,2025-12-09,23.23,GB1,1148.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Brentford FC,Premier League,Myles Peart-Harris,myles peart harris,Brentford FC,Premier League,2025-2026,900000.0,2025-12-09,23.23,GB1,1148.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Myles Peart-Harris,myles peart harris,Brentford FC,Premier League,2025-2026,900000.0,2025-12-09,23.23,GB1,1148.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Myles Peart-Harris,myles peart harris,Brentford FC,Premier League,2025-2026,900000,2025-12-09,23.23,GB1,1148.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Frans Krätzig,604320,Heidenheim,Fußballclub Red Bull Salzburg,Bundesliga,2024-2025,DEF,21.932922655715263,1217,1500000.0,14.22097566607244,XGBoost,B_v13B_advanced,15.89768409729004,8021886.0,-1.6767084312176,1.6767084312176,-0.25,-0.2876819057852131,-0.4848215645058678,0,2,0.85,exact_age_validated,0.07,0.15,8021885.863618728,-1.6767084312176015,1.6767084312176015,6521885.863618728,4.347923909079152,1.6767084312176015,4.347923909079152,1.876957111834588,3.1574101191493624,True,False,175,-0.5994937265461057,-1.181016025662972,-1.0129215982885558,-0.6249944573526541,-0.0011483840779789,-0.8499401901740267,-0.9433214962024744,3.741161704481119,5892,False,0.85,0.6761111111111111,1.0,0.7083333333333333,0.8049722222222223,80.49722222222223,-0.0259558772671295,3353,False,0.7913048620049792,66.52495901041219,654,high_priority,False,True,DEF,,5.702832993131291,8554249.489696937,Key Player Profile,4,89.90106797128098,True,1500000.0,83.4451516749595,player,global_prospect_universe,XGBoost,B_v13B_advanced,frans kratzig,2029-06-30,Fußballclub Red Bull Salzburg,2800000.0,48.0,4.0,0,0,0,20.0,14.0,Long-Term Locked Asset,50.77,Heidenheim,Bundesliga,2024-2025,21.932922655715263,1500000.0,Frans Krätzig,frans kratzig,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2800000.0,2025-12-22,22.94,A1,409.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Red Bull Salzburg,Austrian Bundesliga,Frans Krätzig,frans kratzig,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2800000.0,2025-12-22,22.94,A1,409.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Frans Krätzig,frans kratzig,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2800000.0,2025-12-22,22.94,A1,409.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Frans Krätzig,frans kratzig,Red Bull Salzburg,Austrian Bundesliga,2025-2026,2800000,2025-12-22,22.94,A1,409.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
Marwan Al Sahafi,1057857,Beerschot Wilrijk,Royal Antwerp Football Club,Belgian Pro League,2024-2025,MID,20.815879534565365,1835,1200000.0,13.997832114758229,XGBoost,B_v13B_advanced,14.68443489074707,2384344.5,-0.6866027759888418,0.6866027759888418,1.181818181818182,0.7801575727023966,0.6574136734355421,1,1,0.85,exact_age_validated,0.29,0.05,2384344.7121732472,-0.6866027759888418,0.6866027759888418,1184344.7121732472,0.9869539268110392,0.6866027759888418,0.9869539268110392,0.8381346038848452,0.5092385847802023,True,False,1351,0.3204976176891386,0.8540122384147508,1.0051579665802124,1.5997564550586283,0.889997660433723,0.808117977003769,0.8969043563162097,33.57139065928776,778,True,0.85,1.0,1.0,0.1666666666666666,0.8641666666666667,86.41666666666667,0.5171163716344821,2608,False,0.7886233955426137,66.45796558673844,659,high_priority,False,True,MID,,0.98963090850154,1187557.0902018482,Rotation Profile,2,75.10682650030448,True,1200000.0,79.66727788229969,player,global_prospect_universe,XGBoost,B_v13B_advanced,marwan al sahafi,2026-06-30,Royal Antwerp Football Club,1000000.0,12.0,1.0,1,0,1,80.0,76.0,Negotiable Target,69.32,Beerschot Wilrijk,Belgian Pro League,2024-2025,20.815879534565365,1200000.0,Marwan Al-Sahafi,marwan al sahafi,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000.0,2025-12-10,21.81,BE1,1096.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,player_id_tm,True,False,Royal Antwerp FC,Belgian Pro League,Marwan Al-Sahafi,marwan al sahafi,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000.0,2025-12-10,21.81,BE1,1096.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Marwan Al-Sahafi,marwan al sahafi,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000.0,2025-12-10,21.81,BE1,1096.0,1.0,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation,Marwan Al-Sahafi,marwan al sahafi,Royal Antwerp FC,Belgian Pro League,2025-2026,1000000,2025-12-10,21.81,BE1,1096.0,1,False,UNIQUE_NAME_FALLBACK_ALLOWED,transfermarkt_kaggle_player_scores_latest_valuation
