player_name_fbref,player_id_tm,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,predicted_market_value_ml_eur,market_value_gap_ml_eur,market_value_gap_ml_pct,log_market_value_eur,predicted_log_market_value_ml,inefficiency_score_ml,inefficiency_score_ml_z,confidence_score_ml,opportunity_score_ml,matching_method,matching_confidence,age_diff,club_score
Lucas Stassin,655012.0,Saint-Étienne,AS Saint-Étienne,Ligue 1,2024-2025,ATT,19.854893908281998,1887,6000000.0,19264650.933480125,13264650.933480125,2.210775155580021,15.60727002719233,16.773782416671395,1.166512389479065,1.2981769316862373,0.9145106091718003,1.1871965766091594,exact_age_club_validated,1.0,0.8548939082819977,89.65517241379311
Mikel Jauregizar,938729.0,Athletic Club,Athletic Club Bilbao,LaLiga,2024-2025,MID,20.91170431211499,2244,3000000.0,9669273.371054636,6669273.371054636,2.223091123684879,14.914122846632385,16.084463722005783,1.1703408753733981,1.3020801065131904,0.9088295687885012,1.1833689017304685,exact_age_club_validated,1.0,0.9117043121149884,78.78787878787878
Syb Van Ottele,485586.0,Fortuna Sittard,Fortuna Sittardia Combinatie,Eredivisie,2024-2025,DEF,22.872005475701574,1874,600000.0,2384787.960751586,1784787.9607515861,2.9746466012526436,13.304684934198283,14.684620773007017,1.3799358388087342,1.5157640034155853,0.7758795345653662,1.1760502694810204,exact_age_validated,0.85,0.8720054757015738,69.76744186046511
Jakob Breum,657957.0,Go Ahead Eagles,Go Ahead Eagles,Eredivisie,2024-2025,MID,20.908966461327857,2059,1500000.0,4792545.796202269,3292545.7962022694,2.195030530801513,14.22097566607244,15.3825723096627,1.1615966435902614,1.2931652857932026,0.9091033538672143,1.175620898419255,exact_age_club_validated,1.0,0.9089664613278572,100.0
Armin Gigovic,651269.0,Holstein Kiel,Berner Sport Club Young Boys,Bundesliga,2024-2025,MID,22.510609171800137,1895,2500000.0,9262866.521126356,6762866.521126356,2.7051466084505424,14.73180128983843,16.041524118235586,1.309722828397156,1.4441812256995392,0.8065982203969884,1.1648740065799896,exact_age_validated,0.85,0.5106091718001373,24.390243902439025
Santiago Mouriño,953901.0,Alavés,Villarreal Club de Fútbol S.A.D.,LaLiga,2024-2025,DEF,22.65845311430527,1849,2000000.0,7384835.638956288,5384835.638956288,2.692417819478144,14.508657738524219,15.814939217634448,1.306281479110229,1.4406727400270785,0.794031485284052,1.143939515571946,exact_age_validated,0.85,0.6584531143052708,21.62162162162162
Milan Smit,703772.0,Go Ahead Eagles,Go Ahead Eagles,Eredivisie,2024-2025,ATT,21.66735112936345,837,1000000.0,3268210.4836671813,2268210.4836671813,2.2682104836671813,13.815510557964274,14.999753140374855,1.1842425824105813,1.3162530183265853,0.8679363449691992,1.1424238337810528,exact_age_club_validated,1.0,0.6673511293634498,100.0
Chris Lokesa,671675.0,RKC Waalwijk,RKC Waalwijk,Eredivisie,2024-2025,MID,20.109514031485283,1012,500000.0,1543542.3347650578,1043542.3347650578,2.0870846695301157,13.122363377404328,14.249590550319553,1.1272271729152248,1.2581253100803307,0.8890485968514718,1.1185345415902408,exact_age_club_validated,1.0,1.1095140314852827,100.0
Václav Sejk,629777.0,Famalicão,"SK Sigma Olomouc, a.s.",Liga Portugal,2024-2025,ATT,22.562628336755647,858,600000.0,2261019.865065506,1661019.8650655062,2.768366441775844,13.304684934198283,14.63132653718591,1.3266416029876265,1.4614300642500913,0.764741683778234,1.1176164880587476,exact_age_validated,0.85,0.5626283367556475,27.586206896551722
Emilio Kehrer,527279.0,Willem II,Willem II Tilburg,Eredivisie,2024-2025,MID,22.746064339493497,979,500000.0,1789312.6089493376,1289312.6089493376,2.5786252178986753,13.122363377404328,14.397342086716655,1.274978709312327,1.4087592926587786,0.7865845311430527,1.108108267709424,exact_age_validated,0.85,0.7460643394934969,69.23076923076923
