player_id_tm,player_name,club,current_club_name_tm,league,season,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,market_value_gap_pct,log_market_value_eur,predicted_log_market_value,inefficiency_score,inefficiency_score_z,confidence_score,opportunity_score,matching_method,matching_confidence,age_diff,club_score
859396.0,Metinho,Sparta Rotterdam,FC Basel 1893 AG,Eredivisie,2024-2025,MID,21.65366187542779,361,3000000.0,663993.6596068426,-2336006.3403931577,-0.7786687801310526,14.914122846632385,13.406027879628105,-1.5080949670042791,-1.4958421358483582,0.85,-1.2714658154711045,exact_age_validated,0.85,0.6536618754277903,22.22222222222222
636688.0,Alejandro Balde,Barcelona,Futbol Club Barcelona,LaLiga,2024-2025,DEF,21.193702943189596,2284,50000000.0,11172785.430616803,-38827214.5693832,-0.7765442913876639,17.72753356339242,16.228991507068404,-1.4985420563240162,-1.4863668397773697,0.85,-1.2634118138107642,exact_age_validated,0.85,1.1937029431895958,60.0
659542.0,Elye Wahi,Marseille,Olympique Gymnaste Club Nice Côte d'Azur,Ligue 1,2024-2025,ATT,21.763175906913073,574,30000000.0,6741727.755305088,-23258272.24469491,-0.7752757414898304,17.216707939626428,15.72382679355518,-1.492881146071248,-1.480751922767092,0.85,-1.2586391343520282,exact_age_validated,0.85,0.763175906913073,28.57142857142857
914562.0,Désiré Doué,Paris Saint-Germain,Paris Saint-Germain Football Club,Ligue 1,2024-2025,MID,19.345653661875428,1730,40000000.0,11676408.78502944,-28323591.21497056,-0.708089780374264,17.50439001207821,16.273081021051524,-1.2313089910266868,-1.221304965088063,1.0,-1.221304965088063,exact_age_club_validated,1.0,0.3456536618754278,73.07692307692308
683620.0,Antoni Milambo,Feyenoord,Brentford Football Club,Eredivisie,2024-2025,MID,19.531827515400412,1978,12000000.0,2843965.5024694134,-9156034.497530587,-0.7630028747942156,16.300417207752275,14.860709939898301,-1.439707267853974,-1.428010066780484,0.85,-1.2138085567634114,exact_age_validated,0.85,0.531827515400412,31.25
621993.0,Andrew Omobamidele,Strasbourg,Racing Club de Strasbourg Alsace,Ligue 1,2024-2025,DEF,22.483230663928815,539,11000000.0,2683260.9068027227,-8316739.093197277,-0.7560671902906615,16.213405830762646,14.802543369108722,-1.4108624616539238,-1.3993996162064568,0.85,-1.1894896737754883,exact_age_validated,0.85,0.48323066392881486,47.61904761904761
659513.0,Soumaïla Coulibaly,Brest,Stade brestois 29,Ligue 1,2024-2025,DEF,21.15811088295688,438,9000000.0,2272501.982592564,-6727498.017407436,-0.7474997797119374,16.012735135300492,14.636391977461361,-1.3763431578391305,-1.3651607716535246,0.85,-1.1603866559054958,exact_age_validated,0.85,1.1581108829568798,52.63157894736843
698678.0,Hugo Bueno,Feyenoord,Wolverhampton Wanderers Football Club,Eredivisie,2024-2025,DEF,22.247775496235455,1197,8000000.0,2042657.350519494,-5957342.649480506,-0.7446678311850632,15.89495209964411,14.529762140947044,-1.3651899586970657,-1.3540981889971095,0.85,-1.150983460647543,exact_age_validated,0.85,1.2477754962354553,21.739130434782606
628451.0,Roméo Lavia,Chelsea,Chelsea Football Club,Premier League,2024-2025,MID,20.944558521560573,797,40000000.0,10478409.607774748,-29521590.39222525,-0.7380397598056313,17.50439001207821,16.164827470357892,-1.3395625417203192,-1.3286789872986104,0.85,-1.1293771392038188,exact_age_validated,0.85,0.9445585215605732,50.0
566931.0,Xavi Simons,RB Leipzig,Tottenham Hotspur Football Club,Bundesliga,2024-2025,MID,21.66735112936345,2150,80000000.0,21192133.87513227,-58807866.12486773,-0.7350983265608466,18.197537192638155,16.869140627162686,-1.3283965654754688,-1.3176037313496383,0.85,-1.1199631716471925,exact_age_validated,0.85,0.6673511293634498,14.634146341463417
487474.0,Francisco Conceição,Juventus,Juventus Football Club,Serie A,2024-2025,MID,22.012320328542096,1340,36000000.0,9609080.771648634,-26390919.228351366,-0.7330810896764268,17.399029496420383,16.078219123057007,-1.3208103733633756,-1.3100791748328486,0.85,-1.1135672986079213,exact_age_validated,0.85,1.0123203285420956,53.333333333333336
559324.0,Youri Regeer,Twente,AFC Ajax Amsterdam,Eredivisie,2024-2025,MID,21.15811088295688,1342,5000000.0,1335615.3750874843,-3664384.6249125157,-0.7328769249825031,15.424948470398375,14.104902698731022,-1.3200457716673526,-1.309320785302298,0.85,-1.1129226675069532,exact_age_validated,0.85,1.1581108829568798,16.666666666666664
861410.0,Arda Güler,Real Madrid,Real Madrid Club de Fútbol,LaLiga,2024-2025,MID,19.392197125256672,1250,45000000.0,12432513.724914428,-32567486.275085572,-0.7237219172241238,17.622173047734595,16.33582567352493,-1.2863473742096652,-1.2758961774820723,0.85,-1.0845117508597615,exact_age_validated,0.85,0.39219712525667205,59.45945945945945
926694.0,Arthur Vermeeren,RB Leipzig,Olympique de Marseille,Bundesliga,2024-2025,MID,19.865845311430526,1572,25000000.0,7152368.656326742,-17847631.34367326,-0.7139052537469304,17.034386382832476,15.782954140414025,-1.251432242418451,-1.2412647209394227,0.85,-1.0550750127985093,exact_age_validated,0.85,0.865845311430526,25.0
