model,split,MAE_log,RMSE_log,R2,RMSE_multiplicative_factor
ML2_GradientBoosting,test,0.786616480282065,0.9866643474138079,0.4389667666782904,2.6822724046035087
ML1_RandomForest,test,0.7893900353184562,0.9953291563493658,0.42906959886101537,2.705614765005941
ML3_HistGradientBoosting,test,0.810505007161224,1.0279245980032503,0.39106318075081814,2.795258525407849
M0_mean_train,test,1.0898541771150017,1.3211723292505355,-0.005932072878611194,3.747812473040607
ML3_HistGradientBoosting,train,0.5851624479101492,0.7318391676616341,0.6887247929857345,2.0789005404947423
ML1_RandomForest,train,0.7308056716912718,0.9070004328132002,0.521889566380989,2.4768818060918996
ML2_GradientBoosting,train,0.7511162583814519,0.9265157572051862,0.5010938561893096,2.525693698829861
M0_mean_train,train,1.0960478886537062,1.3117267756583277,0.0,3.712578971393223
