player_name_fbref,player_name_tm,club,league,season,position_group,age,minutes_played,market_value_eur,portfolio_cost_eur,predicted_market_value_eur,market_value_gap_eur,market_value_gap_pct,roi_proxy_pct,roi_score,upside_eur,upside_score,growth_score,confidence_score,opportunity_score,risk_score,risk_level,risk_adjusted_opportunity_score,future_asset_score,executive_decision_score,portfolio_score_conservative,portfolio_score_balanced,portfolio_score_aggressive,is_optimization_candidate
Filippo Terracciano,Filippo Terracciano,Cremonese,Serie A,2025-2026,DEF,22.87200547570157,3011,4500000.0,4500000.0,24042844.878461286,19542844.878461286,4.342854417435841,434.28544174358416,31.99846065728916,19542844.878461286,71.7778676484537,11.129992173975216,92.71875,73.98409494511206,10.29,Bajo,66.37,62.18362213118704,63.132537021819175,59.9445157444772,55.99063864778821,32.07388056243032,True
Basar Onal,Başar Önal,NEC Nijmegen,Eredivisie,2025-2026,MID,21.240246406570844,2056,1000000.0,1000000.0,6944850.446795569,5944850.446795569,5.0,594.485044679557,43.910577239976575,5944850.446795569,21.323927892698944,18.68937336812873,90.9404761904762,78.89637859080645,18.38,Bajo,64.4,53.73500734437545,60.33609898282658,57.17846713053461,55.84985228990254,33.55370889096417,True
Ousmane Camara,Ousmane Camara,Angers,Ligue 1,2025-2026,DEF,22.598220396988363,2718,1000000.0,1000000.0,6220258.354835828,5220258.354835828,5.0,522.0258354835828,38.522657846838285,5220258.354835828,18.635404527069447,28.329490058729075,88.08333333333334,81.00101023336168,28.68,Moderado,57.77,50.28231675816644,56.44628123621394,52.536939022392495,52.051913828917776,32.860322344686544,True
Taichi Fukui,Taichi Fukui,Arouca,Liga Portugal,2025-2026,MID,21.426420260095824,2521,2000000.0,2000000.0,7657024.348569304,5657024.348569304,2.828512174284652,282.8512174284652,20.73811979757115,5657024.348569304,20.25597918209905,6.667260163271589,94.75,68.3061700491904,2.21,Bajo,66.8,45.23757073451275,59.00212669346627,60.911265683204654,49.71936765789953,22.79685775545373,True
Antoine Mendy,Antoine Mendy,Nice,Ligue 1,2025-2026,DEF,21.371663244353183,2097,3000000.0,3000000.0,11472644.264713524,8472644.264713524,2.824214754904508,282.4214754904508,20.70616506127793,8472644.264713524,30.70304314716657,9.416989104315464,93.75,68.95700357295205,5.88,Bajo,64.9,47.50131927282933,58.61123053279774,59.49270834778984,49.590163902348536,24.039099742104383,True
